,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
696,NOTCH1,NP_032740.3,"[('XP_049326243.1', 'NOTCH1B')]",697
697,NOTCH2,NP_035058.2,"[('XP_022525914.2', 'NOTCH2')]",698
698,NOX4,XP_006508075.1,"[('XP_049323051.1', 'LOC103041142')]",699
699,NPAS2,NP_032745.2,"[('XP_022536456.2', 'NPAS2'), ('XP_022536463.2', 'NPAS2'), ('XP_022536470.2', 'NPAS2'), ('XP_022536475.2', 'NPAS2'), ('XP_022536480.2', 'NPAS2'), ('XP_022536486.2', 'NPAS2')]",700
700,NPAT,NP_001074621.1,"[('XP_007245965.3', 'NPAT'), ('XP_007245966.3', 'NPAT')]",701
701,NPHS1,XP_036009153.1,"[('XP_049323029.1', 'NPHS1')]",702
702,NPHS2,NP_569723.1,"[('XP_007240131.2', 'NPHS2')]",703
703,NPR1,NP_032753.5,"[('XP_007228583.2', 'NPR1A'), ('XP_007249743.2', 'NPR1B'), ('XP_007249744.2', 'NPR1B'), ('XP_007249745.2', 'NPR1B'), ('XP_007249747.2', 'NPR1B')]",704
704,NQO1,XP_036009703.1,"[('XP_022517970.1', 'LOC103047199'), ('XP_022517973.1', 'LOC103047199'), ('XP_022517974.2', 'LOC111188484'), ('XP_049321681.1', 'LOC103047199'), ('XP_049321682.1', 'LOC103047199'), ('XP_049321683.1', 'LOC103047199')]",705
705,NR0B2,NP_035980.1,"[('XP_007241050.3', 'NR0B2A')]",706
706,NR1H3,NP_038867.2,"[('XP_022520970.2', 'NR1H3'), ('XP_049326943.1', 'NR1H3')]",707
707,NR1H4,NP_001372640.1,"[('XP_007250611.2', 'NR1H4'), ('XP_007250612.2', 'NR1H4'), ('XP_015461624.2', 'NR1H4'), ('XP_049339561.1', 'NR1H4')]",708
708,NR2C1,NP_035759.3,"[('XP_022527092.2', 'NR2C1'), ('XP_022527093.2', 'NR2C1'), ('XP_022527094.2', 'NR2C1')]",709
709,NR2C2,NP_001334271.1,"[('XP_049341627.1', 'NR2C2'), ('XP_049341628.1', 'NR2C2')]",710
710,NR2E1,NP_689415.1,"[('XP_022521095.1', 'NR2E1')]",711
711,NR2F2,NP_899084.2,"[('XP_007254525.1', 'NR2F2')]",712
712,NR2F6,NP_034280.2,"[('XP_007240291.1', 'NR2F6B'), ('XP_007240292.1', 'NR2F6B')]",713
713,NR3C2,NP_001077375.1,"[('XP_049337335.1', 'NR3C2')]",714
714,NR4A2,XP_036015279.1,"[('XP_015462489.3', 'NR4A2A')]",715
715,NR4A3,XP_030109168.1,"[('XP_007229518.2', 'NR4A3'), ('XP_022535285.2', 'NR4A3'), ('XP_022535292.2', 'NR4A3'), ('XP_049320302.1', 'NR4A3'), ('XP_049320313.1', 'NR4A3')]",716
716,NR5A2,XP_006529684.1,"[('XP_022525478.1', 'NR5A2')]",717
717,NRARP,NP_080256.2,"[('XP_007241832.1', 'NRARPA')]",718
718,NRF1,NP_001348622.1,"[('XP_007237823.1', 'NRF1'), ('XP_007237824.1', 'NRF1'), ('XP_007237825.1', 'NRF1')]",719
719,NRGN,NP_071312.1,"[('XP_015460274.1', 'NRGNA')]",720
720,NRP1,NP_032763.2,"[('XP_007238715.2', 'NRP1A'), ('XP_049336337.1', 'NRP1A'), ('XP_049336338.1', 'NRP1A')]",721
721,NRP2,NP_001070871.1,"[('XP_007234217.2', 'NRP2B'), ('XP_022530603.2', 'NRP2A'), ('XP_022530604.2', 'NRP2A')]",722
722,NT5E,NP_035981.1,"[('XP_022520687.2', 'NT5E')]",723
723,NTRK1,XP_006501187.1,"[('XP_022524425.2', 'NTRK1'), ('XP_049320808.1', 'NTRK1')]",724
724,NUDT1,NP_001343514.1,"[('XP_007247857.1', 'NUDT1')]",725
725,NUPR1,NP_062712.1,"[('XP_007234770.3', 'NUPR1B')]",726
726,ODF2,XP_017171768.1,"[('XP_007233985.3', 'ODF2A'), ('XP_015456961.3', 'ODF2A')]",727
727,OGG1,NP_035087.3,"[('XP_007248022.3', 'OGG1')]",728
728,OMP,NP_035140.1,"[('XP_022521710.1', 'OMPA')]",729
729,ONECUT1,NP_032288.1,"[('XP_007251933.1', 'ONECUT1'), ('XP_007251934.1', 'ONECUT1')]",730
730,ONECUT3,NP_631972.2,"[('XP_007233309.1', 'ONECUT3A'), ('XP_049334974.1', 'ONECUT3B')]",731
731,OPN1SW,NP_031564.1,"[('XP_007237583.1', 'OPN1SW2')]",732
732,OPRD1,NP_038650.3,"[('XP_007234633.2', 'OPRD1A'), ('XP_049336553.1', 'OPRD1B')]",733
733,OPRK1,NP_001305664.1,"[('XP_007240093.1', 'LOC103039256'), ('XP_015464058.3', 'OPRK1')]",734
734,OSTM1,NP_766004.1,"[('XP_007255740.2', 'OSTM1')]",735
735,OXT,NP_035155.1,"[('XP_007254051.1', 'OXT'), ('XP_049341857.1', 'LOC103042813')]",736
736,P2RY10,NP_001344739.1,"[('XP_022539455.2', 'P2RY10')]",737
737,PAG1,XP_030108786.1,"[('XP_022538907.2', 'PAG1'), ('XP_049331315.1', 'PAG1')]",738
738,PAGR1A,NP_084516.1,"[('XP_007248745.2', 'PAGR1')]",739
739,PAPPA,NP_067337.1,"[('XP_049321773.1', 'LOC103040342'), ('XP_049326654.1', 'PAPPAB')]",740
740,PAQR7,XP_036020344.1,"[('XP_007251814.3', 'PAQR7B')]",741
741,PARP1,NP_031441.2,"[('XP_007253978.3', 'PARP1')]",742
742,PAX1,XP_006498974.1,"[('XP_049320204.1', 'PAX1A')]",743
743,PAX2,NP_001355673.1,"[('XP_007249554.1', 'PAX2A'), ('XP_007249555.1', 'PAX2A'), ('XP_007249556.1', 'PAX2A')]",744
744,PAX5,NP_032808.1,"[('XP_022537465.1', 'PAX5'), ('XP_022537467.1', 'PAX5'), ('XP_022537468.1', 'PAX5')]",745
745,PAX6,NP_001231127.1,"[('NP_001278194.1', 'PAX6A'), ('XP_049339740.1', 'PAX6A'), ('XP_049339741.1', 'PAX6A'), ('XP_049339742.1', 'PAX6A'), ('XP_049339743.1', 'PAX6A'), ('XP_049339744.1', 'PAX6A')]",746
746,PAX7,XP_006538694.1,"[('XP_007246412.3', 'PAX7B'), ('XP_007246414.3', 'PAX7B'), ('XP_022533166.2', 'PAX7B'), ('XP_049327595.1', 'PAX7A'), ('XP_049327596.1', 'PAX7A')]",747
747,PAX8,NP_035170.1,"[('XP_007254069.2', 'PAX8'), ('XP_007254071.2', 'PAX8'), ('XP_007254072.2', 'PAX8'), ('XP_007254073.2', 'PAX8'), ('XP_007254074.2', 'PAX8'), ('XP_007254075.2', 'PAX8'), ('XP_007254076.2', 'PAX8')]",748
748,PAXIP1,NP_061366.2,"[('XP_022534903.2', 'PAXIP1'), ('XP_049334441.1', 'PAXIP1')]",749
749,PCK1,NP_035174.1,"[('XP_007244225.3', 'PCK1')]",750
750,PCNA,NP_035175.1,"[('XP_007255027.1', 'PCNA')]",751
751,PCSK2,NP_032818.1,"[('XP_007238598.2', 'PCSK2')]",752
752,PCSK9,NP_705793.1,"[('XP_007260726.2', 'PCSK9')]",753
753,PDE3B,NP_035185.2,"[('XP_022525827.2', 'PDE3B'), ('XP_022525828.2', 'PDE3B'), ('XP_022525829.2', 'PDE3B'), ('XP_022525830.2', 'PDE3B')]",754
754,PDE6B,NP_032832.2,"[('XP_049322334.1', 'PDE6B')]",755
755,PDGFA,NP_001409068.1,"[('XP_007236087.2', 'LOC103022197'), ('XP_022521914.1', 'PDGFAB')]",756
756,PDGFRA,NP_001076785.1,"[('XP_022520156.2', 'PDGFRA')]",757
757,PDHX,NP_780303.1,"[('XP_007228215.3', 'PDHX')]",758
758,PDK1,XP_011237746.1,"[('XP_007253583.3', 'PDK1')]",759
759,PDK4,NP_038771.1,"[('XP_007259880.1', 'PDK4')]",760
760,PDX1,NP_032840.1,"[('XP_007249118.1', 'PDX1')]",761
761,PDZK1IP1,NP_001158029.1,"[('XP_022525346.2', 'PDZK1IP1')]",762
762,PENK,NP_001335138.1,"[('XP_007231129.3', 'PENKB')]",763
763,PER2,NP_001407810.1,"[('XP_022534709.2', 'PER2'), ('XP_022534710.2', 'PER2'), ('XP_022534711.2', 'PER2'), ('XP_049334773.1', 'PER2')]",764
764,PERP,NP_071315.1,"[('XP_007247396.3', 'LOC103035936')]",765
765,PEX11A,NP_035198.1,"[('XP_007254539.3', 'PEX11A')]",766
766,PFKFB3,NP_001171229.1,"[('XP_007235034.2', 'PFKFB3'), ('XP_007235035.2', 'PFKFB3'), ('XP_007235038.2', 'PFKFB3')]",767
767,PHEX,NP_035207.1,"[('XP_022537327.1', 'PHEX')]",768
768,PHGDH,NP_058662.2,"[('XP_007260013.3', 'PHGDH')]",769
769,PHLPP1,NP_598582.3,"[('XP_022533896.2', 'PHLPP1')]",770
770,PHOX2A,NP_032913.1,"[('XP_007247707.1', 'PHOX2A')]",771
771,PHOX2B,NP_032914.1,"[('XP_007234091.2', 'PHOX2BB')]",772
772,PIAS1,NP_062637.2,"[('XP_022520941.2', 'PIAS1A')]",773
773,PIAS4,NP_067476.2,"[('XP_049321817.1', 'PIAS4A')]",774
774,PIGR,NP_035212.2,"[('XP_049325497.1', 'LOC111196689')]",775
775,PIK3CA,NP_032865.2,"[('XP_022525699.1', 'PIK3CA'), ('XP_049321708.1', 'PIK3CA')]",776
776,PITX2,NP_035228.2,"[('XP_007240412.1', 'PITX3')]",777
777,PITX3,XP_006526827.1,"[('XP_007240412.1', 'PITX3')]",778
778,PKLR,XP_006501198.1,"[('XP_007256959.3', 'PKLR'), ('XP_007256960.3', 'PKLR')]",779
779,PKP3,NP_001156396.1,"[('XP_007228299.3', 'PKP3A'), ('XP_007228300.3', 'PKP3A')]",780
780,PLA2G4A,NP_032895.1,"[('XP_007245478.3', 'PLA2G4AB'), ('XP_015460303.3', 'PLA2G4AB'), ('XP_022529169.2', 'PLA2G4AA')]",781
781,PLAGL2,NP_061277.2,"[('XP_007250837.3', 'PLAGL2')]",782
782,PLAUR,NP_035243.1,"[('XP_049319026.1', 'LOC125780612')]",783
783,PLCG2,NP_758489.1,"[('XP_022535305.1', 'PLCG2'), ('XP_022535306.1', 'PLCG2'), ('XP_022535307.1', 'PLCG2'), ('XP_022535308.1', 'PLCG2')]",784
784,PLIN2,XP_011248209.1,"[('XP_007255257.3', 'PLIN2')]",785
785,PLK3,NP_001300845.1,"[('XP_022533474.2', 'PLK3')]",786
786,PLK4,NP_035625.2,"[('XP_022528579.2', 'PLK4'), ('XP_022528580.2', 'PLK4')]",787
787,PLOD1,NP_035252.1,"[('XP_007247977.3', 'PLOD1A'), ('XP_007247978.3', 'PLOD1A'), ('XP_022526418.2', 'PLOD1A')]",788
788,PLPPR4,NP_808332.3,"[('XP_007250468.1', 'LOC103028875'), ('XP_022530367.2', 'PLPPR4A'), ('XP_049323106.1', 'PLPPR4A')]",789
789,PLTP,NP_001407621.1,"[('XP_049335444.1', 'PLTP'), ('XP_049335445.1', 'PLTP')]",790
790,PMEL,XP_036011605.1,"[('XP_022532812.2', 'PMELB'), ('XP_049319048.1', 'PMELB')]",791
791,POLA1,NP_032918.1,"[('XP_049342460.1', 'POLA1'), ('XP_049342464.1', 'POLA1')]",792
792,POSTN,NP_001355607.1,"[('XP_022524474.2', 'POSTNB'), ('XP_022524475.2', 'POSTNB'), ('XP_022524476.2', 'POSTNB'), ('XP_022524477.2', 'POSTNB'), ('XP_022524478.2', 'POSTNB')]",793
793,POU2AF1,NP_035266.1,"[('XP_022530140.2', 'LOC103037193')]",794
794,POU2F1,NP_945150.2,"[('XP_049341039.1', 'POU2F1B'), ('XP_049341040.1', 'POU2F1B'), ('XP_049341041.1', 'POU2F1B'), ('XP_049341042.1', 'POU2F1B'), ('XP_049341043.1', 'POU2F1B')]",795
795,POU2F2,NP_001157026.1,"[('XP_049336681.1', 'POU2F2A')]",796
796,POU2F3,NP_035269.2,"[('XP_007245338.1', 'POU2F3'), ('XP_022534744.1', 'POU2F3')]",797
797,POU3F1,NP_035271.1,"[('XP_007243227.3', 'POU3F1')]",798
798,POU3F2,NP_032925.1,"[('XP_049331074.1', 'POU3F2A')]",799
799,POU3F3,NP_032926.2,"[('XP_007255614.2', 'POU3F3A'), ('XP_007255615.2', 'POU3F3A'), ('XP_015458153.3', 'POU3F3B'), ('XP_022531226.2', 'POU3F3B')]",800
800,POU3F4,NP_032927.1,"[('XP_007228452.2', 'LOC103039910')]",801
801,POU4F2,NP_620394.2,"[('XP_007231628.2', 'POU4F2')]",802
802,PPARG,XP_006505801.1,"[('XP_007229695.2', 'PPARG'), ('XP_007229696.2', 'PPARG'), ('XP_007229697.2', 'PPARG'), ('XP_022538129.1', 'PPARG')]",803
803,PPARGC1A,XP_036020787.1,"[('XP_022534036.2', 'PPARGC1A'), ('XP_022534037.2', 'PPARGC1A')]",804
804,PPIG,NP_001394397.1,"[('XP_022531116.2', 'PPIG')]",805
805,PPP1R13L,XP_030098560.1,"[('XP_022520646.2', 'PPP1R13L'), ('XP_049339397.1', 'PPP1R13L')]",806
806,PPP1R14A,NP_081007.2,"[('XP_007246037.1', 'PPP1R14AB')]",807
807,PPP1R3B,XP_017168286.1,"[('XP_007236761.3', 'PPP1R3B')]",808
808,PRDM1,NP_001392859.1,"[('XP_022534812.1', 'PRDM1A'), ('XP_049334702.1', 'PRDM1A')]",809
809,PRDM13,NP_001074240.1,"[('XP_007253078.2', 'PRDM13')]",810
810,PRDM16,NP_001277955.1,"[('XP_022526417.2', 'PRDM16'), ('XP_049342210.1', 'PRDM16'), ('XP_049342211.1', 'PRDM16'), ('XP_049342212.1', 'PRDM16'), ('XP_049342213.1', 'PRDM16'), ('XP_049342214.1', 'PRDM16'), ('XP_049342217.1', 'PRDM16')]",811
811,PRDM5,XP_006506667.1,"[('XP_049342367.1', 'PRDM5'), ('XP_049342368.1', 'PRDM5'), ('XP_049342369.1', 'PRDM5'), ('XP_049342370.1', 'PRDM5')]",812
812,PRDM8,NP_084223.2,"[('XP_022520610.1', 'PRDM8B')]",813
813,PRDX1,NP_035164.1,"[('XP_007250714.1', 'PRDX1')]",814
814,PRDX2,NP_035693.3,"[('XP_022530304.2', 'PRDX2')]",815
815,PRDX3,NP_031478.1,"[('XP_015463716.2', 'PRDX3')]",816
816,PRDX6,NP_031479.1,"[('XP_007259536.1', 'PRDX6'), ('XP_022517738.2', 'LOC111188290')]",817
817,PRF1,NP_035203.3,"[('XP_007251089.3', 'LOC103036166'), ('XP_007251184.2', 'LOC103039204'), ('XP_022533374.2', 'LOC111194173')]",818
818,PROM1,NP_001157056.1,"[('XP_007230279.3', 'PROM1B'), ('XP_022537712.2', 'PROM1B'), ('XP_049339901.1', 'PROM1A'), ('XP_049339903.1', 'PROM1A'), ('XP_049339904.1', 'PROM1A'), ('XP_049339905.1', 'PROM1A'), ('XP_049339906.1', 'PROM1A'), ('XP_049339907.1', 'PROM1A')]",819
819,PROX1,NP_001347756.1,"[('XP_049319959.1', 'PROX1A')]",820
820,PRRX1,NP_035257.1,"[('XP_007245398.1', 'PRRX1B'), ('XP_022528490.1', 'PRRX1A'), ('XP_049337149.1', 'PRRX1B')]",821
821,PSAP,NP_035309.3,"[('XP_049337271.1', 'LOC103039498')]",822
822,PTAFR,NP_001074680.1,"[('XP_007258999.3', 'PTAFR')]",823
823,PTEN,NP_032986.1,"[('XP_007244645.3', 'PTENA'), ('XP_007244646.3', 'PTENA'), ('XP_007251223.2', 'PTENB')]",824
824,PTF1A,NP_061279.2,"[('XP_007253031.1', 'PTF1A')]",825
825,PTGDS,NP_032989.2,"[('XP_022519426.1', 'ZGC:153704')]",826
826,PTGES,NP_071860.1,"[('XP_007257020.1', 'PTGES'), ('XP_049328309.1', 'PTGES')]",827
827,PTGES2,NP_598544.2,"[('XP_049341539.1', 'PTGESL')]",828
828,PTGS1,XP_006497853.1,"[('XP_007243953.2', 'PTGS1')]",829
829,PTGS2,NP_035328.2,"[('XP_007245479.2', 'PTGS2B')]",830
830,PTHLH,NP_032996.2,"[('XP_007235115.2', 'PTHLHA'), ('XP_007235116.2', 'PTHLHA')]",831
831,PTPN1,NP_035331.3,"[('XP_022526724.2', 'PTPN1'), ('XP_022526725.2', 'PTPN1')]",832
832,PTPN6,NP_001071173.1,"[('XP_007256945.3', 'PTPN6'), ('XP_007256946.3', 'PTPN6'), ('XP_022529536.2', 'PTPN6'), ('XP_049336018.1', 'PTPN6')]",833
833,PTPRC,NP_001407709.1,"[('XP_049321942.1', 'PTPRC'), ('XP_049321943.1', 'PTPRC')]",834
834,PTPRO,XP_036021846.1,"[('XP_007256075.3', 'PTPRO'), ('XP_007256076.3', 'PTPRO')]",835
835,PTPRU,XP_006538737.1,"[('XP_022529387.2', 'PTPRUB'), ('XP_022529388.2', 'PTPRUB'), ('XP_022529389.2', 'PTPRUB'), ('XP_022529390.2', 'PTPRUB'), ('XP_022529392.2', 'PTPRUB'), ('XP_022529393.2', 'PTPRUB'), ('XP_022529394.2', 'PTPRUB'), ('XP_022538682.2', 'PTPRUA'), ('XP_022538683.2', 'PTPRUA'), ('XP_049336595.1', 'PTPRUB'), ('XP_049336596.1', 'PTPRUB'), ('XP_049336597.1', 'PTPRUB')]",836
836,PTPRZ1,XP_006505075.1,"[('XP_022527976.2', 'PTPRZ1A'), ('XP_022527977.2', 'PTPRZ1A')]",837
837,PTTG1IP,NP_666037.1,"[('XP_007233836.1', 'PTTG1IPB'), ('XP_015458753.2', 'LOC103031268')]",838
838,PTX3,NP_033013.3,"[('XP_007232157.2', 'PTX3A')]",839
839,PWP1,NP_598754.2,"[('XP_007230746.3', 'PWP1')]",840
840,RAC1,NP_033033.1,"[('XP_007233802.1', 'RAC3A'), ('XP_007251352.1', 'RAC1A'), ('XP_022525019.1', 'RAC3B'), ('XP_022527164.2', 'RAC1B'), ('XP_022527174.2', 'RAC1B'), ('XP_049324105.1', 'RAC1B')]",841
841,RAD51,NP_035364.1,"[('XP_007259922.3', 'RAD51'), ('XP_007259923.3', 'RAD51'), ('XP_049334325.1', 'RAD51')]",842
842,RAF1,NP_001343263.1,"[('XP_007229685.3', 'RAF1B'), ('XP_007238503.3', 'RAF1A'), ('XP_007238504.3', 'RAF1A'), ('XP_022538125.2', 'RAF1B')]",843
843,RAG1,NP_033045.2,"[('XP_022527882.2', 'RAG1')]",844
844,RAG2,XP_017172095.1,"[('XP_007228210.3', 'RAG2')]",845
845,RAN,NP_001408127.1,"[('XP_015457382.1', 'RAN')]",846
846,RAP1B,NP_077777.1,"[('XP_007232353.1', 'RAP1B'), ('XP_022525983.1', 'RAP1AA')]",847
847,RAP2B,NP_082988.1,"[('XP_007237348.1', 'LOC103045190')]",848
848,RB1CC1,XP_036012136.1,"[('XP_022522721.2', 'RB1CC1'), ('XP_049336781.1', 'RB1CC1')]",849
849,RBL1,NP_035379.2,"[('XP_007258547.3', 'RBL1')]",850
850,RBL2,NP_035380.3,"[('XP_007228258.3', 'RBL2'), ('XP_007228259.3', 'RBL2')]",851
851,RBMX,XP_036017757.1,"[('XP_007238986.2', 'RBMX'), ('XP_022539973.1', 'RBMX'), ('XP_022539974.1', 'RBMX')]",852
852,RBP4,NP_001152959.1,"[('XP_022525053.2', 'RBP4')]",853
853,RBPJ,NP_001074397.1,"[('XP_007239740.1', 'RBPJA'), ('XP_007248064.3', 'RBPJB'), ('XP_007248065.1', 'RBPJB')]",854
854,RBPJL,NP_033062.1,"[('XP_049335368.1', 'RBPJL')]",855
855,RC3H1,NP_001020123.1,"[('XP_007250751.3', 'RC3H1B')]",856
856,RECK,NP_057887.2,"[('XP_007233449.3', 'RECK')]",857
857,RELB,NP_001277386.1,"[('XP_022529988.2', 'RELB'), ('XP_022530003.2', 'RELB')]",858
858,RELN,NP_001297393.1,"[('XP_049329353.1', 'RELN'), ('XP_049329354.1', 'RELN')]",859
859,REN1,NP_112469.1,"[('XP_007234693.3', 'REN')]",860
860,RERE,XP_030109601.1,"[('XP_049319205.1', 'REREA'), ('XP_049319206.1', 'REREA'), ('XP_049319207.1', 'REREA'), ('XP_049319208.1', 'REREA')]",861
861,RET,NP_033076.2,"[('XP_015462110.2', 'RET')]",862
862,RETSAT,NP_080435.3,"[('XP_007234548.2', 'LOC103044667'), ('XP_022528563.2', 'LOC107196803')]",863
863,RFX1,XP_036009732.1,"[('XP_022529436.2', 'RFX1A'), ('XP_022529440.2', 'RFX1A'), ('XP_022529445.2', 'RFX1A')]",864
864,RFX3,XP_017173576.1,"[('XP_022536616.2', 'RFX3'), ('XP_022536617.2', 'RFX3')]",865
865,RFX4,NP_001020089.1,"[('XP_007250600.2', 'RFX4'), ('XP_007250601.2', 'RFX4'), ('XP_015461642.2', 'RFX4')]",866
866,RFX5,NP_001342634.1,"[('XP_049332331.1', 'RFX5'), ('XP_049332332.1', 'RFX5'), ('XP_049332333.1', 'RFX5')]",867
867,RFXANK,NP_001020760.1,"[('XP_015462182.3', 'RFXANK'), ('XP_022525329.2', 'RFXANK')]",868
868,RFXAP,NP_573494.1,"[('XP_007229816.3', 'LOC103039202')]",869
869,RGS16,NP_035397.2,"[('XP_007250756.2', 'RGS5B'), ('XP_007258438.1', 'RGS16')]",870
870,RGS4,NP_033088.2,"[('XP_007258436.2', 'RGS4')]",871
871,RHOA,NP_058082.2,"[('XP_007237036.1', 'RHOAA'), ('XP_007240495.1', 'RHOAB'), ('XP_007253416.1', 'RHOCA'), ('XP_007256202.1', 'RHOCB'), ('XP_022538257.1', 'LOC103029431')]",872
872,RIF1,NP_001342343.1,"[('XP_007253540.3', 'RIF1'), ('XP_049340923.1', 'RIF1')]",873
873,RLF,NP_001333589.1,"[('XP_022528435.2', 'RLF')]",874
874,RLIM,NP_001345134.1,"[('XP_007228478.3', 'RLIM'), ('XP_049340335.1', 'RLIM')]",875
875,RND3,NP_083086.1,"[('XP_007232469.1', 'LOC103021440'), ('XP_007257128.2', 'RND3A')]",876
876,RNF11,NP_038904.1,"[('XP_007231731.1', 'RNF11B'), ('XP_007254664.1', 'LOC103023736')]",877
877,RNF2,NP_001347774.1,"[('XP_007245126.1', 'RNF2'), ('XP_007245127.1', 'RNF2')]",878
878,RORA,NP_038674.1,"[('XP_007246555.1', 'RORAA')]",879
879,RPS6KA1,NP_001272434.1,"[('XP_049320041.1', 'RPS6KA1'), ('XP_049320042.1', 'RPS6KA1'), ('XP_049320043.1', 'RPS6KA1'), ('XP_049320044.1', 'RPS6KA1')]",880
880,RS1,XP_030107130.1,"[('XP_007259436.3', 'RS1A')]",881
881,RUNX1T1,NP_001104496.1,"[('XP_022538895.2', 'RUNX1T1'), ('XP_049331304.1', 'RUNX1T1'), ('XP_049331305.1', 'RUNX1T1'), ('XP_049331307.1', 'RUNX1T1')]",882
882,RUNX3,NP_062706.2,"[('XP_007238626.3', 'RUNX3')]",883
883,RXRA,NP_035435.1,"[('XP_007243934.1', 'RXRAB'), ('XP_022532283.1', 'RXRAA'), ('XP_049322105.1', 'RXRAA'), ('XP_049322106.1', 'RXRAA')]",884
884,S1PR1,NP_031927.2,"[('XP_007240171.3', 'S1PR1')]",885
885,SAG,XP_030108187.1,"[('XP_049334832.1', 'SAGA')]",886
886,SALL1,NP_067365.2,"[('XP_007244892.2', 'SALL1A')]",887
887,SAMD7,XP_017175280.1,"[('XP_007234427.3', 'SAMD7'), ('XP_015457081.3', 'SAMD7')]",888
888,SATB2,NP_001345509.1,"[('XP_007227821.1', 'SATB2'), ('XP_007227822.1', 'SATB2'), ('XP_015458888.1', 'SATB2')]",889
889,SCD1,NP_033153.2,"[('XP_007249562.2', 'SCDB'), ('XP_007260993.3', 'LOC103032943')]",890
890,SELENOW,NP_033182.1,"[('XP_007260428.2', 'SELENOW1')]",891
891,SELL,NP_035476.1,"[('XP_022522215.1', 'LOC111191469'), ('XP_049336613.1', 'LOC111191469')]",892
892,SEMA3C,NP_038685.3,"[('XP_022527184.2', 'SEMA3C')]",893
893,SERPINE1,NP_032897.2,"[('XP_007248190.2', 'SERPINE1')]",894
894,SERPINE2,XP_006496522.1,"[('XP_007237525.3', 'SERPINE2')]",895
895,SERPINH1,NP_033955.2,"[('XP_015459632.1', 'SERPINH1B'), ('XP_015459634.1', 'SERPINH1B'), ('XP_015459635.1', 'SERPINH1B'), ('XP_022536994.1', 'SERPINH1B')]",896
896,SESN1,NP_001156380.1,"[('XP_007255734.2', 'SESN1'), ('XP_007255735.2', 'SESN1')]",897
897,SETD7,NP_542983.3,"[('XP_007229927.1', 'SETD7')]",898
898,SETDB1,XP_036019318.1,"[('XP_049335935.1', 'SETDB1B'), ('XP_049335936.1', 'SETDB1B'), ('XP_049335937.1', 'SETDB1B')]",899
899,SFPQ,XP_036020326.1,"[('XP_015461304.3', 'SFPQ'), ('XP_015461305.3', 'SFPQ')]",900
900,SFRP1,NP_038862.2,"[('XP_007238185.1', 'SFRP1A'), ('XP_022540524.2', 'SFRP5')]",901
901,SFRP2,NP_033170.1,"[('XP_007230335.3', 'SFRP2')]",902
902,SFTPB,NP_680088.1,"[('XP_007228870.2', 'SFTPBA'), ('XP_007236237.1', 'SFTPBB')]",903
903,SGK1,NP_001155317.2,"[('XP_049318733.1', 'SGK1'), ('XP_049318734.1', 'SGK1'), ('XP_049318735.1', 'SGK1'), ('XP_049318736.1', 'SGK1'), ('XP_049318737.1', 'SGK1')]",904
904,SH3BP2,NP_001139330.1,"[('XP_007255106.3', 'SH3BP2'), ('XP_022536943.2', 'SH3BP2'), ('XP_022536944.2', 'SH3BP2'), ('XP_022536947.2', 'SH3BP2')]",905
905,SHC1,NP_001106802.1,"[('XP_022529926.2', 'SHC1'), ('XP_022529928.1', 'SHC1')]",906
906,SHH,NP_033196.1,"[('NP_001278184.1', 'SHHA'), ('XP_007253071.3', 'SHHB')]",907
907,SHOX2,NP_001289286.1,"[('XP_007258448.3', 'SHOX2'), ('XP_015463627.3', 'SHOX2')]",908
908,SHROOM3,NP_056571.2,"[('XP_007234024.3', 'SHROOM3')]",909
909,SIAH1B,NP_033199.1,"[('XP_007249243.1', 'SIAH1'), ('XP_007249244.1', 'SIAH1'), ('XP_007249245.1', 'SIAH1'), ('XP_049339318.1', 'SIAH1')]",910
910,SIM1,XP_006512689.1,"[('XP_022529326.1', 'SIM1A')]",911
911,SIN3A,NP_001103820.1,"[('XP_022527282.1', 'SIN3AA'), ('XP_022527283.1', 'SIN3AA'), ('XP_022527284.1', 'SIN3AA'), ('XP_049326900.1', 'SIN3AB')]",912
912,SIN3B,NP_033214.2,"[('XP_007237039.3', 'SIN3B')]",913
913,SIRT6,NP_001365873.1,"[('XP_022534679.2', 'SIRT6')]",914
914,SIS,NP_001074606.1,"[('XP_049339266.1', 'SI')]",915
915,SKIL,NP_001385489.1,"[('XP_015457079.3', 'SKILA')]",916
916,SLA2,NP_084259.1,"[('XP_022533046.1', 'SLA2B'), ('XP_022533047.1', 'SLA2B')]",917
917,SLC10A2,NP_035518.1,"[('XP_015464104.1', 'SLC10A2')]",918
918,SLC12A3,XP_017168114.1,"[('XP_007249260.2', 'SLC12A3')]",919
919,SLC12A5,NP_001342409.1,"[('XP_007256974.3', 'SLC12A7B'), ('XP_007256975.3', 'SLC12A7B'), ('XP_007256976.3', 'SLC12A7B'), ('XP_007256977.3', 'SLC12A7B'), ('XP_007256980.3', 'SLC12A7B'), ('XP_022526388.2', 'SLC12A5B'), ('XP_022526389.2', 'SLC12A5B'), ('XP_022531328.1', 'SLC12A5A'), ('XP_022531329.1', 'SLC12A5A'), ('XP_022531330.1', 'SLC12A5A')]",920
920,SLC18A2,NP_766111.1,"[('XP_049319917.1', 'SLC18A2')]",921
921,SLC19A2,NP_473428.1,"[('XP_007258521.3', 'SLC19A2')]",922
