,Model_nodos,NCBI_Product_accesion,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
6934,SCGALPHA,NP_001260246.1,Drosophila_melanogaster,NP_001260246.1,SCGALPHA,Astyanax_mexicanus,XP_007259873.1,SGCE,5.14e-20,98.2,2.43e-20,98.2
6935,SCGALPHA,NP_001260246.1,Drosophila_melanogaster,NP_001260246.1,SCGALPHA,Astyanax_mexicanus,XP_015463979.1,SGCE,5.14e-20,98.2,2.45e-20,98.2
6936,SCGALPHA,NP_001260246.1,Drosophila_melanogaster,NP_001260246.1,SCGALPHA,Astyanax_mexicanus,XP_007259872.1,SGCE,5.14e-20,98.2,2.51e-20,98.2
6937,SCGALPHA,NP_001260246.1,Drosophila_melanogaster,NP_001260246.1,SCGALPHA,Astyanax_mexicanus,XP_007259871.1,SGCE,5.14e-20,98.2,2.56e-20,98.2
6938,SCGDELTA,NP_525039.1,Drosophila_melanogaster,NP_525039.1,SCGDELTA,Astyanax_mexicanus,XP_049322559.1,SGCD,1.09e-44,180.0,3.8299999999999995e-45,180.0
6939,SCGDELTA,NP_525039.1,Drosophila_melanogaster,NP_525039.1,SCGDELTA,Astyanax_mexicanus,XP_049322560.1,SGCD,1.09e-44,180.0,3.8299999999999995e-45,180.0
6940,SCGDELTA,NP_525039.1,Drosophila_melanogaster,NP_525039.1,SCGDELTA,Astyanax_mexicanus,XP_049322561.1,SGCD,1.09e-44,180.0,3.8299999999999995e-45,180.0
6941,SCGDELTA,NP_525039.1,Drosophila_melanogaster,NP_525039.1,SCGDELTA,Astyanax_mexicanus,XP_049322558.1,SGCD,1.09e-44,180.0,3.8399999999999996e-45,180.0
6942,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_022537901.1,CERS5,1.66e-77,289.0,7.87e-78,289.0
6943,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_049340817.1,CERS6,2.12e-75,282.0,1e-75,282.0
6944,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_022535739.1,CERS6,1.3600000000000002e-73,276.0,6.56e-74,276.0
6945,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_007237292.3,CERS3A,1.3600000000000002e-73,276.0,6.4799999999999995e-74,276.0
6946,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_007237293.3,CERS3A,1.3600000000000002e-73,276.0,6.4799999999999995e-74,276.0
6947,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_007237294.3,CERS3A,1.3600000000000002e-73,276.0,6.4799999999999995e-74,276.0
6948,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_015457923.3,CERS3A,1.3600000000000002e-73,276.0,6.4799999999999995e-74,276.0
6949,SCHLANK,NP_652526.1,Drosophila_melanogaster,NP_652526.1,SCHLANK,Astyanax_mexicanus,XP_015457924.3,CERS3A,1.3600000000000002e-73,276.0,6.4799999999999995e-74,276.0
6950,SCLP,NP_001259475.1,,,,,,,,,,
6951,SCM,NP_731385.1,Drosophila_melanogaster,NP_731385.1,SCM,Astyanax_mexicanus,XP_007237534.1,LOC103028396,1.36e-85,317.0,5.5e-86,317.0
6952,SCM,NP_731385.1,Drosophila_melanogaster,NP_731385.1,SCM,Astyanax_mexicanus,XP_007237535.1,LOC103028396,1.36e-85,317.0,5.5e-86,317.0
6953,SCM,NP_731385.1,Drosophila_melanogaster,NP_731385.1,SCM,Astyanax_mexicanus,XP_049342364.1,LOC103028396,4.34e-84,312.0,1.6999999999999999e-84,312.0
6954,SCNY,NP_729092.1,,,,,,,,,,
6955,SCOX,NP_608884.1,Drosophila_melanogaster,NP_608884.1,SCOX,Astyanax_mexicanus,XP_022529120.2,LOC103027271,6.990000000000001e-70,263.0,4.06e-70,263.0
6956,SCP2,NP_524381.1,,,,,,,,,,
6957,SCPX,NP_524715.2,Drosophila_melanogaster,NP_524715.2,SCPX,Astyanax_mexicanus,XP_007250709.2,SCP2A,3.5e-197,687.0,1.7099999999999997e-197,687.0
6958,SCR,NP_001368995.1,,,,,,,,,,
6959,SCRA,NP_724582.1,,,,,,,,,,
6960,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338915.1,SCRIB,3.35e-101,370.0,1.53e-101,370.0
6961,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_022533794.2,SCRIB,3.35e-101,370.0,1.59e-101,370.0
6962,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338914.1,SCRIB,3.35e-101,370.0,1.54e-101,370.0
6963,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_022533788.2,SCRIB,3.35e-101,370.0,1.61e-101,370.0
6964,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338913.1,SCRIB,3.35e-101,370.0,1.6e-101,370.0
6965,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338912.1,SCRIB,3.35e-101,370.0,1.61e-101,370.0
6966,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338911.1,SCRIB,3.35e-101,370.0,1.6199999999999998e-101,370.0
6967,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338910.1,SCRIB,3.35e-101,370.0,1.6199999999999998e-101,370.0
6968,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338909.1,SCRIB,3.35e-101,370.0,1.63e-101,370.0
6969,SCRIB,NP_001247322.1,Drosophila_melanogaster,NP_001247322.1,SCRIB,Astyanax_mexicanus,XP_049338908.1,SCRIB,3.35e-101,370.0,1.67e-101,370.0
6970,SCRT,NP_523911.2,,,,,,,,,,
6971,SCU,NP_523396.1,Drosophila_melanogaster,NP_523396.1,SCU,Astyanax_mexicanus,XP_022533097.1,HSD17B10,5.740000000000001e-97,353.0,2.89e-97,353.0
6972,S-CUP,NP_610792.2,,,,,,,,,,
6973,SCYL,NP_648456.2,,,,,,,,,,
6974,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_022539514.1,TEAD1A,1.1399999999999999e-128,459.0,5.75e-129,459.0
6975,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_007254714.1,TEAD1B,9.09e-128,456.0,4.51e-128,456.0
6976,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_007254715.1,TEAD1B,3.64e-127,454.0,1.79e-127,454.0
6977,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_007254713.1,TEAD1B,7.28e-127,453.0,3.61e-127,453.0
6978,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_007254712.1,TEAD1B,4.66e-125,447.0,2.41e-125,447.0
6979,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_015462706.1,TEAD1B,9.31e-125,446.0,4.86e-125,446.0
6980,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_049321269.1,TEAD1B,9.31e-125,446.0,4.86e-125,446.0
6981,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_015462707.1,TEAD1B,1.8600000000000002e-124,445.0,9.65e-125,445.0
6982,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_022531290.2,TEAD3B,3.7200000000000004e-124,444.0,1.8300000000000001e-124,444.0
6983,SD,NP_001096989.1,Drosophila_melanogaster,NP_001096989.1,SD,Astyanax_mexicanus,XP_022531289.2,TEAD3B,1.4900000000000001e-123,442.0,7.300000000000001e-124,442.0
6984,SDC,NP_001356968.1,,,,,,,,,,
6985,SDK,NP_001284756.1,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_022529227.2,SDK2A,0.0,1247.0,0.0,1247.0
6986,SDK,NP_001284756.1,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_049320323.1,SDK2B,0.0,1244.0,0.0,1244.0
6987,SDK,NP_001284756.1,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_049320321.1,SDK2B,0.0,1236.0,0.0,1236.0
6988,SDK,NP_001284756.1,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_049320322.1,SDK2B,0.0,1235.0,0.0,1235.0
6989,SDK,NP_001284756.1,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_049320320.1,SDK2B,0.0,1226.0,0.0,1226.0
6990,SDK,NP_001284756.1,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_049331463.1,SDK1A,0.0,1187.0,0.0,1187.0
6991,SDK,NP_001284756.1,Drosophila_melanogaster,NP_001284756.1,SDK,Astyanax_mexicanus,XP_049331462.1,SDK1A,0.0,1185.0,0.0,1185.0
6992,SDT,NP_001033835.2,,,,,,,,,,
6993,SEC10,NP_651218.1,Drosophila_melanogaster,NP_651218.1,SEC10,Astyanax_mexicanus,XP_049319866.1,EXOC5,1.67e-149,529.0,8.2e-150,529.0
6994,SEC15,NP_650942.1,Drosophila_melanogaster,NP_650942.1,SEC15,Astyanax_mexicanus,XP_022524928.2,EXOC6,1.14e-178,626.0,6.080000000000001e-179,626.0
6995,SEC15,NP_650942.1,Drosophila_melanogaster,NP_650942.1,SEC15,Astyanax_mexicanus,XP_022524927.2,EXOC6,1.82e-177,622.0,9.78e-178,622.0
6996,SEC15,NP_650942.1,Drosophila_melanogaster,NP_650942.1,SEC15,Astyanax_mexicanus,XP_022524926.2,EXOC6,7.27e-177,620.0,3.94e-177,620.0
6997,SEC15,NP_650942.1,Drosophila_melanogaster,NP_650942.1,SEC15,Astyanax_mexicanus,XP_022524925.2,EXOC6,1.16e-175,616.0,6.33e-176,616.0
6998,SEC15,NP_650942.1,Drosophila_melanogaster,NP_650942.1,SEC15,Astyanax_mexicanus,XP_022524929.2,EXOC6,1.8599999999999999e-174,612.0,9.899999999999999e-175,612.0
6999,SEC16,NP_572812.3,,,,,,,,,,
7000,SEC22,NP_001259103.1,Drosophila_melanogaster,NP_001259103.1,SEC22,Astyanax_mexicanus,XP_007245872.1,SEC22BB,2.55e-60,231.0,1.2699999999999999e-60,231.0
7001,SEC23,NP_001246932.1,Drosophila_melanogaster,NP_001246932.1,SEC23,Astyanax_mexicanus,XP_007240542.3,SEC23A,0.0,1183.0,0.0,1183.0
7002,SEC23,NP_001246932.1,Drosophila_melanogaster,NP_001246932.1,SEC23,Astyanax_mexicanus,XP_007244239.2,SEC23B,0.0,1176.0,0.0,1176.0
7003,SEC23,NP_001246932.1,Drosophila_melanogaster,NP_001246932.1,SEC23,Astyanax_mexicanus,XP_015460023.2,SEC23B,0.0,1176.0,0.0,1176.0
7004,SEC3,NP_648976.2,Drosophila_melanogaster,NP_648976.2,SEC3,Astyanax_mexicanus,XP_007259583.3,EXOC1,6.910000000000001e-173,607.0,3.37e-173,607.0
7005,SEC3,NP_648976.2,Drosophila_melanogaster,NP_648976.2,SEC3,Astyanax_mexicanus,XP_007259581.3,EXOC1,1.11e-171,603.0,5.48e-172,603.0
7006,SEC3,NP_648976.2,Drosophila_melanogaster,NP_648976.2,SEC3,Astyanax_mexicanus,XP_007259580.3,EXOC1,2.21e-171,602.0,1.1e-171,602.0
7007,SEC3,NP_648976.2,Drosophila_melanogaster,NP_648976.2,SEC3,Astyanax_mexicanus,XP_022520237.2,EXOC1,1.77e-170,599.0,8.91e-171,599.0
7008,SEC3,NP_648976.2,Drosophila_melanogaster,NP_648976.2,SEC3,Astyanax_mexicanus,XP_022520231.2,EXOC1,1.4100000000000002e-169,596.0,7.199999999999999e-170,596.0
7009,SEC3,NP_648976.2,Drosophila_melanogaster,NP_648976.2,SEC3,Astyanax_mexicanus,XP_022520226.2,EXOC1,2.83e-169,595.0,1.45e-169,595.0
7010,SEC61ALPHA,NP_609034.1,Drosophila_melanogaster,NP_609034.1,SEC61ALPHA,Astyanax_mexicanus,XP_007254317.1,SEC61A1,3.99e-251,866.0,1.97e-251,866.0
7011,SEC61ALPHA,NP_609034.1,Drosophila_melanogaster,NP_609034.1,SEC61ALPHA,Astyanax_mexicanus,XP_007253335.1,SEC61A1L,3.19e-250,863.0,1.58e-250,863.0
7012,SEC61BETA,NP_652037.1,Drosophila_melanogaster,NP_652037.1,SEC61BETA,Astyanax_mexicanus,XP_015460081.3,SEC61B,3.97e-25,113.0,1.9e-25,113.0
7013,SEC61GAMMA,NP_608337.1,Drosophila_melanogaster,NP_608337.1,SEC61GAMMA,Astyanax_mexicanus,XP_015462444.1,SEC61G,4.22e-27,119.0,2.0900000000000003e-27,119.0
7014,SEC63,NP_648111.1,Drosophila_melanogaster,NP_648111.1,SEC63,Astyanax_mexicanus,XP_022521069.2,SEC63,1.32e-157,556.0,6.53e-158,556.0
7015,SEC71,NP_609675.2,Drosophila_melanogaster,NP_609675.2,SEC71,Astyanax_mexicanus,XP_049341670.1,ARFGEF1,0.0,2013.0,0.0,2013.0
7016,SEC71,NP_609675.2,Drosophila_melanogaster,NP_609675.2,SEC71,Astyanax_mexicanus,XP_049341664.1,ARFGEF1,0.0,2007.0,0.0,2007.0
7017,SEC71,NP_609675.2,Drosophila_melanogaster,NP_609675.2,SEC71,Astyanax_mexicanus,XP_049341656.1,ARFGEF1,0.0,2006.0,0.0,2006.0
7018,SEC71,NP_609675.2,Drosophila_melanogaster,NP_609675.2,SEC71,Astyanax_mexicanus,XP_049341653.1,ARFGEF1,0.0,2006.0,0.0,2006.0
7019,SEC71,NP_609675.2,Drosophila_melanogaster,NP_609675.2,SEC71,Astyanax_mexicanus,XP_049341647.1,ARFGEF1,0.0,2000.0,0.0,2000.0
7020,SEC71,NP_609675.2,Drosophila_melanogaster,NP_609675.2,SEC71,Astyanax_mexicanus,XP_049341644.1,ARFGEF1,0.0,2000.0,0.0,2000.0
7021,SEC71,NP_609675.2,Drosophila_melanogaster,NP_609675.2,SEC71,Astyanax_mexicanus,XP_022533112.1,ARFGEF2,0.0,1952.0,0.0,1952.0
7022,SENS,NP_524818.1,,,,,,,,,,
7023,SENS-2,NP_723223.1,,,,,,,,,,
7024,SEQ,NP_001286379.1,,,,,,,,,,
7025,SER,NP_524527.3,,,,,,,,,,
7026,SERT,NP_001369117.1,Drosophila_melanogaster,NP_001369117.1,SERT,Astyanax_mexicanus,XP_007233559.2,SLC6A4B,1.6200000000000001e-192,672.0,6.02e-193,672.0
7027,SERT,NP_001369117.1,Drosophila_melanogaster,NP_001369117.1,SERT,Astyanax_mexicanus,XP_007236882.3,SLC6A4A,3.39e-186,651.0,1.39e-186,651.0
7028,SERT,NP_001369117.1,Drosophila_melanogaster,NP_001369117.1,SERT,Astyanax_mexicanus,XP_007236883.3,SLC6A4A,3.39e-186,651.0,1.39e-186,651.0
7029,SESB,NP_727448.1,Drosophila_melanogaster,NP_727448.1,SESB,Astyanax_mexicanus,XP_007232858.1,SLC25A4,5.04e-139,493.0,2.37e-139,493.0
7030,SESB,NP_727448.1,Drosophila_melanogaster,NP_727448.1,SESB,Astyanax_mexicanus,XP_049340960.1,SLC25A6,5.04e-139,493.0,2.37e-139,493.0
7031,SESB,NP_727448.1,Drosophila_melanogaster,NP_727448.1,SESB,Astyanax_mexicanus,XP_007254456.3,SLC25A5,8.06e-138,489.0,3.7999999999999996e-138,489.0
7032,SESB,NP_727448.1,Drosophila_melanogaster,NP_727448.1,SESB,Astyanax_mexicanus,XP_022522113.1,SI:DKEY-251I10.1,3.22e-137,487.0,1.5199999999999999e-137,487.0
7033,SESN,NP_001097437.1,Drosophila_melanogaster,NP_001097437.1,SESN,Astyanax_mexicanus,XP_007255736.1,SESN1,2.08e-105,382.0,1.0100000000000001e-105,382.0
7034,SESN,NP_001097437.1,Drosophila_melanogaster,NP_001097437.1,SESN,Astyanax_mexicanus,XP_007255734.2,SESN1,2.08e-105,382.0,1.11e-105,382.0
7035,SESN,NP_001097437.1,Drosophila_melanogaster,NP_001097437.1,SESN,Astyanax_mexicanus,XP_007255735.2,SESN1,8.33e-105,380.0,4.44e-105,380.0
7036,SET,NP_650438.2,Drosophila_melanogaster,NP_650438.2,SET,Astyanax_mexicanus,XP_007233966.1,SETB,3.7500000000000005e-70,264.0,1.88e-70,264.0
7037,SET,NP_650438.2,Drosophila_melanogaster,NP_650438.2,SET,Astyanax_mexicanus,XP_007229190.1,SETA,1.92e-67,255.0,9.43e-68,255.0
7038,SEV,NP_511114.2,,,,,,,,,,
7039,SF1,NP_524654.2,,,,,,,,,,
7040,SF2,NP_652611.1,Drosophila_melanogaster,NP_652611.1,SF2,Astyanax_mexicanus,XP_007248694.1,SRSF1A,5.679999999999999e-69,260.0,2.7699999999999997e-69,260.0
7041,SF2,NP_652611.1,Drosophila_melanogaster,NP_652611.1,SF2,Astyanax_mexicanus,XP_007248695.1,SRSF1A,5.679999999999999e-69,260.0,2.7699999999999997e-69,260.0
7042,SF2,NP_652611.1,Drosophila_melanogaster,NP_652611.1,SF2,Astyanax_mexicanus,XP_049322473.1,SRSF1B,1.1399999999999998e-68,259.0,5.39e-69,259.0
7043,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330675.1,BRSK2A,7.46e-186,650.0,2.95e-186,650.0
7044,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330672.1,BRSK2A,7.46e-186,650.0,3.15e-186,650.0
7045,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330671.1,BRSK2A,7.46e-186,650.0,3.16e-186,650.0
7046,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330670.1,BRSK2A,7.46e-186,650.0,3.22e-186,650.0
7047,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330674.1,BRSK2A,9.550000000000001e-184,643.0,3.9100000000000003e-184,643.0
7048,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330673.1,BRSK2A,9.550000000000001e-184,643.0,4e-184,643.0
7049,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049326906.1,BRSK2B,6.12e-182,637.0,2.55e-182,637.0
7050,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330669.1,BRSK2A,6.12e-182,637.0,3.1399999999999997e-182,637.0
7051,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049326904.1,BRSK2B,1.57e-179,629.0,7.3999999999999995e-180,629.0
7052,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049330668.1,BRSK2A,1.96e-180,632.0,1.0299999999999998e-180,632.0
7053,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_022524980.1,BRSK1A,2.5e-178,625.0,1.08e-178,625.0
7054,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_007248795.1,BRSK1A,3.13e-179,628.0,1.5200000000000002e-179,628.0
7055,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049326903.1,BRSK2B,1.57e-179,629.0,7.95e-180,629.0
7056,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_049320702.1,BRSK1A,1e-177,623.0,4.33e-178,623.0
7057,SFF,NP_001261901.1,Drosophila_melanogaster,NP_001261901.1,SFF,Astyanax_mexicanus,XP_022520266.1,BRSK1B,2e-177,622.0,1.01e-177,622.0
7058,SFL,NP_001401032.1,,,,,,,,,,
7059,SFMBT,NP_609606.2,,,,,,,,,,
7060,SFP78E,NP_001163491.1,,,,,,,,,,
7061,SGG,NP_476714.1,Drosophila_melanogaster,NP_476714.1,SGG,Astyanax_mexicanus,XP_022530488.2,GSK3BB,3.49e-175,614.0,1.26e-175,614.0
7062,SGG,NP_476714.1,Drosophila_melanogaster,NP_476714.1,SGG,Astyanax_mexicanus,XP_007233136.1,GSK3BA,1.4e-174,612.0,5.0499999999999997e-175,612.0
7063,SGG,NP_476714.1,Drosophila_melanogaster,NP_476714.1,SGG,Astyanax_mexicanus,XP_007233135.1,GSK3BA,4.4700000000000006e-173,607.0,1.63e-173,607.0
7064,SGG,NP_476714.1,Drosophila_melanogaster,NP_476714.1,SGG,Astyanax_mexicanus,XP_022530489.2,GSK3BB,7.320000000000001e-169,593.0,2.53e-169,593.0
7065,SGL,NP_476980.1,Drosophila_melanogaster,NP_476980.1,SGL,Astyanax_mexicanus,XP_022537734.1,UGDH,1.35e-184,645.0,6.910000000000001e-185,645.0
7066,SGL,NP_476980.1,Drosophila_melanogaster,NP_476980.1,SGL,Astyanax_mexicanus,XP_049328592.1,UGDH,1.35e-184,645.0,6.910000000000001e-185,645.0
7067,SGT,NP_609842.1,Drosophila_melanogaster,NP_609842.1,SGT,Astyanax_mexicanus,XP_007240265.3,SGTA,5.44e-08,57.8,2.67e-08,57.8
7068,SGT,NP_609842.1,Drosophila_melanogaster,NP_609842.1,SGT,Astyanax_mexicanus,XP_022525420.2,SGTA,5.44e-08,57.8,2.67e-08,57.8
7069,SH,NP_728120.1,Drosophila_melanogaster,NP_728120.1,SH,Astyanax_mexicanus,XP_007237144.2,KCNA1B,3.27e-153,541.0,1.4e-153,541.0
7070,SH,NP_728120.1,Drosophila_melanogaster,NP_728120.1,SH,Astyanax_mexicanus,XP_007253403.3,KCNA3A,8.38e-151,533.0,3.82e-151,533.0
7071,SH,NP_728120.1,Drosophila_melanogaster,NP_728120.1,SH,Astyanax_mexicanus,XP_007242739.2,LOC103027793,6.7e-150,530.0,3.12e-150,530.0
7072,SH,NP_728120.1,Drosophila_melanogaster,NP_728120.1,SH,Astyanax_mexicanus,XP_007238126.1,KCNA1A,8.58e-148,523.0,3.63e-148,523.0
7073,SH,NP_728120.1,Drosophila_melanogaster,NP_728120.1,SH,Astyanax_mexicanus,XP_007253402.1,LOC103030675,1.1e-145,516.0,4.68e-146,516.0
7074,SH,NP_728120.1,Drosophila_melanogaster,NP_728120.1,SH,Astyanax_mexicanus,XP_022531409.1,LOC103030675,1.1e-145,516.0,4.68e-146,516.0
7075,SH3PX1,NP_648348.1,Drosophila_melanogaster,NP_648348.1,SH3PX1,Astyanax_mexicanus,XP_007250543.2,SNX18A,2.29e-80,299.0,1.17e-80,299.0
7076,SH3PX1,NP_648348.1,Drosophila_melanogaster,NP_648348.1,SH3PX1,Astyanax_mexicanus,XP_007228608.2,SNX33,9.16e-80,297.0,4.4100000000000004e-80,297.0
7077,SH3PX1,NP_648348.1,Drosophila_melanogaster,NP_648348.1,SH3PX1,Astyanax_mexicanus,XP_007229979.3,SNX18B,9.380000000000001e-77,287.0,4.6600000000000005e-77,287.0
7078,SH3PX1,NP_648348.1,Drosophila_melanogaster,NP_648348.1,SH3PX1,Astyanax_mexicanus,XP_007253986.1,SNX9B,1.88e-76,286.0,9.51e-77,286.0
7079,SHA,NP_001137645.1,,,,,,,,,,
7080,SHAB,NP_001189037.1,,,,,,,,,,
7081,SHAKB,NP_608410.2,,,,,,,,,,
7082,SHAL,NP_001262055.1,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_049329253.1,KCND2,1.63e-200,698.0,9.65e-201,698.0
7083,SHAL,NP_001262055.1,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_007245920.3,KCND1,2.14e-195,681.0,1.29e-195,681.0
7084,SHAL,NP_001262055.1,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_022525988.2,KCND3,2.14e-195,681.0,1.29e-195,681.0
7085,SHAL,NP_001262055.1,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_007228573.1,LOC103023694,8.56e-195,679.0,5.18e-195,679.0
7086,SHAL,NP_001262055.1,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_049329254.1,KCND2,3.42e-194,677.0,1.9200000000000002e-194,677.0
7087,SHAL,NP_001262055.1,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_022525987.2,KCND3,1.37e-193,675.0,8.400000000000001e-194,675.0
7088,SHAL,NP_001262055.1,Drosophila_melanogaster,NP_001262055.1,SHAL,Astyanax_mexicanus,XP_007228572.1,LOC103023694,1.1e-192,672.0,6.66e-193,672.0
7089,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049323571.1,KCNC3A,1.8900000000000002e-116,419.0,9.210000000000001e-117,419.0
7090,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049323570.1,KCNC3A,1.8900000000000002e-116,419.0,9.72e-117,419.0
7091,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049323569.1,KCNC3A,1.8900000000000002e-116,419.0,9.970000000000001e-117,419.0
7092,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049336056.1,KCNC3B,1.5099999999999998e-115,416.0,7.250000000000001e-116,416.0
7093,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049336055.1,KCNC3B,1.5099999999999998e-115,416.0,7.42e-116,416.0
7094,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_007233035.2,KCNC4,1.5099999999999998e-115,416.0,7.530000000000001e-116,416.0
7095,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049336054.1,KCNC3B,1.5099999999999998e-115,416.0,7.68e-116,416.0
7096,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049336052.1,KCNC3B,1.5099999999999998e-115,416.0,7.82e-116,416.0
7097,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_049336051.1,KCNC3B,1.5099999999999998e-115,416.0,7.9e-116,416.0
7098,SHAW,NP_001137782.1,Drosophila_melanogaster,NP_001137782.1,SHAW,Astyanax_mexicanus,XP_022522837.1,KCNC1A,2.42e-114,412.0,1.12e-114,412.0
