,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
700,HBA2,NP_000508.1,"[('XP_007238252.3', 'LOC103025029'), ('XP_007238255.1', 'LOC103026054'), ('XP_007238259.3', 'LOC103027153'), ('XP_022522884.1', 'LOC111191627'), ('XP_022522885.1', 'LOC103024400'), ('XP_022541839.1', 'LOC111196760'), ('XP_049331582.1', 'LOC111191633')]",701
701,HBB,NP_000509.1,"[('XP_007238249.1', 'HBBA2')]",702
702,HBD,NP_000510.1,"[('XP_007238249.1', 'HBBA2')]",703
703,HBE1,NP_005321.1,"[('XP_007238249.1', 'HBBA2'), ('XP_007238257.2', 'LOC103026581'), ('XP_007238258.3', 'LOC103026871')]",704
704,HBEGF,NP_001936.1,"[('XP_007229949.3', 'HBEGFA')]",705
705,HBG1,NP_000550.2,"[('XP_007238249.1', 'HBBA2')]",706
706,HBP1,NP_001231191.1,"[('XP_007228242.2', 'HBP1')]",707
707,HBZ,NP_005323.1,"[('XP_007238251.1', 'LOC107196800'), ('XP_007238252.3', 'LOC103025029'), ('XP_007238262.2', 'LOC103028094'), ('XP_022522884.1', 'LOC111191627'), ('XP_022522885.1', 'LOC103024400'), ('XP_022522891.1', 'LOC111191631'), ('XP_022522896.2', 'LOC111191636'), ('XP_022541839.1', 'LOC111196760'), ('XP_049331582.1', 'LOC111191633'), ('XP_049331583.1', 'LOC111191628')]",708
708,HCK,NP_002101.2,"[('XP_007250839.2', 'HCK')]",709
709,HCN2,NP_001185.3,"[('XP_007240193.4', 'HCN2B'), ('XP_022534685.2', 'LOC103039547')]",710
710,HCN4,NP_005468.1,"[('XP_049329556.1', 'HCN4')]",711
711,HDAC1,NP_004955.2,"[('XP_007249467.3', 'HDAC1'), ('XP_007249469.3', 'HDAC1'), ('XP_007259970.1', 'LOC103028934')]",712
712,HDAC11,NP_079103.2,"[('XP_022538185.1', 'HDAC11'), ('XP_022538186.1', 'HDAC11')]",713
713,HDAC2,NP_001518.3,"[('XP_007249467.3', 'HDAC1'), ('XP_007249469.3', 'HDAC1'), ('XP_007259970.1', 'LOC103028934')]",714
714,HDAC3,NP_003874.2,"[('XP_022539339.2', 'HDAC3')]",715
715,HDAC5,XP_054170595.1,"[('XP_022523752.2', 'HDAC5'), ('XP_022523753.2', 'HDAC5'), ('XP_049332043.1', 'HDAC5')]",716
716,HDAC7,XP_054228224.1,"[('XP_049342450.1', 'HDAC7A'), ('XP_049342451.1', 'HDAC7A'), ('XP_049342452.1', 'HDAC7A'), ('XP_049342453.1', 'HDAC7A'), ('XP_049342454.1', 'HDAC7A'), ('XP_049342455.1', 'HDAC7A'), ('XP_049342456.1', 'HDAC7A'), ('XP_049342457.1', 'HDAC7A'), ('XP_049342458.1', 'HDAC7A'), ('XP_049342459.1', 'HDAC7A')]",717
717,HECA,NP_057301.1,"[('XP_007245509.4', 'HECA')]",718
718,HEPH,XP_054184197.1,"[('XP_022537039.2', 'HEPHL1B'), ('XP_049332767.1', 'HEPHL1A')]",719
719,HERC2,XP_054235025.1,"[('XP_022531523.2', 'HERC2'), ('XP_022531524.2', 'HERC2'), ('XP_022531525.2', 'HERC2'), ('XP_049335078.1', 'HERC2'), ('XP_049335079.1', 'HERC2')]",720
720,HES1,NP_005515.1,"[('XP_007249126.1', 'HER6')]",721
721,HES6,NP_001136325.1,"[('XP_007235626.1', 'HES6')]",722
722,HESX1,NP_001362988.1,"[('XP_007251596.3', 'HESX1')]",723
723,HEXIM1,NP_006451.1,"[('XP_007234135.3', 'HEXIM1')]",724
724,HEY1,NP_036390.3,"[('XP_007249366.2', 'HEY1')]",725
725,HEY2,NP_036391.1,"[('XP_007255471.1', 'HEY2')]",726
726,HEYL,NP_055386.2,"[('XP_007249387.2', 'HEYL')]",727
727,HGF,NP_001010932.1,"[('XP_007245083.3', 'HGFA'), ('XP_007251001.2', 'LOC103033838'), ('XP_022527113.2', 'HGFA')]",728
728,HHEX,NP_002720.1,"[('XP_049321095.1', 'HHEX')]",729
729,HIC1,NP_001091672.1,"[('XP_007245958.2', 'HIC1'), ('XP_007245959.2', 'HIC1'), ('XP_022526296.1', 'HIC1')]",730
730,HIF1A,NP_001521.1,"[('XP_007256724.3', 'HIF1AB')]",731
731,HINFP,XP_054224331.1,"[('XP_007260566.2', 'LOC103033142')]",732
732,HIPK2,XP_054213971.1,"[('XP_007251022.3', 'HIPK2'), ('XP_007251023.3', 'HIPK2')]",733
733,HIRA,NP_003316.3,"[('XP_049326531.1', 'LOC103034314')]",734
734,HIVEP2,NP_006725.3,"[('XP_007245529.3', 'HIVEP2A'), ('XP_007245530.3', 'HIVEP2A'), ('XP_007245531.3', 'HIVEP2A'), ('XP_022521888.2', 'HIVEP2A')]",735
735,HK2,XP_054197615.1,"[('XP_049326683.1', 'HK2')]",736
736,HLA-A,NP_002107.3,"[('XP_049326223.1', 'LOC111190556'), ('XP_049326224.1', 'LOC111190039')]",737
737,HLA-B,NP_005505.2,"[('XP_049326223.1', 'LOC111190556'), ('XP_049326224.1', 'LOC111190039')]",738
738,HLA-DPA1,NP_001391949.1,"[('XP_022540816.2', 'LOC103040636')]",739
739,HLA-DQA1,NP_002113.2,"[('XP_049342047.1', 'LOC103040008')]",740
740,HLA-DQA2,NP_064440.1,"[('XP_022540816.2', 'LOC103040636'), ('XP_049342047.1', 'LOC103040008')]",741
741,HLA-DRB1,NP_002115.2,"[('XP_049341920.1', 'LOC103026908')]",742
742,HLA-DRB3,NP_072049.2,"[('XP_049341920.1', 'LOC103026908')]",743
743,HLA-E,NP_005507.3,"[('XP_049326224.1', 'LOC111190039'), ('XP_049326225.1', 'LOC111190038')]",744
744,HLA-G,XP_054211287.1,"[('XP_049326225.1', 'LOC111190038')]",745
745,HLF,XP_054171888.1,"[('XP_007259405.2', 'HLFB'), ('XP_007259406.2', 'HLFB'), ('XP_022538640.1', 'HLFA')]",746
746,HLTF,XP_054203604.1,"[('XP_049322791.1', 'HLTF'), ('XP_049322792.1', 'HLTF'), ('XP_049322793.1', 'HLTF')]",747
747,HLX,NP_068777.1,"[('XP_007255704.1', 'HLX1')]",748
748,HMG20B,NP_006330.2,"[('XP_049321203.1', 'HMG20B'), ('XP_049321204.1', 'HMG20B'), ('XP_049321205.1', 'HMG20B'), ('XP_049321206.1', 'HMG20B')]",749
749,HMGA1,NP_665906.1,"[('XP_007233025.2', 'HMGA1A'), ('XP_007234352.1', 'HMGA1B')]",750
750,HMGB1,NP_001357269.1,"[('XP_007235469.2', 'HMGB1A'), ('XP_049324552.1', 'HMGB1A')]",751
751,HMGCR,XP_054208459.1,"[('XP_007243979.2', 'HMGCRA')]",752
752,HMGXB4,XP_054180949.1,"[('XP_022529351.2', 'HMGXB4A')]",753
753,HNF4G,NP_004124.5,"[('XP_007248974.2', 'HNF4G')]",754
754,HNRNPA1,NP_112420.1,"[('XP_022532789.2', 'HNRNPA1B'), ('XP_022532790.2', 'HNRNPA1B'), ('XP_049327645.1', 'HNRNPA1A'), ('XP_049327646.1', 'HNRNPA1A')]",755
755,HNRNPD,NP_001003810.1,"[('XP_015459109.3', 'HNRNPD'), ('XP_022536985.2', 'HNRNPD'), ('XP_049324772.1', 'HNRNPD')]",756
756,HOPX,XP_054207066.1,"[('XP_022532208.1', 'HOPX')]",757
757,HOXA1,NP_005513.2,"[('XP_015458620.2', 'HOXA1A')]",758
758,HOXA10,NP_061824.3,"[('XP_049336586.1', 'HOXA10B')]",759
759,HOXA11,NP_005514.1,"[('XP_007233427.3', 'HOXA11B')]",760
760,HOXA2,NP_006726.1,"[('XP_049336585.1', 'HOXA2B')]",761
761,HOXA5,NP_061975.2,"[('XP_007239558.3', 'HOXA5A')]",762
762,HOXB1,NP_002135.2,"[('XP_007232305.2', 'HOXB1A')]",763
763,HOXB13,NP_006352.2,"[('XP_007232293.1', 'HOXB13A')]",764
764,HOXB4,NP_076920.1,"[('XP_007232301.2', 'HOXB4A')]",765
765,HOXB7,NP_004493.3,"[('XP_007232297.2', 'HOXB7A')]",766
766,HOXB8,NP_076921.1,"[('XP_007232295.1', 'HOXB8A'), ('XP_007232296.1', 'HOXB8A')]",767
767,HOXC10,NP_059105.2,"[('XP_007239410.3', 'HOXC10A')]",768
768,HOXC11,NP_055027.1,"[('XP_007239408.1', 'HOXC11A')]",769
769,HOXC13,NP_059106.2,"[('XP_007239407.1', 'HOXC13A'), ('XP_049327856.1', 'LOC125787537')]",770
770,HOXC6,NP_004494.1,"[('XP_007239418.1', 'HOXC6A'), ('XP_049327861.1', 'HOXC6B')]",771
771,HOXC8,NP_073149.1,"[('XP_007239412.1', 'HOXC8A')]",772
772,HOXC9,NP_008828.1,"[('XP_007239413.1', 'HOXC9A')]",773
773,HOXD3,NP_008829.3,"[('XP_007258013.1', 'HOXD3A')]",774
774,HRAS,NP_001123914.1,"[('XP_007228117.1', 'HRASA'), ('XP_049326960.1', 'HRASB')]",775
775,HRH1,NP_001091681.1,"[('XP_007248486.3', 'HRH1')]",776
776,HSD11B2,NP_000187.3,"[('XP_007246946.3', 'HSD11B2')]",777
777,HSD17B1,NP_001317148.1,"[('XP_007234532.1', 'HSD17B1')]",778
778,HSD17B2,NP_002144.1,"[('XP_007228255.3', 'HSD17B2')]",779
779,HSD17B6,NP_003716.2,"[('XP_007240231.3', 'LOC103028830'), ('XP_022535928.1', 'DHRS9'), ('XP_022535929.1', 'DHRS9'), ('XP_049341142.1', 'DHRS9')]",780
780,HSD3B1,NP_001315544.1,"[('XP_007255664.3', 'HSD3B1')]",781
781,HSD3B2,NP_001159592.1,"[('XP_007255664.3', 'HSD3B1')]",782
782,HSF1,XP_054216372.1,"[('XP_049331618.1', 'HSF1')]",783
783,HSF2,NP_004497.1,"[('XP_007255454.3', 'HSF2')]",784
784,HSP90AA1,XP_054231954.1,"[('XP_007230794.3', 'HSP90AA1.2')]",785
785,HSP90AB1,NP_001358167.1,"[('XP_007230794.3', 'HSP90AA1.2'), ('XP_007255550.3', 'HSP90AB1')]",786
786,HSPA1A,NP_005336.3,"[('XP_022528366.2', 'HSP70.1'), ('XP_049323854.1', 'HSP70.3'), ('XP_049323855.1', 'HSP70.1'), ('XP_049323856.1', 'HSP70.1'), ('XP_049342101.1', 'HSPA1B')]",787
787,HSPA1B,NP_005337.2,"[('XP_022528366.2', 'HSP70.1'), ('XP_049323854.1', 'HSP70.3'), ('XP_049323855.1', 'HSP70.1'), ('XP_049323856.1', 'HSP70.1'), ('XP_049342101.1', 'HSPA1B')]",788
788,HSPA4,XP_054208468.1,"[('XP_007258636.3', 'HSPA4B')]",789
789,HSPA5,NP_005338.1,"[('XP_007252148.1', 'HSPA5')]",790
790,HSPB1,NP_001531.1,"[('XP_007255889.3', 'HSPB1')]",791
791,HSPD1,NP_002147.2,"[('XP_007227826.2', 'HSPD1')]",792
792,HTATIP2,NP_001091990.1,"[('XP_022519654.2', 'HTATIP2')]",793
793,HTR1A,NP_000515.2,"[('XP_007256792.3', 'HTR1AB')]",794
794,HTT,NP_002102.4,"[('XP_007229557.3', 'HTT'), ('XP_015460184.3', 'HTT'), ('XP_015460186.3', 'HTT'), ('XP_015460192.3', 'HTT'), ('XP_022540225.2', 'HTT'), ('XP_049337158.1', 'HTT')]",795
795,HYOU1,NP_001124463.1,"[('XP_022537074.2', 'HYOU1')]",796
796,ID1,NP_002156.2,"[('XP_007247765.1', 'ID1')]",797
797,ID2,NP_002157.2,"[('XP_007252271.1', 'ID2A')]",798
798,ID3,NP_002158.3,"[('XP_007239240.1', 'ID3')]",799
799,ID4,NP_001537.1,"[('XP_007250509.1', 'ID4'), ('XP_007250510.1', 'ID4')]",800
800,IDE,NP_001309723.1,"[('XP_007258746.1', 'IDE')]",801
801,IDO2,NP_001382135.1,"[('XP_007235286.3', 'IDO1')]",802
802,IFITM5,NP_001020466.1,"[('XP_007235107.1', 'IFITM5')]",803
803,IGF1,XP_054227928.1,"[('XP_007241889.1', 'IGF1')]",804
804,IGF1R,XP_054233806.1,"[('XP_007246206.3', 'IGF1RB'), ('XP_007256305.3', 'IGF1RA')]",805
805,IGF2,NP_001121070.1,"[('XP_007228126.2', 'IGF2B'), ('XP_007231794.2', 'IGF2A')]",806
806,IGF2BP1,XP_054170702.1,"[('XP_022524224.1', 'IGF2BP1'), ('XP_022524225.1', 'IGF2BP1')]",807
807,IGF2R,NP_000867.3,"[('XP_049340158.1', 'IGF2R')]",808
808,IGFBP1,XP_054214093.1,"[('XP_007245384.3', 'IGFBP1A')]",809
809,IGFBP3,XP_054214094.1,"[('XP_022542115.1', 'IGFBP3')]",810
810,IGFBP4,NP_001543.2,"[('XP_007245384.3', 'IGFBP1A')]",811
811,IGFBP5,NP_000590.1,"[('XP_007256432.1', 'IGFBP5B'), ('XP_022531062.1', 'IGFBP5A')]",812
812,IHH,NP_002172.2,"[('XP_007260006.3', 'IHHA')]",813
813,IKBKE,XP_054195701.1,"[('XP_049327819.1', 'IKBKE')]",814
814,IL10,NP_000563.1,"[('XP_007247805.2', 'IL10')]",815
815,IL12B,NP_002178.2,"[('XP_007232947.3', 'IL12BA'), ('XP_022531969.2', 'IL12BB')]",816
816,IL12RB2,NP_001361188.1,"[('XP_007258415.3', 'IL12RB2')]",817
817,IL1B,NP_000567.1,"[('XP_022536472.2', 'LOC103026214'), ('XP_022536473.2', 'LOC111194997')]",818
818,IL1R1,NP_001307907.1,"[('XP_022541496.2', 'IL1RL1')]",819
819,IL1RL1,XP_054200481.1,"[('XP_022541495.2', 'IL1RL1'), ('XP_022541496.2', 'IL1RL1')]",820
820,IL2RB,NP_001333151.1,"[('XP_049329919.1', 'LOC125797532'), ('XP_049329920.1', 'LOC125797532'), ('XP_049331852.1', 'LOC103042351'), ('XP_049331853.1', 'LOC103042351')]",821
821,IL2RG,NP_000197.1,"[('XP_022536807.2', 'IL2RGA')]",822
822,IL5RA,NP_000555.2,"[('XP_007254874.3', 'LOC103034286')]",823
823,ILF2,NP_004506.2,"[('XP_007249327.2', 'ILF2'), ('XP_007249328.2', 'ILF2'), ('XP_049331329.1', 'ILF2')]",824
824,ILF3,NP_001381738.1,"[('XP_007242018.3', 'ILF3B'), ('XP_007242019.3', 'ILF3B'), ('XP_049323584.1', 'ILF3B'), ('XP_049323586.1', 'ILF3B'), ('XP_049323587.1', 'ILF3B')]",825
825,ILK,NP_004508.1,"[('XP_007247330.1', 'ILK')]",826
826,ING2,NP_001555.1,"[('XP_007240833.1', 'ING2')]",827
827,INO80,XP_054234202.1,"[('XP_022519056.2', 'INO80'), ('XP_022519059.2', 'INO80'), ('XP_022519071.2', 'INO80')]",828
828,INPP5J,XP_054181519.1,"[('XP_022536875.2', 'LOC103022769'), ('XP_049326431.1', 'INPP5JB'), ('XP_049326432.1', 'INPP5JB')]",829
829,INS,NP_001172026.1,"[('XP_007261072.1', 'INS')]",830
830,INSM1,NP_002187.1,"[('XP_007255508.3', 'INSM1A')]",831
831,INSR,XP_054176874.1,"[('XP_007236388.3', 'INSRA'), ('XP_007236609.3', 'INSRB')]",832
832,IPO13,NP_055467.3,"[('XP_022520411.1', 'IPO13B')]",833
833,IPO7,NP_006382.1,"[('XP_049321341.1', 'IPO7')]",834
834,IRF1,NP_001341853.1,"[('XP_007233990.1', 'IRF1B')]",835
835,IRF2,NP_002190.2,"[('XP_007247534.2', 'IRF2'), ('XP_007247535.2', 'IRF2')]",836
836,IRF2BP2,NP_001070865.1,"[('XP_007246184.1', 'IRF2BP2B')]",837
837,IRF4,NP_002451.2,"[('XP_022533889.2', 'IRF4A'), ('XP_022533891.2', 'IRF4A')]",838
838,IRF5,NP_001334857.1,"[('XP_022527369.2', 'IRF5')]",839
839,IRF6,NP_006138.1,"[('XP_049327779.1', 'IRF6')]",840
840,IRF7,XP_054224665.1,"[('XP_007228105.2', 'IRF7'), ('XP_007228106.2', 'IRF7')]",841
841,IRF8,NP_001350836.1,"[('XP_007244056.1', 'IRF8')]",842
842,IRS2,NP_003740.2,"[('XP_007227989.3', 'IRS2B'), ('XP_007228762.3', 'IRS2A')]",843
843,ISL1,NP_002193.2,"[('XP_049326154.1', 'ISL1A')]",844
844,ITGA2,NP_002194.2,"[('XP_022541026.2', 'ITGA2.2')]",845
845,ITGA2B,XP_054171931.1,"[('XP_022520791.2', 'ITGA2B')]",846
846,ITGA5,NP_002196.4,"[('XP_022532988.2', 'ITGA5')]",847
847,ITGA6,XP_054197849.1,"[('XP_049340510.1', 'ITGA6A')]",848
848,ITGA9,NP_002198.2,"[('XP_007237330.3', 'ITGA9')]",849
849,ITGAL,NP_002200.2,"[('XP_049325410.1', 'LOC125785590'), ('XP_049325411.1', 'LOC125785590')]",850
850,ITGAM,NP_001139280.1,"[('XP_049320697.1', 'LOC103046566'), ('XP_049320698.1', 'LOC103046566')]",851
851,ITGAV,NP_002201.2,"[('XP_049340944.1', 'ITGAV')]",852
852,ITGAX,NP_001273304.1,"[('XP_049320697.1', 'LOC103046566'), ('XP_049320698.1', 'LOC103046566')]",853
853,ITGB1,NP_002202.2,"[('XP_022535037.2', 'LOC103030260'), ('XP_022535038.2', 'LOC103030260')]",854
854,ITGB2,NP_000202.3,"[('XP_049341005.1', 'ITGB2'), ('XP_049341006.1', 'ITGB2')]",855
855,ITGB3,NP_000203.2,"[('XP_022526036.2', 'ITGB3B')]",856
856,ITGB4,XP_054171941.1,"[('XP_007237009.3', 'ITGB4'), ('XP_007237010.3', 'ITGB4'), ('XP_022526567.2', 'ITGB4'), ('XP_022526568.2', 'ITGB4')]",857
857,ITGB8,XP_054214135.1,"[('XP_022523732.2', 'ITGB8')]",858
858,JAG1,NP_000205.1,"[('XP_022522949.2', 'JAG1B')]",859
859,JAK1,NP_001308786.1,"[('XP_022531588.2', 'JAK1')]",860
860,JAK2,NP_001309124.1,"[('XP_007252861.3', 'JAK2A'), ('XP_049322277.1', 'JAK2A'), ('XP_049322278.1', 'JAK2A'), ('XP_049326582.1', 'JAK2B')]",861
861,JARID2,XP_054211331.1,"[('XP_022538820.1', 'JARID2B'), ('XP_022538821.1', 'JARID2B')]",862
862,JDP2,NP_001128521.1,"[('XP_007257413.1', 'JDP2A'), ('XP_007257415.1', 'JDP2A')]",863
863,JUN,NP_002219.1,"[('XP_007259538.1', 'JUN')]",864
864,JUNB,NP_002220.1,"[('XP_007229851.2', 'JUNBB')]",865
865,JUND,NP_005345.3,"[('XP_007236017.1', 'JUND')]",866
866,JUP,XP_054171958.1,"[('XP_022538748.1', 'JUPB'), ('XP_049332314.1', 'JUPB')]",867
867,KAT2B,NP_003875.3,"[('XP_022518703.1', 'KAT2B')]",868
868,KAT5,NP_874369.1,"[('XP_007254032.1', 'KAT5B')]",869
869,KAT6A,NP_006757.2,"[('XP_022520446.2', 'KAT6A'), ('XP_049326640.1', 'KAT6A'), ('XP_049326641.1', 'KAT6A')]",870
870,KCNH2,NP_000229.1,"[('XP_007256983.3', 'KCNH2B')]",871
871,KCNIP3,NP_038462.1,"[('XP_007229419.3', 'KCNIP3A'), ('XP_007255025.1', 'KCNIP3B'), ('XP_049341921.1', 'KCNIP3A')]",872
872,KCNJ11,NP_000516.3,"[('XP_022527848.1', 'KCNJ11')]",873
873,KCNMA1,XP_054221817.1,"[('XP_007240363.3', 'KCNMA1A'), ('XP_022540581.2', 'KCNMA1A'), ('XP_022540583.2', 'KCNMA1A'), ('XP_022540590.2', 'KCNMA1A'), ('XP_022540591.2', 'KCNMA1A'), ('XP_022540594.2', 'KCNMA1A'), ('XP_049336968.1', 'KCNMA1A'), ('XP_049336969.1', 'KCNMA1A'), ('XP_049336970.1', 'KCNMA1A'), ('XP_049336971.1', 'KCNMA1A')]",874
874,KCNN2,NP_001359162.1,"[('XP_022536857.2', 'KCNN2'), ('XP_049341865.1', 'KCNN1B'), ('XP_049341866.1', 'KCNN1B'), ('XP_049341867.1', 'KCNN1B')]",875
875,KCNQ2,XP_054179406.1,"[('XP_022531345.2', 'LOC103035350'), ('XP_022531346.2', 'LOC103035350')]",876
876,KCNQ3,XP_054216421.1,"[('XP_022534971.2', 'KCNQ3')]",877
877,KCTD11,NP_001350571.1,"[('XP_007256392.3', 'LOC103039342')]",878
878,KDM2A,NP_036440.1,"[('XP_007256180.3', 'KDM2AA'), ('XP_007256181.3', 'KDM2AA'), ('XP_007256182.3', 'KDM2AA'), ('XP_007256183.3', 'KDM2AA'), ('XP_022539209.2', 'KDM2AB'), ('XP_022539210.2', 'KDM2AB'), ('XP_022539211.2', 'KDM2AB'), ('XP_049339866.1', 'KDM2AB')]",879
879,KDM4B,NP_001398077.1,"[('XP_007246242.3', 'KDM4B'), ('XP_007246243.3', 'KDM4B')]",880
880,KDM5C,NP_001340911.1,"[('XP_007234688.2', 'KDM5C'), ('XP_007234689.2', 'KDM5C'), ('XP_049342233.1', 'KDM5C')]",881
881,KDR,NP_002244.1,"[('XP_022520175.2', 'KDR')]",882
882,KHDRBS1,NP_006550.1,"[('XP_007249462.2', 'KHDRBS1B')]",883
883,KHSRP,NP_001353229.1,"[('XP_022530213.2', 'LOC103035440'), ('XP_022530214.2', 'LOC103035440')]",884
884,KIN,NP_036443.1,"[('XP_007235042.1', 'KIN')]",885
885,KIT,NP_001372213.1,"[('XP_022520162.1', 'KITA'), ('XP_022520167.1', 'KITA'), ('XP_022520169.1', 'KITA'), ('XP_049337789.1', 'KITA')]",886
886,KL,NP_004786.2,"[('XP_007247359.3', 'KL')]",887
887,KLF11,NP_003588.1,"[('XP_007235319.2', 'KLF11A'), ('XP_007255153.2', 'KLF11B'), ('XP_049319400.1', 'KLF11B')]",888
888,KLF15,XP_054202340.1,"[('XP_007253377.3', 'LOC103022786')]",889
889,KLF2,NP_057354.1,"[('XP_007240012.3', 'KLF2B')]",890
890,KLF3,NP_057615.3,"[('XP_022537447.2', 'KLF3')]",891
891,KLF4,NP_004226.3,"[('XP_007230681.2', 'KLF4')]",892
892,KLF5,NP_001721.2,"[('XP_007246739.2', 'KLF5A')]",893
893,KLF9,NP_001197.1,"[('XP_049337828.1', 'ZGC:153115')]",894
894,KMT2A,XP_054224805.1,"[('XP_049323140.1', 'KMT2A')]",895
895,KMT5A,NP_065115.3,"[('XP_007250349.2', 'KMT5AA')]",896
896,KPNA1,NP_002255.3,"[('XP_007249096.1', 'KPNA1'), ('XP_007249097.1', 'KPNA1')]",897
897,KPNA2,NP_001307540.1,"[('XP_007252192.1', 'LOC103045972'), ('XP_022520768.1', 'KPNA2')]",898
898,KPNB1,NP_002256.2,"[('XP_007230833.2', 'KPNB1')]",899
899,KRAS,NP_004976.2,"[('XP_007228182.1', 'KRAS')]",900
900,KRT13,NP_705694.3,"[('XP_007236560.3', 'LOC103043362'), ('XP_007243387.1', 'KRT94'), ('XP_015457731.3', 'LOC103044360'), ('XP_022538749.2', 'LOC107197050')]",901
901,KRT14,NP_000517.3,"[('XP_007236560.3', 'LOC103043362'), ('XP_015457731.3', 'LOC103044360'), ('XP_022538749.2', 'LOC107197050'), ('XP_049332315.1', 'LOC107197050'), ('XP_049332316.1', 'LOC107197050')]",902
902,KRT16,NP_005548.2,"[('XP_007236560.3', 'LOC103043362'), ('XP_015457731.3', 'LOC103044360'), ('XP_022538749.2', 'LOC107197050'), ('XP_049332315.1', 'LOC107197050'), ('XP_049332316.1', 'LOC107197050')]",903
903,KRT17,NP_000413.1,"[('XP_007228983.3', 'KRT97')]",904
904,KRT18,NP_954657.1,"[('XP_007256404.3', 'KRT18A.1')]",905
905,KRT19,NP_002267.2,"[('XP_007228983.3', 'KRT97'), ('XP_007243387.1', 'KRT94'), ('XP_015457731.3', 'LOC103044360')]",906
906,L1CAM,NP_001137435.1,"[('XP_022532652.2', 'L1CAMA'), ('XP_022532654.2', 'L1CAMA'), ('XP_022532655.2', 'L1CAMA'), ('XP_022532656.2', 'L1CAMA'), ('XP_049318824.1', 'L1CAMB'), ('XP_049318825.1', 'L1CAMB'), ('XP_049318826.1', 'L1CAMB'), ('XP_049318827.1', 'L1CAMB'), ('XP_049318828.1', 'L1CAMB')]",907
907,LAMA1,NP_005550.2,"[('XP_007232077.3', 'LAMA1')]",908
908,LAMA3,XP_054174584.1,"[('XP_049339136.1', 'LOC103029844'), ('XP_049339138.1', 'LOC103029844'), ('XP_049339139.1', 'LOC103029844'), ('XP_049339140.1', 'LOC103029844'), ('XP_049339141.1', 'LOC103029844'), ('XP_049339143.1', 'LOC103029844'), ('XP_049339144.1', 'LOC103029844'), ('XP_049339145.1', 'LOC103029844')]",909
909,LAMB1,NP_002282.2,"[('XP_022527959.2', 'LAMB1A')]",910
910,LAMTOR5,NP_006393.2,"[('XP_007232001.1', 'LAMTOR5')]",911
911,LAPTM4B,NP_060877.4,"[('XP_007249401.1', 'LAPTM4B')]",912
912,LATS2,NP_055387.2,"[('XP_007255655.2', 'LATS2'), ('XP_022536167.1', 'LATS2'), ('XP_049341357.1', 'LATS2')]",913
913,LCAT,NP_000220.1,"[('XP_007237162.3', 'LCAT')]",914
914,LCK,XP_054192536.1,"[('XP_022528381.2', 'LCK')]",915
915,LCT,NP_002290.2,"[('XP_022535908.2', 'LOC103029218')]",916
916,LDB1,XP_054223071.1,"[('XP_049337147.1', 'LDB1A'), ('XP_049337148.1', 'LDB1A')]",917
917,LDHA,NP_001158886.1,"[('XP_007228114.1', 'LDHA')]",918
918,LDLR,NP_000518.1,"[('XP_022529397.2', 'LDLRA')]",919
919,LEF1,NP_001124186.1,"[('XP_007229532.2', 'LEF1'), ('XP_022540228.1', 'LEF1'), ('XP_022540229.1', 'LEF1')]",920
920,LEFTY1,NP_066277.1,"[('XP_007252112.3', 'LFT2'), ('XP_022528214.2', 'LFT2'), ('XP_049336983.1', 'LFT1')]",921
921,LGALS1,NP_002296.1,"[('XP_007260810.3', 'LOC103029886')]",922
922,LGALS3BP,XP_054172018.1,"[('XP_007242014.3', 'LOC103028209')]",923
923,LGALS4,XP_054176991.1,"[('XP_022542188.2', 'LOC103039168')]",924
924,LGALS9,NP_033665.1,"[('XP_007244819.3', 'LOC103047365'), ('XP_007244820.3', 'LOC103047365')]",925
925,LHB,NP_000885.1,"[('XP_007243865.2', 'LHB')]",926
926,LHX2,NP_004780.3,"[('XP_007229184.1', 'LHX2B')]",927
927,LHX3,NP_835258.1,"[('XP_022522124.1', 'LHX3'), ('XP_049321869.1', 'LHX3')]",928
928,LHX4,NP_203129.1,"[('XP_007237040.3', 'LHX4'), ('XP_049341744.1', 'LHX4')]",929
929,LHX6,NP_954629.2,"[('XP_022536681.2', 'LHX6A'), ('XP_022536682.2', 'LHX6A'), ('XP_049324513.1', 'LHX6A')]",930
930,LIMD1,NP_055055.1,"[('XP_007239575.3', 'LIMD1A')]",931
931,LIN28A,NP_078950.1,"[('XP_007249667.3', 'LIN28AA'), ('XP_015461378.2', 'LIN28AA')]",932
932,LIN28B,XP_054211391.1,"[('XP_007249651.2', 'LOC103022253'), ('XP_007260526.1', 'LIN28B'), ('XP_022529452.1', 'LOC103022253')]",933
933,LIPC,NP_000227.2,"[('XP_049327112.1', 'LIPCA')]",934
934,LITAF,XP_054170414.1,"[('XP_007232134.2', 'LITAF')]",935
935,LMO1,NP_001257357.1,"[('XP_022525837.1', 'LMO1')]",936
936,LMO2,NP_005565.2,"[('XP_022520084.1', 'LMO2')]",937
937,LMO3,NP_001230541.1,"[('XP_007259815.1', 'LMO3'), ('XP_007259816.1', 'LMO3'), ('XP_007259817.1', 'LMO3'), ('XP_049329278.1', 'LMO3')]",938
938,LMO4,NP_001356420.1,"[('XP_007235925.1', 'LMO4B'), ('XP_007235926.1', 'LMO4B')]",939
