,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
2387,SRY,NP_035694.1,,,,,,,,,,
2388,SSB,NP_001103615.1,Astyanax_mexicanus,XP_007244209.3,SSB,Mus_musculus,NP_001103615.1,SSB,9.61e-92,337.0,6.12e-92,337.0
2389,ST18,XP_030109821.1,Astyanax_mexicanus,XP_049336783.1,ST18,Mus_musculus,XP_030109821.1,ST18,5.58e-157,555.0,3.6600000000000005e-157,555.0
2390,ST18,XP_030109821.1,Astyanax_mexicanus,XP_049336784.1,ST18,Mus_musculus,XP_030109821.1,ST18,5.58e-157,555.0,3.6600000000000005e-157,555.0
2391,ST18,XP_030109821.1,Astyanax_mexicanus,XP_049336785.1,ST18,Mus_musculus,XP_030109821.1,ST18,5.58e-157,555.0,3.6600000000000005e-157,555.0
2392,ST18,XP_030109821.1,Astyanax_mexicanus,XP_049336786.1,ST18,Mus_musculus,XP_030109821.1,ST18,1.39e-157,557.0,9.14e-158,557.0
2393,ST18,XP_030109821.1,Astyanax_mexicanus,XP_049336787.1,ST18,Mus_musculus,XP_030109821.1,ST18,5.26e-157,555.0,3.6600000000000005e-157,555.0
2394,ST3GAL5,NP_001397280.1,Astyanax_mexicanus,XP_049340099.1,ST3GAL5,Mus_musculus,NP_001397280.1,ST3GAL5,1.21e-86,320.0,9.76e-87,320.0
2395,ST8SIA1,NP_035504.2,Astyanax_mexicanus,XP_007235021.2,ST8SIA1,Mus_musculus,NP_035504.2,ST8SIA1,1.79e-135,482.0,1.17e-135,482.0
2396,ST8SIA2,NP_001404191.1,Astyanax_mexicanus,XP_022535459.2,ST8SIA2,Mus_musculus,NP_001404191.1,ST8SIA2,6.6e-125,447.0,4.0200000000000003e-125,447.0
2397,STAR,NP_035615.2,Astyanax_mexicanus,XP_049342142.1,STAR,Mus_musculus,NP_035615.2,STAR,2.5800000000000003e-97,355.0,1.6000000000000002e-97,355.0
2398,STARD5,NP_075866.2,Astyanax_mexicanus,XP_007258205.3,STARD5,Mus_musculus,NP_075866.2,STARD5,1.75e-78,292.0,1.1e-78,292.0
2399,STAT1,NP_001192242.1,Astyanax_mexicanus,XP_022521140.1,STAT1A,Mus_musculus,NP_001192242.1,STAT1,4.95e-254,877.0,3.09e-254,877.0
2400,STAT2,NP_064347.1,,,,,,,,,,
2401,STAT4,XP_006495878.1,,,,,,,,,,
2402,STAT6,NP_033310.2,Astyanax_mexicanus,XP_022532594.2,STAT6,Mus_musculus,NP_033310.2,STAT6,2.77e-124,446.0,1.9e-124,446.0
2403,STAT6,NP_033310.2,Astyanax_mexicanus,XP_049342468.1,STAT6,Mus_musculus,NP_033310.2,STAT6,2.77e-124,446.0,1.9e-124,446.0
2404,STAT6,NP_033310.2,Astyanax_mexicanus,XP_049342469.1,STAT6,Mus_musculus,NP_033310.2,STAT6,2.73e-124,446.0,1.9e-124,446.0
2405,STEAP3,XP_006529908.1,,,,,,,,,,
2406,STIM1,NP_001360987.1,Astyanax_mexicanus,XP_049322950.1,STIM1A,Mus_musculus,NP_001360987.1,STIM1,3.28e-209,728.0,2.09e-209,728.0
2407,STIM1,NP_001360987.1,Astyanax_mexicanus,XP_049322951.1,STIM1A,Mus_musculus,NP_001360987.1,STIM1,1.35e-199,696.0,8.990000000000001e-200,696.0
2408,STK39,NP_001399474.1,Astyanax_mexicanus,XP_022535735.1,STK39,Mus_musculus,NP_001399474.1,STK39,2.11e-227,788.0,1.36e-227,788.0
2409,STK39,NP_001399474.1,Astyanax_mexicanus,XP_022535736.1,STK39,Mus_musculus,NP_001399474.1,STK39,1.61e-229,795.0,1.06e-229,795.0
2410,STK39,NP_001399474.1,Astyanax_mexicanus,XP_022535737.2,STK39,Mus_musculus,NP_001399474.1,STK39,3.51e-220,764.0,2.28e-220,764.0
2411,STK40,NP_001139299.1,Astyanax_mexicanus,XP_007249689.2,STK40,Mus_musculus,NP_001139299.1,STK40,3.44e-202,704.0,2.2e-202,704.0
2412,STK40,NP_001139299.1,Astyanax_mexicanus,XP_049336366.1,STK40,Mus_musculus,NP_001139299.1,STK40,3.44e-202,704.0,2.2e-202,704.0
2413,STMN1,NP_062615.1,Astyanax_mexicanus,XP_007233647.3,STMN1A,Mus_musculus,NP_062615.1,STMN1,4.77e-25,114.0,2.96e-25,114.0
2414,STMN1,NP_062615.1,Astyanax_mexicanus,XP_007251815.1,STMN1B,Mus_musculus,NP_062615.1,STMN1,1.9099999999999997e-24,112.0,1.18e-24,112.0
2415,STMN1,NP_062615.1,Astyanax_mexicanus,XP_015461967.1,STMN1B,Mus_musculus,NP_062615.1,STMN1,1.9099999999999997e-24,112.0,1.18e-24,112.0
2416,STRA8,NP_033318.1,Astyanax_mexicanus,XP_022527029.1,LOC103045460,Mus_musculus,NP_033318.1,STRA8,6.9e-19,94.7,5.04e-19,94.7
2417,SUFU,NP_056567.2,Astyanax_mexicanus,XP_007235865.2,SUFU,Mus_musculus,NP_056567.2,SUFU,1.8799999999999998e-233,808.0,1.17e-233,808.0
2418,SUFU,NP_056567.2,Astyanax_mexicanus,XP_007235866.2,SUFU,Mus_musculus,NP_056567.2,SUFU,2.4000000000000002e-231,801.0,1.5e-231,801.0
2419,SUFU,NP_056567.2,Astyanax_mexicanus,XP_007235867.2,SUFU,Mus_musculus,NP_056567.2,SUFU,3.57e-236,817.0,2.29e-236,817.0
2420,SUFU,NP_056567.2,Astyanax_mexicanus,XP_007235868.2,SUFU,Mus_musculus,NP_056567.2,SUFU,2.28e-234,811.0,1.47e-234,811.0
2421,SULT1A1,NP_598431.2,,,,,,,,,,
2422,SULT1E1,NP_075624.2,,,,,,,,,,
2423,SUV39H1,NP_035644.1,Astyanax_mexicanus,XP_022535081.1,SUV39H1B,Mus_musculus,NP_035644.1,SUV39H1,2.1e-172,605.0,1.2799999999999999e-172,605.0
2424,SYN2,NP_001104485.1,Astyanax_mexicanus,XP_007229699.3,SYN2B,Mus_musculus,NP_001104485.1,SYN2,7.329999999999999e-172,604.0,3.64e-172,604.0
2425,SYN2,NP_001104485.1,Astyanax_mexicanus,XP_049319090.1,SYN2A,Mus_musculus,NP_001104485.1,SYN2,9.78e-171,600.0,5.83e-171,600.0
2426,SYP,NP_033331.2,Astyanax_mexicanus,XP_022526797.1,SYPA,Mus_musculus,NP_033331.2,SYP,2.08e-99,362.0,1.38e-99,362.0
2427,SYP,NP_033331.2,Astyanax_mexicanus,XP_049341887.1,SYPB,Mus_musculus,NP_033331.2,SYP,3.4099999999999996e-95,348.0,2.2599999999999997e-95,348.0
2428,SYT1,NP_001345435.1,Astyanax_mexicanus,XP_007287856.3,SYT1A,Mus_musculus,NP_001345435.1,SYT1,3.4299999999999997e-168,591.0,2.13e-168,591.0
2429,SYT1,NP_001345435.1,Astyanax_mexicanus,XP_022527214.1,SYT1A,Mus_musculus,NP_001345435.1,SYT1,3.4299999999999997e-168,591.0,2.13e-168,591.0
2430,SYT1,NP_001345435.1,Astyanax_mexicanus,XP_022527215.1,SYT1A,Mus_musculus,NP_001345435.1,SYT1,3.3999999999999997e-168,591.0,2.13e-168,591.0
2431,SYT1,NP_001345435.1,Astyanax_mexicanus,XP_049329875.1,SYT1A,Mus_musculus,NP_001345435.1,SYT1,3.4299999999999997e-168,591.0,2.13e-168,591.0
2432,TAC2,NP_033338.2,,,,,,,,,,
2433,TAF12,XP_036020207.1,Astyanax_mexicanus,XP_007249707.2,TAF12,Mus_musculus,XP_036020207.1,TAF12,7.799999999999999e-61,233.0,6.37e-61,233.0
2434,TAGLN,NP_035656.1,Astyanax_mexicanus,XP_007230692.1,TAGLN,Mus_musculus,NP_035656.1,TAGLN,1.3600000000000001e-80,299.0,8.14e-81,299.0
2435,TAGLN,NP_035656.1,Astyanax_mexicanus,XP_007230693.1,TAGLN,Mus_musculus,NP_035656.1,TAGLN,2.61e-80,298.0,1.63e-80,298.0
2436,TAGLN,NP_035656.1,Astyanax_mexicanus,XP_007230694.1,TAGLN,Mus_musculus,NP_035656.1,TAGLN,2.61e-80,298.0,1.63e-80,298.0
2437,TAGLN,NP_035656.1,Astyanax_mexicanus,XP_049332440.1,TAGLN2,Mus_musculus,NP_035656.1,TAGLN,1.04e-79,296.0,6.52e-80,296.0
2438,TAL1,NP_001412715.1,Astyanax_mexicanus,XP_007240145.2,TAL1,Mus_musculus,NP_001412715.1,TAL1,3.53e-60,232.0,1.97e-60,232.0
2439,TAL2,NP_033343.1,Astyanax_mexicanus,XP_007239126.1,TAL2,Mus_musculus,NP_033343.1,TAL2,1.4700000000000001e-21,102.0,8.79e-22,102.0
2440,TANK,NP_035659.1,Astyanax_mexicanus,XP_007230465.2,TANK,Mus_musculus,NP_035659.1,TANK,2.38e-19,96.3,1.9e-19,96.3
2441,TARDBP,NP_001008546.1,Astyanax_mexicanus,XP_007246852.2,TARDBPA,Mus_musculus,NP_001008546.1,TARDBP,2.02e-136,485.0,1.25e-136,485.0
2442,TARDBP,NP_001008546.1,Astyanax_mexicanus,XP_007246853.2,TARDBPA,Mus_musculus,NP_001008546.1,TARDBP,1.55e-138,492.0,9.75e-139,492.0
2443,TBPL1,NP_001408532.1,,,,,,,,,,
2444,TBR1,NP_033348.2,Astyanax_mexicanus,XP_007230470.2,TBR1B,Mus_musculus,NP_033348.2,TBR1,1.3699999999999999e-264,912.0,8.12e-265,912.0
2445,TBX15,NP_033349.2,Astyanax_mexicanus,XP_007255669.2,TBX15,Mus_musculus,NP_033349.2,TBX15,1.73e-244,845.0,1.06e-244,845.0
2446,TBX18,NP_076303.3,Astyanax_mexicanus,XP_007257929.3,TBX18,Mus_musculus,NP_076303.3,TBX18,6.31e-194,677.0,4.03e-194,677.0
2447,TBX19,NP_114394.1,Astyanax_mexicanus,XP_022529170.2,TBX19,Mus_musculus,NP_114394.1,TBX19,2.29e-135,482.0,1.4699999999999998e-135,482.0
2448,TBX20,NP_919239.1,Astyanax_mexicanus,XP_007239797.3,TBX20,Mus_musculus,NP_919239.1,TBX20,3.82e-190,664.0,2.4e-190,664.0
2449,TBX20,NP_919239.1,Astyanax_mexicanus,XP_049325095.1,TBX20,Mus_musculus,NP_919239.1,TBX20,1.2299999999999999e-188,659.0,7.68e-189,659.0
2450,TBX3,NP_035665.2,Astyanax_mexicanus,XP_007254062.1,TBX3A,Mus_musculus,NP_035665.2,TBX3,1.68e-237,822.0,1.09e-237,822.0
2451,TBX5,XP_006530342.1,Astyanax_mexicanus,XP_007254059.2,TBX5A,Mus_musculus,XP_006530342.1,TBX5,1.89e-217,755.0,1.17e-217,755.0
2452,TBX5,XP_006530342.1,Astyanax_mexicanus,XP_049330552.1,TBX5A,Mus_musculus,XP_006530342.1,TBX5,9.12e-218,756.0,5.85e-218,756.0
2453,TBX5,XP_006530342.1,Astyanax_mexicanus,XP_049330555.1,TBX5A,Mus_musculus,XP_006530342.1,TBX5,9.12e-218,756.0,5.85e-218,756.0
2454,TBX6,NP_035668.2,,,,,,,,,,
2455,TCF12,XP_006511061.1,Astyanax_mexicanus,XP_049326971.1,TCF12,Mus_musculus,XP_006511061.1,TCF12,9.850000000000001e-248,856.0,5.8500000000000004e-248,856.0
2456,TCF21,NP_035675.1,Astyanax_mexicanus,XP_007257913.3,TCF21,Mus_musculus,NP_035675.1,TCF21,2.94e-53,208.0,1.8e-53,208.0
2457,TCF3,NP_035678.3,Astyanax_mexicanus,XP_049321495.1,TCF3B,Mus_musculus,NP_035678.3,TCF3,1.58e-147,523.0,9.74e-148,523.0
2458,TCF3,NP_035678.3,Astyanax_mexicanus,XP_049321497.1,TCF3B,Mus_musculus,NP_035678.3,TCF3,3.19e-141,502.0,2.04e-141,502.0
2459,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_007259276.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,7.92e-260,896.0,4.89e-260,896.0
2460,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_007259278.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,3.2199999999999996e-256,884.0,2e-256,884.0
2461,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_007259283.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,7.49e-263,906.0,4.78e-263,906.0
2462,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_007259284.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,3.04e-259,894.0,1.96e-259,894.0
2463,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_049320284.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,6.54e-256,883.0,4.01e-256,883.0
2464,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_049320285.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,6.859999999999999e-250,863.0,4.1999999999999995e-250,863.0
2465,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_049320286.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,5.32e-252,870.0,3.28e-252,870.0
2466,TCF7L2,XP_006526923.1,Astyanax_mexicanus,XP_049320289.1,TCF7L2,Mus_musculus,XP_006526923.1,TCF7L2,6.19e-259,893.0,3.9100000000000005e-259,893.0
2467,TCFL5,NP_839985.2,Astyanax_mexicanus,XP_022522179.2,LOC107196930,Mus_musculus,NP_839985.2,TCFL5,5.75e-30,132.0,3.71e-30,132.0
2468,TCFL5,NP_839985.2,Astyanax_mexicanus,XP_049319105.1,LOC107196930,Mus_musculus,NP_839985.2,TCFL5,5.75e-30,132.0,3.71e-30,132.0
2469,TCFL5,NP_839985.2,Astyanax_mexicanus,XP_049319106.1,LOC107196930,Mus_musculus,NP_839985.2,TCFL5,5.75e-30,132.0,3.71e-30,132.0
2470,TCFL5,NP_839985.2,Astyanax_mexicanus,XP_049319107.1,LOC107196930,Mus_musculus,NP_839985.2,TCFL5,5.75e-30,132.0,3.71e-30,132.0
2471,TDO2,NP_064295.2,Astyanax_mexicanus,XP_007245569.3,TDO2A,Mus_musculus,NP_064295.2,TDO2,3.17e-174,611.0,1.97e-174,611.0
2472,TDO2,NP_064295.2,Astyanax_mexicanus,XP_022525258.2,TDO2B,Mus_musculus,NP_064295.2,TDO2,2.14e-166,585.0,1.3200000000000001e-166,585.0
2473,TEAD2,NP_001366201.1,,,,,,,,,,
2474,TEAD4,NP_001074448.2,,,,,,,,,,
2475,TEC,NP_001106932.1,Astyanax_mexicanus,XP_022533205.1,TEC,Mus_musculus,NP_001106932.1,TEC,8.8e-248,856.0,5.220000000000001e-248,856.0
2476,TEK,NP_038718.2,Astyanax_mexicanus,XP_049319309.1,TEK,Mus_musculus,NP_038718.2,TEK,0.0,1081.0,0.0,1081.0
2477,TEK,NP_038718.2,Astyanax_mexicanus,XP_049319359.1,TEK,Mus_musculus,NP_038718.2,TEK,0.0,1080.0,0.0,1080.0
2478,TESC,NP_067319.2,Astyanax_mexicanus,XP_049329533.1,TESCB,Mus_musculus,NP_067319.2,TESC,1.2700000000000001e-64,246.0,7.81e-65,246.0
2479,TET2,XP_006501350.1,Astyanax_mexicanus,XP_049337293.1,TET2,Mus_musculus,XP_006501350.1,TET2,1.61e-186,654.0,1.06e-186,654.0
2480,TET2,XP_006501350.1,Astyanax_mexicanus,XP_049337294.1,TET2,Mus_musculus,XP_006501350.1,TET2,1.21e-191,671.0,8.050000000000001e-192,671.0
2481,TFAM,XP_017169407.1,Astyanax_mexicanus,XP_007235441.3,TFAM,Mus_musculus,XP_017169407.1,TFAM,1.81e-33,143.0,8.44e-34,143.0
2482,TFAP2B,XP_006495557.1,Astyanax_mexicanus,XP_022538929.1,TFAP2B,Mus_musculus,XP_006495557.1,TFAP2B,4.31e-187,654.0,2.55e-187,654.0
2483,TFAP2B,XP_006495557.1,Astyanax_mexicanus,XP_022538931.1,TFAP2B,Mus_musculus,XP_006495557.1,TFAP2B,2.6699999999999998e-188,658.0,1.5899999999999998e-188,658.0
2484,TFAP2B,XP_006495557.1,Astyanax_mexicanus,XP_022538932.1,TFAP2B,Mus_musculus,XP_006495557.1,TFAP2B,4.0799999999999997e-190,664.0,2.49e-190,664.0
2485,TFAP2B,XP_006495557.1,Astyanax_mexicanus,XP_022538941.1,TFAP2B,Mus_musculus,XP_006495557.1,TFAP2B,1.2599999999999999e-191,669.0,7.78e-192,669.0
2486,TFAP2B,XP_006495557.1,Astyanax_mexicanus,XP_022538949.1,TFAP2B,Mus_musculus,XP_006495557.1,TFAP2B,8.14e-184,643.0,5.22e-184,643.0
2487,TFAP2C,XP_006499166.1,Astyanax_mexicanus,XP_022531336.1,TFAP2C,Mus_musculus,XP_006499166.1,TFAP2C,2.1299999999999998e-147,522.0,1.32e-147,522.0
2488,TFAP2C,XP_006499166.1,Astyanax_mexicanus,XP_022531337.1,TFAP2C,Mus_musculus,XP_006499166.1,TFAP2C,5.31e-148,524.0,3.31e-148,524.0
2489,TFAP2D,NP_694794.1,Astyanax_mexicanus,XP_007260525.3,TFAP2D,Mus_musculus,NP_694794.1,TFAP2D,1.49e-225,782.0,7.330000000000001e-226,782.0
2490,TFB2M,NP_001317983.1,,,,,,,,,,
2491,TFCP2L1,NP_076244.2,,,,,,,,,,
2492,TFDP1,XP_017168146.1,Astyanax_mexicanus,XP_007227935.2,TFDP1A,Mus_musculus,XP_017168146.1,TFDP1,8.15e-172,603.0,5.1199999999999994e-172,603.0
2493,TFDP1,XP_017168146.1,Astyanax_mexicanus,XP_007227936.2,TFDP1A,Mus_musculus,XP_017168146.1,TFDP1,8.15e-172,603.0,5.1199999999999994e-172,603.0
2494,TFDP2,NP_001395472.1,,,,,,,,,,
2495,TFE3,NP_766060.2,Astyanax_mexicanus,XP_007245891.3,TFE3A,Mus_musculus,NP_766060.2,TFE3,1.21e-106,387.0,7.49e-107,387.0
2496,TFE3,NP_766060.2,Astyanax_mexicanus,XP_007245892.3,TFE3A,Mus_musculus,NP_766060.2,TFE3,1.5000000000000002e-107,390.0,9.36e-108,390.0
2497,TFE3,NP_766060.2,Astyanax_mexicanus,XP_007245893.3,TFE3A,Mus_musculus,NP_766060.2,TFE3,9.36e-109,394.0,5.85e-109,394.0
2498,TFE3,NP_766060.2,Astyanax_mexicanus,XP_015460415.3,TFE3A,Mus_musculus,NP_766060.2,TFE3,1.94e-105,383.0,1.2e-105,383.0
2499,TFEC,XP_011239355.1,,,,,,,,,,
2500,TGFB1,NP_035707.1,Astyanax_mexicanus,XP_015458596.1,TGFB1A,Mus_musculus,NP_035707.1,TGFB1,3.75e-85,315.0,2.41e-85,315.0
2501,TGFB1,NP_035707.1,Astyanax_mexicanus,XP_022531678.2,TGFB1B,Mus_musculus,NP_035707.1,TGFB1,3.79e-85,315.0,2.41e-85,315.0
2502,TGFB1I1,XP_036008777.1,Astyanax_mexicanus,XP_007235943.2,LOC103032500,Mus_musculus,XP_036008777.1,TGFB1I1,9.46e-144,510.0,6.110000000000001e-144,510.0
2503,TGFB1I1,XP_036008777.1,Astyanax_mexicanus,XP_007235944.2,LOC103032500,Mus_musculus,XP_036008777.1,TGFB1I1,9.12e-144,510.0,6.110000000000001e-144,510.0
2504,TGFB2,NP_033393.2,Astyanax_mexicanus,XP_007251862.2,TGFB2,Mus_musculus,NP_033393.2,TGFB2,4.46e-188,657.0,2.8599999999999998e-188,657.0
2505,TGFBR2,NP_083851.3,Astyanax_mexicanus,XP_007251882.2,TGFBR2B,Mus_musculus,NP_083851.3,TGFBR2,1.07e-205,716.0,6.79e-206,716.0
2506,TH,NP_033403.1,Astyanax_mexicanus,XP_007228125.2,TH,Mus_musculus,NP_033403.1,TH,3.34e-192,671.0,2.1e-192,671.0
2507,THBD,NP_033404.1,Astyanax_mexicanus,XP_007241455.3,THBD,Mus_musculus,NP_033404.1,THBD,5.819999999999999e-45,182.0,3.88e-45,182.0
2508,THBS1,NP_035710.2,Astyanax_mexicanus,XP_007258230.1,THBS1B,Mus_musculus,NP_035710.2,THBS1,0.0,1563.0,0.0,1563.0
2509,THBS1,NP_035710.2,Astyanax_mexicanus,XP_015462406.3,LOC103029184,Mus_musculus,NP_035710.2,THBS1,0.0,1508.0,0.0,1508.0
2510,THBS1,NP_035710.2,Astyanax_mexicanus,XP_049319488.1,LOC103029184,Mus_musculus,NP_035710.2,THBS1,0.0,1508.0,0.0,1508.0
2511,THRAP3,NP_001343384.1,Astyanax_mexicanus,XP_015461365.3,THRAP3A,Mus_musculus,NP_001343384.1,THRAP3,5.259999999999999e-42,173.0,3.28e-42,173.0
2512,THRAP3,NP_001343384.1,Astyanax_mexicanus,XP_015461366.3,THRAP3A,Mus_musculus,NP_001343384.1,THRAP3,5.259999999999999e-42,173.0,3.28e-42,173.0
2513,THRAP3,NP_001343384.1,Astyanax_mexicanus,XP_015461368.3,THRAP3A,Mus_musculus,NP_001343384.1,THRAP3,1.01e-41,172.0,6.56e-42,172.0
2514,THRAP3,NP_001343384.1,Astyanax_mexicanus,XP_022529466.2,THRAP3A,Mus_musculus,NP_001343384.1,THRAP3,5.329999999999999e-42,173.0,3.28e-42,173.0
2515,THRAP3,NP_001343384.1,Astyanax_mexicanus,XP_022529467.2,THRAP3A,Mus_musculus,NP_001343384.1,THRAP3,5.32e-42,173.0,3.28e-42,173.0
2516,THRSP,NP_033407.1,,,,,,,,,,
2517,THY1,NP_033408.1,Astyanax_mexicanus,XP_022531719.2,LOC103037831,Mus_musculus,NP_033408.1,THY1,1.13e-07,56.6,6.12e-08,56.6
2518,TIAL1,NP_001334569.1,Astyanax_mexicanus,XP_007252311.2,TIAL1,Mus_musculus,NP_001334569.1,TIAL1,1.7e-187,655.0,1.04e-187,655.0
2519,TIAL1,NP_001334569.1,Astyanax_mexicanus,XP_007252312.2,TIAL1,Mus_musculus,NP_001334569.1,TIAL1,5.21e-189,660.0,3.24e-189,660.0
2520,TIMP1,NP_001037849.1,,,,,,,,,,
2521,TIMP3,NP_035725.1,Astyanax_mexicanus,XP_007256100.3,LOC103027234,Mus_musculus,NP_035725.1,TIMP3,5.0599999999999996e-92,337.0,3.11e-92,337.0
2522,TINAGL1,NP_075965.2,Astyanax_mexicanus,XP_022538963.1,TINAGL1,Mus_musculus,NP_075965.2,TINAGL1,4.39e-181,634.0,2.7e-181,634.0
2523,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_022527951.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1907.0,0.0,1907.0
2524,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_022527952.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1835.0,0.0,1835.0
2525,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327192.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1868.0,0.0,1868.0
2526,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327193.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1863.0,0.0,1863.0
2527,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327194.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1871.0,0.0,1871.0
2528,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327195.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1869.0,0.0,1869.0
2529,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327196.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1876.0,0.0,1876.0
2530,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327197.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1881.0,0.0,1881.0
2531,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327198.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1886.0,0.0,1886.0
2532,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327200.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1899.0,0.0,1899.0
2533,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327203.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1863.0,0.0,1863.0
2534,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327204.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1876.0,0.0,1876.0
2535,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327205.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1868.0,0.0,1868.0
2536,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327206.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1904.0,0.0,1904.0
2537,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049327207.1,TJP1A,Mus_musculus,XP_006540849.1,TJP1,0.0,1889.0,0.0,1889.0
2538,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330561.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1879.0,0.0,1879.0
2539,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330562.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1885.0,0.0,1885.0
2540,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330563.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1883.0,0.0,1883.0
2541,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330564.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1890.0,0.0,1890.0
2542,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330565.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1915.0,0.0,1915.0
2543,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330566.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1925.0,0.0,1925.0
2544,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330567.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1833.0,0.0,1833.0
2545,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330568.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1912.0,0.0,1912.0
2546,TJP1,XP_006540849.1,Astyanax_mexicanus,XP_049330569.1,TJP1B,Mus_musculus,XP_006540849.1,TJP1,0.0,1896.0,0.0,1896.0
2547,TLE2,XP_017169412.1,,,,,,,,,,
2548,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326914.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1344.0,0.0,1344.0
2549,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326915.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1344.0,0.0,1344.0
2550,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326916.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1343.0,0.0,1343.0
2551,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326917.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1338.0,0.0,1338.0
2552,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326918.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1338.0,0.0,1338.0
2553,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326919.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1325.0,0.0,1325.0
2554,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326920.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1357.0,0.0,1357.0
2555,TLE3,NP_001077396.1,Astyanax_mexicanus,XP_049326921.1,TLE3B,Mus_musculus,NP_001077396.1,TLE3,0.0,1356.0,0.0,1356.0
