,Ast,a,a2,Homo,b  ,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
36305,Astyanax_mexicanus,XP_007259216.1,PHKG2,Homo_sapiens,NP_000285.1,PHKG2,2.8900000000000003e-160,565.0,1.39e-160,565.0
12171,Astyanax_mexicanus,XP_007239504.3,PHLDA1,Homo_sapiens,NP_036528.1,PHLDA3,7.880000000000001e-26,117.0,3.15e-26,117.0
625,Astyanax_mexicanus,XP_007228133.1,PHLDA2,Homo_sapiens,NP_003302.1,PHLDA2,6.84e-35,147.0,3.52e-35,147.0
103791,Astyanax_mexicanus,XP_049323178.1,PHLDB1B,Homo_sapiens,XP_054224117.1,PHLDB1,0.0,1124.0,0.0,1124.0
42332,Astyanax_mexicanus,XP_015462117.3,PHLDB2B,Homo_sapiens,NP_001127910.1,PHLDB2,4.31e-237,822.0,1.85e-237,822.0
73575,Astyanax_mexicanus,XP_022533896.2,PHLPP1,Homo_sapiens,NP_919431.2,PHLPP1,0.0,1377.0,0.0,1377.0
57009,Astyanax_mexicanus,XP_022525808.2,PHLPP2,Homo_sapiens,NP_055835.2,PHLPP2,0.0,1400.0,0.0,1400.0
32410,Astyanax_mexicanus,XP_007256369.2,PHOSPHO1,Homo_sapiens,NP_001137276.1,PHOSPHO1,2.1999999999999998e-67,256.0,1.04e-67,256.0
15277,Astyanax_mexicanus,XP_007244211.3,PHOSPHO2,Homo_sapiens,NP_001008489.1,PHOSPHO2,2.85e-72,272.0,1.31e-72,272.0
20671,Astyanax_mexicanus,XP_007247707.1,PHOX2A,Homo_sapiens,NP_005160.2,PHOX2A,7.92e-82,304.0,3.6e-82,304.0
7186,Astyanax_mexicanus,XP_007234091.2,PHOX2BB,Homo_sapiens,NP_003915.2,PHOX2B,9.1e-92,337.0,4.63e-92,337.0
41123,Astyanax_mexicanus,XP_015460452.2,PHPT1,Homo_sapiens,NP_054891.2,PHPT1,1.1300000000000001e-43,176.0,5.390000000000001e-44,176.0
5375,Astyanax_mexicanus,XP_007232325.3,PHYH,Homo_sapiens,NP_006205.1,PHYH,1.5400000000000001e-133,476.0,7.15e-134,476.0
101406,Astyanax_mexicanus,XP_049322395.1,PHYHD1,Homo_sapiens,NP_001094346.1,PHYHD1,1.51e-118,426.0,6.929999999999999e-119,426.0
8626,Astyanax_mexicanus,XP_007235442.1,PHYHIPLB,Homo_sapiens,NP_115815.2,PHYHIPL,2.1999999999999998e-190,665.0,1.0099999999999999e-190,665.0
67589,Astyanax_mexicanus,XP_022531045.2,PHYKPL,Homo_sapiens,NP_699204.1,PHYKPL,2.2299999999999997e-180,632.0,1.04e-180,632.0
37864,Astyanax_mexicanus,XP_007260149.2,PI15A,Homo_sapiens,NP_001311332.1,PI15,2.88e-109,395.0,1.32e-109,395.0
28229,Astyanax_mexicanus,XP_007253045.1,PI15B,Homo_sapiens,NP_001311332.1,PI15,3.57e-113,408.0,1.61e-113,408.0
66506,Astyanax_mexicanus,XP_022530217.1,PI4K2A,Homo_sapiens,NP_060895.1,PI4K2A,9.06e-208,723.0,4.48e-208,723.0
80677,Astyanax_mexicanus,XP_022537406.2,PI4K2B,Homo_sapiens,NP_060793.2,PI4K2B,3.5900000000000006e-185,648.0,1.7000000000000002e-185,648.0
78915,Astyanax_mexicanus,XP_022536481.1,PI4KAA,Homo_sapiens,NP_477352.3,PI4KA,0.0,3391.0,0.0,3391.0
13786,Astyanax_mexicanus,XP_007241309.3,PI4KAB,Homo_sapiens,NP_477352.3,PI4KA,0.0,3378.0,0.0,3378.0
9272,Astyanax_mexicanus,XP_007236038.2,PI4KB,Homo_sapiens,NP_001317650.1,PI4KB,0.0,1302.0,0.0,1302.0
47604,Astyanax_mexicanus,XP_022520941.2,PIAS1A,Homo_sapiens,NP_057250.1,PIAS1,1.3300000000000001e-266,919.0,6.06e-267,919.0
112263,Astyanax_mexicanus,XP_049326500.1,PIAS2,Homo_sapiens,NP_001340963.1,PIAS2,9.260000000000001e-247,853.0,4.27e-247,853.0
99530,Astyanax_mexicanus,XP_049321817.1,PIAS4A,Homo_sapiens,NP_056981.2,PIAS4,8.63e-142,504.0,4.02e-142,504.0
66727,Astyanax_mexicanus,XP_022530369.2,PIBF1,Homo_sapiens,NP_006337.2,PIBF1,1.75e-220,766.0,8.05e-221,766.0
107529,Astyanax_mexicanus,XP_049324479.1,PICALMA,Homo_sapiens,XP_054226072.1,PICALM,4.5500000000000004e-296,1017.0,2.0200000000000002e-296,1017.0
103438,Astyanax_mexicanus,XP_049323031.1,PICALMB,Homo_sapiens,XP_054226077.1,PICALM,8.61e-271,933.0,3.6800000000000003e-271,933.0
26244,Astyanax_mexicanus,XP_007251655.1,PID1,Homo_sapiens,NP_001094288.1,PID1,9.28e-87,320.0,4.19e-87,320.0
8280,Astyanax_mexicanus,XP_007235187.3,PIDD1,Homo_sapiens,XP_054225297.1,PIDD1,1.02e-151,538.0,2.7399999999999998e-152,538.0
1899,Astyanax_mexicanus,XP_007229159.2,PIERCE1,Homo_sapiens,NP_001041730.1,PIERCE1,1.92e-20,99.0,8.860000000000001e-21,99.0
114338,Astyanax_mexicanus,XP_049326982.1,PIEZO1,Homo_sapiens,NP_001136336.2,PIEZO1,0.0,2651.0,0.0,2651.0
132501,Astyanax_mexicanus,XP_049332588.1,PIF1,Homo_sapiens,XP_054234875.1,PIF1,3.77e-190,665.0,1.73e-190,665.0
123,Astyanax_mexicanus,XP_007227780.3,PIGA,Homo_sapiens,NP_002632.1,PIGA,6.71e-200,697.0,3.04e-200,697.0
26690,Astyanax_mexicanus,XP_007251930.3,PIGB,Homo_sapiens,NP_004846.4,PIGB,1.34e-180,633.0,6.41e-181,633.0
12205,Astyanax_mexicanus,XP_007239583.3,PIGC,Homo_sapiens,NP_002633.1,PIGC,1.29e-80,300.0,6.02e-81,300.0
4134,Astyanax_mexicanus,XP_007231034.1,PIGF,Homo_sapiens,NP_002634.1,PIGF,3.39e-67,255.0,1.5599999999999998e-67,255.0
84583,Astyanax_mexicanus,XP_022539258.2,PIGG,Homo_sapiens,NP_001120650.1,PIGG,0.0,1176.0,0.0,1176.0
4693,Astyanax_mexicanus,XP_007231572.1,PIGH,Homo_sapiens,NP_004560.1,PIGH,2.36e-60,232.0,1.1199999999999999e-60,232.0
25273,Astyanax_mexicanus,XP_007250729.2,PIGK,Homo_sapiens,NP_005473.1,PIGK,7.869999999999999e-180,630.0,3.66e-180,630.0
48800,Astyanax_mexicanus,XP_022521471.2,PIGL,Homo_sapiens,NP_004269.1,PIGL,2.1e-64,246.0,9.2e-65,246.0
5486,Astyanax_mexicanus,XP_007232489.3,PIGM,Homo_sapiens,NP_660150.1,PIGM,7.94e-127,454.0,3.75e-127,454.0
22406,Astyanax_mexicanus,XP_007248977.3,PIGN,Homo_sapiens,XP_054174416.1,PIGN,0.0,1163.0,0.0,1163.0
79739,Astyanax_mexicanus,XP_022536837.2,PIGO,Homo_sapiens,NP_116023.2,PIGO,8.87e-235,814.0,4.11e-235,814.0
17565,Astyanax_mexicanus,XP_007245639.3,PIGQ,Homo_sapiens,NP_004195.2,PIGQ,1.52e-205,716.0,6.96e-206,716.0
74805,Astyanax_mexicanus,XP_022534622.2,PIGR,Homo_sapiens,XP_054171117.1,CD300LF,9.99e-10,64.7,4.26e-10,64.7
37290,Astyanax_mexicanus,XP_007259680.4,PIGS,Homo_sapiens,NP_149975.1,PIGS,2.1300000000000003e-157,556.0,9.71e-158,556.0
46503,Astyanax_mexicanus,XP_022520295.1,PIGT,Homo_sapiens,NP_057021.2,PIGT,6.519999999999999e-233,807.0,2.79e-233,807.0
67541,Astyanax_mexicanus,XP_022531010.1,PIGU,Homo_sapiens,NP_536724.1,PIGU,1.9900000000000003e-192,672.0,9.160000000000001e-193,672.0
26515,Astyanax_mexicanus,XP_007251848.3,PIGV,Homo_sapiens,NP_001189483.1,PIGV,2.68e-118,426.0,1.17e-118,426.0
32030,Astyanax_mexicanus,XP_007255893.3,PIGW,Homo_sapiens,NP_001333683.1,PIGW,1.67e-113,410.0,7.87e-114,410.0
41206,Astyanax_mexicanus,XP_015460534.3,PIGX,Homo_sapiens,NP_060331.3,PIGX,1.63e-26,120.0,8.01e-27,120.0
25802,Astyanax_mexicanus,XP_007251144.2,PIH1D1,Homo_sapiens,NP_060386.1,PIH1D1,1.27e-49,197.0,5.96e-50,197.0
38987,Astyanax_mexicanus,XP_015456265.3,PIH1D2,Homo_sapiens,NP_620144.1,PIH1D2,2.82e-49,196.0,1.29e-49,196.0
32221,Astyanax_mexicanus,XP_007256159.3,PIK3AP1,Homo_sapiens,XP_054220692.1,PIK3AP1,1.34e-109,398.0,5.0900000000000004e-110,398.0
76838,Astyanax_mexicanus,XP_022535661.2,PIK3C2A,Homo_sapiens,NP_001308307.1,PIK3C2A,0.0,1924.0,0.0,1924.0
116763,Astyanax_mexicanus,XP_049327561.1,PIK3C2B,Homo_sapiens,NP_001364263.1,PIK3C2B,0.0,2009.0,0.0,2009.0
6858,Astyanax_mexicanus,XP_007233847.1,PIK3C3,Homo_sapiens,NP_002638.2,PIK3C3,0.0,1538.0,0.0,1538.0
56506,Astyanax_mexicanus,XP_022525699.1,PIK3CA,Homo_sapiens,NP_006209.2,PIK3CA,0.0,2028.0,0.0,2028.0
63886,Astyanax_mexicanus,XP_022528881.1,PIK3CB,Homo_sapiens,NP_006210.1,PIK3CB,0.0,1477.0,0.0,1477.0
71470,Astyanax_mexicanus,XP_022532684.2,PIK3CD,Homo_sapiens,NP_005017.3,PIK3CD,0.0,1474.0,0.0,1474.0
13763,Astyanax_mexicanus,XP_007241253.3,PIK3CG,Homo_sapiens,NP_001269355.1,PIK3CG,0.0,1571.0,0.0,1571.0
51334,Astyanax_mexicanus,XP_022523176.2,PIK3IP1,Homo_sapiens,NP_443112.2,PIK3IP1,7.25e-51,201.0,3.38e-51,201.0
124821,Astyanax_mexicanus,XP_049330317.1,PIK3R1,Homo_sapiens,NP_852664.1,PIK3R1,0.0,1076.0,0.0,1076.0
137547,Astyanax_mexicanus,XP_049335854.1,PIK3R3B,Homo_sapiens,NP_001107644.1,PIK3R3,1.67e-222,772.0,7.660000000000001e-223,772.0
66015,Astyanax_mexicanus,XP_022529872.1,PIK3R4,Homo_sapiens,NP_055417.1,PIK3R4,0.0,2227.0,0.0,2227.0
33439,Astyanax_mexicanus,XP_007257203.3,PIK3R5,Homo_sapiens,NP_001136105.1,PIK3R5,1.04e-186,654.0,4.86e-187,654.0
153292,Astyanax_mexicanus,XP_049341270.1,PIKFYVE,Homo_sapiens,XP_054196951.1,PIKFYVE,0.0,2829.0,0.0,2829.0
26098,Astyanax_mexicanus,XP_007251431.2,PIM1,Homo_sapiens,NP_002639.1,PIM1,9.28e-135,480.0,4.1399999999999996e-135,480.0
19199,Astyanax_mexicanus,XP_007246677.3,PIM3,Homo_sapiens,NP_001001852.2,PIM3,2.28e-138,492.0,1.05e-138,492.0
11283,Astyanax_mexicanus,XP_007238401.3,PIN1,Homo_sapiens,NP_006212.1,PIN1,4.8899999999999996e-67,254.0,2.3199999999999997e-67,254.0
20212,Astyanax_mexicanus,XP_007247476.3,PIN4,Homo_sapiens,NP_006214.3,PIN4,1.83e-48,192.0,8.61e-49,192.0
90023,Astyanax_mexicanus,XP_049318988.1,PINK1,Homo_sapiens,NP_115785.1,PINK1,3.05e-143,509.0,1.43e-143,509.0
32780,Astyanax_mexicanus,XP_007256695.3,PINX1,Homo_sapiens,NP_060354.4,PINX1,2.52e-66,253.0,9.35e-67,253.0
84636,Astyanax_mexicanus,XP_022539278.1,PIP4K2AA,Homo_sapiens,NP_005019.2,PIP4K2A,1.13e-196,686.0,5.2199999999999993e-197,686.0
71624,Astyanax_mexicanus,XP_022532778.1,PIP4K2CA,Homo_sapiens,NP_001139730.1,PIP4K2C,1.45e-166,586.0,6.86e-167,586.0
9824,Astyanax_mexicanus,XP_007236694.1,PIP4P1A,Homo_sapiens,NP_001094284.1,PIP4P1,1.44e-115,416.0,6.93e-116,416.0
23427,Astyanax_mexicanus,XP_007249443.1,PIP4P2,Homo_sapiens,NP_061180.1,PIP4P2,1.8199999999999998e-138,492.0,8.3e-139,492.0
34882,Astyanax_mexicanus,XP_007258351.3,PIP5K1AA,Homo_sapiens,NP_001317618.1,PIP5K1A,7.26e-187,654.0,3.04e-187,654.0
64895,Astyanax_mexicanus,XP_022529206.2,PIP5K1AB,Homo_sapiens,XP_054195006.1,PIP5K1A,3.9999999999999994e-197,688.0,1.7399999999999998e-197,688.0
57985,Astyanax_mexicanus,XP_022526297.1,PIP5K1BB,Homo_sapiens,NP_001362965.1,PIP5K1B,2.51e-217,755.0,1.18e-217,755.0
55848,Astyanax_mexicanus,XP_022525335.2,PIP5K1CA,Homo_sapiens,NP_036530.1,PIP5K1C,3.82e-255,881.0,1.7099999999999999e-255,881.0
74734,Astyanax_mexicanus,XP_022534566.1,PIP5K1CB,Homo_sapiens,NP_001182662.1,PIP5K1C,2.2299999999999999e-243,842.0,9.009999999999999e-244,842.0
32000,Astyanax_mexicanus,XP_007255864.3,PIP5KL1,Homo_sapiens,NP_001128691.1,PIP5KL1,7.350000000000001e-117,421.0,3.0000000000000003e-117,421.0
52490,Astyanax_mexicanus,XP_022523889.2,PIR,Homo_sapiens,NP_001018119.1,PIR,4.69e-120,431.0,2.1599999999999998e-120,431.0
4630,Astyanax_mexicanus,XP_007231484.1,PISD,Homo_sapiens,NP_001313344.1,PISD,1e-174,613.0,4.5499999999999997e-175,613.0
17760,Astyanax_mexicanus,XP_007245781.2,PITHD1,Homo_sapiens,NP_065095.2,PITHD1,2.78e-88,325.0,1.27e-88,325.0
38772,Astyanax_mexicanus,XP_007260955.3,PITPNAA,Homo_sapiens,NP_006215.1,PITPNA,6.38e-131,467.0,2.92e-131,467.0
27473,Astyanax_mexicanus,XP_007252531.1,PITPNAB,Homo_sapiens,NP_006215.1,PITPNA,7.940000000000001e-132,470.0,3.6600000000000005e-132,470.0
78944,Astyanax_mexicanus,XP_022536496.1,PITPNB,Homo_sapiens,NP_001271206.1,PITPNB,1.0000000000000001e-132,473.0,4.6e-133,473.0
63898,Astyanax_mexicanus,XP_022528888.1,PITPNC1A,Homo_sapiens,NP_036549.2,PITPNC1,4.12e-153,541.0,1.9e-153,541.0
103790,Astyanax_mexicanus,XP_049323174.1,PITPNM3,Homo_sapiens,XP_054173437.1,PITPNM3,3.8999999999999997e-178,625.0,2.37e-178,625.0
75491,Astyanax_mexicanus,XP_022534959.2,PITRM1,Homo_sapiens,NP_001334658.1,PITRM1,0.0,1457.0,0.0,1457.0
69996,Astyanax_mexicanus,XP_022532081.1,PITX1,Homo_sapiens,NP_002644.4,PITX1,9.4e-86,317.0,4.85e-86,317.0
17411,Astyanax_mexicanus,XP_007245576.2,PITX2,Homo_sapiens,NP_000316.2,PITX2,5.86e-96,351.0,2.92e-96,351.0
13213,Astyanax_mexicanus,XP_007240412.1,PITX3,Homo_sapiens,NP_000316.2,PITX2,1.8299999999999998e-94,346.0,9.33e-95,346.0
156272,Astyanax_mexicanus,XP_049342111.1,PIWIL1,Homo_sapiens,NP_004755.2,PIWIL1,0.0,1157.0,0.0,1157.0
112344,Astyanax_mexicanus,XP_049326525.1,PIWIL2,Homo_sapiens,NP_001129193.1,PIWIL2,0.0,1071.0,0.0,1071.0
4605,Astyanax_mexicanus,XP_007231474.2,PJA2,Homo_sapiens,NP_055634.3,PJA2,2.33e-76,287.0,1.18e-76,287.0
67302,Astyanax_mexicanus,XP_022530820.2,PJVK,Homo_sapiens,NP_001036167.1,PJVK,1.7e-133,476.0,7.45e-134,476.0
109988,Astyanax_mexicanus,XP_049325180.1,PKD1A,Homo_sapiens,NP_000287.4,PKD1,0.0,2747.0,0.0,2747.0
88881,Astyanax_mexicanus,XP_022542773.2,PKD1L2A,Homo_sapiens,NP_853514.1,PKD1L3,3.04e-189,664.0,9.34e-190,664.0
99277,Astyanax_mexicanus,XP_049321748.1,PKD1L2B,Homo_sapiens,NP_853514.1,PKD1L3,2.77e-189,664.0,9.34e-190,664.0
7419,Astyanax_mexicanus,XP_007234369.2,PKD2,Homo_sapiens,NP_000288.1,PKD2,0.0,1115.0,0.0,1115.0
27190,Astyanax_mexicanus,XP_007252314.2,PKD2L1,Homo_sapiens,NP_057196.2,PKD2L1,6.53e-269,927.0,2.93e-269,927.0
20211,Astyanax_mexicanus,XP_007247473.3,PKDCCA,Homo_sapiens,NP_612379.2,PKDCC,1.16e-155,550.0,5.52e-156,550.0
51130,Astyanax_mexicanus,XP_022523060.2,PKHD1L1.1,Homo_sapiens,NP_803875.2,PKHD1L1,0.0,4240.0,0.0,4240.0
22389,Astyanax_mexicanus,XP_007248969.2,PKIA,Homo_sapiens,NP_006814.1,PKIA,4.01e-10,63.9,1.82e-10,63.9
31297,Astyanax_mexicanus,XP_007255456.2,PKIB,Homo_sapiens,NP_001257322.1,PKIB,1.74e-07,55.1,8.34e-08,55.1
71949,Astyanax_mexicanus,XP_022532905.1,PKIG,Homo_sapiens,NP_001268373.1,PKIG,6.45e-13,73.2,2.89e-13,73.2
33086,Astyanax_mexicanus,XP_007256960.3,PKLR,Homo_sapiens,NP_870986.1,PKLR,3.2700000000000004e-212,738.0,1.55e-212,738.0
12296,Astyanax_mexicanus,XP_007239704.3,PKMA,Homo_sapiens,XP_054234160.1,PKM,2.67e-260,898.0,1.15e-260,898.0
55290,Astyanax_mexicanus,XP_022525114.1,PKMYT1,Homo_sapiens,NP_001245380.1,PKMYT1,3.01e-90,333.0,1.16e-90,333.0
28449,Astyanax_mexicanus,XP_007253178.3,PKN1A,Homo_sapiens,NP_002732.3,PKN1,0.0,1149.0,0.0,1149.0
131419,Astyanax_mexicanus,XP_049332103.1,PKN1B,Homo_sapiens,NP_002732.3,PKN1,0.0,1127.0,0.0,1127.0
57453,Astyanax_mexicanus,XP_022526030.1,PKN2A,Homo_sapiens,NP_006247.1,PKN2,0.0,1391.0,0.0,1391.0
11884,Astyanax_mexicanus,XP_007239003.3,PKN2B,Homo_sapiens,NP_006247.1,PKN2,0.0,1433.0,0.0,1433.0
151445,Astyanax_mexicanus,XP_049340832.1,PKNOX1.1,Homo_sapiens,NP_001307623.1,PKNOX1,1.3399999999999999e-147,523.0,6.54e-148,523.0
110996,Astyanax_mexicanus,XP_049325975.1,PKNOX1.2,Homo_sapiens,NP_001307623.1,PKNOX1,4.45e-149,528.0,2.04e-149,528.0
68545,Astyanax_mexicanus,XP_022531291.2,PKP1B,Homo_sapiens,NP_001005337.1,PKP1,7.600000000000001e-99,362.0,3.19e-99,362.0
6704,Astyanax_mexicanus,XP_007233748.3,PKP2,Homo_sapiens,NP_001005242.2,PKP2,2.61e-116,420.0,1.28e-116,420.0
937,Astyanax_mexicanus,XP_007228300.3,PKP3A,Homo_sapiens,NP_009114.1,PKP3,6.28e-154,545.0,2.86e-154,545.0
78474,Astyanax_mexicanus,XP_022536170.2,PLA1A,Homo_sapiens,NP_001280154.1,PLA1A,5.68e-94,345.0,2.53e-94,345.0
88207,Astyanax_mexicanus,XP_022541678.2,PLA2G12A,Homo_sapiens,NP_110448.2,PLA2G12A,1.42e-76,286.0,6.27e-77,286.0
87577,Astyanax_mexicanus,XP_022540919.1,PLA2G12B,Homo_sapiens,NP_001305053.1,PLA2G12B,1.12e-77,290.0,4.02e-78,290.0
85078,Astyanax_mexicanus,XP_022539593.1,PLA2G15,Homo_sapiens,NP_036452.1,PLA2G15,9.58e-162,570.0,4.4e-162,570.0
64650,Astyanax_mexicanus,XP_022529169.2,PLA2G4AA,Homo_sapiens,XP_054193055.1,PLA2G4A,1.2899999999999999e-287,989.0,5.949999999999999e-288,989.0
17279,Astyanax_mexicanus,XP_007245478.3,PLA2G4AB,Homo_sapiens,XP_054193056.1,PLA2G4A,0.0,1075.0,0.0,1075.0
62838,Astyanax_mexicanus,XP_022528513.2,PLA2G4F.1,Homo_sapiens,NP_998765.3,PLA2G4F,5.01e-159,562.0,2.32e-159,562.0
48011,Astyanax_mexicanus,XP_022521130.2,PLA2G6,Homo_sapiens,NP_001336793.1,PLA2G6,2.07e-205,716.0,9.65e-206,716.0
17245,Astyanax_mexicanus,XP_007245444.3,PLA2G7,Homo_sapiens,NP_001161829.1,PLA2G7,4.57e-118,425.0,2.1e-118,425.0
10500,Astyanax_mexicanus,XP_007237401.3,PLA2R1,Homo_sapiens,NP_031392.3,PLA2R1,0.0,1202.0,0.0,1202.0
21224,Astyanax_mexicanus,XP_007248067.2,PLAA,Homo_sapiens,NP_001308475.1,PLAA,8.38e-233,807.0,3.73e-233,807.0
4918,Astyanax_mexicanus,XP_007231847.3,PLAAT1,Homo_sapiens,NP_001353041.1,PLAAT1,6.17e-52,204.0,2.6999999999999997e-52,204.0
30817,Astyanax_mexicanus,XP_007255069.1,PLAC8.2,Homo_sapiens,NP_001124187.1,PLAC8,8.45e-21,99.8,4.3000000000000006e-21,99.8
102091,Astyanax_mexicanus,XP_049322588.1,PLAC8L1,Homo_sapiens,XP_054207828.1,PLAC8L1,4.82e-33,141.0,2.32e-33,141.0
4273,Astyanax_mexicanus,XP_007231131.2,PLAG1,Homo_sapiens,XP_054216632.1,PLAG1,4.21e-56,219.0,2.45e-56,219.0
25411,Astyanax_mexicanus,XP_007250837.3,PLAGL2,Homo_sapiens,NP_002648.1,PLAGL2,2.95e-96,353.0,1.12e-96,353.0
156513,Astyanax_mexicanus,XP_049342197.1,PLAT,Homo_sapiens,NP_000921.1,PLAT,1.95e-172,606.0,8.73e-173,606.0
86678,Astyanax_mexicanus,XP_022540399.1,PLAUA,Homo_sapiens,NP_001306120.2,PLAU,2.42e-75,283.0,9.16e-76,283.0
49400,Astyanax_mexicanus,XP_022521768.2,PLAUB,Homo_sapiens,NP_001138503.2,PLAU,2.85e-88,326.0,1.25e-88,326.0
38198,Astyanax_mexicanus,XP_007260459.2,PLBD2,Homo_sapiens,NP_775813.2,PLBD2,1.8700000000000002e-206,719.0,8.81e-207,719.0
91483,Astyanax_mexicanus,XP_049319487.1,PLCB2,Homo_sapiens,NP_001271226.1,PLCB2,1.03e-293,1010.0,4.44e-294,1010.0
14170,Astyanax_mexicanus,XP_007242103.3,PLCB3,Homo_sapiens,NP_000923.1,PLCB3,0.0,1229.0,0.0,1229.0
28996,Astyanax_mexicanus,XP_007253622.3,PLCD1A,Homo_sapiens,NP_001124436.1,PLCD1,7.7e-239,827.0,3.58e-239,827.0
75432,Astyanax_mexicanus,XP_022534882.2,PLCD1B,Homo_sapiens,NP_001124436.1,PLCD1,3.1e-238,825.0,1.43e-238,825.0
7624,Astyanax_mexicanus,XP_007234540.3,PLCD3A,Homo_sapiens,NP_588614.1,PLCD3,1.46e-219,763.0,6.71e-220,763.0
7221,Astyanax_mexicanus,XP_007234134.2,PLCD3B,Homo_sapiens,NP_588614.1,PLCD3,7.340000000000001e-217,754.0,3.44e-217,754.0
48042,Astyanax_mexicanus,XP_022521136.2,PLCD4A,Homo_sapiens,NP_116115.1,PLCD4,2.8899999999999997e-244,845.0,1.3399999999999998e-244,845.0
55108,Astyanax_mexicanus,XP_022525057.2,PLCE1,Homo_sapiens,XP_054221979.1,PLCE1,0.0,2286.0,0.0,2286.0
90520,Astyanax_mexicanus,XP_049319065.1,PLCG1,Homo_sapiens,XP_054179501.1,PLCG1,0.0,1977.0,0.0,1977.0
76173,Astyanax_mexicanus,XP_022535305.1,PLCG2,Homo_sapiens,NP_002652.2,PLCG2,0.0,1474.0,0.0,1474.0
147305,Astyanax_mexicanus,XP_049339542.1,PLCH1,Homo_sapiens,XP_054201717.1,PLCH1,0.0,1578.0,0.0,1578.0
154242,Astyanax_mexicanus,XP_049341497.1,PLCH2A,Homo_sapiens,NP_055453.2,PLCH2,0.0,1548.0,0.0,1548.0
22780,Astyanax_mexicanus,XP_007249150.1,PLCXD1,Homo_sapiens,NP_001357299.1,PLCXD1,1.75e-84,313.0,7.99e-85,313.0
27275,Astyanax_mexicanus,XP_007252368.2,PLCXD2,Homo_sapiens,NP_001399993.1,PLCXD2,2.13e-116,419.0,1.0400000000000001e-116,419.0
19898,Astyanax_mexicanus,XP_007247230.1,PLCXD3,Homo_sapiens,NP_001005473.1,PLCXD3,9.79e-157,553.0,4.49e-157,553.0
45104,Astyanax_mexicanus,XP_022518671.2,PLD1A,Homo_sapiens,NP_001123553.1,PLD1,0.0,1412.0,0.0,1412.0
5674,Astyanax_mexicanus,XP_007232727.3,PLD1B,Homo_sapiens,NP_001123553.1,PLD1,0.0,1417.0,0.0,1417.0
127787,Astyanax_mexicanus,XP_049331144.1,PLD2,Homo_sapiens,NP_002654.3,PLD2,0.0,1095.0,0.0,1095.0
26240,Astyanax_mexicanus,XP_007251639.3,PLD3,Homo_sapiens,NP_001026866.1,PLD3,2.75e-137,489.0,1.27e-137,489.0
3015,Astyanax_mexicanus,XP_007230229.2,PLD5,Homo_sapiens,NP_001358991.1,PLD5,7.599999999999999e-135,481.0,3.54e-135,481.0
111169,Astyanax_mexicanus,XP_049326097.1,PLD6,Homo_sapiens,NP_849158.2,PLD6,1.3400000000000002e-47,190.0,6.63e-48,190.0
130634,Astyanax_mexicanus,XP_049331986.1,PLECA,Homo_sapiens,XP_054216640.1,PLEC,0.0,2729.0,0.0,2729.0
33609,Astyanax_mexicanus,XP_007257338.3,PLECB,Homo_sapiens,XP_054216638.1,PLEC,0.0,2795.0,0.0,2795.0
45102,Astyanax_mexicanus,XP_022518670.1,PLEK,Homo_sapiens,NP_002655.2,PLEK,8.979999999999999e-150,530.0,4.11e-150,530.0
20391,Astyanax_mexicanus,XP_007247577.3,PLEK2,Homo_sapiens,NP_057529.1,PLEK2,4.67e-119,428.0,2.1e-119,428.0
92376,Astyanax_mexicanus,XP_049319886.1,PLEKHA1A,Homo_sapiens,NP_001364174.1,PLEKHA1,6.73e-142,504.0,3.1e-142,504.0
54701,Astyanax_mexicanus,XP_022524880.2,PLEKHA1B,Homo_sapiens,NP_001364174.1,PLEKHA1,6.92e-139,494.0,3.1699999999999998e-139,494.0
58050,Astyanax_mexicanus,XP_022526321.1,PLEKHA2,Homo_sapiens,NP_067636.1,PLEKHA2,8.600000000000001e-109,394.0,4.35e-109,394.0
36853,Astyanax_mexicanus,XP_007259452.1,PLEKHA3,Homo_sapiens,NP_061964.3,PLEKHA3,4.27e-104,378.0,2.0099999999999997e-104,378.0
127184,Astyanax_mexicanus,XP_049330874.1,PLEKHA5,Homo_sapiens,NP_001372854.1,PLEKHA5,0.0,1043.0,0.0,1043.0
116976,Astyanax_mexicanus,XP_049327575.1,PLEKHA6,Homo_sapiens,XP_054191128.1,PLEKHA6,9.7e-263,907.0,4.45e-263,907.0
121768,Astyanax_mexicanus,XP_049329334.1,PLEKHA7A,Homo_sapiens,XP_054223776.1,PLEKHA7,3.0599999999999997e-261,902.0,1.42e-261,902.0
97638,Astyanax_mexicanus,XP_049321371.1,PLEKHA7B,Homo_sapiens,XP_054223754.1,PLEKHA7,0.0,1256.0,0.0,1256.0
139638,Astyanax_mexicanus,XP_049336374.1,PLEKHA8,Homo_sapiens,NP_001183955.1,PLEKHA8,2.1600000000000002e-154,546.0,9.3e-155,546.0
16145,Astyanax_mexicanus,XP_007244839.1,PLEKHB1,Homo_sapiens,NP_001123507.1,PLEKHB1,1.3899999999999998e-42,173.0,6.52e-43,173.0
99935,Astyanax_mexicanus,XP_049321960.1,PLEKHB2,Homo_sapiens,NP_060428.2,PLEKHB2,3.55e-64,245.0,1.6100000000000002e-64,245.0
92548,Astyanax_mexicanus,XP_049319937.1,PLEKHD1,Homo_sapiens,NP_001154970.1,PLEKHD1,1.06e-145,517.0,4.8699999999999995e-146,517.0
