Model_nodos,NCBI_Product_accesion
NEUROCHONDRIN,NP_649658.1
NF1,NP_733131.2
NFAT,NP_511147.2
NFI,NP_001259051.1
NF-YA,NP_648313.1
NF-YC,NP_572354.1
NHA1,NP_723224.2
NHA2,NP_001247251.1
NHE2,NP_001260660.1
NHE3,NP_001097105.3
NHP2,NP_651965.1
NIMA,NP_609691.6
NIMB1,NP_001260452.1
NIMB2,NP_723857.1
NIMB3,NP_001033905.1
NIMB4,NP_788046.1
NIMB5,NP_609692.3
NIMC1,NP_609693.1
NIMC2,NP_788047.1
NIMC3,NP_524928.2
NINAC,NP_523503.2
NIPP1,NP_611177.1
NIPPED-A,NP_001097192.2
NIPPED-B,NP_001260703.1
NITO,NP_610339.1
NK7.1,NP_650357.2
NKAIN,NP_001097449.2
NKD,NP_524788.2
NLE,NP_477294.2
NLG1,NP_731172.2
NLP,NP_524557.1
NMD,NP_609373.1
NMD3,NP_477332.1
NMDAR1,NP_730940.1
NMDAR2,NP_001284788.1
NMDMC,NP_476929.1
NMO,NP_001356976.1
NNP-1,NP_651976.1
NOA36,NP_651622.2
NOC,NP_476917.1
NOCTE,NP_001259409.1
NOD,NP_511125.2
NOMPA,NP_725030.2
NOMPC,NP_001303309.1
NONA,NP_727962.1
NOP56,NP_651040.3
NOP60B,NP_001246490.1
NOPP140,NP_730693.1
NORD,NP_611900.1
NORPA,NP_001014720.1
NOS,NP_523541.2
NOT,NP_001401041.1
NOT1,NP_001097243.1
NOTUM,NP_730096.2
NOX,NP_001097336.1
NP15.6,NP_650774.1
NPC2B,NP_650331.1
NPC2E,NP_731439.2
NPC2F,NP_651219.1
NPC2G,NP_651823.1
NPF,NP_536741.1
NPLP1,NP_001137760.1
NPLP2,NP_001303387.1
NRG,NP_727274.1
NRM,NP_001246891.1
NRT,NP_476798.1
NRV1,NP_477167.1
NRV2,NP_477168.1
NRV3,NP_001260675.1
NRX-1,NP_001262840.1
NRX-IV,NP_729787.2
NS1,NP_732199.2
NS3,NP_569915.1
NT1,NP_729009.2
NTC,NP_647829.1
NTF-2,NP_608422.1
NTF-2R,NP_609878.1
NUB,NP_001097153.1
NUCB1,NP_649008.2
NUDC,NP_648923.1
NUF,NP_001246749.1
NUMB,NP_523523.2
NUP133,NP_651080.2
NUP153,NP_001097002.1
NUP214,NP_652039.2
NUP358,NP_001247302.1
NUP44A,NP_610343.1
NUP54,NP_610783.1
NUP75,NP_611300.2
NURF-38,NP_523849.3
NVD,NP_001097670.1
NVY,NP_001261166.1
NWK,NP_001286994.1
NYO,NP_651871.2
OAF,NP_787963.2
OAMB,NP_001262774.1
OAT,NP_649139.1
OATP26F,NP_609055.2
OATP30B,NP_723463.1
OATP33EA,NP_001260417.1
OATP33EB,NP_609570.1
OATP58DC,NP_001097409.1
OATP74D,NP_648989.1
OBP44A,NP_610358.1
OBP49A,NP_610812.1
OBP56A,NP_611442.1
OBP56D,NP_611444.2
OBP56E,NP_611445.1
OBP83CD,NP_649612.1
OBP83G,NP_731043.1
OBP99B,NP_651713.1
OBP99C,NP_651711.1
OBST-A,NP_608378.2
OBST-B,NP_609339.1
OBST-E,NP_723116.1
OBST-F,NP_649186.1
OBST-G,NP_648529.1
OBST-H,NP_001034020.1
OBST-I,NP_728731.1
OBST-J,NP_649179.2
OC,NP_001356934.1
OCHO,NP_536775.2
OCTBETA2R,NP_001163596.2
OCTBETA3R,NP_001034043.2
ODA,NP_725103.1
ODC1,NP_477052.2
ODD,NP_722922.1
ODSH,NP_523389.3
OGRE,NP_524824.1
OLF186-M,NP_611272.1
OLF413,NP_730711.3
OLI,NP_523592.1
OMD,NP_650303.1
OME,NP_001137955.1
ONECUT,NP_524842.2
OPA,NP_001368991.1
OPTIX,NP_001260793.1
OR43A,NP_523647.2
OR45B,NP_523667.1
OR65A,NP_729161.1
OR65B,NP_729162.3
OR85F,NP_524289.1
OR9A,NP_511107.1
ORB,NP_524460.2
ORB2,NP_001356977.1
ORC1,NP_477303.1
ORC2,NP_731873.1
ORC5,NP_477132.1
ORG-1,NP_511085.2
OSA,NP_001262680.1
OSBP,NP_477271.1
OSCILLIN,NP_001245895.1
OSEG1,NP_648221.3
OSEG4,NP_647653.1
OSI14,NP_649635.1
OSI17,NP_001262307.1
OSI2,NP_649621.1
OSI3,NP_649622.2
OSI4,NP_649623.2
OSI6,NP_649625.2
OSI9,NP_649628.2
OSP,NP_723879.3
OST48,NP_511096.2
OTE,NP_476664.2
OTK,NP_523705.2
OTP,NP_001356966.1
OUT,NP_573378.1
OVO,NP_726971.1
OXT,NP_647705.1
OYS,NP_610546.1
P120CTN,NP_001036444.1
P130CAS,NP_001097456.2
P24-1,NP_572754.1
P38B,NP_477361.1
P53,NP_996267.1
P58IPK,NP_649916.1
PABP,NP_476667.1
PABP2,NP_476902.1
PAD,NP_650534.2
PAIN,NP_611979.1
PAIP2,NP_524334.1
PAK,NP_001262310.1
PAK3,NP_001262638.1
PAL1,NP_610537.2
PALL,NP_648325.2
PAN,NP_726522.1
PAPSS,NP_730457.1
PAR-1,NP_995894.2
PARA,NP_001259619.1
PAST1,NP_731737.1
PAT1,NP_572328.1
PATH,NP_648327.1
PATR-1,NP_650592.1
PAV,NP_477025.1
PAX,NP_724183.1
PB,NP_996161.1
PBL,NP_729306.1
PBP95,NP_649760.1
PC,NP_524199.1
PCD,NP_477360.2
PCF11,NP_001188931.1
PCL,NP_476672.1
PCM,NP_523408.2
PCP,NP_476673.1
PCS,NP_611010.4
PCX,NP_001259183.2
PDCD-5,NP_648848.1
PDE11,NP_001097177.1
PDE1C,NP_001245994.1
PDE6,NP_001262566.1
PDE8,NP_001401021.1
PDE9,NP_727644.3
PDFR,NP_001245501.1
PDI,NP_524079.1
PDK,NP_001097240.1
PDM2,NP_723763.1
PDM3,NP_001188885.2
PDP1,NP_729297.1
PDS5,NP_610719.1
PEB,NP_476674.3
PECT,NP_723789.2
PEK,NP_649538.1
PELO,NP_476982.1
PEN,NP_477041.1
PEN-2,NP_788401.2
PEP,NP_524858.1
PER,NP_525056.2
PERITROPHIN-15A,NP_524983.1
PERITROPHIN-15B,NP_001260248.1
PEX1,NP_652016.1
PEZ,NP_609013.1
PFRX,NP_477451.1
PGANT2,NP_995625.2
PGANT3,NP_610256.1
PGANT4,NP_001137779.1
PGANT5,NP_001036338.1
PGD,NP_476860.2
PGK,NP_476676.1
PGRP-LA,NP_996026.1
PGRP-LB,NP_001247052.1
PGRP-LC,NP_648298.1
PGRP-LF,NP_648299.3
PGRP-SC2,NP_610410.1
PGRP-SD,NP_648145.1
PH4ALPHAPV,NP_733395.1
PH4ALPHASG2,NP_651801.1
PH-D,NP_524794.2
PHDP,NP_523834.1
PHK-3,NP_611990.1
PHKGAMMA,NP_727548.1
PHM,NP_477225.1
PHO,NP_524630.1
PHOL,NP_648317.1
PH-P,NP_476871.2
PHTF,NP_610232.1
PHYL,NP_725394.1
PI3K21B,NP_477270.2
PI3K68D,NP_524028.2
PI3K92E,NP_650902.1
PI4KIIALPHA,NP_730944.2
PIC,NP_650257.1
PICK1,NP_001285881.1
PICO,NP_608363.1
PICOT,NP_611146.1
PIF1A,NP_001163556.2
PIGEON,NP_476946.1
PIGS,NP_572331.2
PINO,NP_722679.1
PIO,NP_726461.1
PIP,NP_524158.2
PIP5K59B,NP_726262.2
PIP82,NP_572487.3
PIT,NP_732694.2
PITA,NP_611806.3
PITSLRE,NP_649251.2
PIX,NP_648272.1
PK,NP_724534.1
PKA-C1,NP_476977.1
PKA-C3,NP_730083.2
PKA-R1,NP_001189147.1
PKA-R2,NP_523671.1
PKC53E,NP_725626.1
PKC98E,NP_524545.2
PKCDELTA,NP_001138191.1
PKD,NP_001262705.1
PKN,NP_001286242.1
PLC21C,NP_995605.1
PLD,NP_001137610.1
PLE,NP_476897.1
PLEXA,NP_001245428.1
PLEXB,NP_524616.2
PLI,NP_001097890.1
PLX,NP_001163511.1
PMCA,NP_001188515.1
PNGL,NP_610192.1
PNR,NP_476685.1
PNT,NP_524461.2
PNUT,NP_477064.1
PNUTS,NP_001259850.1
POC1,NP_001261799.1
POD1,NP_001245554.1
POE,NP_476986.1
POLO,NP_524179.2
POLYBROMO,NP_651288.1
POMP,NP_610057.1
POR,NP_476890.1
PORIN,NP_476813.1
PORIN2,NP_609462.1
POT,NP_572768.1
POXM,NP_001036687.1
POXN,NP_476686.1
PP1ALPHA-96A,NP_524484.1
PP2A-29B,NP_001245944.1
PP2B-14D,NP_523373.2
PP2C1,NP_525074.2
PPA,NP_001261138.1
PPCS,NP_650784.3
PPH13,NP_477330.1
PPL,NP_524197.1
PPM1,NP_612039.1
PPN,NP_001163760.1
PPOX,NP_651278.2
PPS,NP_001247075.1
PPT2,NP_609500.1
PPV,NP_511061.1
PRAT,NP_524271.2
PRAT2,NP_523949.2
PRBP,NP_609246.1
PRC,NP_524658.2
PRESTIN,NP_649024.1
PRL-1,NP_609780.1
PRM,NP_523982.2
PROC-R,NP_572183.1
PROM,NP_001137753.1
PROS,NP_001247045.1
PROSALPHA5,NP_725669.1
PROSALPHA7,NP_724834.1
PROSAP,NP_001286403.1
PROSBETA7,NP_649529.1
PRP38,NP_610463.2
PRP8,NP_610735.1
PRTP,NP_572742.1
PS,NP_001036692.1
PSC,NP_523725.2
PSD,NP_001260116.1
PSF1,NP_612086.1
PSGEF,NP_570001.5
PSI,NP_477123.1
PTC,NP_523661.2
PTEN,NP_477424.1
PTIP,NP_729947.2
PTP10D,NP_996413.2
PTP4E,NP_001162671.2
PTP52F,NP_611093.2
PTP61F,NP_728600.1
PTP69D,NP_524048.2
PTP99A,NP_651691.4
PTPA,NP_523466.2
PTP-ER,NP_726092.1
PTPMEG,NP_612031.3
PTR,NP_001246145.1
PTTH,NP_001285550.1
PTX1,NP_001138130.2
PU,NP_726037.1
PUC,NP_524273.1
PUM,NP_731314.1
PUR-ALPHA,NP_524624.1
PVF2,NP_523499.2
PVF3,NP_001285706.1
PVR,NP_787997.2
PWN,NP_610267.2
PX,NP_001369112.1
PXB,NP_788681.1
PXN,NP_523891.2
PYD,NP_001246998.1
PYD3,NP_649732.1
PYGO,NP_651872.1
PYK,NP_524448.3
PYR,NP_001097275.1
QKR54B,NP_001261050.1
QKR58E-1,NP_001286722.1
QKR58E-2,NP_523810.2
QM,NP_523958.2
QTC,NP_523480.2
QUA,NP_724060.1
QVR,NP_001286318.1
RAB1,NP_732610.1
RAB10,NP_523419.1
RAB11,NP_477170.1
RAB14,NP_788056.1
RAB2,NP_477090.1
RAB23,NP_649574.1
RAB26,NP_649303.2
RAB3,NP_001356961.1
RAB35,NP_608373.1
RAB39,NP_572405.2
RAB3-GEF,NP_001259560.1
RAB40,NP_572800.2
RAB5,NP_523457.1
RAB7,NP_524472.1
RAB8,NP_524172.1
RAB9,NP_609966.1
RABX4,NP_733043.1
RAC1,NP_476950.1
RAC2,NP_648121.1
RAE1,NP_611597.1
RALA,NP_726881.1
RANBP16,NP_001188595.1
RANBP21,NP_608339.2
RANBPM,NP_001303342.1
RANGAP,NP_476712.1
RAP2L,NP_477402.1
RAPGAP1,NP_001097114.2
RAS64B,NP_523917.2
RAS85D,NP_476699.1
RASSF8,NP_651411.1
RAW,NP_524789.2
RBCN-3A,NP_572302.2
RBCN-3B,NP_569960.2
RBF,NP_525036.2
RBF2,NP_524372.1
RBM13,NP_572508.1
RBP1-LIKE,NP_572880.2
RBP4,NP_476935.1
RBP6,NP_001261979.1
RBP9,NP_001259974.1
RCA1,NP_477214.1
RCD2,NP_649244.3
RDGA,NP_001188564.1
RDH,NP_995993.1
RDL,NP_001261615.1
RDO,NP_001286024.1
RDX,NP_650325.1
REC,NP_732072.1
RECK,NP_648733.2
RECQ5,NP_729983.1
REF(2)P,NP_476700.1
REG,NP_572866.1
REG-2,NP_612043.1
REGUCALCIN,NP_727588.2
REL,NP_477094.1
REP,NP_477420.1
REPO,NP_477026.1
REPS,NP_001245975.1
RET,NP_477044.1
RETM,NP_001260132.1
RETN,NP_788434.1
RFC3,NP_609399.1
RFESP,NP_722715.1
RFX,NP_001097738.2
RG,NP_001284879.1
RGA,NP_524239.2
RGK1,NP_725875.3
RGK2,NP_001286577.1
RGK3,NP_001286670.1
RGL,NP_001261814.1
RGN,NP_001246866.1
RGR,NP_001163089.2
RH50,NP_001369039.1
RH7,NP_524035.2
RHEA,NP_648238.1
RHO,NP_523883.2
RHO1,NP_477098.1
RHO-4,NP_525084.1
RHOBTB,NP_001262107.1
RHOGAP100F,NP_001163786.1
RHOGAP15B,NP_573183.2
RHOGAP18B,NP_001138221.1
RHOGAP19D,NP_001162809.1
RHOGAP1A,NP_001284725.1
RHOGAP54D,NP_001261060.1
RHOGAP68F,NP_001401037.1
RHOGAP71E,NP_730060.1
RHOGAP92B,NP_650844.1
RHOGAP93B,NP_650939.2
RHOGAPP190,NP_001259659.1
RHOGDI,NP_649162.1
RHOGEF2,NP_477317.1
RHOGEF3,NP_612024.4
RHOL,NP_001247003.1
RICTOR,NP_001285432.1
RIG,NP_611499.3
RIM,NP_001262687.1
RIN,NP_524907.2
RIP11,NP_001162791.1
RIPALPHA,NP_609351.1
RK,NP_476702.1
R-L,NP_524427.1
RLB1,NP_477099.1
RLUA-1,NP_723592.1
RM62,NP_524243.2
RME-8,NP_001286236.1
RN,NP_001262343.1
RNO,NP_612007.2
RNP4F,NP_001096884.1
RN-TRE,NP_001260961.1
RO,NP_524521.1
ROBO3,NP_001368960.1
ROC1A,NP_001138143.2
ROC2,NP_610691.1
ROD,NP_476705.1
ROK,NP_001285336.1
ROLS,NP_001261739.1
ROQ,NP_648886.1
ROST,NP_723435.1
ROX8,NP_732942.1
RPH,NP_001259428.1
RPL10AB,NP_648514.1
RPL13,NP_523530.1
RPL13A,NP_649560.1
RPL14,NP_523975.1
RPL22,NP_477134.1
RPL23A,NP_001356972.1
RPL27A,NP_476963.1
RPL28,NP_647791.2
RPL29,NP_477203.1
RPL3,NP_524316.1
RPL35,NP_572243.1
RPL38,NP_001036440.1
RPL4,NP_524538.2
RPL5,NP_001036387.1
RPL6,NP_733433.1
RPL7-LIKE,NP_001097151.1
RPLP0,NP_524211.1
RPLP0-LIKE,NP_610554.1
RPLP2,NP_523764.1
RPN2,NP_001263057.1
RPN3,NP_477300.1
RPN9,NP_651177.1
RPR,NP_524138.1
RPS13,NP_476938.1
RPS15AA,NP_524709.1
RPS16,NP_611685.1
RPS18,NP_476964.1
RPS20,NP_524421.1
RPS23,NP_610939.2
RPS25,NP_524315.2
RPS27A,NP_476778.1
RPS28B,NP_572568.1
RPS30,NP_650922.1
RPS3A,NP_524618.1
RPS5A,NP_523382.1
RPS7,NP_651782.1
RPS8,NP_651740.1
RPS9,NP_524004.2
RPT3,NP_572686.1
RRP40,NP_722725.1
RRP46,NP_650001.2
RRP6,NP_001097795.1
RS1,NP_651970.1
RSG7,NP_523380.2
RST,NP_525058.2
RT,NP_524025.2
RTC1,NP_572919.1
RTET,NP_524429.1
RTF1,NP_611665.1
RTGEF,NP_001097185.2
RTP,NP_649520.1
RU,NP_524790.1
RUMP,NP_649899.1
RUN,NP_523424.2
RUNXA,NP_001259747.1
RUNXB,NP_001259745.1
RUT,NP_001245672.1
RX,NP_726006.3
S,NP_523450.1
S6K,NP_523941.2
SAD,NP_650123.1
SALM,NP_723670.2
SALR,NP_523548.1
SALS,NP_001247050.1
SALT,NP_001287626.1
SAM-S,NP_524923.1
SAMUEL,NP_525101.2
SANO,NP_001286595.1
SANS,NP_610829.1
SAP130,NP_729834.1
SAP47,NP_001356918.1
SAP-R,NP_524597.1
SAR1,NP_732717.1
SARA,NP_524729.2
SAS,NP_731141.1
SAS10,NP_572215.1
SAS-4,NP_649701.2
SAX,NP_001246193.1
SB,NP_476709.1
SBA,NP_001262888.1
SBB,NP_001261074.1
SBF,NP_731633.2
SBR,NP_524660.1
SC,NP_476803.1
SC35,NP_652612.1
SCA,NP_476710.2
SCAF6,NP_001014589.1
SCAMP,NP_573023.2
SCAP,NP_788277.1
SCAR,NP_001260369.1
SCB,NP_523750.2
SCED,NP_001260728.1
SCF,NP_477392.1
SCGALPHA,NP_001260246.1
SCGDELTA,NP_525039.1
SCHLANK,NP_652526.1
SCLP,NP_001259475.1
SCM,NP_731385.1
SCNY,NP_729092.1
SCOX,NP_608884.1
SCP2,NP_524381.1
SCPX,NP_524715.2
SCR,NP_001368995.1
SCRA,NP_724582.1
SCRIB,NP_001247322.1
SCRT,NP_523911.2
SCU,NP_523396.1
S-CUP,NP_610792.2
SCYL,NP_648456.2
SD,NP_001096989.1
SDC,NP_001356968.1
SDK,NP_001284756.1
SDT,NP_001033835.2
SEC10,NP_651218.1
SEC15,NP_650942.1
SEC16,NP_572812.3
SEC22,NP_001259103.1
SEC23,NP_001246932.1
SEC3,NP_648976.2
SEC61ALPHA,NP_609034.1
SEC61BETA,NP_652037.1
SEC61GAMMA,NP_608337.1
SEC63,NP_648111.1
SEC71,NP_609675.2
SENS,NP_524818.1
SENS-2,NP_723223.1
SEQ,NP_001286379.1
SER,NP_524527.3
SERT,NP_001369117.1
SESB,NP_727448.1
SESN,NP_001097437.1
SET,NP_650438.2
SEV,NP_511114.2
SF1,NP_524654.2
SF2,NP_652611.1
SFF,NP_001261901.1
SFL,NP_001401032.1
SFMBT,NP_609606.2
SFP78E,NP_001163491.1
SGG,NP_476714.1
SGL,NP_476980.1
SGT,NP_609842.1
SH,NP_728120.1
SH3PX1,NP_648348.1
SHA,NP_001137645.1
SHAB,NP_001189037.1
SHAKB,NP_608410.2
SHAL,NP_001262055.1
SHAW,NP_001137782.1
SHAWL,NP_609284.3
SHC,NP_524683.2
SHD,NP_001261843.1
SHEP,NP_729054.3
SHF,NP_001284964.1
SHG,NP_476722.1
SHI,NP_001259588.1
SHN,NP_001260883.1
SHOT,NP_001137659.1
SHRB,NP_610462.3
SICK,NP_001260603.1
SIDE,NP_524530.2
SIF,NP_001097518.2
SIM,NP_001262527.1
SIMA,NP_524584.2
SIMJ,NP_001261684.1
SIN1,NP_610963.1
SIN3A,NP_725187.1
SINA,NP_476725.1
SINU,NP_647971.3
SIP1,NP_524725.2
SIRT2,NP_650880.3
SIX4,NP_649256.1
SIZ,NP_730594.1
SK,NP_001259253.1
SK1,NP_572717.1
SK2,NP_647762.3
SKD,NP_001262134.1
SKI6,NP_609618.2
SKIP,NP_001262827.1
SKPA,NP_477390.1
SKTL,NP_477206.1
SLBO,NP_523843.1
SLGA,NP_523433.2
SLH,NP_001137769.2
SLI,NP_001261017.1
SLIF,NP_649428.1
SLIK,NP_001014549.1
SLIM,NP_523782.1
SLMB,NP_001262802.1
SLN,NP_610706.1
SLO,NP_001262925.1
SLOB,NP_609131.2
SLOU,NP_001262808.1
SLOW,NP_647898.3
SLP1,NP_476730.1
SLP2,NP_476834.1
SLPR,NP_572458.3
SLS,NP_001261314.1
SM,NP_725913.2
SMC1,NP_651211.2
SMG,NP_523987.1
SMG5,NP_609685.1
SMG6,NP_651321.1
SMID,NP_523959.2
SMP-30,NP_001262580.1
SMR,NP_536797.3
SMVT,NP_651891.2
SN,NP_727226.1
SNA,NP_476732.1
SNAP24,NP_524298.1
SNAP25,NP_001036641.1
SNF4AGAMMA,NP_732594.1
SNO,NP_511144.2
SNOO,NP_001097115.1
SNPF,NP_724239.1
SNPF-R,NP_524176.1
SNRNP-U1-70K,NP_477205.1
SNS,NP_001036532.1
SNX6,NP_609199.1
SNZ,NP_572421.1
SO,NP_476733.1
SOB,NP_476882.1
SOBP,NP_610703.3
SOCS16D,NP_523390.3
SOCS36E,NP_523593.5
SOG,NP_476736.1
SOL,NP_476738.3
SOS,NP_476597.2
SOWAH,NP_729816.4
SOX100B,NP_651839.1
SOX102F,NP_001014695.1
SOX14,NP_476894.1
SOX15,NP_523739.2
SOX21A,NP_001261827.1
SOX21B,NP_001261829.1
SOXN,NP_001260269.1
SP1,NP_001259388.1
SP1029,NP_652618.1
SP1173,NP_648053.1
SP2353,NP_611082.2
SP7,NP_649734.2
SPASE22-23,NP_651234.1
SPASE25,NP_572723.1
SPC105R,NP_001262123.1
SPDO,NP_733372.1
SPDS,NP_731384.1
SPEC2,NP_730968.1
SPEN,NP_722615.1
SPICT,NP_001260421.1
SPIN,NP_725530.1
SPINDLY,NP_608791.2
SPIR,NP_724254.1
SPLY,NP_652032.1
SPN,NP_001246575.1
SPN100A,NP_651818.1
SPN42DB,NP_610244.2
SPN42DC,NP_610245.2
SPN88EB,NP_650427.1
SPOCK,NP_730742.1
SPP,NP_523444.1
SPPS,NP_001262902.1
SPR,NP_001368972.1
SPRED,NP_001260979.1
SPRI,NP_001259415.1
SPRT,NP_610683.1
SPT20,NP_001287062.1
SPT4,NP_610802.1
SPT6,NP_651962.2
SPT-I,NP_610842.1
SPTR,NP_727265.1
SPX,NP_511058.1
SPZ3,NP_609160.2
SPZ5,NP_647753.1
SQD,NP_652209.1
SQH,NP_511057.1
SQZ,NP_524403.1
SR,NP_001262693.1
SRA,NP_524378.1
SRC42A,NP_001400983.1
SRC64B,NP_524934.2
SR-CIII,NP_524747.1
SRO,NP_651725.1
SRP,NP_732098.1
SRP54K,NP_523931.1
SRP68,NP_648273.1
SRPK,NP_001369087.1
SRPK79D,NP_001246881.1
SRPRBETA,NP_788485.1
SRY-BETA,NP_524579.1
SRY-DELTA,NP_524581.1
SS,NP_001247140.1
SSADH,NP_651408.1
SSDP,NP_001262698.1
SSE,NP_523935.1
SSH,NP_524492.2
SSL1,NP_649427.1
SSP2,NP_648672.1
SSP3,NP_001286069.1
SSRBETA,NP_524103.2
ST,NP_524108.1
STAI,NP_723156.1
STAM,NP_477448.1
STAN,NP_001260871.1
STAT92E,NP_732516.2
STAU,NP_001163185.1
STCK,NP_731241.1
STEP,NP_610120.1
STET,NP_788450.1
STG,NP_524547.1
STJ,NP_001246304.1
STL,NP_001097423.1
STMA,NP_724710.1
STOPS,NP_733416.2
STRN-MLCK,NP_001261019.1
STUMPS,NP_001097792.1
STV,NP_001261804.1
STY,NP_523902.2
SU(DX),NP_476753.1
SU(FU),NP_536750.2
SU(H),NP_476868.1
SU(HW),NP_524349.1
SU(TPL),NP_001163477.1
SU(VAR)2-10,NP_001188888.1
SU(VAR)2-HP2,NP_788354.1
SU(VAR)3-9,NP_524357.2
SU(W[A]),NP_476756.2
SU(Z)12,NP_730465.1
SU(Z)2,NP_001260933.1
SUG,NP_610826.1
SULF1,NP_524987.1
SUR,NP_001334732.1
SUR-8,NP_001262665.1
SURF4,NP_477222.1
SURF6,NP_524408.1
SUT3,NP_524731.1
SV,NP_524633.3
SVP,NP_001369011.1
SVR,NP_726675.3
SW,NP_477072.1
SWM,NP_001260586.1
SWS,NP_727224.2
SXC,NP_523620.1
SXL,NP_001259303.1
SYB,NP_523680.1
SYD,NP_001261549.1
SYM,NP_649580.1
SYN,NP_731459.2
SYN1,NP_730686.3
SYN2,NP_788381.1
SYNJ,NP_569729.1
SYT1,NP_722838.1
SYT12,NP_572878.1
SYT14,NP_001262249.1
SYT4,NP_477464.1
SYT7,NP_001245417.1
SYTALPHA,NP_001188832.1
SYTBETA,NP_652427.2
SYX1A,NP_001189276.1
SYX4,NP_525057.2
SYX5,NP_599132.2
SYX6,NP_995814.1
T,NP_572543.1
T48,NP_524522.2
TAB2,NP_001261086.1
TACC,NP_001262261.1
TADR,NP_724308.2
TAF1,NP_001246952.1
TAF11,NP_723484.1
TAF12L,NP_608852.1
TAF2,NP_729571.1
TAF4,NP_001137958.1
TAF6,NP_524161.2
TAI,NP_001245949.1
TAK1,NP_524080.1
TAKL1,NP_732554.1
TAMO,NP_611889.1
TANGO11,NP_726111.1
TANGO14,NP_608577.2
TANGO4,NP_572778.1
TANGO9,NP_650136.1
TAP,NP_524124.1
TAPDELTA,NP_610679.1
TARA,NP_524994.2
TASK6,NP_001262539.1
TAU,NP_001287564.1
TAY,NP_001285305.1
TAZ,NP_477432.3
TBH,NP_788884.1
TBPH,NP_477400.1
TDC1,NP_610226.2
TDC2,NP_724489.1
TEFU,NP_001036712.1
TEH1,NP_001262442.1
TEH2,NP_647867.1
TEH3,NP_652335.1
TEH4,NP_647866.2
TEHAO,NP_477438.1
TEN-A,NP_001162732.2
TEN-M,NP_001262211.1
TER94,NP_477369.1
TEY,NP_001262059.1
TFAM,NP_524415.1
TFIIA-L,NP_476995.1
TFIIEBETA,NP_523923.1
TFIIFALPHA,NP_524246.1
TGO,NP_731308.1
TGT,NP_608585.1
TGY,NP_573349.4
TH1,NP_573123.1
THETATRY,NP_523693.1
THO2,NP_722763.1
THOC6,NP_648557.1
THOR,NP_477295.1
THS,NP_001246268.1
TIE,NP_523928.1
TIG,NP_477033.1
TILB,NP_608460.1
TIMEOUT,NP_524341.3
TIMP,NP_731461.1
TIN,NP_524433.1
TINC,NP_788686.1
TIO,NP_001260679.1
TIPE,NP_523920.1
TIS11,NP_511141.2
TJ,NP_001260582.1
TK,NP_650141.2
TKO,NP_525050.1
TKV,NP_787989.1
TL,NP_001262995.1
TLD,NP_524487.2
TLK,NP_001401053.1
TLL,NP_524596.1
TM1,NP_001369014.1
TM2,NP_732012.1
TM9SF4,NP_609669.1
TMHS,NP_647674.1
TMOD,NP_001247372.1
TNA,NP_001368945.1
TNC,NP_651318.3
TOB,NP_996483.2
TOBI,NP_651391.1
TOC,NP_001259988.1
TOE,NP_524041.2
TOK,NP_476879.1
TOLL-6,NP_524081.1
TOLL-7,NP_523797.1
TOLLO,NP_524757.1
TOM20,NP_649169.3
TOM40,NP_652003.2
TOM7,NP_610433.1
TOMOSYN,NP_001162735.1
TOP1,NP_511161.2
TOP2,NP_476760.1
TOP3ALPHA,NP_523602.2
TOR,NP_001097212.2
TOU,NP_001260898.1
TOW,NP_001261489.1
TOY,NP_001368990.1
TPC1,NP_650034.1
TPI,NP_788764.1
TPNC73F,NP_524122.2
TPPII,NP_725252.1
TRA,NP_524114.1
TRAF4,NP_001097080.2
TRAF-LIKE,NP_727976.1
TRAL,NP_001261775.1
TRAM,NP_726710.1
TRBD,NP_649931.1
TRBL,NP_524672.1
TRC,NP_524170.2
TRC8,NP_733292.1
TRE1,NP_524792.1
TRET1-1,NP_610693.1
TRF,NP_476939.1
TRF2,NP_001096905.1
TRF4-1,NP_996382.2
TRH,NP_001261207.1
TRIM9,NP_001188786.1
TRIO,NP_651960.2
TRL,NP_001034015.1
TRN,NP_001261796.1
TROL,NP_001245494.2
TRP,NP_476768.1
TRP1,NP_477008.1
TRPGAMMA,NP_001137830.2
TRPM,NP_001137672.2
TRR,NP_525040.2
TRSN,NP_610591.1
TRX,NP_476769.1
TS,NP_477367.1
TSC1,NP_477415.1
TSF2,NP_524044.1
TSG101,NP_524120.1
TSH,NP_523615.2
TSL,NP_524440.2
TSP,NP_001137802.1
TSP29FA,NP_523515.1
TSP29FB,NP_523516.1
TSP2A,NP_525037.1
TSP42ED,NP_523630.1
TSP42EE,NP_523631.1
TSP42EF,NP_523632.2
TSP42EG,NP_523633.1
TSP42EL,NP_523638.1
TSP42EN,NP_523640.1
TSP42EQ,NP_523643.2
TSP47F,NP_725044.1
TSP5D,NP_001259266.1
TSP66E,NP_523985.1
TSP86D,NP_001262468.1
TSP96F,NP_001262976.1
TSR,NP_477034.1
TTH,NP_572904.1
TTK,NP_733443.1
TTLL3B,NP_609068.2
TTM2,NP_612023.1
TTV,NP_001356963.1
TTY,NP_001259766.1
TUD,NP_476773.1
TUDOR-SN,NP_612021.1
TUN,NP_611061.1
TUP,NP_476775.1
TUSP,NP_001263014.1
TUTL,NP_001260019.1
TW,NP_569858.1
TWDLC,NP_651519.1
TWDLE,NP_609157.3
TWDLF,NP_649443.1
TWDLT,NP_651999.1
TWDLX,NP_728016.1
TWE,NP_476633.1
