,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Homo,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
2226,FGF21,NP_061986.1,,,,,,,,,,
2227,SLCO1B3,NP_062818.1,,,,,,,,,,
2228,RPRM,NP_062819.1,Astyanax_pachon,KAG9277642.1,RPRMB,Homo_sapiens,NP_062819.1,RPRM,4.58e-25,114.0,7.19e-26,114.0
2229,GSK3A,NP_063937.2,Astyanax_pachon,KAG9275972.1,GSK3B,Homo_sapiens,NP_063937.2,GSK3A,1.05e-180,633.0,1.8600000000000002e-181,633.0
2230,GSK3A,NP_063937.2,Astyanax_pachon,KAG9279339.1,GSK3A,Homo_sapiens,NP_063937.2,GSK3A,5.4e-181,634.0,9.29e-182,634.0
2231,HLA-DQA2,NP_064440.1,Astyanax_pachon,KAG9274907.1,KAG9274907.1,Homo_sapiens,NP_064440.1,HLA-DQA2,1.59e-26,120.0,2.6300000000000002e-27,120.0
2232,SLC2A4RG,NP_064446.2,,,,,,,,,,
2233,ACRV1,NP_064493.1,,,,,,,,,,
2234,STARD7,NP_064536.2,Astyanax_pachon,KAG9263336.1,STARD7,Homo_sapiens,NP_064536.2,STARD7,3.1800000000000005e-123,442.0,4.47e-124,442.0
2235,LXN,NP_064554.3,Astyanax_pachon,KAG9278531.1,LXN,Homo_sapiens,NP_064554.3,LXN,1.16e-33,144.0,1.3599999999999999e-34,144.0
2236,KMT5A,NP_065115.3,Astyanax_pachon,KAG9262993.1,KMT5AA,Homo_sapiens,NP_065115.3,KMT5A,5.0000000000000006e-79,295.0,7.58e-80,295.0
2237,GJC2,NP_065168.2,,,,,,,,,,
2238,PBXIP1,NP_065385.2,,,,,,,,,,
2239,IL22,NP_065386.1,,,,,,,,,,
2240,NFKBIA,NP_065390.1,Astyanax_pachon,KAG9283215.1,NFKBIA,Homo_sapiens,NP_065390.1,NFKBIA,1.57e-62,240.0,2.46e-63,240.0
2241,OSM,NP_065391.1,,,,,,,,,,
2242,CHAT,NP_065574.4,Astyanax_pachon,KAG9275371.1,CHAT,Homo_sapiens,NP_065574.4,CHAT,4.53e-253,874.0,8.14e-254,874.0
2243,GDF3,NP_065685.1,Astyanax_pachon,KAG9268737.1,DVR1,Homo_sapiens,NP_065685.1,GDF3,1.1e-69,264.0,1.68e-70,264.0
2244,CBX8,NP_065700.1,Astyanax_pachon,KAG9277415.1,KAG9277415.1,Homo_sapiens,NP_065700.1,CBX8,6.2000000000000005e-58,225.0,9.89e-59,225.0
2245,GJD2,NP_065711.1,Astyanax_pachon,KAG9268763.1,GJD2,Homo_sapiens,NP_065711.1,GJD2,2.05e-144,512.0,3.28e-145,512.0
2246,GJD2,NP_065711.1,Astyanax_pachon,KAG9283190.1,GJD2,Homo_sapiens,NP_065711.1,GJD2,3.18e-146,518.0,5.13e-147,518.0
2247,MAVS,NP_065797.2,,,,,,,,,,
2248,RPTOR,NP_065812.1,Astyanax_pachon,KAG9277425.1,RPTOR,Homo_sapiens,NP_065812.1,RPTOR,0.0,2378.0,0.0,2378.0
2249,ZBTB2,NP_065912.1,Astyanax_pachon,KAG9283010.1,ZBTB2,Homo_sapiens,NP_065912.1,ZBTB2,5.27e-124,445.0,7.750000000000001e-125,445.0
2250,CHD8,NP_065971.2,Astyanax_pachon,KAG9273824.1,CHD8,Homo_sapiens,NP_065971.2,CHD8,0.0,2288.0,0.0,2288.0
2251,CRYGC,NP_066269.1,,,,,,,,,,
2252,HPR,NP_066275.3,,,,,,,,,,
2253,LEFTY1,NP_066277.1,Astyanax_pachon,KAG9268670.1,LEFTY2,Homo_sapiens,NP_066277.1,LEFTY1,4.06e-59,229.0,5.81e-60,229.0
2254,LEFTY1,NP_066277.1,Astyanax_pachon,KAG9282642.1,LEFTY2,Homo_sapiens,NP_066277.1,LEFTY1,9.01e-63,241.0,1.42e-63,241.0
2255,UBC,NP_066289.3,,,,,,,,,,
2256,DEFA5,NP_066290.1,,,,,,,,,,
2257,UGT1A9,NP_066307.1,,,,,,,,,,
2258,IFITM3,NP_066362.2,,,,,,,,,,
2259,NDUFV2,NP_066552.2,Astyanax_pachon,KAG9278615.1,NDUFV2,Homo_sapiens,NP_066552.2,NDUFV2,4.34e-108,391.0,6.77e-109,391.0
2260,RECK,NP_066934.1,Astyanax_pachon,KAG9276694.1,RECK,Homo_sapiens,NP_066934.1,RECK,0.0,1219.0,0.0,1219.0
2261,RNASEL,NP_066956.1,,,,,,,,,,
2262,HAMP,NP_066998.1,,,,,,,,,,
2263,ZNF410,NP_067011.1,Astyanax_pachon,KAG9282891.1,ZNF410,Homo_sapiens,NP_067011.1,ZNF410,2.86e-57,223.0,4.8600000000000005e-58,223.0
2264,MYL7,NP_067046.1,Astyanax_pachon,KAG9270494.1,MYL7,Homo_sapiens,NP_067046.1,MYL7,7.899999999999999e-68,257.0,1.0399999999999999e-68,257.0
2265,DNASE2B,NP_067056.2,Astyanax_pachon,KAG9266784.1,DNASE2B,Homo_sapiens,NP_067056.2,DNASE2B,4.45e-97,355.0,6.74e-98,355.0
2266,FXYD2,NP_067614.1,,,,,,,,,,
2267,TRIB2,NP_067675.1,Astyanax_pachon,KAG9282868.1,KAG9282868.1,Homo_sapiens,NP_067675.1,TRIB2,1.05e-156,553.0,1.59e-157,553.0
2268,NR1D1,NP_068370.1,Astyanax_pachon,KAG9264400.1,NR1D1,Homo_sapiens,NP_068370.1,NR1D1,2.3000000000000002e-163,576.0,3.4000000000000004e-164,576.0
2269,FOXA2,NP_068556.2,Astyanax_pachon,KAG9268601.1,FOXA2,Homo_sapiens,NP_068556.2,FOXA2,4.31e-133,475.0,6.509999999999999e-134,475.0
2270,PLAC1,NP_068568.1,,,,,,,,,,
2271,DNAJC12,NP_068572.1,Astyanax_pachon,KAG9274832.1,KAG9274832.1,Homo_sapiens,NP_068572.1,DNAJC12,6.2199999999999995e-46,184.0,1.11e-46,184.0
2272,IL21,NP_068575.1,,,,,,,,,,
2273,SIGIRR,NP_068577.2,Astyanax_pachon,KAG9281030.1,SIGIRR,Homo_sapiens,NP_068577.2,SIGIRR,1.7899999999999998e-95,350.0,2.45e-96,350.0
2274,TGIF2,NP_068581.1,Astyanax_pachon,KAG9277078.1,TGIF2,Homo_sapiens,NP_068581.1,TGIF2,1.2e-47,191.0,1.0299999999999999e-48,191.0
2275,BACH2,NP_068585.1,Astyanax_pachon,KAG9282415.1,BACH2,Homo_sapiens,NP_068585.1,BACH2,3.42e-195,682.0,5.74e-196,682.0
2276,GABRB3,NP_068712.1,Astyanax_pachon,KAG9277227.1,GABRB3,Homo_sapiens,NP_068712.1,GABRB3,1.24e-217,756.0,1.71e-218,756.0
2277,AXL,NP_068713.2,Astyanax_pachon,KAG9278556.1,AXL,Homo_sapiens,NP_068713.2,AXL,1.7e-275,949.0,2.5800000000000002e-276,949.0
2278,SCT,NP_068739.1,,,,,,,,,,
2279,SRR,NP_068766.1,Astyanax_pachon,KAG9280419.1,KAG9280419.1,Homo_sapiens,NP_068766.1,SRR,2.18e-26,120.0,3.5100000000000004e-27,120.0
2280,MS4A1,NP_068769.2,,,,,,,,,,
2281,HLX,NP_068777.1,Astyanax_pachon,KAG9282520.1,HLX,Homo_sapiens,NP_068777.1,HLX,6.43e-83,308.0,1.28e-83,308.0
2282,TEAD1,NP_068780.2,Astyanax_pachon,KAG9267124.1,TEAD1,Homo_sapiens,NP_068780.2,TEAD1,8.31e-214,743.0,1.26e-214,743.0
2283,TEAD1,NP_068780.2,Astyanax_pachon,KAG9271973.1,TEAD1,Homo_sapiens,NP_068780.2,TEAD1,1.02e-214,746.0,1.5800000000000002e-215,746.0
2284,NR0B2,NP_068804.1,Astyanax_pachon,KAG9259576.1,NR0B2,Homo_sapiens,NP_068804.1,NR0B2,1.0899999999999999e-55,217.0,1.67e-56,217.0
2285,NR0B2,NP_068804.1,Astyanax_pachon,KAG9283910.1,NR0B2,Homo_sapiens,NP_068804.1,NR0B2,2.19e-55,216.0,3.34e-56,216.0
2286,HAND2,NP_068808.1,Astyanax_pachon,KAG9275714.1,HAND2,Homo_sapiens,NP_068808.1,HAND2,9.45e-72,270.0,1.5700000000000002e-72,270.0
2287,SLC22A3,NP_068812.1,Astyanax_pachon,KAG9283046.1,SLC22A2,Homo_sapiens,NP_068812.1,SLC22A3,1.0400000000000001e-160,567.0,1.58e-161,567.0
2288,OPTN,NP_068815.2,Astyanax_pachon,KAG9280205.1,OPTN,Homo_sapiens,NP_068815.2,OPTN,7.400000000000001e-85,315.0,1.18e-85,315.0
2289,NR1I2,NP_071285.1,Astyanax_pachon,KAG9271692.1,NR1I2,Homo_sapiens,NP_071285.1,NR1I2,2.49e-100,366.0,4.31e-101,366.0
2290,EGLN1,NP_071334.1,Astyanax_pachon,KAG9266431.1,KAG9266431.1,Homo_sapiens,NP_071334.1,EGLN1,3.75e-133,475.0,5.989999999999999e-134,475.0
2291,PERP,NP_071404.2,Astyanax_pachon,KAG9275060.1,PERP,Homo_sapiens,NP_071404.2,PERP,1.77e-40,166.0,2.83e-41,166.0
2292,NOD2,NP_071445.1,Astyanax_pachon,KAG9260926.1,NOD2,Homo_sapiens,NP_071445.1,NOD2,5.36e-199,695.0,8.670000000000001e-200,695.0
2293,PC,NP_071504.2,Astyanax_pachon,KAG9265858.1,PC,Homo_sapiens,NP_071504.2,PC,0.0,1997.0,0.0,1997.0
2294,PC,NP_071504.2,Astyanax_pachon,KAG9274383.1,PC,Homo_sapiens,NP_071504.2,PC,0.0,1988.0,0.0,1988.0
2295,ERAP2,NP_071745.1,Astyanax_pachon,KAG9261850.1,ERAP2,Homo_sapiens,NP_071745.1,ERAP2,0.0,1108.0,0.0,1108.0
2296,ABCG8,NP_071882.1,Astyanax_pachon,KAG9275139.1,ABCG8,Homo_sapiens,NP_071882.1,ABCG8,2.84e-232,805.0,4.319999999999999e-233,805.0
2297,SOX17,NP_071899.1,Astyanax_pachon,KAG9274051.1,SOX17A,Homo_sapiens,NP_071899.1,SOX17,7.12e-58,225.0,1.0500000000000001e-58,225.0
2298,GZF1,NP_071927.1,Astyanax_pachon,KAG9282869.1,GZF1,Homo_sapiens,NP_071927.1,GZF1,7.309999999999999e-46,186.0,9.940000000000001e-47,186.0
2299,DNMT3A,NP_072046.2,Astyanax_pachon,KAG9268498.1,DNMT3A,Homo_sapiens,NP_072046.2,DNMT3A,0.0,1225.0,0.0,1225.0
2300,DNMT3A,NP_072046.2,Astyanax_pachon,KAG9282349.1,DNMT3A,Homo_sapiens,NP_072046.2,DNMT3A,0.0,1205.0,0.0,1205.0
2301,HLA-DRB3,NP_072049.2,Astyanax_pachon,KAG9270537.1,KAG9270537.1,Homo_sapiens,NP_072049.2,HLA-DRB3,1.2600000000000002e-31,137.0,2.09e-32,137.0
2302,GH2,NP_072052.1,,,,,,,,,,
2303,GH1,NP_072054.1,,,,,,,,,,
2304,CSH2,NP_072171.1,,,,,,,,,,
2305,DUSP6,NP_073143.2,,,,,,,,,,
2306,HOXC8,NP_073149.1,,,,,,,,,,
2307,PRRX1,NP_073207.1,Astyanax_pachon,KAG9264769.1,PRRX1,Homo_sapiens,NP_073207.1,PRRX1,1.51e-97,356.0,2.29e-98,356.0
2308,PRRX1,NP_073207.1,Astyanax_pachon,KAG9282662.1,PRRX1,Homo_sapiens,NP_073207.1,PRRX1,1.17e-93,343.0,1.87e-94,343.0
2309,ACBD3,NP_073572.2,Astyanax_pachon,KAG9282923.1,ACBD3,Homo_sapiens,NP_073572.2,ACBD3,6.56e-153,541.0,1.0099999999999999e-153,541.0
2310,PER2,NP_073728.1,Astyanax_pachon,KAG9278600.1,KAG9278600.1,Homo_sapiens,NP_073728.1,PER2,2.5000000000000002e-253,876.0,3.41e-254,876.0
2311,MAP1LC3B,NP_073729.1,Astyanax_pachon,KAG9272047.1,MAP1LC3B,Homo_sapiens,NP_073729.1,MAP1LC3B,3.33e-57,221.0,5.08e-58,221.0
2312,CBFB,NP_074036.1,Astyanax_pachon,KAG9273258.1,CBFB,Homo_sapiens,NP_074036.1,CBFB,4.79e-91,334.0,7.319999999999999e-92,334.0
2313,NAIP,NP_075043.1,,,,,,,,,,
2314,CENPH,NP_075060.1,,,,,,,,,,
2315,FOXL2,NP_075555.1,Astyanax_pachon,KAG9278725.1,FOXL2,Homo_sapiens,NP_075555.1,FOXL2,1.46e-74,280.0,2.65e-75,280.0
2316,CAPN10,NP_075571.2,Astyanax_pachon,KAG9278194.1,CAPN10,Homo_sapiens,NP_075571.2,CAPN10,4.2499999999999997e-175,615.0,6.77e-176,615.0
2317,CYP4F12,NP_076433.3,Astyanax_pachon,KAG9268042.1,CYP4F3,Homo_sapiens,NP_076433.3,CYP4F12,6.540000000000001e-156,551.0,9.740000000000001e-157,551.0
2318,IFNA1,NP_076918.1,,,,,,,,,,
2319,HOXB4,NP_076920.1,Astyanax_pachon,KAG9264411.1,HOXB4A,Homo_sapiens,NP_076920.1,HOXB4,1.44e-72,273.0,2.2700000000000002e-73,273.0
2320,HOXB8,NP_076921.1,Astyanax_pachon,KAG9264408.1,HOXB8A,Homo_sapiens,NP_076921.1,HOXB8,4.37e-108,391.0,6.600000000000001e-109,391.0
2321,OGN,NP_077727.3,Astyanax_pachon,KAG9260343.1,OGN,Homo_sapiens,NP_077727.3,OGN,4.84e-58,225.0,9.05e-59,225.0
2322,OGN,NP_077727.3,Astyanax_pachon,KAG9269590.1,OGN,Homo_sapiens,NP_077727.3,OGN,1.53e-59,230.0,2.8299999999999997e-60,230.0
2323,DSC2,NP_077740.1,Astyanax_pachon,KAG9282790.1,DSC1,Homo_sapiens,NP_077740.1,DSC2,6.000000000000001e-144,512.0,9.21e-145,512.0
2324,HOXD1,NP_078777.1,,,,,,,,,,
2325,PRDM14,NP_078780.1,Astyanax_pachon,KAG9283228.1,PRDM14,Homo_sapiens,NP_078780.1,PRDM14,5.44e-106,385.0,9.93e-107,385.0
2326,NOX5,NP_078781.3,Astyanax_pachon,KAG9280797.1,NOX5,Homo_sapiens,NP_078781.3,NOX5,2.56e-265,915.0,3.79e-266,915.0
2327,CDC73,NP_078805.3,Astyanax_pachon,KAG9273634.1,CDC73,Homo_sapiens,NP_078805.3,CDC73,1.2800000000000001e-273,942.0,1.96e-274,942.0
2328,SRD5A3,NP_078868.1,Astyanax_pachon,KAG9282760.1,SRD5A3,Homo_sapiens,NP_078868.1,SRD5A3,1.51e-68,260.0,2.35e-69,260.0
2329,LIN28A,NP_078950.1,Astyanax_pachon,KAG9276453.1,KAG9276453.1,Homo_sapiens,NP_078950.1,LIN28A,1.8200000000000002e-80,299.0,2.81e-81,299.0
2330,SNIP1,NP_078976.2,,,,,,,,,,
2331,ZNF750,NP_078978.2,Astyanax_pachon,KAG9279052.1,ZNF750,Homo_sapiens,NP_078978.2,ZNF750,2.12e-26,121.0,3.73e-27,121.0
2332,ELMO3,NP_078988.3,Astyanax_pachon,KAG9272114.1,ELMO3,Homo_sapiens,NP_078988.3,ELMO3,1.78e-239,829.0,2.76e-240,829.0
2333,HDAC11,NP_079103.2,Astyanax_pachon,KAG9260775.1,HDAC11,Homo_sapiens,NP_079103.2,HDAC11,1.53e-148,526.0,2.17e-149,526.0
2334,NANOG,NP_079141.2,,,,,,,,,,
2335,SOST,NP_079513.1,Astyanax_pachon,KAG9267817.1,SOST,Homo_sapiens,NP_079513.1,SOST,8.55e-40,164.0,1.25e-40,164.0
2336,SLC19A3,NP_079519.1,,,,,,,,,,
2337,CPEB1,NP_085097.3,Astyanax_pachon,KAG9260838.1,CPEB1,Homo_sapiens,NP_085097.3,CPEB1,4.11e-222,771.0,6.190000000000001e-223,771.0
2338,SERPINB1,NP_109591.1,Astyanax_pachon,KAG9282960.1,SERPINB1,Homo_sapiens,NP_109591.1,SERPINB1,1.29e-113,410.0,1.96e-114,410.0
2339,SERPINB1,NP_109591.1,Astyanax_pachon,KAG9283579.1,SERPINB1,Homo_sapiens,NP_109591.1,SERPINB1,2.58e-113,409.0,3.93e-114,409.0
2340,SERPINB1,NP_109591.1,Astyanax_pachon,KAG9283580.1,SERPINB1,Homo_sapiens,NP_109591.1,SERPINB1,1.42e-113,410.0,1.96e-114,410.0
2341,PTPRO,NP_109592.1,Astyanax_pachon,KAG9280578.1,PTPRO,Homo_sapiens,NP_109592.1,PTPRO,0.0,1454.0,0.0,1454.0
2342,WNT4,NP_110388.2,Astyanax_pachon,KAG9260261.1,WNT4A,Homo_sapiens,NP_110388.2,WNT4,5.94e-173,607.0,9.06e-174,607.0
2343,BHLHE41,NP_110389.1,Astyanax_pachon,KAG9273118.1,BHLHE41,Homo_sapiens,NP_110389.1,BHLHE41,2.72e-85,316.0,4.95e-86,316.0
2344,HNRNPA1,NP_112420.1,Astyanax_pachon,KAG9260409.1,HNRNPA1,Homo_sapiens,NP_112420.1,HNRNPA1,1.8e-90,333.0,2.91e-91,333.0
2345,HNRNPA1,NP_112420.1,Astyanax_pachon,KAG9269038.1,HNRNPA1,Homo_sapiens,NP_112420.1,HNRNPA1,1.8999999999999998e-90,333.0,2.91e-91,333.0
2346,NFKBIZ,NP_113607.1,,,,,,,,,,
2347,SOX7,NP_113627.1,Astyanax_pachon,KAG9282843.1,SOX7,Homo_sapiens,NP_113627.1,SOX7,1.02e-90,334.0,1.52e-91,334.0
2348,USP26,NP_114113.1,,,,,,,,,,
2349,CDCA7,NP_114148.3,Astyanax_pachon,KAG9271459.1,CDCA7,Homo_sapiens,NP_114148.3,CDCA7,4.96e-97,355.0,8.4e-98,355.0
2350,CCNB1,NP_114172.1,Astyanax_pachon,KAG9281858.1,CCNB1,Homo_sapiens,NP_114172.1,CCNB1,1.25e-122,440.0,2.0900000000000003e-123,440.0
2351,REG4,NP_114433.1,Astyanax_pachon,KAG9274627.1,KAG9274627.1,Homo_sapiens,NP_114433.1,REG4,2.19e-14,79.3,2.91e-15,79.3
2352,PRAM1,NP_115528.4,,,,,,,,,,
2353,ANTXR1,NP_115584.1,Astyanax_pachon,KAG9270449.1,ANTXR1,Homo_sapiens,NP_115584.1,ANTXR1,1.33e-195,683.0,1.93e-196,683.0
2354,SLA2,NP_115590.1,Astyanax_pachon,KAG9269489.1,SLA2,Homo_sapiens,NP_115590.1,SLA2,3.48e-60,232.0,5.1799999999999995e-61,232.0
2355,PLXNA1,NP_115618.3,Astyanax_pachon,KAG9269155.1,PLXNA1,Homo_sapiens,NP_115618.3,PLXNA1,0.0,3031.0,0.0,3031.0
2356,PLXNA1,NP_115618.3,Astyanax_pachon,KAG9277072.1,PLXNA1,Homo_sapiens,NP_115618.3,PLXNA1,0.0,3098.0,0.0,3098.0
2357,MCM8,NP_115874.3,Astyanax_pachon,KAG9268735.1,MCM8,Homo_sapiens,NP_115874.3,MCM8,0.0,1174.0,0.0,1174.0
2358,CASP2,NP_116764.2,Astyanax_pachon,KAG9276564.1,CASP2,Homo_sapiens,NP_116764.2,CASP2,1.18e-102,374.0,1.6100000000000001e-103,374.0
2359,DEDD,NP_127491.1,Astyanax_pachon,KAG9270173.1,DEDD,Homo_sapiens,NP_127491.1,DEDD,6.350000000000001e-123,441.0,7.68e-124,441.0
2360,GTF2I,NP_127492.1,,,,,,,,,,
2361,PLAT,NP_127509.1,,,,,,,,,,
2362,TSLP,NP_149024.1,,,,,,,,,,
2363,CGB5,NP_149032.1,Astyanax_pachon,KAG9275034.1,CGBB,Homo_sapiens,NP_149032.1,CGB5,3.07e-25,115.0,5.440000000000001e-26,115.0
2364,EAF1,NP_149074.3,Astyanax_pachon,KAG9278485.1,EAF1,Homo_sapiens,NP_149074.3,EAF1,2.57e-93,342.0,4.1e-94,342.0
2365,WNT3A,NP_149122.1,Astyanax_pachon,KAG9274766.1,WNT3A,Homo_sapiens,NP_149122.1,WNT3A,5.470000000000001e-185,647.0,8.26e-186,647.0
2366,CNP,NP_149124.3,Astyanax_pachon,KAG9264242.1,CNP,Homo_sapiens,NP_149124.3,CNP,4.750000000000001e-47,189.0,7.35e-48,189.0
2367,CALD1,NP_149129.2,,,,,,,,,,
2368,FGF8,NP_006110.1,Astyanax_pachon,KAG9275391.1,FGF8A,Homo_sapiens,NP_006110.1,FGF8,9.67e-84,310.0,1.41e-84,310.0
2369,CNR1,NP_149421.2,,,,,,,,,,
2370,PML,NP_150241.2,,,,,,,,,,
2371,FOXQ1,NP_150285.3,,,,,,,,,,
2372,TP53INP1,NP_150601.1,Astyanax_pachon,KAG9276138.1,TP53INP1,Homo_sapiens,NP_150601.1,TP53INP1,2.32e-40,166.0,3.52e-41,166.0
2373,MID1,NP_150631.1,,,,,,,,,,
2374,LRP8,NP_150643.2,,,,,,,,,,
2375,LHX4,NP_203129.1,Astyanax_pachon,KAG9270183.1,LHX4,Homo_sapiens,NP_203129.1,LHX4,1.67e-164,579.0,2.7e-165,579.0
2376,SCAND1,NP_361012.3,,,,,,,,,,
2377,DAP3,NP_387506.1,Astyanax_pachon,KAG9276052.1,DAP3,Homo_sapiens,NP_387506.1,DAP3,7.519999999999999e-142,504.0,1.04e-142,504.0
2378,PGLYRP2,NP_443122.3,Astyanax_pachon,KAG9264501.1,PGLYRP2,Homo_sapiens,NP_443122.3,PGLYRP2,5.32e-81,302.0,9.69e-82,302.0
2379,TNFRSF13C,NP_443177.1,,,,,,,,,,
2380,CCND1,NP_444284.1,Astyanax_pachon,KAG9267104.1,CCND1,Homo_sapiens,NP_444284.1,CCND1,1.89e-119,429.0,2.92e-120,429.0
2381,RPLP0,NP_444505.1,Astyanax_pachon,KAG9281722.1,RPLP0,Homo_sapiens,NP_444505.1,RPLP0,1.0600000000000001e-144,513.0,1.62e-145,513.0
2382,ASS1,NP_446464.1,Astyanax_pachon,KAG9281630.1,ASS1,Homo_sapiens,NP_446464.1,ASS1,7.8e-198,690.0,1.1e-198,690.0
2383,TWIST2,NP_476527.1,Astyanax_pachon,KAG9271636.1,TWIST2,Homo_sapiens,NP_476527.1,TWIST2,2.5700000000000003e-64,245.0,3.88e-65,245.0
2384,CCNE2,NP_477097.1,Astyanax_pachon,KAG9276139.1,CCNE2,Homo_sapiens,NP_477097.1,CCNE2,7.84e-136,484.0,1.11e-136,484.0
2385,WNT7B,NP_478679.1,Astyanax_pachon,KAG9280830.1,WNT7B,Homo_sapiens,NP_478679.1,WNT7B,2.63e-97,355.0,6.52e-98,355.0
2386,ADGRE5,NP_510966.1,,,,,,,,,,
2387,CDKN2C,NP_523240.1,,,,,,,,,,
2388,GATA5,NP_536721.1,Astyanax_pachon,KAG9269509.1,GATA5-A,Homo_sapiens,NP_536721.1,GATA5,2.57e-85,316.0,4.08e-86,316.0
2389,PTPN6,NP_536858.1,Astyanax_pachon,KAG9276303.1,PTPN6,Homo_sapiens,NP_536858.1,PTPN6,1.3900000000000001e-217,756.0,2.16e-218,756.0
2390,EGLN2,NP_542770.2,,,,,,,,,,
2391,SLC22A9,NP_543142.2,,,,,,,,,,
2392,MXI1,NP_569157.2,Astyanax_pachon,KAG9261139.1,MXI1,Homo_sapiens,NP_569157.2,MXI1,2.74e-65,249.0,4.47e-66,249.0
2393,MADCAM1,NP_570116.2,,,,,,,,,,
2394,RXFP2,NP_570718.1,Astyanax_pachon,KAG9263698.1,RXFP2,Homo_sapiens,NP_570718.1,RXFP2,4.4000000000000003e-156,552.0,7.010000000000001e-157,552.0
2395,RXFP2,NP_570718.1,Astyanax_pachon,KAG9264641.1,RXFP2,Homo_sapiens,NP_570718.1,RXFP2,5.93e-154,545.0,8.97e-155,545.0
2396,CREB3L4,NP_570968.1,Astyanax_pachon,KAG9276291.1,CREB3L4,Homo_sapiens,NP_570968.1,CREB3L4,3.0099999999999997e-69,263.0,3.65e-70,263.0
2397,ZNF274,NP_598009.1,,,,,,,,,,
2398,DCN,NP_598012.1,,,,,,,,,,
2399,SYN2,NP_598328.1,Astyanax_pachon,KAG9260362.1,SYN2,Homo_sapiens,NP_598328.1,SYN2,3.7999999999999998e-171,602.0,4.81e-172,602.0
2400,RORA,NP_599023.1,Astyanax_pachon,KAG9280992.1,RORAA,Homo_sapiens,NP_599023.1,RORA,4.7700000000000004e-248,857.0,7.46e-249,857.0
2401,RFX2,NP_602309.1,Astyanax_pachon,KAG9270082.1,RFX2,Homo_sapiens,NP_602309.1,RFX2,3.18e-282,971.0,4.79e-283,971.0
2402,DLX4,NP_612138.1,Astyanax_pachon,KAG9263941.1,DLX4A,Homo_sapiens,NP_612138.1,DLX4,7.13e-36,151.0,1.15e-36,151.0
2403,SP1,NP_612482.2,Astyanax_pachon,KAG9260423.1,SP1,Homo_sapiens,NP_612482.2,SP1,1.14e-113,411.0,2.03e-114,411.0
2404,CDAN1,NP_612486.2,Astyanax_pachon,KAG9268522.1,CDAN1,Homo_sapiens,NP_612486.2,CDAN1,6.95e-261,901.0,9.95e-262,901.0
2405,TLR4,NP_612564.1,Astyanax_pachon,KAG9275236.1,TLR4,Homo_sapiens,NP_612564.1,TLR4,3.5600000000000005e-86,320.0,5.38e-87,320.0
2406,TLR4,NP_612564.1,Astyanax_pachon,KAG9275237.1,TLR4,Homo_sapiens,NP_612564.1,TLR4,1.1199999999999999e-81,305.0,1.7599999999999998e-82,305.0
2407,KLF14,NP_619638.2,,,,,,,,,,
2408,NFAT5,NP_619727.2,Astyanax_pachon,KAG9267144.1,NFAT5,Homo_sapiens,NP_619727.2,NFAT5,4.96e-203,709.0,7.88e-204,709.0
2409,NFAT5,NP_619727.2,Astyanax_pachon,KAG9280907.1,NFAT5,Homo_sapiens,NP_619727.2,NFAT5,1.4400000000000001e-210,734.0,2.35e-211,734.0
2410,MAPK1,NP_620407.1,Astyanax_pachon,KAG9261984.1,MAPK1,Homo_sapiens,NP_620407.1,MAPK1,1.0399999999999999e-196,686.0,1.5399999999999997e-197,686.0
2411,BACE1,NP_620429.1,,,,,,,,,,
2412,ARX,NP_620689.1,Astyanax_pachon,KAG9283403.1,ARX,Homo_sapiens,NP_620689.1,ARX,3.7e-123,442.0,6.7800000000000005e-124,442.0
2413,STARD4,NP_631903.1,Astyanax_pachon,KAG9266316.1,STARD4,Homo_sapiens,NP_631903.1,STARD4,7.39e-77,287.0,1.1300000000000001e-77,287.0
2414,BIN1,NP_647601.1,,,,,,,,,,
2415,SLC39A3,NP_653165.2,Astyanax_pachon,KAG9266719.1,SLC39A3,Homo_sapiens,NP_653165.2,SLC39A3,7.17e-106,384.0,1.09e-106,384.0
2416,SESN3,NP_653266.2,,,,,,,,,,
2417,DACT3,NP_659493.2,Astyanax_pachon,KAG9263557.1,KAG9263557.1,Homo_sapiens,NP_659493.2,DACT3,1.48e-16,88.2,2.43e-17,88.2
2418,CISH,NP_659508.1,Astyanax_pachon,KAG9277115.1,CISH,Homo_sapiens,NP_659508.1,CISH,2.1400000000000002e-49,196.0,3.52e-50,196.0
2419,NKX2-3,NP_660328.2,Astyanax_pachon,KAG9275311.1,NKX2-3,Homo_sapiens,NP_660328.2,NKX2-3,1.63e-65,250.0,2.7600000000000003e-66,250.0
2420,APBB1,NP_663722.1,Astyanax_pachon,KAG9263534.1,APBB1,Homo_sapiens,NP_663722.1,APBB1,1.1799999999999999e-178,627.0,1.74e-179,627.0
2421,GSTA1,NP_665683.1,Astyanax_pachon,KAG9274839.1,GSTA4,Homo_sapiens,NP_665683.1,GSTA1,1.48e-57,223.0,2.26e-58,223.0
2422,TRAF6,NP_665802.1,Astyanax_pachon,KAG9260829.1,TRAF6,Homo_sapiens,NP_665802.1,TRAF6,7.680000000000001e-166,584.0,1.1300000000000001e-166,584.0
2423,LTC4S,NP_665874.1,Astyanax_pachon,KAG9272150.1,LTC4S,Homo_sapiens,NP_665874.1,LTC4S,7.51e-38,157.0,1.13e-38,157.0
