,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
845,HEX-A,NP_524848.1,"[('KAG9270492.1', 'GCK')]",846
846,HEX-C,NP_524674.1,"[('KAG9262061.1', 'HK2')]",847
847,HEXO2,NP_525081.1,"[('KAG9281028.1', 'HEXA')]",848
848,HGO,NP_523544.2,"[('KAG9283402.1', 'HGD')]",849
849,HH,NP_001034065.1,"[('KAG9271585.1', 'IHHB'), ('KAG9273628.1', 'SHHA')]",850
850,HIL,NP_611493.2,"[('KAG9281210.1', 'KY')]",851
851,HIP,NP_570074.3,"[('KAG9279179.1', 'ST13')]",852
852,HIP14,NP_001261910.1,"[('KAG9280510.1', 'ZDHHC17')]",853
853,HIRA,NP_572401.2,"[('KAG9262018.1', 'HIRA')]",854
854,HIS3.3B,NP_511095.1,"[('KAG9280000.1', 'HIS3.3A')]",855
855,HIW,NP_511159.3,"[('KAG9271393.1', 'MYCBP2')]",856
856,HMGCR,NP_732900.1,"[('KAG9266342.1', 'HMGCR')]",857
857,HMGS,NP_524711.1,"[('KAG9263515.1', 'HMGCS1')]",858
858,HN,NP_523963.2,"[('KAG9280173.1', 'PAH')]",859
859,HOE1,NP_608876.1,"[('KAG9277230.1', 'OCA2')]",860
860,HOIP,NP_524714.1,"[('KAG9264388.1', 'SNU13'), ('KAG9267625.1', 'SNU13')]",861
861,HOW,NP_001262822.1,"[('KAG9267926.1', 'QKI-B'), ('KAG9268247.1', 'QKIA')]",862
862,HP1B,NP_572521.2,"[('KAG9264415.1', 'KAG9264415.1'), ('KAG9267844.1', 'KAG9267844.1'), ('KAG9280051.1', 'KAG9280051.1')]",863
863,HPH,NP_730906.1,"[('KAG9266431.1', 'KAG9266431.1')]",864
864,HPPY,NP_001286604.1,"[('KAG9261084.1', 'MAP4K3'), ('KAG9275483.1', 'MAP4K5')]",865
865,HR51,NP_611032.2,"[('KAG9281027.1', 'NR2E3')]",866
866,HRB98DE,NP_733249.1,"[('KAG9260409.1', 'HNRNPA1'), ('KAG9269038.1', 'HNRNPA1'), ('KAG9271482.1', 'HNRNPA3.S')]",867
867,HRG,NP_001261097.1,"[('KAG9275414.1', 'PAPOLG'), ('KAG9283088.1', 'PAPOLA')]",868
868,HRS,NP_722830.2,"[('KAG9279023.1', 'HGS')]",869
869,HS2ST,NP_477339.1,"[('KAG9264740.1', 'HS2ST1'), ('KAG9277771.1', 'HS2ST1')]",870
870,HS3ST-A,NP_788409.1,"[('KAG9275507.1', 'HS3ST1')]",871
871,HS6ST,NP_524409.2,"[('KAG9271207.1', 'HS6ST3B'), ('KAG9272643.1', 'HS6ST2'), ('KAG9273776.1', 'HS6ST1B'), ('KAG9277867.1', 'HS6ST3B'), ('KAG9283479.1', 'HS6ST1B')]",872
872,HSC70-3,NP_727563.1,"[('KAG9281622.1', 'HSPA5')]",873
873,HSC70-5,NP_523741.2,"[('KAG9272774.1', 'HSPA9')]",874
874,HSP83,NP_523899.1,"[('KAG9282906.1', 'HSP90AA1'), ('KAG9283136.1', 'HSP90AB1')]",875
875,HTH,NP_476578.3,"[('KAG9268767.1', 'MEIS2'), ('KAG9275076.1', 'MEIS1'), ('KAG9283192.1', 'MEIS1')]",876
876,HTL,NP_732286.1,"[('KAG9265904.1', 'FGFR4'), ('KAG9270425.1', 'FGFR1A'), ('KAG9274998.1', 'FGFR2'), ('KAG9275189.1', 'FGFR3')]",877
877,HTRA2,NP_650366.1,"[('KAG9275213.1', 'HTRA2')]",878
878,HTS,NP_001246420.1,"[('KAG9266359.1', 'ADD1')]",879
879,HUS1-LIKE,NP_477426.1,"[('KAG9283573.1', 'HUS1')]",880
880,HYD,NP_524296.2,"[('KAG9283796.1', 'UBR5')]",881
881,HYDR2,NP_608751.2,"[('KAG9266508.1', 'ABHD2A'), ('KAG9272437.1', 'ABHD2B')]",882
882,HYX,NP_649863.1,"[('KAG9273634.1', 'CDC73')]",883
883,ICS,NP_609665.2,"[('KAG9276493.1', 'RSU1')]",884
884,IDH,NP_729369.2,"[('KAG9271190.1', 'IDH1')]",885
885,IF,NP_728021.2,"[('KAG9283628.1', 'ITGA8')]",886
886,IFC,NP_476594.1,"[('KAG9260083.1', 'DEGS1'), ('KAG9268109.1', 'DEGS2')]",887
887,ILK,NP_525001.2,"[('KAG9263660.1', 'ILK')]",888
888,INAE,NP_001138195.1,"[('KAG9266498.1', 'DAGLA')]",889
889,INDY,NP_730363.2,"[('KAG9265214.1', 'SLC13A5'), ('KAG9265787.1', 'SLC13A5')]",890
890,INE,NP_477012.1,"[('KAG9261962.1', 'INE'), ('KAG9281695.1', 'INE')]",891
891,INO80,NP_732413.1,"[('KAG9282991.1', 'INO80')]",892
892,INOS,NP_477405.1,"[('KAG9278702.1', 'ISYNA1-A')]",893
893,INR,NP_001138093.1,"[('KAG9266932.1', 'INSR'), ('KAG9266987.1', 'IGF1R'), ('KAG9273221.1', 'IGF1R'), ('KAG9273912.1', 'INSR')]",894
894,INVADOLYSIN,NP_652072.1,"[('KAG9271613.1', 'LMLN')]",895
895,IPK2,NP_608535.1,"[('KAG9275298.1', 'IPMK')]",896
896,IPLA2-VIA,NP_648366.2,"[('KAG9261154.1', 'PLA2G6')]",897
897,IPP,NP_731872.1,"[('KAG9260382.1', 'INPP1')]",898
898,IRP-1A,NP_477371.1,"[('KAG9274218.1', 'ACO1')]",899
899,IRP-1B,NP_524303.2,"[('KAG9274218.1', 'ACO1')]",900
900,JAGN,NP_649585.1,"[('KAG9261161.1', 'KAG9261161.1'), ('KAG9271017.1', 'KAG9271017.1')]",901
901,JAR,NP_001287501.1,"[('KAG9268494.1', 'MYO6'), ('KAG9282452.1', 'MYO6')]",902
902,JDP,NP_733380.1,"[('KAG9274832.1', 'KAG9274832.1')]",903
903,JHEH1,NP_611385.1,"[('KAG9261156.1', 'EPHX1'), ('KAG9282600.1', 'EPHX1')]",904
904,JHEH2,NP_611386.2,"[('KAG9261156.1', 'EPHX1'), ('KAG9274805.1', 'EPHX1'), ('KAG9282600.1', 'EPHX1')]",905
905,JHI-21,NP_609542.1,"[('KAG9272043.1', 'SLC7A5')]",906
906,JIL-1,NP_648432.1,"[('KAG9268521.1', 'RPS6KA5'), ('KAG9281907.1', 'RPS6KA4')]",907
907,KAP-ALPHA1,NP_524167.1,"[('KAG9278335.1', 'KPNA5')]",908
908,KAP3,NP_001096951.3,"[('KAG9264770.1', 'KIFAP3')]",909
909,KARYBETA3,NP_524226.1,"[('KAG9262144.1', 'IPO5')]",910
910,KCNQ,NP_001260848.1,"[('KAG9260833.1', 'KCNQ1'), ('KAG9262572.1', 'KCNQ5'), ('KAG9279817.1', 'KCNQ4'), ('KAG9280826.1', 'KCNQ1')]",911
911,KDELR,NP_477296.1,"[('KAG9264296.1', 'KDELR2'), ('KAG9267775.1', 'KDELR2')]",912
912,KDN,NP_727091.1,"[('KAG9269146.1', 'CS')]",913
913,KEAP1,NP_732202.2,"[('KAG9273767.1', 'KEAP1A')]",914
914,KHC,NP_476590.1,"[('KAG9267971.1', 'KIF5B'), ('KAG9271239.1', 'KIF5A'), ('KAG9276973.1', 'KIF5A'), ('KAG9278220.1', 'KIF5B')]",915
915,KHC-73,NP_001261000.1,"[('KAG9268887.1', 'KIF13B')]",916
916,KIBRA,NP_001287329.1,"[('KAG9265913.1', 'WWC1')]",917
917,KIF19A,NP_996208.1,"[('KAG9267982.1', 'KIF19')]",918
918,KIRRE,NP_726844.1,"[('KAG9263129.1', 'KIRREL3'), ('KAG9273357.1', 'KIRREL3'), ('KAG9274186.1', 'KIRREL1')]",919
919,KKV,NP_730928.2,"[('KAG9260093.1', 'KAG9260093.1'), ('KAG9273110.1', 'KAG9273110.1')]",920
920,KLG,NP_524454.2,"[('KAG9277250.1', 'NEGR1')]",921
921,KLP10A,NP_572687.1,"[('KAG9262988.1', 'KIF2A'), ('KAG9269989.1', 'KIF2A')]",922
922,KLP31E,NP_609398.2,"[('KAG9280423.1', 'KIF21A')]",923
923,KLP68D,NP_524029.2,"[('KAG9269502.1', 'KIF3B')]",924
924,KLP98A,NP_001247339.1,"[('KAG9269438.1', 'KIF1C')]",925
925,KN,NP_001097317.1,"[('KAG9263804.1', 'EBF3'), ('KAG9265479.1', 'EBF1'), ('KAG9267454.1', 'EBF3'), ('KAG9272737.1', 'EBF1A')]",926
926,KOKO,NP_732338.1,"[('KAG9269599.1', 'CCNQ')]",927
927,KON,NP_609881.3,"[('KAG9261698.1', 'CSPG4')]",928
928,KR-H2,NP_523490.1,"[('KAG9272230.1', 'TMEM33')]",929
929,KRAKEN,NP_477265.1,"[('KAG9262498.1', 'SERHL')]",930
930,KRT95D,NP_732935.2,"[('KAG9265752.1', 'PACS1'), ('KAG9266427.1', 'PACS2'), ('KAG9274978.1', 'PACS2')]",931
931,KRZ,NP_524988.1,"[('KAG9263595.1', 'KAG9263595.1'), ('KAG9265087.1', 'ARRB1')]",932
932,KSR,NP_524236.2,"[('KAG9261997.1', 'KSR2'), ('KAG9263085.1', 'KSR1')]",933
933,KST,NP_001097492.2,"[('KAG9268193.1', 'SPTBN5')]",934
934,KUA,NP_610026.1,"[('KAG9270874.1', 'TMEM189'), ('KAG9273162.1', 'TMEM189')]",935
935,KUG,NP_001027138.2,"[('KAG9259655.1', 'FAT1'), ('KAG9265353.1', 'FAT3')]",936
936,KUZ,NP_001097160.2,"[('KAG9261290.1', 'ADAM10'), ('KAG9280857.1', 'ADAM10')]",937
937,KZ,NP_476591.1,"[('KAG9270624.1', 'DHX37')]",938
938,L(1)G0004,NP_608387.1,"[('KAG9275065.1', 'PNO1')]",939
939,L(1)G0020,NP_572503.1,"[('KAG9273565.1', 'NAT10')]",940
940,L(1)G0196,NP_001285535.1,"[('KAG9261300.1', 'PPIP5K1'), ('KAG9263505.1', 'PPIP5K2'), ('KAG9272433.1', 'PPIP5K1')]",941
941,L(1)G0320,NP_572567.1,"[('KAG9276242.1', 'SSR1')]",942
942,L(2)09851,NP_610182.3,"[('KAG9276039.1', 'GRWD1')]",943
943,L(2)34FD,NP_609711.1,"[('KAG9268816.1', 'NOL10')]",944
944,L(2)EFL,NP_523827.1,"[('KAG9262387.1', 'CRYAA'), ('KAG9281994.1', 'CRYAB')]",945
945,L(2)GD1,NP_001245976.1,"[('KAG9262691.1', 'CC2D1A'), ('KAG9278857.1', 'CC2D1B')]",946
946,L(2)K01209,NP_611206.3,"[('KAG9269295.1', 'UCKL1'), ('KAG9270714.1', 'UCKL1'), ('KAG9282559.1', 'UCKL1')]",947
947,L(2)K05819,NP_722974.1,"[('KAG9267995.1', 'TMEM94')]",948
948,L(2)K09022,NP_609079.2,"[('KAG9267569.1', 'HEATR1')]",949
949,L(3)07882,NP_652040.2,"[('KAG9266145.1', 'NOP14')]",950
950,L(3)73AH,NP_524933.1,"[('KAG9281157.1', 'PCGF3')]",951
951,L(3)MBT,NP_733209.1,"[('KAG9282321.1', 'L3MBTL3')]",952
952,L(3)NEO43,NP_650443.3,"[('KAG9274975.1', 'KAG9274975.1')]",953
953,LAC,NP_523713.2,"[('KAG9265330.1', 'LSAMP'), ('KAG9277250.1', 'NEGR1')]",954
954,LAM,NP_476616.1,"[('KAG9266966.1', 'LMNB2')]",955
955,LAMA,NP_729060.2,"[('KAG9267629.1', 'PLBD1')]",956
956,LANA,NP_476617.1,"[('KAG9269448.1', 'LAMA5')]",957
957,LANB1,NP_476618.1,"[('KAG9269609.1', 'LAMB2'), ('KAG9280964.1', 'LAMB1')]",958
958,LANB2,NP_524006.1,"[('KAG9273829.1', 'LAMC1')]",959
959,LAR,NP_001260597.1,"[('KAG9259952.1', 'PTPRD')]",960
960,LASP,NP_001246799.1,"[('KAG9278460.1', 'NEBL')]",961
961,LBR,NP_726114.1,"[('KAG9282619.1', 'LBR')]",962
962,LDBR,NP_996022.1,"[('KAG9271187.1', 'DBR1')]",963
963,LDS,NP_524850.2,"[('KAG9271375.1', 'TTF2')]",964
964,LECTIN-28C,NP_652636.2,"[('KAG9273898.1', 'MBL2')]",965
965,LETM1,NP_611922.1,"[('KAG9275188.1', 'LETM1')]",966
966,LGR3,NP_733115.1,"[('KAG9263698.1', 'RXFP2')]",967
967,LIC,NP_477162.1,"[('KAG9268085.1', 'MAP2K6')]",968
968,LIM1,NP_572505.1,"[('KAG9264975.1', 'LHX1A'), ('KAG9266101.1', 'LHX5')]",969
969,LIM3,NP_001260559.1,"[('KAG9270183.1', 'LHX4')]",970
970,LIMK1,NP_727621.1,"[('KAG9278562.1', 'LIMK1')]",971
971,LIPRIN-ALPHA,NP_001260155.1,"[('KAG9280487.1', 'PPFIA2')]",972
972,LIPRIN-GAMMA,NP_001286716.1,"[('KAG9270843.1', 'KAZNA')]",973
973,LIS-1,NP_477160.1,"[('KAG9265194.1', 'KAG9265194.1'), ('KAG9265758.1', 'KAG9265758.1')]",974
974,LKB1,NP_650302.1,"[('KAG9278646.1', 'STK11')]",975
975,LMPT,NP_648930.1,"[('KAG9272135.1', 'TES')]",976
976,LNK,NP_001287536.1,"[('KAG9278509.1', 'SH2B2')]",977
977,LOCO,NP_732773.1,"[('KAG9275645.1', 'RGS12')]",978
978,LOJ,NP_729140.2,"[('KAG9272445.1', 'TMED6')]",979
979,LOQS,NP_609646.1,"[('KAG9277011.1', 'TARBP2')]",980
980,LPIN,NP_001188874.1,"[('KAG9274004.1', 'LPIN2'), ('KAG9274062.1', 'LPIN2'), ('KAG9277076.1', 'LPIN2'), ('KAG9282351.1', 'LPIN1')]",981
981,LRP1,NP_001260800.2,"[('KAG9260454.1', 'LRP1'), ('KAG9261064.1', 'LRP1B'), ('KAG9271127.1', 'LRP1B')]",982
982,LSN,NP_650987.1,"[('KAG9267798.1', 'SNF8')]",983
983,LUTE,NP_001247149.1,"[('KAG9262636.1', 'BTBD3'), ('KAG9282809.1', 'BTBD6')]",984
984,M6,NP_649323.2,"[('KAG9275719.1', 'GPM6A')]",985
985,MAB-21,NP_651971.2,"[('KAG9259945.1', 'MAB21L2'), ('KAG9264626.1', 'MAB21L1')]",986
986,MAD,NP_001259992.1,"[('KAG9263709.1', 'KAG9263709.1'), ('KAG9272517.1', 'KAG9272517.1'), ('KAG9275693.1', 'KAG9275693.1')]",987
987,MADM,NP_649581.1,"[('KAG9273889.1', 'NRBP2'), ('KAG9283017.1', 'NRBP1')]",988
988,MAGI,NP_611551.1,"[('KAG9260619.1', 'MAGI1'), ('KAG9270218.1', 'MAGI1'), ('KAG9272394.1', 'MAGI2')]",989
989,MANF,NP_477445.1,"[('KAG9260180.1', 'MANF')]",990
990,MAPK-AK2,NP_524769.1,"[('KAG9260525.1', 'MAPKAPK2'), ('KAG9260636.1', 'MAPKAPK3')]",991
991,MAPMODULIN,NP_523780.1,"[('KAG9260863.1', 'ANP32A'), ('KAG9269388.1', 'ANP32A'), ('KAG9275755.1', 'ANP32A'), ('KAG9279822.1', 'ANP32A')]",992
992,MAT1,NP_610605.1,"[('KAG9274951.1', 'MNAT1')]",993
993,MAT89BA,NP_650530.2,"[('KAG9261876.1', 'NOL6')]",994
994,MATS,NP_651041.3,"[('KAG9261381.1', 'MOB1A'), ('KAG9261737.1', 'MOB1B'), ('KAG9266036.1', 'MOB1B')]",995
995,MAX,NP_649097.1,"[('KAG9268147.1', 'MAX')]",996
996,MBC,NP_001247267.1,"[('KAG9267461.1', 'DOCK1'), ('KAG9281179.1', 'DOCK2')]",997
997,MBF1,NP_001261952.1,"[('KAG9281898.1', 'KAG9281898.1')]",998
998,MBL,NP_001413638.1,"[('KAG9271500.1', 'MBNL2A'), ('KAG9272642.1', 'MBNL3'), ('KAG9278493.1', 'MBNL1')]",999
999,MBT,NP_523375.2,"[('KAG9282880.1', 'PAK5')]",1000
1000,MCM5,NP_524308.2,"[('KAG9264340.1', 'MCM5')]",1001
1001,MCM6,NP_511065.1,"[('KAG9277628.1', 'MCM6'), ('KAG9278756.1', 'MMCM6')]",1002
1002,MCM7,NP_523984.1,"[('KAG9263738.1', 'MCM7-B')]",1003
1003,MCT1,NP_477334.2,"[('KAG9270767.1', 'SLC16A4')]",1004
1004,MCTP,NP_001261078.1,"[('KAG9261879.1', 'MCTP1')]",1005
1005,MDH2,NP_650696.1,"[('KAG9263207.1', 'MDH2')]",1006
1006,MDR49,NP_523724.2,"[('KAG9266695.1', 'ABCB11'), ('KAG9276077.1', 'ABCB1'), ('KAG9276079.1', 'ABCB1'), ('KAG9276080.1', 'ABCB1')]",1007
1007,MDR50,NP_523740.3,"[('KAG9283635.1', 'ABCB1')]",1008
1008,MDR65,NP_476831.1,"[('KAG9276080.1', 'ABCB1')]",1009
1009,ME31B,NP_523533.2,"[('KAG9273317.1', 'DDX6'), ('KAG9276479.1', 'DDX6'), ('KAG9279443.1', 'DDX6')]",1010
1010,MED,NP_524610.1,"[('KAG9263052.1', 'KAG9263052.1'), ('KAG9276641.1', 'KAG9276641.1'), ('KAG9279564.1', 'KAG9279564.1')]",1011
1011,MED14,NP_728534.2,"[('KAG9271102.1', 'MED14')]",1012
1012,MED24,NP_648185.1,"[('KAG9267587.1', 'MED24')]",1013
1013,MED25,NP_650854.1,"[('KAG9264097.1', 'MED25')]",1014
1014,MED6,NP_001163577.1,"[('KAG9274971.1', 'MED6')]",1015
1015,MED8,NP_722456.1,"[('KAG9277840.1', 'MED8')]",1016
1016,MEF2,NP_001260842.1,"[('KAG9261786.1', 'MEF2C'), ('KAG9266989.1', 'MEF2A')]",1017
1017,MEI-W68,NP_995901.1,"[('KAG9269287.1', 'SPO11')]",1018
1018,MEKK1,NP_732373.1,"[('KAG9260068.1', 'MAP3K4')]",1019
1019,MEN,NP_524880.2,"[('KAG9278370.1', 'ME3')]",1020
1020,MESK2,NP_726076.1,"[('KAG9260460.1', 'NDRG3'), ('KAG9269488.1', 'NDRG3'), ('KAG9276629.1', 'NDRG1'), ('KAG9279773.1', 'NDRG1')]",1021
1021,MESR6,NP_001262033.1,"[('KAG9278416.1', 'KAG9278416.1')]",1022
1022,METRO,NP_001286309.1,"[('KAG9268048.1', 'MPP7')]",1023
1023,MEW,NP_001285196.1,"[('KAG9260427.1', 'ITGA7'), ('KAG9262569.1', 'ITGA6'), ('KAG9271449.1', 'ITGA6')]",1024
1024,MFAP1,NP_647679.1,"[('KAG9260803.1', 'MFAP1')]",1025
1025,MFRN,NP_651600.1,"[('KAG9270429.1', 'SLC25A37'), ('KAG9275313.1', 'SLC25A28')]",1026
1026,MGAT2,NP_001014684.1,"[('KAG9282905.1', 'MGAT2')]",1027
1027,MGE,NP_728910.1,"[('KAG9267646.1', 'KAG9267646.1')]",1028
1028,MHCL,NP_732108.2,"[('KAG9263083.1', 'MYO18A')]",1029
1029,MI-2,NP_649154.2,"[('KAG9260309.1', 'CHD5'), ('KAG9274321.1', 'CHD3'), ('KAG9276304.1', 'CHD4')]",1030
1030,MIB1,NP_648826.2,"[('KAG9278772.1', 'MIB1')]",1031
1031,MIB2,NP_609933.1,"[('KAG9270230.1', 'MIB2')]",1032
1032,MILT,NP_723249.1,"[('KAG9276532.1', 'TRAK1')]",1033
1033,MIP130,NP_569958.2,"[('KAG9283030.1', 'KAG9283030.1')]",1034
1034,MIPP1,NP_524109.2,"[('KAG9268401.1', 'MINPP1')]",1035
1035,MIPP2,NP_511055.1,"[('KAG9267700.1', 'MINPP1')]",1036
1036,MITF,NP_001033807.1,"[('KAG9269944.1', 'MITF')]",1037
1037,MKK4,NP_477353.1,"[('KAG9267752.1', 'MAP2K4'), ('KAG9279213.1', 'MAP2K4')]",1038
1038,MKP3,NP_001262031.1,"[('KAG9260439.1', 'DUSP7')]",1039
1039,MLC-C,NP_511049.1,"[('KAG9269741.1', 'MYL6'), ('KAG9277186.1', 'MYL6')]",1040
1040,MMP1,NP_001189002.1,"[('KAG9259413.1', 'MMP24'), ('KAG9267108.1', 'MMP15'), ('KAG9274461.1', 'MMP14')]",1041
1041,MMP2,NP_995788.1,"[('KAG9267411.1', 'MMP25')]",1042
1042,MMY,NP_609032.1,"[('KAG9277270.1', 'UAP1'), ('KAG9281728.1', 'UAP1L1')]",1043
1043,MND,NP_524074.1,"[('KAG9267185.1', 'SLC7A6'), ('KAG9273740.1', 'SLC7A7'), ('KAG9273809.1', 'SLC7A8'), ('KAG9274346.1', 'SLC7A7'), ('KAG9274453.1', 'SLC7A8')]",1044
1044,MNN1,NP_001036342.1,"[('KAG9274150.1', 'MEN1')]",1045
1045,MOCS1,NP_788494.1,"[('KAG9268868.1', 'MOCS1')]",1046
1046,MOE,NP_525082.2,"[('KAG9262416.1', 'RDX'), ('KAG9282221.1', 'MSN')]",1047
1047,MOL,NP_001036362.1,"[('KAG9280973.1', 'DUOXA1')]",1048
1048,MOR,NP_001189230.1,"[('KAG9259545.1', 'SMARCC1'), ('KAG9277187.1', 'SMARCC2'), ('KAG9283877.1', 'SMARCC1')]",1049
1049,MOS,NP_610817.1,"[('KAG9265360.1', 'MOS')]",1050
1050,MP20,NP_001014522.2,"[('KAG9278491.1', 'TAGLN'), ('KAG9282140.1', 'TAGLN3')]",1051
1051,MPP6,NP_523609.3,"[('KAG9281051.1', 'MPHOSPH6')]",1052
1052,MR,NP_611862.1,"[('KAG9281862.1', 'ANAPC2')]",1053
1053,MRJ,NP_725541.1,"[('KAG9271579.1', 'KAG9271579.1'), ('KAG9274711.1', 'KAG9274711.1')]",1054
1054,MRN,NP_648780.1,"[('KAG9279626.1', 'GTF2H4')]",1055
1055,MRPL1,NP_524275.1,"[('KAG9261717.1', 'MRPL1')]",1056
1056,MRPL10,NP_523440.1,"[('KAG9267838.1', 'MRPL10')]",1057
1057,MRPL13,NP_523598.2,"[('KAG9276072.1', 'MRPL13')]",1058
1058,MRPL14,NP_525048.1,"[('KAG9274814.1', 'MRPL14')]",1059
1059,MRPL17,NP_523870.2,"[('KAG9283581.1', 'MRPL17')]",1060
1060,MRPL19,NP_524284.1,"[('KAG9282333.1', 'MRPL19')]",1061
1061,MRPL21,NP_649095.2,"[('KAG9266505.1', 'MRPL21')]",1062
1062,MRPL23,NP_523889.1,"[('KAG9281128.1', 'MRPL23')]",1063
1063,MRPL24,NP_523476.1,"[('KAG9279513.1', 'MRPL24')]",1064
1064,MRPL28,NP_608887.1,"[('KAG9265362.1', 'MRPL28')]",1065
1065,MRPL32,NP_524606.1,"[('KAG9283647.1', 'MRPL32')]",1066
1066,MRPL37,NP_524306.3,"[('KAG9278826.1', 'MRPL37')]",1067
1067,MRPL40,NP_524318.1,"[('KAG9269962.1', 'MRPL40')]",1068
1068,MRPL41,NP_611022.2,"[('KAG9261957.1', 'MRPL41')]",1069
1069,MRPL43,NP_523828.1,"[('KAG9267872.1', 'MRPL43')]",1070
1070,MRPL45,NP_651072.1,"[('KAG9266677.1', 'MRPL45')]",1071
1071,MRPL46,NP_647661.1,"[('KAG9266977.1', 'MRPL46')]",1072
1072,MRPL49,NP_572839.1,"[('KAG9263253.1', 'MRPL49')]",1073
1073,MRPL51,NP_609239.1,"[('KAG9276352.1', 'MRPL51')]",1074
1074,MRPL52,NP_610313.1,"[('KAG9274462.1', 'MRPL52')]",1075
1075,MRPL55,NP_650780.1,"[('KAG9270849.1', 'MRPL55')]",1076
1076,MRPS11,NP_524382.1,"[('KAG9266976.1', 'MRPS11')]",1077
1077,MRPS14,NP_728245.1,"[('KAG9273618.1', 'MRPS14')]",1078
1078,MRPS16,NP_523737.1,"[('KAG9260232.1', 'MRPS16')]",1079
1079,MRPS18B,NP_523606.1,"[('KAG9279664.1', 'MRPS18B')]",1080
1080,MRPS2,NP_523473.2,"[('KAG9266016.1', 'MRPS2')]",1081
1081,MRPS29,NP_523811.1,"[('KAG9276052.1', 'DAP3')]",1082
1082,MRPS33,NP_524380.1,"[('KAG9280289.1', 'MRPS33')]",1083
1083,MRPS35,NP_523893.1,"[('KAG9280825.1', 'MRPS35')]",1084
1084,MRPS5,NP_001036652.1,"[('KAG9268267.1', 'MRPS5')]",1085
1085,MRPS9,NP_524270.2,"[('KAG9259433.1', 'MRPS9'), ('KAG9277665.1', 'MRPS9')]",1086
1086,MSK,NP_524780.1,"[('KAG9267114.1', 'IPO7')]",1087
1087,MSN,NP_001261332.1,"[('KAG9271295.1', 'MAP4K4')]",1088
1088,MSPO,NP_725407.1,"[('KAG9272165.1', 'SPON2')]",1089
1089,MSPS,NP_001247129.1,"[('KAG9272007.1', 'CKAP5')]",1090
1090,MST,NP_523435.1,"[('KAG9281492.1', 'KAG9281492.1')]",1091
1091,MT2,NP_001036355.1,"[('KAG9276491.1', 'TRDMT1')]",1092
1092,MTA1-LIKE,NP_001262293.1,"[('KAG9268012.1', 'MTA3')]",1093
1093,MTERF3,NP_649240.1,"[('KAG9279877.1', 'MTERF3')]",1094
1094,MTOR,NP_001260427.1,"[('KAG9270301.1', 'MTOR')]",1095
1095,MTS,NP_476805.1,"[('KAG9263530.1', 'PPP2CB'), ('KAG9266380.1', 'PPP2CA'), ('KAG9281303.1', 'PPP2CA')]",1096
1096,MTSSB,NP_536744.2,"[('KAG9280519.1', 'SSBP1')]",1097
1097,MUS301,NP_648178.1,"[('KAG9265510.1', 'HELQ')]",1098
1098,MVL,NP_001262795.1,"[('KAG9260448.1', 'SLC11A2')]",1099
1099,MYB,NP_511170.1,"[('KAG9260296.1', 'MYBL2')]",1100
1100,MYO10A,NP_001036269.2,"[('KAG9262292.1', 'MYO15A'), ('KAG9279925.1', 'MYO15A')]",1101
1101,MYO31DF,NP_523538.1,"[('KAG9267833.1', 'MYO1D')]",1102
1102,MYO61F,NP_476934.2,"[('KAG9264982.1', 'MYO1C'), ('KAG9281822.1', 'MYO1H'), ('KAG9282123.1', 'MYO1C')]",1103
1103,MYS,NP_524793.2,"[('KAG9278222.1', 'ITGB1')]",1104
1104,MYS45A,NP_610455.1,"[('KAG9266373.1', 'KAG9266373.1')]",1105
1105,NAB,NP_001014557.3,"[('KAG9260384.1', 'NAB2'), ('KAG9261106.1', 'NAB1'), ('KAG9271710.1', 'NAB1')]",1106
1106,NAP1,NP_477128.1,"[('KAG9280508.1', 'NAP1L1')]",1107
1107,NAT1,NP_001033943.2,"[('KAG9267132.1', 'EIF4G2'), ('KAG9273127.1', 'EIF4G2')]",1108
1108,NCA,NP_788543.1,"[('KAG9268814.1', 'HPCAL1'), ('KAG9276546.1', 'NCALD'), ('KAG9279528.1', 'NCALD'), ('KAG9279711.1', 'HPCAL1'), ('KAG9282912.1', 'HPCAL1')]",1109
1109,NCC69,NP_648572.1,"[('KAG9263549.1', 'SLC12A2'), ('KAG9270667.1', 'SLC12A2'), ('KAG9273483.1', 'SLC12A1')]",1110
1110,NCKX30C,NP_001260296.1,"[('KAG9259717.1', 'SLC24A2'), ('KAG9259900.1', 'SLC24A2')]",1111
1111,NDG,NP_610575.1,"[('KAG9283185.1', 'NID2')]",1112
1112,NEDD4,NP_001261990.1,"[('KAG9266274.1', 'NEDD4L'), ('KAG9273447.1', 'NEDD4')]",1113
1113,NEP3,NP_523417.2,"[('KAG9260766.1', 'ECE1'), ('KAG9265045.1', 'ECE2')]",1114
1114,NERO,NP_651887.1,"[('KAG9270099.1', 'DOHH')]",1115
1115,NETA,NP_511154.3,"[('KAG9264492.1', 'NTN1')]",1116
1116,NEUR,NP_731309.1,"[('KAG9262444.1', 'NEURL1')]",1117
1117,NF1,NP_733131.2,"[('KAG9263087.1', 'NF1'), ('KAG9265119.1', 'NF1')]",1118
1118,NHA1,NP_723224.2,"[('KAG9269407.1', 'SLC9B2')]",1119
1119,NHE2,NP_001260660.1,"[('KAG9260891.1', 'SLC9A5')]",1120
1120,NHE3,NP_001097105.3,"[('KAG9272654.1', 'SLC9A6'), ('KAG9277238.1', 'SLC9A7')]",1121
1121,NHP2,NP_651965.1,"[('KAG9265710.1', 'NHP2')]",1122
