,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
4000,PGRP-SD,NP_648145.1,,,,,,,,,,
4001,PH4ALPHAPV,NP_733395.1,,,,,,,,,,
4002,PH4ALPHASG2,NP_651801.1,,,,,,,,,,
4003,PH-D,NP_524794.2,,,,,,,,,,
4004,PHDP,NP_523834.1,,,,,,,,,,
4005,PHK-3,NP_611990.1,,,,,,,,,,
4006,PHKGAMMA,NP_727548.1,Astyanax_pachon,KAG9265672.1,PHKG1,Drosophila_melanogaster,NP_727548.1,PHKGAMMA,1.9e-115,414.0,1.36e-115,414.0
4007,PHKGAMMA,NP_727548.1,Astyanax_pachon,KAG9267845.1,PHKG2,Drosophila_melanogaster,NP_727548.1,PHKGAMMA,7.32e-118,422.0,5.3e-118,422.0
4008,PHKGAMMA,NP_727548.1,Astyanax_pachon,KAG9278566.1,PHKG1,Drosophila_melanogaster,NP_727548.1,PHKGAMMA,3.04e-114,410.0,2.17e-114,410.0
4009,PHM,NP_477225.1,,,,,,,,,,
4010,PHO,NP_524630.1,,,,,,,,,,
4011,PHOL,NP_648317.1,,,,,,,,,,
4012,PH-P,NP_476871.2,,,,,,,,,,
4013,PHTF,NP_610232.1,Astyanax_pachon,KAG9259438.1,PHTF2,Drosophila_melanogaster,NP_610232.1,PHTF,3.1400000000000002e-77,288.0,2.43e-77,288.0
4014,PHTF,NP_610232.1,Astyanax_pachon,KAG9280661.1,PHTF2,Drosophila_melanogaster,NP_610232.1,PHTF,3.1400000000000002e-77,288.0,2.43e-77,288.0
4015,PHYL,NP_725394.1,,,,,,,,,,
4016,PI3K21B,NP_477270.2,Astyanax_pachon,KAG9259460.1,PIK3R3,Drosophila_melanogaster,NP_477270.2,PI3K21B,1.18e-50,199.0,8.46e-51,199.0
4017,PI3K21B,NP_477270.2,Astyanax_pachon,KAG9269200.1,PIK3R3,Drosophila_melanogaster,NP_477270.2,PI3K21B,9.420000000000001e-50,196.0,6.77e-50,196.0
4018,PI3K21B,NP_477270.2,Astyanax_pachon,KAG9277291.1,PIK3R1,Drosophila_melanogaster,NP_477270.2,PI3K21B,1.5e-49,196.0,6.77e-50,196.0
4019,PI3K21B,NP_477270.2,Astyanax_pachon,KAG9281855.1,PIK3R1,Drosophila_melanogaster,NP_477270.2,PI3K21B,1.48e-49,196.0,6.77e-50,196.0
4020,PI3K68D,NP_524028.2,Astyanax_pachon,KAG9260499.1,PIK3C2B,Drosophila_melanogaster,NP_524028.2,PI3K68D,1.47e-235,815.0,1.18e-235,815.0
4021,PI3K92E,NP_650902.1,Astyanax_pachon,KAG9266440.1,PIK3CA,Drosophila_melanogaster,NP_650902.1,PI3K92E,2.0500000000000002e-173,608.0,1.4000000000000001e-173,608.0
4022,PI3K92E,NP_650902.1,Astyanax_pachon,KAG9269414.1,PIK3CA,Drosophila_melanogaster,NP_650902.1,PI3K92E,2.0999999999999997e-170,598.0,1.4399999999999998e-170,598.0
4023,PI4KIIALPHA,NP_730944.2,Astyanax_pachon,KAG9259695.1,PI4K2B,Drosophila_melanogaster,NP_730944.2,PI4KIIALPHA,1.53e-135,481.0,1.56e-135,481.0
4024,PI4KIIALPHA,NP_730944.2,Astyanax_pachon,KAG9262671.1,PI4K2A,Drosophila_melanogaster,NP_730944.2,PI4KIIALPHA,3.17e-135,480.0,3.12e-135,480.0
4025,PIC,NP_650257.1,Astyanax_pachon,KAG9272921.1,DDB1,Drosophila_melanogaster,NP_650257.1,PIC,0.0,1351.0,0.0,1351.0
4026,PICK1,NP_001285881.1,Astyanax_pachon,KAG9279191.1,PICK1,Drosophila_melanogaster,NP_001285881.1,PICK1,1.4399999999999998e-126,451.0,1.36e-126,451.0
4027,PICO,NP_608363.1,,,,,,,,,,
4028,PICOT,NP_611146.1,,,,,,,,,,
4029,PIF1A,NP_001163556.2,,,,,,,,,,
4030,PIGEON,NP_476946.1,,,,,,,,,,
4031,PIGS,NP_572331.2,,,,,,,,,,
4032,PINO,NP_722679.1,,,,,,,,,,
4033,PIO,NP_726461.1,,,,,,,,,,
4034,PIP,NP_524158.2,,,,,,,,,,
4035,PIP5K59B,NP_726262.2,Astyanax_pachon,KAG9266606.1,PIP5K1C,Drosophila_melanogaster,NP_726262.2,PIP5K59B,5.7e-145,513.0,3.83e-145,513.0
4036,PIP5K59B,NP_726262.2,Astyanax_pachon,KAG9276550.1,PIP5K1A,Drosophila_melanogaster,NP_726262.2,PIP5K59B,5.77e-140,496.0,5.02e-140,496.0
4037,PIP5K59B,NP_726262.2,Astyanax_pachon,KAG9278678.1,PIP5K1C,Drosophila_melanogaster,NP_726262.2,PIP5K59B,6.17e-145,513.0,3.83e-145,513.0
4038,PIP5K59B,NP_726262.2,Astyanax_pachon,KAG9279452.1,PIP5K1A,Drosophila_melanogaster,NP_726262.2,PIP5K59B,9.77e-142,502.0,7.849999999999999e-142,502.0
4039,PIP82,NP_572487.3,,,,,,,,,,
4040,PIT,NP_732694.2,Astyanax_pachon,KAG9271542.1,DDX18,Drosophila_melanogaster,NP_732694.2,PIT,9.83e-216,748.0,6.289999999999999e-216,748.0
4041,PITA,NP_611806.3,,,,,,,,,,
4042,PITSLRE,NP_649251.2,,,,,,,,,,
4043,PIX,NP_648272.1,Astyanax_pachon,KAG9269173.1,ABCE1,Drosophila_melanogaster,NP_648272.1,PIX,4.01e-278,955.0,2.75e-278,955.0
4044,PK,NP_724534.1,,,,,,,,,,
4045,PKA-C1,NP_476977.1,Astyanax_pachon,KAG9262723.1,PRKACA,Drosophila_melanogaster,NP_476977.1,PKA-C1,5.6500000000000006e-167,585.0,3.82e-167,585.0
4046,PKA-C1,NP_476977.1,Astyanax_pachon,KAG9266781.1,PRKACB,Drosophila_melanogaster,NP_476977.1,PKA-C1,1.72e-171,600.0,1.17e-171,600.0
4047,PKA-C1,NP_476977.1,Astyanax_pachon,KAG9274621.1,PRKACA,Drosophila_melanogaster,NP_476977.1,PKA-C1,2.15e-172,603.0,1.4599999999999998e-172,603.0
4048,PKA-C1,NP_476977.1,Astyanax_pachon,KAG9279034.1,PRKACA,Drosophila_melanogaster,NP_476977.1,PKA-C1,1.1800000000000001e-169,594.0,7.459999999999999e-170,594.0
4049,PKA-C3,NP_730083.2,Astyanax_pachon,KAG9262517.1,PRKX,Drosophila_melanogaster,NP_730083.2,PKA-C3,1.03e-122,438.0,1.1300000000000001e-122,438.0
4050,PKA-R1,NP_001189147.1,Astyanax_pachon,KAG9263944.1,PRKAR1B,Drosophila_melanogaster,NP_001189147.1,PKA-R1,1.1899999999999999e-141,501.0,7.89e-142,501.0
4051,PKA-R1,NP_001189147.1,Astyanax_pachon,KAG9264002.1,PRKAR1A,Drosophila_melanogaster,NP_001189147.1,PKA-R1,7.03e-149,525.0,4.7e-149,525.0
4052,PKA-R1,NP_001189147.1,Astyanax_pachon,KAG9267369.1,PRKAR1A,Drosophila_melanogaster,NP_001189147.1,PKA-R1,5.63e-148,522.0,3.76e-148,522.0
4053,PKA-R2,NP_523671.1,Astyanax_pachon,KAG9270916.1,PRKAR2A,Drosophila_melanogaster,NP_523671.1,PKA-R2,3.68e-90,330.0,2.36e-90,330.0
4054,PKA-R2,NP_523671.1,Astyanax_pachon,KAG9281059.1,PRKAR2B,Drosophila_melanogaster,NP_523671.1,PKA-R2,3.75e-90,330.0,2.36e-90,330.0
4055,PKC53E,NP_725626.1,Astyanax_pachon,KAG9262272.1,PRKCBB,Drosophila_melanogaster,NP_725626.1,PKC53E,2.3500000000000002e-272,936.0,1.6e-272,936.0
4056,PKC53E,NP_725626.1,Astyanax_pachon,KAG9263982.1,PRKCBB,Drosophila_melanogaster,NP_725626.1,PKC53E,2.31e-275,946.0,1.56e-275,946.0
4057,PKC53E,NP_725626.1,Astyanax_pachon,KAG9264576.1,PRKCA,Drosophila_melanogaster,NP_725626.1,PKC53E,7.36e-274,941.0,5.009999999999999e-274,941.0
4058,PKC53E,NP_725626.1,Astyanax_pachon,KAG9277469.1,PRKCA,Drosophila_melanogaster,NP_725626.1,PKC53E,3.58e-277,952.0,2.44e-277,952.0
4059,PKC98E,NP_524545.2,Astyanax_pachon,KAG9268018.1,PRKCE,Drosophila_melanogaster,NP_524545.2,PKC98E,7.690000000000001e-252,868.0,5.15e-252,868.0
4060,PKC98E,NP_524545.2,Astyanax_pachon,KAG9275129.1,PRKCE,Drosophila_melanogaster,NP_524545.2,PKC98E,1.61e-245,847.0,1.08e-245,847.0
4061,PKCDELTA,NP_001138191.1,Astyanax_pachon,KAG9260604.1,PRKCD,Drosophila_melanogaster,NP_001138191.1,PKCDELTA,2.64e-173,607.0,1.7300000000000002e-173,607.0
4062,PKCDELTA,NP_001138191.1,Astyanax_pachon,KAG9277164.1,PRKCD,Drosophila_melanogaster,NP_001138191.1,PKCDELTA,1.68e-171,601.0,1.11e-171,601.0
4063,PKCDELTA,NP_001138191.1,Astyanax_pachon,KAG9280457.1,PRKCQ,Drosophila_melanogaster,NP_001138191.1,PKCDELTA,9.28e-166,582.0,5.81e-166,582.0
4064,PKD,NP_001262705.1,Astyanax_pachon,KAG9264826.1,PRKD2,Drosophila_melanogaster,NP_001262705.1,PKD,3.53e-232,803.0,2.33e-232,803.0
4065,PKD,NP_001262705.1,Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_001262705.1,PKD,9.84e-243,838.0,6.78e-243,838.0
4066,PKD,NP_001262705.1,Astyanax_pachon,KAG9283098.1,PRKD3,Drosophila_melanogaster,NP_001262705.1,PKD,4.249999999999999e-233,806.0,2.91e-233,806.0
4067,PKN,NP_001286242.1,Astyanax_pachon,KAG9264742.1,PKN2,Drosophila_melanogaster,NP_001286242.1,PKN,1.98e-254,877.0,1.59e-254,877.0
4068,PKN,NP_001286242.1,Astyanax_pachon,KAG9277774.1,PKN2,Drosophila_melanogaster,NP_001286242.1,PKN,7.97e-254,875.0,6.35e-254,875.0
4069,PLC21C,NP_995605.1,Astyanax_pachon,KAG9268741.1,PLCB1,Drosophila_melanogaster,NP_995605.1,PLC21C,6.09e-227,786.0,4.4400000000000005e-227,786.0
4070,PLC21C,NP_995605.1,Astyanax_pachon,KAG9274387.1,PLCB3,Drosophila_melanogaster,NP_995605.1,PLC21C,7.95e-225,779.0,5.679999999999999e-225,779.0
4071,PLC21C,NP_995605.1,Astyanax_pachon,KAG9282876.1,PLCB1,Drosophila_melanogaster,NP_995605.1,PLC21C,5.01e-226,783.0,3.55e-226,783.0
4072,PLD,NP_001137610.1,Astyanax_pachon,KAG9271064.1,PLD1,Drosophila_melanogaster,NP_001137610.1,PLD,3.21e-234,810.0,2.74e-234,810.0
4073,PLE,NP_476897.1,Astyanax_pachon,KAG9280172.1,TH,Drosophila_melanogaster,NP_476897.1,PLE,1.34e-125,448.0,9.579999999999999e-126,448.0
4074,PLE,NP_476897.1,Astyanax_pachon,KAG9281130.1,TH,Drosophila_melanogaster,NP_476897.1,PLE,2.83e-122,437.0,1.9600000000000002e-122,437.0
4075,PLEXA,NP_001245428.1,Astyanax_pachon,KAG9260695.1,PLXNA2,Drosophila_melanogaster,NP_001245428.1,PLEXA,0.0,1278.0,0.0,1278.0
4076,PLEXA,NP_001245428.1,Astyanax_pachon,KAG9269133.1,PLXNA2,Drosophila_melanogaster,NP_001245428.1,PLEXA,0.0,1271.0,0.0,1271.0
4077,PLEXA,NP_001245428.1,Astyanax_pachon,KAG9269155.1,PLXNA1,Drosophila_melanogaster,NP_001245428.1,PLEXA,0.0,1310.0,0.0,1310.0
4078,PLEXA,NP_001245428.1,Astyanax_pachon,KAG9270029.1,PLXNA3,Drosophila_melanogaster,NP_001245428.1,PLEXA,0.0,1291.0,0.0,1291.0
4079,PLEXA,NP_001245428.1,Astyanax_pachon,KAG9277072.1,PLXNA1,Drosophila_melanogaster,NP_001245428.1,PLEXA,0.0,1294.0,0.0,1294.0
4080,PLEXA,NP_001245428.1,Astyanax_pachon,KAG9280191.1,PLXNA4,Drosophila_melanogaster,NP_001245428.1,PLEXA,0.0,1285.0,0.0,1285.0
4081,PLEXB,NP_524616.2,,,,,,,,,,
4082,PLI,NP_001097890.1,Astyanax_pachon,KAG9268563.1,KAG9268563.1,Drosophila_melanogaster,NP_001097890.1,PLI,8.33e-143,505.0,5.55e-143,505.0
4083,PLX,NP_001163511.1,Astyanax_pachon,KAG9259744.1,TBC1D1,Drosophila_melanogaster,NP_001163511.1,PLX,4.6399999999999994e-126,451.0,3.71e-126,451.0
4084,PLX,NP_001163511.1,Astyanax_pachon,KAG9271074.1,TBC1D4,Drosophila_melanogaster,NP_001163511.1,PLX,4.3399999999999995e-126,451.0,3.71e-126,451.0
4085,PMCA,NP_001188515.1,Astyanax_pachon,KAG9260373.1,ATP2B2,Drosophila_melanogaster,NP_001188515.1,PMCA,0.0,1251.0,0.0,1251.0
4086,PMCA,NP_001188515.1,Astyanax_pachon,KAG9260507.1,ATP2B4,Drosophila_melanogaster,NP_001188515.1,PMCA,0.0,1264.0,0.0,1264.0
4087,PMCA,NP_001188515.1,Astyanax_pachon,KAG9269598.1,ATP2B3,Drosophila_melanogaster,NP_001188515.1,PMCA,0.0,1262.0,0.0,1262.0
4088,PMCA,NP_001188515.1,Astyanax_pachon,KAG9270172.1,ATP2B3,Drosophila_melanogaster,NP_001188515.1,PMCA,0.0,1297.0,0.0,1297.0
4089,PMCA,NP_001188515.1,Astyanax_pachon,KAG9272420.1,ATP2B1,Drosophila_melanogaster,NP_001188515.1,PMCA,0.0,1266.0,0.0,1266.0
4090,PMCA,NP_001188515.1,Astyanax_pachon,KAG9280182.1,ATP2B1,Drosophila_melanogaster,NP_001188515.1,PMCA,0.0,1288.0,0.0,1288.0
4091,PNGL,NP_610192.1,Astyanax_pachon,KAG9278913.1,NGLY1,Drosophila_melanogaster,NP_610192.1,PNGL,2.77e-83,308.0,1.66e-83,308.0
4092,PNR,NP_476685.1,,,,,,,,,,
4093,PNT,NP_524461.2,Astyanax_pachon,KAG9263653.1,ETS2,Drosophila_melanogaster,NP_524461.2,PNT,8.77e-59,226.0,9.13e-59,226.0
4094,PNT,NP_524461.2,Astyanax_pachon,KAG9273355.1,ETS1,Drosophila_melanogaster,NP_524461.2,PNT,2.85e-60,231.0,2.85e-60,231.0
4095,PNUT,NP_477064.1,Astyanax_pachon,KAG9272036.1,SEPTIN7,Drosophila_melanogaster,NP_477064.1,PNUT,4.749999999999999e-134,476.0,3.79e-134,476.0
4096,PNUT,NP_477064.1,Astyanax_pachon,KAG9279569.1,SEPTIN7,Drosophila_melanogaster,NP_477064.1,PNUT,9.039999999999999e-137,485.0,7.4e-137,485.0
4097,PNUT,NP_477064.1,Astyanax_pachon,KAG9283730.1,SEPTIN7,Drosophila_melanogaster,NP_477064.1,PNUT,1.1e-137,488.0,9.239999999999999e-138,488.0
4098,PNUTS,NP_001259850.1,,,,,,,,,,
4099,POC1,NP_001261799.1,,,,,,,,,,
4100,POD1,NP_001245554.1,,,,,,,,,,
4101,POE,NP_476986.1,Astyanax_pachon,KAG9269634.1,UBR4,Drosophila_melanogaster,NP_476986.1,POE,0.0,3057.0,0.0,3057.0
4102,POLO,NP_524179.2,Astyanax_pachon,KAG9262265.1,PLK1,Drosophila_melanogaster,NP_524179.2,POLO,9.59e-167,585.0,6.23e-167,585.0
4103,POLYBROMO,NP_651288.1,Astyanax_pachon,KAG9260595.1,PBRM1,Drosophila_melanogaster,NP_651288.1,POLYBROMO,1.5999999999999999e-229,795.0,1.0899999999999999e-229,795.0
4104,POLYBROMO,NP_651288.1,Astyanax_pachon,KAG9277004.1,PBRM1,Drosophila_melanogaster,NP_651288.1,POLYBROMO,1.03e-230,799.0,6.8e-231,799.0
4105,POMP,NP_610057.1,Astyanax_pachon,KAG9265809.1,POMP,Drosophila_melanogaster,NP_610057.1,POMP,3.04e-17,86.3,1.93e-17,86.3
4106,POR,NP_476890.1,Astyanax_pachon,KAG9270810.1,PORCN,Drosophila_melanogaster,NP_476890.1,POR,1.5799999999999997e-42,172.0,1.1999999999999999e-42,172.0
4107,PORIN,NP_476813.1,Astyanax_pachon,KAG9262968.1,KAG9262968.1,Drosophila_melanogaster,NP_476813.1,PORIN,1.9e-101,367.0,1.2899999999999999e-101,367.0
4108,PORIN,NP_476813.1,Astyanax_pachon,KAG9267528.1,VDAC2,Drosophila_melanogaster,NP_476813.1,PORIN,3.14e-97,353.0,2.11e-97,353.0
4109,PORIN,NP_476813.1,Astyanax_pachon,KAG9269956.1,VDAC2,Drosophila_melanogaster,NP_476813.1,PORIN,9.76e-101,365.0,5.14e-101,365.0
4110,PORIN,NP_476813.1,Astyanax_pachon,KAG9275250.1,VDAC2,Drosophila_melanogaster,NP_476813.1,PORIN,3.07e-100,363.0,2.06e-100,363.0
4111,PORIN2,NP_609462.1,,,,,,,,,,
4112,POT,NP_572768.1,,,,,,,,,,
4113,POXM,NP_001036687.1,,,,,,,,,,
4114,POXN,NP_476686.1,,,,,,,,,,
4115,PP1ALPHA-96A,NP_524484.1,Astyanax_pachon,KAG9264102.1,PPP1CA,Drosophila_melanogaster,NP_524484.1,PP1ALPHA-96A,2.1200000000000003e-166,583.0,1.42e-166,583.0
4116,PP1ALPHA-96A,NP_524484.1,Astyanax_pachon,KAG9267268.1,GSP-2,Drosophila_melanogaster,NP_524484.1,PP1ALPHA-96A,1.63e-171,600.0,1.0799999999999999e-171,600.0
4117,PP1ALPHA-96A,NP_524484.1,Astyanax_pachon,KAG9281671.1,PPP1CC-A,Drosophila_melanogaster,NP_524484.1,PP1ALPHA-96A,2.03e-169,593.0,1.38e-169,593.0
4118,PP2A-29B,NP_001245944.1,Astyanax_pachon,KAG9282004.1,PPP2R1A,Drosophila_melanogaster,NP_001245944.1,PP2A-29B,2.74e-90,331.0,2.04e-90,331.0
4119,PP2B-14D,NP_523373.2,Astyanax_pachon,KAG9261462.1,PPP3CC,Drosophila_melanogaster,NP_523373.2,PP2B-14D,1.6099999999999998e-225,780.0,1.2299999999999999e-225,780.0
4120,PP2B-14D,NP_523373.2,Astyanax_pachon,KAG9265732.1,PPP3CA,Drosophila_melanogaster,NP_523373.2,PP2B-14D,3.99e-232,802.0,2.93e-232,802.0
4121,PP2B-14D,NP_523373.2,Astyanax_pachon,KAG9274165.1,PPP3CA,Drosophila_melanogaster,NP_523373.2,PP2B-14D,6.339999999999999e-234,808.0,4.5799999999999996e-234,808.0
4122,PP2B-14D,NP_523373.2,Astyanax_pachon,KAG9281255.1,PPP3CA,Drosophila_melanogaster,NP_523373.2,PP2B-14D,7.96e-232,801.0,5.86e-232,801.0
4123,PP2C1,NP_525074.2,,,,,,,,,,
4124,PPA,NP_001261138.1,Astyanax_pachon,KAG9272391.1,FBXL14,Drosophila_melanogaster,NP_001261138.1,PPA,1.3e-48,192.0,1.2299999999999999e-48,192.0
4125,PPA,NP_001261138.1,Astyanax_pachon,KAG9280200.1,FBXL14,Drosophila_melanogaster,NP_001261138.1,PPA,2.6e-48,191.0,2.4499999999999998e-48,191.0
4126,PPCS,NP_650784.3,Astyanax_pachon,KAG9260789.1,PPCS,Drosophila_melanogaster,NP_650784.3,PPCS,1.43e-68,258.0,1.1e-68,258.0
4127,PPH13,NP_477330.1,,,,,,,,,,
4128,PPL,NP_524197.1,Astyanax_pachon,KAG9267146.1,GCSH,Drosophila_melanogaster,NP_524197.1,PPL,6.1e-37,152.0,3.96e-37,152.0
4129,PPM1,NP_612039.1,,,,,,,,,,
4130,PPN,NP_001163760.1,,,,,,,,,,
4131,PPOX,NP_651278.2,Astyanax_pachon,KAG9259543.1,PPOX,Drosophila_melanogaster,NP_651278.2,PPOX,3.56e-89,327.0,2.3799999999999997e-89,327.0
4132,PPOX,NP_651278.2,Astyanax_pachon,KAG9283875.1,PPOX,Drosophila_melanogaster,NP_651278.2,PPOX,3.56e-89,327.0,2.3799999999999997e-89,327.0
4133,PPS,NP_001247075.1,,,,,,,,,,
4134,PPT2,NP_609500.1,Astyanax_pachon,KAG9281326.1,PPT2-A,Drosophila_melanogaster,NP_609500.1,PPT2,1.6700000000000001e-63,241.0,1.12e-63,241.0
4135,PPV,NP_511061.1,Astyanax_pachon,KAG9281817.1,PPP6C,Drosophila_melanogaster,NP_511061.1,PPV,5.9300000000000005e-143,505.0,3.96e-143,505.0
4136,PRAT,NP_524271.2,Astyanax_pachon,KAG9282749.1,PPAT,Drosophila_melanogaster,NP_524271.2,PRAT,1.4500000000000002e-181,634.0,1.05e-181,634.0
4137,PRAT2,NP_523949.2,Astyanax_pachon,KAG9282749.1,PPAT,Drosophila_melanogaster,NP_523949.2,PRAT2,2.32e-180,630.0,1.6799999999999998e-180,630.0
4138,PRBP,NP_609246.1,Astyanax_pachon,KAG9277332.1,PDE6D,Drosophila_melanogaster,NP_609246.1,PRBP,1.45e-49,194.0,8.24e-50,194.0
4139,PRC,NP_524658.2,,,,,,,,,,
4140,PRESTIN,NP_649024.1,Astyanax_pachon,KAG9270914.1,SLC26A6,Drosophila_melanogaster,NP_649024.1,PRESTIN,3.18e-96,351.0,2.22e-96,351.0
4141,PRESTIN,NP_649024.1,Astyanax_pachon,KAG9277149.1,SLC26A6,Drosophila_melanogaster,NP_649024.1,PRESTIN,2.3e-94,345.0,1.42e-94,345.0
4142,PRL-1,NP_609780.1,Astyanax_pachon,KAG9266560.1,PTP4A1,Drosophila_melanogaster,NP_609780.1,PRL-1,2.74e-52,203.0,1.88e-52,203.0
4143,PRL-1,NP_609780.1,Astyanax_pachon,KAG9276628.1,PTP4A3,Drosophila_melanogaster,NP_609780.1,PRL-1,3.51e-50,196.0,2.4e-50,196.0
4144,PRL-1,NP_609780.1,Astyanax_pachon,KAG9279589.1,PTP4A3,Drosophila_melanogaster,NP_609780.1,PRL-1,2.81e-49,193.0,1.92e-49,193.0
4145,PRL-1,NP_609780.1,Astyanax_pachon,KAG9279762.1,PTP4A2,Drosophila_melanogaster,NP_609780.1,PRL-1,3.41e-50,196.0,2.4e-50,196.0
4146,PRM,NP_523982.2,,,,,,,,,,
4147,PROC-R,NP_572183.1,,,,,,,,,,
4148,PROM,NP_001137753.1,,,,,,,,,,
4149,PROS,NP_001247045.1,,,,,,,,,,
4150,PROSALPHA5,NP_725669.1,Astyanax_pachon,KAG9260647.1,PSMA5,Drosophila_melanogaster,NP_725669.1,PROSALPHA5,5.84e-85,312.0,4.0100000000000004e-85,312.0
4151,PROSALPHA7,NP_724834.1,Astyanax_pachon,KAG9268664.1,PSMA3,Drosophila_melanogaster,NP_724834.1,PROSALPHA7,4.18e-77,286.0,2.79e-77,286.0
4152,PROSAP,NP_001286403.1,,,,,,,,,,
4153,PROSBETA7,NP_649529.1,Astyanax_pachon,KAG9279827.1,PSMB4,Drosophila_melanogaster,NP_649529.1,PROSBETA7,3.12e-57,220.0,2.18e-57,220.0
4154,PRP38,NP_610463.2,Astyanax_pachon,KAG9277288.1,PRPF38A,Drosophila_melanogaster,NP_610463.2,PRP38,2.45e-83,307.0,1.73e-83,307.0
4155,PRP8,NP_610735.1,Astyanax_pachon,KAG9264981.1,PRPF8,Drosophila_melanogaster,NP_610735.1,PRP8,0.0,4432.0,0.0,4432.0
4156,PRTP,NP_572742.1,Astyanax_pachon,KAG9283547.1,TXNDC5,Drosophila_melanogaster,NP_572742.1,PRTP,2.5e-85,314.0,1.71e-85,314.0
4157,PS,NP_001036692.1,Astyanax_pachon,KAG9265098.1,NOVA1,Drosophila_melanogaster,NP_001036692.1,PS,3.25e-76,284.0,2.52e-76,284.0
4158,PS,NP_001036692.1,Astyanax_pachon,KAG9282162.1,NOVA1,Drosophila_melanogaster,NP_001036692.1,PS,3.98e-77,287.0,3.15e-77,287.0
4159,PSC,NP_523725.2,,,,,,,,,,
4160,PSD,NP_001260116.1,,,,,,,,,,
4161,PSF1,NP_612086.1,Astyanax_pachon,KAG9275285.1,GINS1,Drosophila_melanogaster,NP_612086.1,PSF1,9.48e-57,218.0,6.57e-57,218.0
4162,PSGEF,NP_570001.5,,,,,,,,,,
4163,PSI,NP_477123.1,Astyanax_pachon,KAG9262677.1,KHSRP,Drosophila_melanogaster,NP_477123.1,PSI,3.3e-53,208.0,2.65e-53,208.0
4164,PSI,NP_477123.1,Astyanax_pachon,KAG9273721.1,FUBP1,Drosophila_melanogaster,NP_477123.1,PSI,9.86e-55,213.0,8.29e-55,213.0
4165,PTC,NP_523661.2,,,,,,,,,,
4166,PTEN,NP_477424.1,Astyanax_pachon,KAG9267703.1,PTEN,Drosophila_melanogaster,NP_477424.1,PTEN,2.11e-75,281.0,1.47e-75,281.0
4167,PTIP,NP_729947.2,,,,,,,,,,
4168,PTP10D,NP_996413.2,Astyanax_pachon,KAG9272106.1,PTPRB,Drosophila_melanogaster,NP_996413.2,PTP10D,1.67e-145,516.0,1.27e-145,516.0
4169,PTP4E,NP_001162671.2,,,,,,,,,,
4170,PTP52F,NP_611093.2,,,,,,,,,,
4171,PTP61F,NP_728600.1,Astyanax_pachon,KAG9276543.1,PTPN2,Drosophila_melanogaster,NP_728600.1,PTP61F,1.42e-70,265.0,1.23e-70,265.0
4172,PTP61F,NP_728600.1,Astyanax_pachon,KAG9279530.1,PTPN2,Drosophila_melanogaster,NP_728600.1,PTP61F,1.3200000000000001e-73,275.0,1.2e-73,275.0
4173,PTP69D,NP_524048.2,,,,,,,,,,
4174,PTP99A,NP_651691.4,,,,,,,,,,
4175,PTPA,NP_523466.2,Astyanax_pachon,KAG9281799.1,PTPA,Drosophila_melanogaster,NP_523466.2,PTPA,1.35e-83,308.0,1.05e-83,308.0
4176,PTP-ER,NP_726092.1,,,,,,,,,,
4177,PTPMEG,NP_612031.3,Astyanax_pachon,KAG9261037.1,PTPN4,Drosophila_melanogaster,NP_612031.3,PTPMEG,8.09e-192,669.0,5.450000000000001e-192,669.0
4178,PTPMEG,NP_612031.3,Astyanax_pachon,KAG9271202.1,PTPN4,Drosophila_melanogaster,NP_612031.3,PTPMEG,1.5100000000000002e-194,678.0,1.06e-194,678.0
4179,PTR,NP_001246145.1,Astyanax_pachon,KAG9276476.1,PTCHD3,Drosophila_melanogaster,NP_001246145.1,PTR,1.32e-131,469.0,1.05e-131,469.0
4180,PTR,NP_001246145.1,Astyanax_pachon,KAG9279220.1,PTCHD3,Drosophila_melanogaster,NP_001246145.1,PTR,8.85e-137,486.0,8.02e-137,486.0
4181,PTTH,NP_001285550.1,,,,,,,,,,
4182,PTX1,NP_001138130.2,,,,,,,,,,
4183,PU,NP_726037.1,Astyanax_pachon,KAG9268005.1,GCH1,Drosophila_melanogaster,NP_726037.1,PU,2.02e-74,277.0,1.54e-74,277.0
4184,PU,NP_726037.1,Astyanax_pachon,KAG9268937.1,GCH1,Drosophila_melanogaster,NP_726037.1,PU,3.61e-76,283.0,2.41e-76,283.0
4185,PUC,NP_524273.1,,,,,,,,,,
4186,PUM,NP_731314.1,,,,,,,,,,
4187,PUR-ALPHA,NP_524624.1,Astyanax_pachon,KAG9265738.1,PURA,Drosophila_melanogaster,NP_524624.1,PUR-ALPHA,5.28e-62,236.0,3.4099999999999998e-62,236.0
4188,PVF2,NP_523499.2,,,,,,,,,,
4189,PVF3,NP_001285706.1,,,,,,,,,,
4190,PVR,NP_787997.2,Astyanax_pachon,KAG9272684.1,KDRL,Drosophila_melanogaster,NP_787997.2,PVR,1.28e-111,403.0,9.74e-112,403.0
4191,PWN,NP_610267.2,,,,,,,,,,
4192,PX,NP_001369112.1,,,,,,,,,,
4193,PXB,NP_788681.1,,,,,,,,,,
4194,PXN,NP_523891.2,Astyanax_pachon,KAG9268821.1,KAG9268821.1,Drosophila_melanogaster,NP_523891.2,PXN,1.35e-294,1011.0,9.54e-295,1011.0
4195,PYD,NP_001246998.1,,,,,,,,,,
