,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
614,GCLC,NP_034425.1,Astyanax_pachon,KAG9275039.1,GCLC,Mus_musculus,NP_034425.1,GCLC,0.0,1050.0,0.0,1050.0
615,GCLM,NP_032155.1,Astyanax_pachon,KAG9270851.1,GCLM,Mus_musculus,NP_032155.1,GCLM,1.13e-78,293.0,2.3600000000000003e-79,293.0
616,GCM1,NP_032129.2,,,,,,,,,,
617,GDF15,NP_001317616.1,,,,,,,,,,
618,GDF5,NP_032135.2,Astyanax_pachon,KAG9259419.1,GDF5,Mus_musculus,NP_032135.2,GDF5,4.7999999999999995e-126,451.0,1.17e-126,451.0
619,GDF5,NP_032135.2,Astyanax_pachon,KAG9277681.1,GDF5,Mus_musculus,NP_032135.2,GDF5,1.92e-125,449.0,4.67e-126,449.0
620,GFI1,NP_001254550.1,Astyanax_pachon,KAG9277734.1,GFI1,Mus_musculus,NP_001254550.1,GFI1,1.22e-52,207.0,3.26e-53,207.0
621,GFI1B,NP_032140.1,Astyanax_pachon,KAG9266328.1,GFI1B,Mus_musculus,NP_032140.1,GFI1B,3.8e-39,162.0,7.74e-40,162.0
622,GINS3,NP_084474.1,Astyanax_pachon,KAG9272021.1,GINS3,Mus_musculus,NP_084474.1,GINS3,3.52e-78,291.0,7.44e-79,291.0
623,GJA1,XP_036011510.1,Astyanax_pachon,KAG9268927.1,GJA1,Mus_musculus,XP_036011510.1,GJA1,8.81e-117,420.0,1.93e-117,420.0
624,GJA4,NP_032146.1,,,,,,,,,,
625,GJA5,NP_001258557.1,Astyanax_pachon,KAG9271023.1,GJA5,Mus_musculus,NP_001258557.1,GJA5,9.95e-92,337.0,1.75e-92,337.0
626,GJD2,NP_001405278.1,Astyanax_pachon,KAG9268763.1,GJD2,Mus_musculus,NP_001405278.1,GJD2,2.43e-143,508.0,5.25e-144,508.0
627,GJD2,NP_001405278.1,Astyanax_pachon,KAG9283190.1,GJD2,Mus_musculus,NP_001405278.1,GJD2,3.77e-145,514.0,8.2e-146,514.0
628,GLB1,NP_033882.1,Astyanax_pachon,KAG9260016.1,GLB1,Mus_musculus,NP_033882.1,GLB1,1.7699999999999997e-250,865.0,3.6e-251,865.0
629,GLI1,NP_034426.2,,,,,,,,,,
630,GLI2,NP_001074594.1,Astyanax_pachon,KAG9271132.1,GLI2,Mus_musculus,NP_001074594.1,GLI2,0.0,1171.0,0.0,1171.0
631,GLIPR1,NP_082884.1,Astyanax_pachon,KAG9272998.1,GLIPR1,Mus_musculus,NP_082884.1,GLIPR1,1.7100000000000001e-49,196.0,3.48e-50,196.0
632,GLIPR1,NP_082884.1,Astyanax_pachon,KAG9280503.1,GLIPR1L1,Mus_musculus,NP_082884.1,GLIPR1,5.44e-51,201.0,1.09e-51,201.0
633,GLIS3,NP_780668.3,Astyanax_pachon,KAG9263054.1,GLIS3,Mus_musculus,NP_780668.3,GLIS3,3.59e-112,406.0,7.75e-113,406.0
634,GLS2,NP_001028436.2,Astyanax_pachon,KAG9260326.1,GLS,Mus_musculus,NP_001028436.2,GLS2,7.66e-232,803.0,1.55e-232,803.0
635,GLS2,NP_001028436.2,Astyanax_pachon,KAG9270809.1,GLS,Mus_musculus,NP_001028436.2,GLS2,2.0000000000000002e-226,785.0,4.05e-227,785.0
636,GLUL,NP_032157.2,Astyanax_pachon,KAG9277797.1,GLUL,Mus_musculus,NP_032157.2,GLUL,3.77e-200,697.0,7.78e-201,697.0
637,GLUL,NP_032157.2,Astyanax_pachon,KAG9278852.1,GLUL,Mus_musculus,NP_032157.2,GLUL,1.5e-199,695.0,3.11e-200,695.0
638,GNRHR,NP_034453.1,Astyanax_pachon,KAG9279812.1,KAG9279812.1,Mus_musculus,NP_034453.1,GNRHR,3.42e-69,262.0,6.050000000000001e-70,262.0
639,GPAM,XP_036017329.1,Astyanax_pachon,KAG9267889.1,GPAM,Mus_musculus,XP_036017329.1,GPAM,0.0,1052.0,0.0,1052.0
640,GPC4,NP_032176.2,Astyanax_pachon,KAG9272644.1,GPC4,Mus_musculus,NP_032176.2,GPC4,2.11e-177,622.0,4.39e-178,622.0
641,GPR143,NP_035081.3,Astyanax_pachon,KAG9270979.1,GPR143,Mus_musculus,NP_035081.3,GPR143,9.740000000000001e-123,440.0,1.9600000000000002e-123,440.0
642,GREM1,NP_035954.1,Astyanax_pachon,KAG9268183.1,GREM1,Mus_musculus,NP_035954.1,GREM1,6.1000000000000005e-59,227.0,1.17e-59,227.0
643,GREM2,NP_001408412.1,Astyanax_pachon,KAG9268032.1,GREM2,Mus_musculus,NP_001408412.1,GREM2,3.9000000000000004e-64,244.0,8.15e-65,244.0
644,GRIA2,NP_001344853.2,Astyanax_pachon,KAG9259771.1,GRIA2,Mus_musculus,NP_001344853.2,GRIA2,0.0,1509.0,0.0,1509.0
645,GRIA2,NP_001344853.2,Astyanax_pachon,KAG9272335.1,GRIA2,Mus_musculus,NP_001344853.2,GRIA2,0.0,1540.0,0.0,1540.0
646,GRIK2,NP_001345795.2,Astyanax_pachon,KAG9276471.1,GRIK2,Mus_musculus,NP_001345795.2,GRIK2,0.0,1676.0,0.0,1676.0
647,GRIK2,NP_001345795.2,Astyanax_pachon,KAG9280544.1,GRIK2,Mus_musculus,NP_001345795.2,GRIK2,0.0,1602.0,0.0,1602.0
648,GRIN1,NP_001171128.1,Astyanax_pachon,KAG9261926.1,GRIN1,Mus_musculus,NP_001171128.1,GRIN1,0.0,1526.0,0.0,1526.0
649,GRIN1,NP_001171128.1,Astyanax_pachon,KAG9266339.1,GRIN1,Mus_musculus,NP_001171128.1,GRIN1,0.0,1524.0,0.0,1524.0
650,GRIN2B,NP_032197.3,Astyanax_pachon,KAG9262497.1,GRIN2B,Mus_musculus,NP_032197.3,GRIN2B,0.0,1866.0,0.0,1866.0
651,GRIN2B,NP_032197.3,Astyanax_pachon,KAG9279098.1,GRIN2B,Mus_musculus,NP_032197.3,GRIN2B,0.0,1786.0,0.0,1786.0
652,GRIP1,XP_006514301.1,Astyanax_pachon,KAG9280312.1,GRIP1,Mus_musculus,XP_006514301.1,GRIP1,0.0,1592.0,0.0,1592.0
653,GRM2,NP_001153825.1,Astyanax_pachon,KAG9260651.1,GRM2,Mus_musculus,NP_001153825.1,GRM2,0.0,1248.0,0.0,1248.0
654,GRM2,NP_001153825.1,Astyanax_pachon,KAG9277106.1,GRM2,Mus_musculus,NP_001153825.1,GRM2,0.0,1267.0,0.0,1267.0
655,GSTA1,NP_032207.3,,,,,,,,,,
656,GSTA2,NP_032208.2,,,,,,,,,,
657,GSTK1,NP_083831.1,Astyanax_pachon,KAG9276315.1,GSTK1,Mus_musculus,NP_083831.1,GSTK1,2.88e-52,205.0,6.02e-53,205.0
658,GSTM2,NP_032209.1,Astyanax_pachon,KAG9270783.1,GSTM3,Mus_musculus,NP_032209.1,GSTM2,4.53e-79,294.0,9.39e-80,294.0
659,GSX2,NP_573555.1,Astyanax_pachon,KAG9282766.1,GSX2,Mus_musculus,NP_573555.1,GSX2,1.17e-69,263.0,2.82e-70,263.0
660,GTF2A2,NP_001269013.1,,,,,,,,,,
661,GTF2B,NP_663521.1,Astyanax_pachon,KAG9264743.1,GTF2B,Mus_musculus,NP_663521.1,GTF2B,1.66e-166,585.0,3.42e-167,585.0
662,GTF2H1,NP_001347004.1,Astyanax_pachon,KAG9280809.1,GTF2H1,Mus_musculus,NP_001347004.1,GTF2H1,5.34e-240,830.0,1.06e-240,830.0
663,GTF2I,XP_030110023.1,,,,,,,,,,
664,GTF2IRD1,XP_017176536.1,Astyanax_pachon,KAG9282034.1,GTF2IRD1,Mus_musculus,XP_017176536.1,GTF2IRD1,1.61e-254,879.0,3.14e-255,879.0
665,GUCA2A,NP_032216.1,Astyanax_pachon,KAG9260158.1,GUCA2A,Mus_musculus,NP_032216.1,GUCA2A,5.81e-09,60.1,1.29e-09,60.1
666,GUCA2A,NP_032216.1,Astyanax_pachon,KAG9269652.1,GUCA2A,Mus_musculus,NP_032216.1,GUCA2A,2.07e-09,61.6,4.55e-10,61.6
667,GYPA,NP_034499.3,,,,,,,,,,
668,GYS2,NP_001398553.1,Astyanax_pachon,KAG9280157.1,GYS2,Mus_musculus,NP_001398553.1,GYS2,0.0,1127.0,0.0,1127.0
669,GZF1,NP_001342618.1,Astyanax_pachon,KAG9282869.1,GZF1,Mus_musculus,NP_001342618.1,GZF1,6.46e-53,209.0,1.18e-53,209.0
670,HADH,NP_032238.2,Astyanax_pachon,KAG9275629.1,HADH,Mus_musculus,NP_032238.2,HADH,4.4100000000000004e-127,454.0,9.249999999999999e-128,454.0
671,HAMP,NP_115930.1,,,,,,,,,,
672,HAND2,NP_034532.3,Astyanax_pachon,KAG9275714.1,HAND2,Mus_musculus,NP_034532.3,HAND2,7.01e-72,270.0,1.5700000000000002e-72,270.0
673,HBB-BH1,NP_032245.1,Astyanax_pachon,KAG9280088.1,HBB2,Mus_musculus,NP_032245.1,HBB-BH1,2.04e-42,172.0,3.37e-43,172.0
674,HBB-BS,NP_001188320.1,Astyanax_pachon,KAG9280088.1,HBB2,Mus_musculus,NP_001188320.1,HBB-BS,1.2800000000000002e-43,176.0,2.1e-44,176.0
675,HBB-Y,NP_032247.1,Astyanax_pachon,KAG9280088.1,HBB2,Mus_musculus,NP_032247.1,HBB-Y,4.09e-42,171.0,6.7300000000000006e-43,171.0
676,HBB-Y,NP_032247.1,Astyanax_pachon,KAG9280089.1,BA1L//BA1,Mus_musculus,NP_032247.1,HBB-Y,4.2099999999999994e-40,164.0,8.62e-41,164.0
677,HBB-Y,NP_032247.1,Astyanax_pachon,KAG9280092.1,HBB,Mus_musculus,NP_032247.1,HBB-Y,5.26e-41,167.0,1.08e-41,167.0
678,HBB-Y,NP_032247.1,Astyanax_pachon,KAG9280094.1,BA1L//BA1,Mus_musculus,NP_032247.1,HBB-Y,1.31e-41,169.0,2.6899999999999998e-42,169.0
679,HCFC1,NP_032250.2,Astyanax_pachon,KAG9270052.1,HCFC1,Mus_musculus,NP_032250.2,HCFC1,0.0,1847.0,0.0,1847.0
680,HCN4,NP_001074661.1,Astyanax_pachon,KAG9273545.1,HCN4,Mus_musculus,NP_001074661.1,HCN4,0.0,1113.0,0.0,1113.0
681,HCRTR2,NP_945200.1,Astyanax_pachon,KAG9275046.1,HCRTR2,Mus_musculus,NP_945200.1,HCRTR2,2.7900000000000004e-167,588.0,6.219999999999999e-168,588.0
682,HDAC1,NP_032254.1,Astyanax_pachon,KAG9279654.1,HDAC1,Mus_musculus,NP_032254.1,HDAC1,5.76e-238,823.0,1.18e-238,823.0
683,HDAC1,NP_032254.1,Astyanax_pachon,KAG9282264.1,HDAC2,Mus_musculus,NP_032254.1,HDAC1,1.13e-240,832.0,2.3099999999999997e-241,832.0
684,HDAC11,NP_659168.1,Astyanax_pachon,KAG9260775.1,HDAC11,Mus_musculus,NP_659168.1,HDAC11,1.13e-148,526.0,2.17e-149,526.0
685,HDAC2,NP_032255.2,Astyanax_pachon,KAG9279654.1,HDAC1,Mus_musculus,NP_032255.2,HDAC2,1.15e-237,822.0,2.39e-238,822.0
686,HDAC2,NP_032255.2,Astyanax_pachon,KAG9282264.1,HDAC2,Mus_musculus,NP_032255.2,HDAC2,3.37e-248,857.0,6.96e-249,857.0
687,HDAC4,XP_030108410.1,,,,,,,,,,
688,HDGF,NP_032257.3,,,,,,,,,,
689,HECA,NP_001028604.1,Astyanax_pachon,KAG9282591.1,KAG9282591.1,Mus_musculus,NP_001028604.1,HECA,7.890000000000001e-210,730.0,1.32e-210,730.0
690,HELT,NP_776150.2,Astyanax_pachon,KAG9259685.1,HELT,Mus_musculus,NP_776150.2,HELT,1.57e-60,233.0,2.3799999999999998e-61,233.0
691,HEPH,NP_034547.2,Astyanax_pachon,KAG9263574.1,HEPHL1,Mus_musculus,NP_034547.2,HEPH,0.0,1159.0,0.0,1159.0
692,HEPH,NP_034547.2,Astyanax_pachon,KAG9278253.1,HEPHL1,Mus_musculus,NP_034547.2,HEPH,0.0,1155.0,0.0,1155.0
693,HERPUD1,NP_071726.1,Astyanax_pachon,KAG9273156.1,HERPUD1,Mus_musculus,NP_071726.1,HERPUD1,1.9900000000000002e-66,253.0,3.7e-67,253.0
694,HES5,XP_006538625.3,,,,,,,,,,
695,HES6,NP_001347828.1,Astyanax_pachon,KAG9278375.1,HES6,Mus_musculus,NP_001347828.1,HES6,7.05e-43,174.0,1.27e-43,174.0
696,HES6,NP_001347828.1,Astyanax_pachon,KAG9278599.1,HES6,Mus_musculus,NP_001347828.1,HES6,7.94e-44,177.0,1.59e-44,177.0
697,HEY1,NP_034553.2,Astyanax_pachon,KAG9279729.1,HEY1,Mus_musculus,NP_034553.2,HEY1,7.49e-95,347.0,1.4299999999999999e-95,347.0
698,HEY2,NP_038932.1,Astyanax_pachon,KAG9283076.1,HEY2,Mus_musculus,NP_038932.1,HEY2,5.02e-84,311.0,1.11e-84,311.0
699,HEYL,NP_038933.2,Astyanax_pachon,KAG9279717.1,HEYL,Mus_musculus,NP_038933.2,HEYL,1.04e-55,217.0,2.1200000000000002e-56,217.0
700,HGF,NP_034557.3,Astyanax_pachon,KAG9273035.1,HGF,Mus_musculus,NP_034557.3,HGF,1.05e-210,733.0,2.2100000000000002e-211,733.0
701,HGF,NP_034557.3,Astyanax_pachon,KAG9280633.1,HGF,Mus_musculus,NP_034557.3,HGF,6.82e-206,717.0,1.45e-206,717.0
702,HHEX,NP_032271.1,Astyanax_pachon,KAG9268098.1,HHEX,Mus_musculus,NP_032271.1,HHEX,7.11e-65,247.0,1.64e-65,247.0
703,HINFP,XP_006509960.1,Astyanax_pachon,KAG9281754.1,HINFP,Mus_musculus,XP_006509960.1,HINFP,1.76e-155,549.0,3.79e-156,549.0
704,HIPK2,NP_001281073.1,Astyanax_pachon,KAG9273058.1,HIPK2,Mus_musculus,NP_001281073.1,HIPK2,0.0,1592.0,0.0,1592.0
705,HIVEP2,NP_001345712.1,Astyanax_pachon,KAG9282580.1,HIVEP2,Mus_musculus,NP_001345712.1,HIVEP2,0.0,1290.0,0.0,1290.0
706,HLTF,NP_001342026.1,Astyanax_pachon,KAG9264693.1,HLTF,Mus_musculus,NP_001342026.1,HLTF,1.28e-262,906.0,2.5399999999999997e-263,906.0
707,HLX,NP_032276.1,Astyanax_pachon,KAG9282520.1,HLX,Mus_musculus,NP_032276.1,HLX,1.16e-86,320.0,3.05e-87,320.0
708,HMBS,NP_038579.2,Astyanax_pachon,KAG9265707.1,HMBS,Mus_musculus,NP_038579.2,HMBS,3.1099999999999996e-134,478.0,6.34e-135,478.0
709,HMBS,NP_038579.2,Astyanax_pachon,KAG9281757.1,HMBS,Mus_musculus,NP_038579.2,HMBS,1.96e-129,462.0,4.15e-130,462.0
710,HMGA2,NP_034571.1,,,,,,,,,,
711,HMGB2,NP_001350372.1,,,,,,,,,,
712,HMGCL,NP_032280.2,Astyanax_pachon,KAG9268311.1,HMGCL,Mus_musculus,NP_032280.2,HMGCL,1.84e-132,472.0,3.65e-133,472.0
713,HMGCS2,NP_032282.2,,,,,,,,,,
714,HMGN3,NP_080398.1,Astyanax_pachon,KAG9269786.1,HMGN3,Mus_musculus,NP_080398.1,HMGN3,7.76e-13,72.8,1.65e-13,72.8
715,HMGXB4,NP_821136.1,Astyanax_pachon,KAG9264336.1,HMGXB4,Mus_musculus,NP_821136.1,HMGXB4,5.48e-75,282.0,1.05e-75,282.0
716,HMOX1,NP_034572.1,,,,,,,,,,
717,HNF1A,NP_033353.2,Astyanax_pachon,KAG9270574.1,HNF1A,Mus_musculus,NP_033353.2,HNF1A,1.9300000000000002e-133,476.0,4.4099999999999995e-134,476.0
718,HNF4A,XP_006498851.1,,,,,,,,,,
719,HNRNPA2B1,XP_030111360.1,,,,,,,,,,
720,HNRNPD,NP_001070735.1,,,,,,,,,,
721,HOXA1,NP_034579.3,Astyanax_pachon,KAG9280053.1,HOXA1A,Mus_musculus,NP_034579.3,HOXA1,1.67e-85,316.0,3.4500000000000005e-86,316.0
722,HOXA10,NP_001116422.1,,,,,,,,,,
723,HOXA11,NP_034580.1,Astyanax_pachon,KAG9276681.1,HOXA11B,Mus_musculus,NP_034580.1,HOXA11,5.81e-82,304.0,1.32e-82,304.0
724,HOXA11,NP_034580.1,Astyanax_pachon,KAG9280059.1,HOXA11A,Mus_musculus,NP_034580.1,HOXA11,2.45e-78,292.0,5.3900000000000004e-79,292.0
725,HOXA2,NP_034581.1,Astyanax_pachon,KAG9276678.1,HOXA2B,Mus_musculus,NP_034581.1,HOXA2,6.57e-122,437.0,1.4400000000000001e-122,437.0
726,HOXA3,XP_017176891.1,Astyanax_pachon,KAG9280055.1,HOXA3A,Mus_musculus,XP_017176891.1,HOXA3,8.77e-107,387.0,1.93e-107,387.0
727,HOXA4,NP_032291.1,,,,,,,,,,
728,HOXA5,NP_034583.1,,,,,,,,,,
729,HOXA7,NP_001406199.1,,,,,,,,,,
730,HOXA9,NP_001406308.1,,,,,,,,,,
731,HOXD1,NP_034597.2,,,,,,,,,,
732,HOXD11,NP_032299.1,,,,,,,,,,
733,HOXD13,NP_032301.2,,,,,,,,,,
734,HOXD3,NP_034598.2,Astyanax_pachon,KAG9271480.1,HOXD3A,Mus_musculus,NP_034598.2,HOXD3,4.77e-148,524.0,1.08e-148,524.0
735,HOXD4,NP_034599.2,,,,,,,,,,
736,HRAS,NP_001123915.1,Astyanax_pachon,KAG9260819.1,HRAS,Mus_musculus,NP_001123915.1,HRAS,4.18e-101,367.0,8.62e-102,367.0
737,HRAS,NP_001123915.1,Astyanax_pachon,KAG9281141.1,HRAS,Mus_musculus,NP_001123915.1,HRAS,4.18e-101,367.0,8.62e-102,367.0
738,HRC,NP_034603.2,,,,,,,,,,
739,HRK,NP_031571.1,,,,,,,,,,
740,HSD11B2,NP_032315.2,Astyanax_pachon,KAG9260904.1,HSD11B2,Mus_musculus,NP_032315.2,HSD11B2,1.64e-84,313.0,3.17e-85,313.0
741,HSD3B1,XP_006501099.1,Astyanax_pachon,KAG9271359.1,HSD3B,Mus_musculus,XP_006501099.1,HSD3B1,2.33e-86,319.0,4.79e-87,319.0
742,HSD3B4,XP_017174957.1,,,,,,,,,,
743,HSD3B6,NP_038849.2,Astyanax_pachon,KAG9271359.1,HSD3B,Mus_musculus,NP_038849.2,HSD3B6,2.91e-87,322.0,5.98e-88,322.0
744,HSF4,NP_036069.1,,,,,,,,,,
745,HSPA5,NP_071705.3,Astyanax_pachon,KAG9281622.1,HSPA5,Mus_musculus,NP_071705.3,HSPA5,0.0,1172.0,0.0,1172.0
746,HSPB1,NP_038588.2,Astyanax_pachon,KAG9265274.1,HSPB1,Mus_musculus,NP_038588.2,HSPB1,1.0799999999999999e-54,213.0,2.1799999999999998e-55,213.0
747,HTATIP2,XP_006541052.1,Astyanax_pachon,KAG9266398.1,HTATIP2,Mus_musculus,XP_006541052.1,HTATIP2,1.4200000000000002e-79,296.0,2.81e-80,296.0
748,HTR2C,NP_032338.3,Astyanax_pachon,KAG9274488.1,HTR2C,Mus_musculus,NP_032338.3,HTR2C,4.0599999999999997e-115,415.0,7.44e-116,415.0
749,IBSP,NP_032344.2,,,,,,,,,,
750,ICAM1,NP_034623.1,,,,,,,,,,
751,ICOS,NP_059508.2,,,,,,,,,,
752,ID1,NP_001342042.1,,,,,,,,,,
753,ID3,NP_032347.1,Astyanax_pachon,KAG9268365.1,ID3,Mus_musculus,NP_032347.1,ID3,5.8700000000000006e-21,100.0,1.29e-21,100.0
754,IDE,XP_036017339.1,Astyanax_pachon,KAG9275516.1,IDE,Mus_musculus,XP_036017339.1,IDE,0.0,1713.0,0.0,1713.0
755,IDH1,NP_034627.3,Astyanax_pachon,KAG9271190.1,IDH1,Mus_musculus,NP_034627.3,IDH1,4.9999999999999995e-207,720.0,1.03e-207,720.0
756,IDS,NP_001388858.1,Astyanax_pachon,KAG9272186.1,IDS,Mus_musculus,NP_001388858.1,IDS,1.4100000000000002e-200,699.0,2.86e-201,699.0
757,IFI202B,NP_036070.2,,,,,,,,,,
758,IFI204,XP_006496738.1,,,,,,,,,,
759,IFIH1,NP_001157949.1,Astyanax_pachon,KAG9271519.1,IFIH1,Mus_musculus,NP_001157949.1,IFIH1,3.8899999999999996e-236,818.0,7.65e-237,818.0
760,IFITM5,NP_444318.1,Astyanax_pachon,KAG9280726.1,IFITM5,Mus_musculus,NP_444318.1,IFITM5,7.44e-21,100.0,1.4500000000000002e-21,100.0
761,IFNA1,NP_034632.2,Astyanax_pachon,KAG9279071.1,IFNA3,Mus_musculus,NP_034632.2,IFNA1,2.99e-05,48.5,6.51e-06,48.5
762,IFNA4,NP_034634.1,Astyanax_pachon,KAG9279072.1,KAG9279072.1,Mus_musculus,NP_034634.1,IFNA4,2.81e-07,55.1,6.6e-08,55.1
763,IFNB1,NP_034640.1,,,,,,,,,,
764,IFNE,NP_796322.1,,,,,,,,,,
765,IFNG,NP_032363.1,,,,,,,,,,
766,IFNGR1,NP_034641.1,,,,,,,,,,
767,IFNL3,XP_006540193.1,,,,,,,,,,
768,IGF1,NP_001104745.1,Astyanax_pachon,KAG9280168.1,KAG9280168.1,Mus_musculus,NP_001104745.1,IGF1,1.23e-43,176.0,2.19e-44,176.0
769,IGF1R,XP_006540704.1,Astyanax_pachon,KAG9266987.1,IGF1R,Mus_musculus,XP_006540704.1,IGF1R,0.0,1740.0,0.0,1740.0
770,IGF1R,XP_006540704.1,Astyanax_pachon,KAG9273221.1,IGF1R,Mus_musculus,XP_006540704.1,IGF1R,0.0,1798.0,0.0,1798.0
771,IGF2,NP_034644.2,Astyanax_pachon,KAG9260824.1,IGF2,Mus_musculus,NP_034644.2,IGF2,2.07e-39,162.0,4.4799999999999995e-40,162.0
772,IGF2,NP_034644.2,Astyanax_pachon,KAG9281129.1,IGF2,Mus_musculus,NP_034644.2,IGF2,2.5e-39,162.0,4.4799999999999995e-40,162.0
773,IGFBP1,NP_032367.3,Astyanax_pachon,KAG9282676.1,IGFBP1,Mus_musculus,NP_032367.3,IGFBP1,1.33e-51,203.0,2.8999999999999998e-52,203.0
774,IGFBP2,NP_032368.2,Astyanax_pachon,KAG9277901.1,IGFBP2A,Mus_musculus,NP_032368.2,IGFBP2,1.03e-65,250.0,2.31e-66,250.0
775,IGFBP3,XP_011241967.1,,,,,,,,,,
776,IGFBP5,NP_034648.2,Astyanax_pachon,KAG9271644.1,IGFBP5,Mus_musculus,NP_034648.2,IGFBP5,1.11e-78,293.0,2.3300000000000002e-79,293.0
777,IHH,NP_034674.2,Astyanax_pachon,KAG9271585.1,IHHB,Mus_musculus,NP_034674.2,IHH,1.76e-134,479.0,3.61e-135,479.0
778,IKBKB,NP_001153246.1,Astyanax_pachon,KAG9269955.1,IKBKB,Mus_musculus,NP_001153246.1,IKBKB,1.6699999999999999e-249,862.0,3.37e-250,862.0
779,IKZF1,NP_001391419.1,Astyanax_pachon,KAG9275264.1,IKZF1,Mus_musculus,NP_001391419.1,IKZF1,4.41e-121,435.0,8.64e-122,435.0
780,IKZF2,XP_006496024.1,,,,,,,,,,
781,IL10,NP_034678.1,Astyanax_pachon,KAG9260526.1,IL10,Mus_musculus,NP_034678.1,IL10,1.06e-13,76.6,2.13e-14,76.6
782,IL11,NP_032376.1,,,,,,,,,,
783,IL12A,NP_001152896.2,,,,,,,,,,
784,IL12RB2,XP_006505680.1,Astyanax_pachon,KAG9277274.1,IL12RB2,Mus_musculus,XP_006505680.1,IL12RB2,3.2000000000000003e-56,220.0,7.11e-57,220.0
785,IL15,XP_006530777.1,,,,,,,,,,
786,IL17A,NP_034682.1,,,,,,,,,,
787,IL17F,NP_665855.2,Astyanax_pachon,KAG9268972.1,IL17F,Mus_musculus,NP_665855.2,IL17F,1.62e-14,79.0,3.65e-15,79.0
788,IL17F,NP_665855.2,Astyanax_pachon,KAG9282651.1,IL17F,Mus_musculus,NP_665855.2,IL17F,2.74e-13,75.1,5.45e-14,75.1
789,IL18R1,XP_006495790.1,,,,,,,,,,
790,IL1A,NP_034684.2,,,,,,,,,,
791,IL1B,NP_032387.1,Astyanax_pachon,KAG9262952.1,IL1B,Mus_musculus,NP_032387.1,IL1B,1.45e-11,70.1,2.91e-12,70.1
792,IL1RL1,NP_001407279.1,Astyanax_pachon,KAG9271298.1,IL1RL1,Mus_musculus,NP_001407279.1,IL1RL1,1.1500000000000002e-47,191.0,2.4799999999999997e-48,191.0
793,IL1RN,NP_112444.1,,,,,,,,,,
794,IL2,NP_032392.1,,,,,,,,,,
795,IL21,NP_068554.1,,,,,,,,,,
796,IL22,XP_006513928.1,,,,,,,,,,
797,IL23A,NP_112542.1,,,,,,,,,,
798,IL23R,NP_653131.3,,,,,,,,,,
799,IL24,NP_444325.3,,,,,,,,,,
800,IL27,NP_663611.1,,,,,,,,,,
801,IL2RA,NP_032393.3,,,,,,,,,,
802,IL31,NP_083870.1,,,,,,,,,,
803,IL33,NP_001347654.1,,,,,,,,,,
804,IL5RA,XP_017176895.1,,,,,,,,,,
805,IL6,NP_112445.1,,,,,,,,,,
806,IL6RA,NP_001297605.1,,,,,,,,,,
807,IL7,NP_032397.1,,,,,,,,,,
808,ILF2,NP_080650.1,Astyanax_pachon,KAG9279752.1,ILF2,Mus_musculus,NP_080650.1,ILF2,2.6899999999999998e-189,661.0,5.589999999999999e-190,661.0
809,ILF3,XP_011240705.1,Astyanax_pachon,KAG9264506.1,ILF3,Mus_musculus,XP_011240705.1,ILF3,3.21e-245,848.0,6.69e-246,848.0
810,ILK,NP_034692.2,Astyanax_pachon,KAG9263660.1,ILK,Mus_musculus,NP_034692.2,ILK,3.57e-202,704.0,7.36e-203,704.0
811,ING1,NP_036049.2,Astyanax_pachon,KAG9262392.1,ING1,Mus_musculus,NP_036049.2,ING1,1.48e-82,306.0,2.93e-83,306.0
812,ING1,NP_036049.2,Astyanax_pachon,KAG9271705.1,ING1,Mus_musculus,NP_036049.2,ING1,6.47e-79,294.0,1.2e-79,294.0
813,ING4,NP_001355624.1,Astyanax_pachon,KAG9279426.1,ING4,Mus_musculus,NP_001355624.1,ING4,2.05e-102,372.0,3.55e-103,372.0
814,INHA,NP_034694.3,Astyanax_pachon,KAG9277904.1,INHA,Mus_musculus,NP_034694.3,INHA,2.3299999999999997e-46,186.0,5.11e-47,186.0
815,INPP5D,XP_006529212.1,Astyanax_pachon,KAG9277745.1,INPP5D,Mus_musculus,XP_006529212.1,INPP5D,0.0,1100.0,0.0,1100.0
816,INS1,NP_032412.3,Astyanax_pachon,KAG9272596.1,INS,Mus_musculus,NP_032412.3,INS1,2.73e-14,77.8,5.63e-15,77.8
817,INS1,NP_032412.3,Astyanax_pachon,KAG9282128.1,INS,Mus_musculus,NP_032412.3,INS1,7.74e-15,80.1,1.14e-15,80.1
818,INS2,NP_001172012.1,Astyanax_pachon,KAG9272596.1,INS,Mus_musculus,NP_001172012.1,INS2,9.64e-15,79.3,2.03e-15,79.3
819,INS2,NP_001172012.1,Astyanax_pachon,KAG9282128.1,INS,Mus_musculus,NP_001172012.1,INS2,3.37e-15,81.3,5.06e-16,81.3
820,INSIG1,NP_705746.1,Astyanax_pachon,KAG9273625.1,INSIG1,Mus_musculus,NP_705746.1,INSIG1,3.84e-87,321.0,8.31e-88,321.0
821,INSL3,NP_038592.3,,,,,,,,,,
822,INSM1,NP_058585.2,Astyanax_pachon,KAG9283108.1,INSM1A,Mus_musculus,NP_058585.2,INSM1,3.96e-85,315.0,1.07e-85,315.0
823,INSR,XP_006508764.1,Astyanax_pachon,KAG9266932.1,INSR,Mus_musculus,XP_006508764.1,INSR,0.0,1930.0,0.0,1930.0
