Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
LPIN,NP_001188874.1,KAG9274004.1,LPIN2
LPIN,NP_001188874.1,KAG9274062.1,LPIN2
LPIN,NP_001188874.1,KAG9277076.1,LPIN2
LPIN,NP_001188874.1,KAG9282351.1,LPIN1
LRP1,NP_001260800.2,KAG9260454.1,LRP1
LRP1,NP_001260800.2,KAG9261064.1,LRP1B
LRP1,NP_001260800.2,KAG9271127.1,LRP1B
LSN,NP_650987.1,KAG9267798.1,SNF8
LUTE,NP_001247149.1,KAG9262636.1,BTBD3
LUTE,NP_001247149.1,KAG9282809.1,BTBD6
M6,NP_649323.2,KAG9275719.1,GPM6A
MAB-21,NP_651971.2,KAG9259945.1,MAB21L2
MAB-21,NP_651971.2,KAG9264626.1,MAB21L1
MAD,NP_001259992.1,KAG9263709.1,KAG9263709.1
MAD,NP_001259992.1,KAG9272517.1,KAG9272517.1
MAD,NP_001259992.1,KAG9275693.1,KAG9275693.1
MADM,NP_649581.1,KAG9273889.1,NRBP2
MADM,NP_649581.1,KAG9283017.1,NRBP1
MAGI,NP_611551.1,KAG9260619.1,MAGI1
MAGI,NP_611551.1,KAG9270218.1,MAGI1
MAGI,NP_611551.1,KAG9272394.1,MAGI2
MANF,NP_477445.1,KAG9260180.1,MANF
MAPK-AK2,NP_524769.1,KAG9260525.1,MAPKAPK2
MAPK-AK2,NP_524769.1,KAG9260636.1,MAPKAPK3
MAPMODULIN,NP_523780.1,KAG9260863.1,ANP32A
MAPMODULIN,NP_523780.1,KAG9269388.1,ANP32A
MAPMODULIN,NP_523780.1,KAG9275755.1,ANP32A
MAPMODULIN,NP_523780.1,KAG9279822.1,ANP32A
MAT1,NP_610605.1,KAG9274951.1,MNAT1
MAT89BA,NP_650530.2,KAG9261876.1,NOL6
MATS,NP_651041.3,KAG9261381.1,MOB1A
MATS,NP_651041.3,KAG9261737.1,MOB1B
MATS,NP_651041.3,KAG9266036.1,MOB1B
MAX,NP_649097.1,KAG9268147.1,MAX
MBC,NP_001247267.1,KAG9267461.1,DOCK1
MBC,NP_001247267.1,KAG9281179.1,DOCK2
MBF1,NP_001261952.1,KAG9281898.1,KAG9281898.1
MBL,NP_001413638.1,KAG9271500.1,MBNL2A
MBL,NP_001413638.1,KAG9272642.1,MBNL3
MBL,NP_001413638.1,KAG9278493.1,MBNL1
MBT,NP_523375.2,KAG9282880.1,PAK5
MCM5,NP_524308.2,KAG9264340.1,MCM5
MCM6,NP_511065.1,KAG9277628.1,MCM6
MCM6,NP_511065.1,KAG9278756.1,MMCM6
MCM7,NP_523984.1,KAG9263738.1,MCM7-B
MCT1,NP_477334.2,KAG9270767.1,SLC16A4
MCTP,NP_001261078.1,KAG9261879.1,MCTP1
MDH2,NP_650696.1,KAG9263207.1,MDH2
MDR49,NP_523724.2,KAG9266695.1,ABCB11
MDR49,NP_523724.2,KAG9276077.1,ABCB1
MDR49,NP_523724.2,KAG9276079.1,ABCB1
MDR49,NP_523724.2,KAG9276080.1,ABCB1
MDR50,NP_523740.3,KAG9283635.1,ABCB1
MDR65,NP_476831.1,KAG9276080.1,ABCB1
ME31B,NP_523533.2,KAG9273317.1,DDX6
ME31B,NP_523533.2,KAG9276479.1,DDX6
ME31B,NP_523533.2,KAG9279443.1,DDX6
MED,NP_524610.1,KAG9263052.1,KAG9263052.1
MED,NP_524610.1,KAG9276641.1,KAG9276641.1
MED,NP_524610.1,KAG9279564.1,KAG9279564.1
MED14,NP_728534.2,KAG9271102.1,MED14
MED24,NP_648185.1,KAG9267587.1,MED24
MED25,NP_650854.1,KAG9264097.1,MED25
MED6,NP_001163577.1,KAG9274971.1,MED6
MED8,NP_722456.1,KAG9277840.1,MED8
MEF2,NP_001260842.1,KAG9261786.1,MEF2C
MEF2,NP_001260842.1,KAG9266989.1,MEF2A
MEI-W68,NP_995901.1,KAG9269287.1,SPO11
MEKK1,NP_732373.1,KAG9260068.1,MAP3K4
MEN,NP_524880.2,KAG9278370.1,ME3
MESK2,NP_726076.1,KAG9260460.1,NDRG3
MESK2,NP_726076.1,KAG9269488.1,NDRG3
MESK2,NP_726076.1,KAG9276629.1,NDRG1
MESK2,NP_726076.1,KAG9279773.1,NDRG1
MESR6,NP_001262033.1,KAG9278416.1,KAG9278416.1
METRO,NP_001286309.1,KAG9268048.1,MPP7
MEW,NP_001285196.1,KAG9260427.1,ITGA7
MEW,NP_001285196.1,KAG9262569.1,ITGA6
MEW,NP_001285196.1,KAG9271449.1,ITGA6
MFAP1,NP_647679.1,KAG9260803.1,MFAP1
MFRN,NP_651600.1,KAG9270429.1,SLC25A37
MFRN,NP_651600.1,KAG9275313.1,SLC25A28
MGAT2,NP_001014684.1,KAG9282905.1,MGAT2
MGE,NP_728910.1,KAG9267646.1,KAG9267646.1
MHCL,NP_732108.2,KAG9263083.1,MYO18A
MI-2,NP_649154.2,KAG9260309.1,CHD5
MI-2,NP_649154.2,KAG9274321.1,CHD3
MI-2,NP_649154.2,KAG9276304.1,CHD4
MIB1,NP_648826.2,KAG9278772.1,MIB1
MIB2,NP_609933.1,KAG9270230.1,MIB2
MILT,NP_723249.1,KAG9276532.1,TRAK1
MIP130,NP_569958.2,KAG9283030.1,KAG9283030.1
MIPP1,NP_524109.2,KAG9268401.1,MINPP1
MIPP2,NP_511055.1,KAG9267700.1,MINPP1
MITF,NP_001033807.1,KAG9269944.1,MITF
MKK4,NP_477353.1,KAG9267752.1,MAP2K4
MKK4,NP_477353.1,KAG9279213.1,MAP2K4
MKP3,NP_001262031.1,KAG9260439.1,DUSP7
MLC-C,NP_511049.1,KAG9269741.1,MYL6
MLC-C,NP_511049.1,KAG9277186.1,MYL6
MMP1,NP_001189002.1,KAG9259413.1,MMP24
MMP1,NP_001189002.1,KAG9267108.1,MMP15
MMP1,NP_001189002.1,KAG9274461.1,MMP14
MMP2,NP_995788.1,KAG9267411.1,MMP25
MMY,NP_609032.1,KAG9277270.1,UAP1
MMY,NP_609032.1,KAG9281728.1,UAP1L1
MND,NP_524074.1,KAG9267185.1,SLC7A6
MND,NP_524074.1,KAG9273740.1,SLC7A7
MND,NP_524074.1,KAG9273809.1,SLC7A8
MND,NP_524074.1,KAG9274346.1,SLC7A7
MND,NP_524074.1,KAG9274453.1,SLC7A8
MNN1,NP_001036342.1,KAG9274150.1,MEN1
MOCS1,NP_788494.1,KAG9268868.1,MOCS1
MOE,NP_525082.2,KAG9262416.1,RDX
MOE,NP_525082.2,KAG9282221.1,MSN
MOL,NP_001036362.1,KAG9280973.1,DUOXA1
MOR,NP_001189230.1,KAG9259545.1,SMARCC1
MOR,NP_001189230.1,KAG9277187.1,SMARCC2
MOR,NP_001189230.1,KAG9283877.1,SMARCC1
MOS,NP_610817.1,KAG9265360.1,MOS
MP20,NP_001014522.2,KAG9278491.1,TAGLN
MP20,NP_001014522.2,KAG9282140.1,TAGLN3
MPP6,NP_523609.3,KAG9281051.1,MPHOSPH6
MR,NP_611862.1,KAG9281862.1,ANAPC2
MRJ,NP_725541.1,KAG9271579.1,KAG9271579.1
MRJ,NP_725541.1,KAG9274711.1,KAG9274711.1
MRN,NP_648780.1,KAG9279626.1,GTF2H4
MRPL1,NP_524275.1,KAG9261717.1,MRPL1
MRPL10,NP_523440.1,KAG9267838.1,MRPL10
MRPL13,NP_523598.2,KAG9276072.1,MRPL13
MRPL14,NP_525048.1,KAG9274814.1,MRPL14
MRPL17,NP_523870.2,KAG9283581.1,MRPL17
MRPL19,NP_524284.1,KAG9282333.1,MRPL19
MRPL21,NP_649095.2,KAG9266505.1,MRPL21
MRPL23,NP_523889.1,KAG9281128.1,MRPL23
MRPL24,NP_523476.1,KAG9279513.1,MRPL24
MRPL28,NP_608887.1,KAG9265362.1,MRPL28
MRPL32,NP_524606.1,KAG9283647.1,MRPL32
MRPL37,NP_524306.3,KAG9278826.1,MRPL37
MRPL40,NP_524318.1,KAG9269962.1,MRPL40
MRPL41,NP_611022.2,KAG9261957.1,MRPL41
MRPL43,NP_523828.1,KAG9267872.1,MRPL43
MRPL45,NP_651072.1,KAG9266677.1,MRPL45
MRPL46,NP_647661.1,KAG9266977.1,MRPL46
MRPL49,NP_572839.1,KAG9263253.1,MRPL49
MRPL51,NP_609239.1,KAG9276352.1,MRPL51
MRPL52,NP_610313.1,KAG9274462.1,MRPL52
MRPL55,NP_650780.1,KAG9270849.1,MRPL55
MRPS11,NP_524382.1,KAG9266976.1,MRPS11
MRPS14,NP_728245.1,KAG9273618.1,MRPS14
MRPS16,NP_523737.1,KAG9260232.1,MRPS16
MRPS18B,NP_523606.1,KAG9279664.1,MRPS18B
MRPS2,NP_523473.2,KAG9266016.1,MRPS2
MRPS29,NP_523811.1,KAG9276052.1,DAP3
MRPS33,NP_524380.1,KAG9280289.1,MRPS33
MRPS35,NP_523893.1,KAG9280825.1,MRPS35
MRPS5,NP_001036652.1,KAG9268267.1,MRPS5
MRPS9,NP_524270.2,KAG9259433.1,MRPS9
MRPS9,NP_524270.2,KAG9277665.1,MRPS9
MSK,NP_524780.1,KAG9267114.1,IPO7
MSN,NP_001261332.1,KAG9271295.1,MAP4K4
MSPO,NP_725407.1,KAG9272165.1,SPON2
MSPS,NP_001247129.1,KAG9272007.1,CKAP5
MST,NP_523435.1,KAG9281492.1,KAG9281492.1
MT2,NP_001036355.1,KAG9276491.1,TRDMT1
MTA1-LIKE,NP_001262293.1,KAG9268012.1,MTA3
MTERF3,NP_649240.1,KAG9279877.1,MTERF3
MTOR,NP_001260427.1,KAG9270301.1,MTOR
MTS,NP_476805.1,KAG9263530.1,PPP2CB
MTS,NP_476805.1,KAG9266380.1,PPP2CA
MTS,NP_476805.1,KAG9281303.1,PPP2CA
MTSSB,NP_536744.2,KAG9280519.1,SSBP1
MUS301,NP_648178.1,KAG9265510.1,HELQ
MVL,NP_001262795.1,KAG9260448.1,SLC11A2
MYB,NP_511170.1,KAG9260296.1,MYBL2
MYO10A,NP_001036269.2,KAG9262292.1,MYO15A
MYO10A,NP_001036269.2,KAG9279925.1,MYO15A
MYO31DF,NP_523538.1,KAG9267833.1,MYO1D
MYO61F,NP_476934.2,KAG9264982.1,MYO1C
MYO61F,NP_476934.2,KAG9281822.1,MYO1H
MYO61F,NP_476934.2,KAG9282123.1,MYO1C
MYS,NP_524793.2,KAG9278222.1,ITGB1
MYS45A,NP_610455.1,KAG9266373.1,KAG9266373.1
NAB,NP_001014557.3,KAG9260384.1,NAB2
NAB,NP_001014557.3,KAG9261106.1,NAB1
NAB,NP_001014557.3,KAG9271710.1,NAB1
NAP1,NP_477128.1,KAG9280508.1,NAP1L1
NAT1,NP_001033943.2,KAG9267132.1,EIF4G2
NAT1,NP_001033943.2,KAG9273127.1,EIF4G2
NCA,NP_788543.1,KAG9268814.1,HPCAL1
NCA,NP_788543.1,KAG9276546.1,NCALD
NCA,NP_788543.1,KAG9279528.1,NCALD
NCA,NP_788543.1,KAG9279711.1,HPCAL1
NCA,NP_788543.1,KAG9282912.1,HPCAL1
NCC69,NP_648572.1,KAG9263549.1,SLC12A2
NCC69,NP_648572.1,KAG9270667.1,SLC12A2
NCC69,NP_648572.1,KAG9273483.1,SLC12A1
NCKX30C,NP_001260296.1,KAG9259717.1,SLC24A2
NCKX30C,NP_001260296.1,KAG9259900.1,SLC24A2
NDG,NP_610575.1,KAG9283185.1,NID2
NEDD4,NP_001261990.1,KAG9266274.1,NEDD4L
NEDD4,NP_001261990.1,KAG9273447.1,NEDD4
NEP3,NP_523417.2,KAG9260766.1,ECE1
NEP3,NP_523417.2,KAG9265045.1,ECE2
NERO,NP_651887.1,KAG9270099.1,DOHH
NETA,NP_511154.3,KAG9264492.1,NTN1
NEUR,NP_731309.1,KAG9262444.1,NEURL1
NF1,NP_733131.2,KAG9263087.1,NF1
NF1,NP_733131.2,KAG9265119.1,NF1
NHA1,NP_723224.2,KAG9269407.1,SLC9B2
NHE2,NP_001260660.1,KAG9260891.1,SLC9A5
NHE3,NP_001097105.3,KAG9272654.1,SLC9A6
NHE3,NP_001097105.3,KAG9277238.1,SLC9A7
NHP2,NP_651965.1,KAG9265710.1,NHP2
NINAC,NP_523503.2,KAG9271442.1,MYO3B
NIPP1,NP_611177.1,KAG9276458.1,PPP1R8
NIPP1,NP_611177.1,KAG9278900.1,PPP1R8
NIPPED-A,NP_001097192.2,KAG9267683.1,TRRAP
NIPPED-B,NP_001260703.1,KAG9263066.1,NIPBLB
NITO,NP_610339.1,KAG9270768.1,RBM15
NLE,NP_477294.2,KAG9263582.1,KAG9263582.1
NMD,NP_609373.1,KAG9262030.1,ATAD1A
NMD,NP_609373.1,KAG9267702.1,ATAD1B
NMD3,NP_477332.1,KAG9278518.1,NMD3
NMDAR1,NP_730940.1,KAG9261926.1,GRIN1
NMDAR1,NP_730940.1,KAG9266339.1,GRIN1
NMDAR2,NP_001284788.1,KAG9262277.1,GRIN2A
NMDAR2,NP_001284788.1,KAG9263855.1,GRIN2A
NMDAR2,NP_001284788.1,KAG9264326.1,GRIN2C
NMDAR2,NP_001284788.1,KAG9267946.1,GRIN2C
NMDMC,NP_476929.1,KAG9261382.1,MTHFD2
NMO,NP_001356976.1,KAG9264453.1,NLK.2
NMO,NP_001356976.1,KAG9264901.1,NLK
NOA36,NP_651622.2,KAG9275682.1,ZNF330
NOMPC,NP_001303309.1,KAG9278937.1,TRPC2
NOP56,NP_651040.3,KAG9266267.1,NOP56
NORPA,NP_001014720.1,KAG9268742.1,PLCB4
NORPA,NP_001014720.1,KAG9282877.1,PLCB4
NOS,NP_523541.2,KAG9261998.1,NOS1
NOT,NP_001401041.1,KAG9264567.1,USP22
NOT,NP_001401041.1,KAG9267349.1,USP22
NOT1,NP_001097243.1,KAG9271952.1,CNOT1
NOTUM,NP_730096.2,KAG9267022.1,NOTUM1A
NOX,NP_001097336.1,KAG9280797.1,NOX5
NP15.6,NP_650774.1,KAG9270178.1,NDUFB11
NRG,NP_727274.1,KAG9280861.1,NRCAM
NRT,NP_476798.1,KAG9272830.1,KAG9272830.1
NRV1,NP_477167.1,KAG9265047.1,ATP1B3
NRV1,NP_477167.1,KAG9269440.1,ATP1B2
NRV1,NP_477167.1,KAG9278867.1,ATP1B3
NRV3,NP_001260675.1,KAG9262117.1,ATNB233
NRX-1,NP_001262840.1,KAG9268894.1,NRXN3A
NRX-1,NP_001262840.1,KAG9282532.1,NRXN3B
NRX-IV,NP_729787.2,KAG9278754.1,CNTNAP2
NS1,NP_732199.2,KAG9260148.1,GNL3L
NS3,NP_569915.1,KAG9266466.1,KAG9266466.1
NTF-2,NP_608422.1,KAG9273240.1,NUTF2
NTF-2,NP_608422.1,KAG9278914.1,NUTF2
NTF-2R,NP_609878.1,KAG9273240.1,NUTF2
NUCB1,NP_649008.2,KAG9264089.1,NUCB1
NUDC,NP_648923.1,KAG9279296.1,NUDC
NUMB,NP_523523.2,KAG9268614.1,KAG9268614.1
NUP133,NP_651080.2,KAG9262640.1,NUP133
NUP44A,NP_610343.1,KAG9279531.1,SEH1L
NUP54,NP_610783.1,KAG9266365.1,NUP54
NUP75,NP_611300.2,KAG9279243.1,NUP85
NURF-38,NP_523849.3,KAG9267984.1,PPA1
NURF-38,NP_523849.3,KAG9275354.1,PPA1
NVD,NP_001097670.1,KAG9266338.1,DAF-36
NVY,NP_001261166.1,KAG9276962.1,CBFA2T2
NVY,NP_001261166.1,KAG9279690.1,RUNX1T1
NWK,NP_001286994.1,KAG9263078.1,FCHSD2
OAF,NP_787963.2,KAG9265444.1,KAG9265444.1
OAF,NP_787963.2,KAG9282016.1,KAG9282016.1
OAT,NP_649139.1,KAG9267541.1,OAT
OATP26F,NP_609055.2,KAG9269513.1,SLCO4A1
OATP30B,NP_723463.1,KAG9278258.1,SLCO5A1
OATP30B,NP_723463.1,KAG9283292.1,SLCO5A1
OCTBETA2R,NP_001163596.2,KAG9259615.1,HTR4
OCTBETA2R,NP_001163596.2,KAG9265528.1,HTR4
OCTBETA2R,NP_001163596.2,KAG9267902.1,ADRB1
OCTBETA2R,NP_001163596.2,KAG9272734.1,ADRB2
OCTBETA2R,NP_001163596.2,KAG9281178.1,HRH2
OCTBETA3R,NP_001034043.2,KAG9265528.1,HTR4
OCTBETA3R,NP_001034043.2,KAG9267902.1,ADRB1
OCTBETA3R,NP_001034043.2,KAG9272492.1,HTR4
ODC1,NP_477052.2,KAG9268815.1,ODC1
OME,NP_001137955.1,KAG9271518.1,DPP4
ORC2,NP_731873.1,KAG9267008.1,ORC2
ORC5,NP_477132.1,KAG9280482.1,ORC5
OSA,NP_001262680.1,KAG9268877.1,ARID1B
OSA,NP_001262680.1,KAG9279294.1,ARID1A
OSA,NP_001262680.1,KAG9283094.1,ARID1B
OSBP,NP_477271.1,KAG9260000.1,OSBP
OSCILLIN,NP_001245895.1,KAG9272579.1,GNPDA2
OSCILLIN,NP_001245895.1,KAG9281217.1,GNPDA1
OSEG1,NP_648221.3,KAG9270263.1,KAG9270263.1
OSEG4,NP_647653.1,KAG9274940.1,WDR35
OST48,NP_511096.2,KAG9269679.1,DDOST
OTK,NP_523705.2,KAG9266422.1,PTK7
OTK,NP_523705.2,KAG9275487.1,PTK7
OXT,NP_647705.1,KAG9263843.1,XYLT1
OXT,NP_647705.1,KAG9264541.1,XYLT2
OYS,NP_610546.1,KAG9268480.1,MBOAT2
OYS,NP_610546.1,KAG9282934.1,MBOAT2
P120CTN,NP_001036444.1,KAG9263048.1,KAG9263048.1
P130CAS,NP_001097456.2,KAG9273251.1,BCAR1
P24-1,NP_572754.1,KAG9270682.1,TMED7
P38B,NP_477361.1,KAG9260548.1,MAPK14A
P38B,NP_477361.1,KAG9270750.1,MAPK14A
P38B,NP_477361.1,KAG9280599.1,MAPK11
P58IPK,NP_649916.1,KAG9274323.1,KAG9274323.1
PABP,NP_476667.1,KAG9259597.1,PABPC1A
PABP,NP_476667.1,KAG9268297.1,PABPC4
PABP,NP_476667.1,KAG9279524.1,PABPC1A
PABP,NP_476667.1,KAG9283930.1,PABPC1A
PABP2,NP_476902.1,KAG9283241.1,PABPN1-B
PAIP2,NP_524334.1,KAG9274391.1,PAIP2B
PAIP2,NP_524334.1,KAG9275642.1,PAIP2B
PAN,NP_726522.1,KAG9266378.1,TCF7L2
PAPSS,NP_730457.1,KAG9267701.1,PAPSS2
PAPSS,NP_730457.1,KAG9268399.1,PAPSS2
PAPSS,NP_730457.1,KAG9275621.1,PAPSS1
PAR-1,NP_995894.2,KAG9260132.1,MARK1
PAR-1,NP_995894.2,KAG9266421.1,MARK1
PAR-1,NP_995894.2,KAG9282801.1,MARK3
PARA,NP_001259619.1,KAG9269773.1,SCN8A
PAST1,NP_731737.1,KAG9263233.1,EHD1
PAST1,NP_731737.1,KAG9268192.1,EHD4
PAST1,NP_731737.1,KAG9272463.1,EHD1
PAST1,NP_731737.1,KAG9282567.1,EHD3
PAT1,NP_572328.1,KAG9265170.1,APPBP2
PAV,NP_477025.1,KAG9273202.1,KIF23
PAX,NP_724183.1,KAG9267263.1,TGFB1I1
PBL,NP_729306.1,KAG9266450.1,ECT2
PCD,NP_477360.2,KAG9266157.1,PCBD2
PCD,NP_477360.2,KAG9275419.1,PCBD1
PCM,NP_523408.2,KAG9278866.1,XRN1
PCS,NP_611010.4,KAG9264929.1,SH3BP5L
PCX,NP_001259183.2,KAG9274970.1,PCNX1
PDCD-5,NP_648848.1,KAG9272956.1,PDCD5
PDE11,NP_001097177.1,KAG9271485.1,PDE11A
PDE11,NP_001097177.1,KAG9274094.1,PDE5A
PDE11,NP_001097177.1,KAG9276676.1,PDE11A
PDE1C,NP_001245994.1,KAG9276489.1,PDE1C
PDE6,NP_001262566.1,KAG9271485.1,PDE11A
PDI,NP_524079.1,KAG9277422.1,P4HB
PDK,NP_001097240.1,KAG9265804.1,PDK3
PDK,NP_001097240.1,KAG9267834.1,PDK2
PDK,NP_001097240.1,KAG9271455.1,PDK1
PDK,NP_001097240.1,KAG9279800.1,PDK2
PDK,NP_001097240.1,KAG9283406.1,PDK3
PDP1,NP_729297.1,KAG9279231.1,HLF
PDS5,NP_610719.1,KAG9259931.1,KAG9259931.1
PDS5,NP_610719.1,KAG9264622.1,KAG9264622.1
PECT,NP_723789.2,KAG9261124.1,PCYT2
PECT,NP_723789.2,KAG9264573.1,PCYT2
PEK,NP_649538.1,KAG9275196.1,EIF2AK3
PELO,NP_476982.1,KAG9267267.1,KAG9267267.1
PEN-2,NP_788401.2,KAG9264937.1,PSENEN
PEX1,NP_652016.1,KAG9279784.1,PEX1
PEZ,NP_609013.1,KAG9268753.1,PTPN21
PFRX,NP_477451.1,KAG9260634.1,PFKFB4
PFRX,NP_477451.1,KAG9269894.1,KAG9269894.1
PFRX,NP_477451.1,KAG9277181.1,PFKFB4
PFRX,NP_477451.1,KAG9280456.1,PFKFB3
PGANT2,NP_995625.2,KAG9275578.1,GALNT2
PGANT5,NP_001036338.1,KAG9283603.1,GALNT1
PGD,NP_476860.2,KAG9269725.1,PGD
PGK,NP_476676.1,KAG9265883.1,PGK1
PHKGAMMA,NP_727548.1,KAG9265672.1,PHKG1
PHKGAMMA,NP_727548.1,KAG9267845.1,PHKG2
PHKGAMMA,NP_727548.1,KAG9278566.1,PHKG1
PHTF,NP_610232.1,KAG9259438.1,PHTF2
PHTF,NP_610232.1,KAG9280661.1,PHTF2
PI3K21B,NP_477270.2,KAG9259460.1,PIK3R3
PI3K21B,NP_477270.2,KAG9269200.1,PIK3R3
PI3K21B,NP_477270.2,KAG9277291.1,PIK3R1
PI3K21B,NP_477270.2,KAG9281855.1,PIK3R1
PI3K68D,NP_524028.2,KAG9260499.1,PIK3C2B
PI3K92E,NP_650902.1,KAG9266440.1,PIK3CA
PI3K92E,NP_650902.1,KAG9269414.1,PIK3CA
PI4KIIALPHA,NP_730944.2,KAG9259695.1,PI4K2B
PI4KIIALPHA,NP_730944.2,KAG9262671.1,PI4K2A
PIC,NP_650257.1,KAG9272921.1,DDB1
PICK1,NP_001285881.1,KAG9279191.1,PICK1
PIP5K59B,NP_726262.2,KAG9266606.1,PIP5K1C
PIP5K59B,NP_726262.2,KAG9276550.1,PIP5K1A
PIP5K59B,NP_726262.2,KAG9278678.1,PIP5K1C
PIP5K59B,NP_726262.2,KAG9279452.1,PIP5K1A
PIT,NP_732694.2,KAG9271542.1,DDX18
PIX,NP_648272.1,KAG9269173.1,ABCE1
PKA-C1,NP_476977.1,KAG9262723.1,PRKACA
PKA-C1,NP_476977.1,KAG9266781.1,PRKACB
PKA-C1,NP_476977.1,KAG9274621.1,PRKACA
PKA-C1,NP_476977.1,KAG9279034.1,PRKACA
PKA-C3,NP_730083.2,KAG9262517.1,PRKX
PKA-R1,NP_001189147.1,KAG9263944.1,PRKAR1B
PKA-R1,NP_001189147.1,KAG9264002.1,PRKAR1A
PKA-R1,NP_001189147.1,KAG9267369.1,PRKAR1A
PKA-R2,NP_523671.1,KAG9270916.1,PRKAR2A
PKA-R2,NP_523671.1,KAG9281059.1,PRKAR2B
PKC53E,NP_725626.1,KAG9262272.1,PRKCBB
PKC53E,NP_725626.1,KAG9263982.1,PRKCBB
PKC53E,NP_725626.1,KAG9264576.1,PRKCA
PKC53E,NP_725626.1,KAG9277469.1,PRKCA
PKC98E,NP_524545.2,KAG9268018.1,PRKCE
PKC98E,NP_524545.2,KAG9275129.1,PRKCE
PKCDELTA,NP_001138191.1,KAG9260604.1,PRKCD
PKCDELTA,NP_001138191.1,KAG9277164.1,PRKCD
PKCDELTA,NP_001138191.1,KAG9280457.1,PRKCQ
PKD,NP_001262705.1,KAG9264826.1,PRKD2
PKD,NP_001262705.1,KAG9268196.1,PRKD1
PKD,NP_001262705.1,KAG9283098.1,PRKD3
PKN,NP_001286242.1,KAG9264742.1,PKN2
PKN,NP_001286242.1,KAG9277774.1,PKN2
PLC21C,NP_995605.1,KAG9268741.1,PLCB1
PLC21C,NP_995605.1,KAG9274387.1,PLCB3
PLC21C,NP_995605.1,KAG9282876.1,PLCB1
PLD,NP_001137610.1,KAG9271064.1,PLD1
PLE,NP_476897.1,KAG9280172.1,TH
PLE,NP_476897.1,KAG9281130.1,TH
PLEXA,NP_001245428.1,KAG9260695.1,PLXNA2
PLEXA,NP_001245428.1,KAG9269133.1,PLXNA2
PLEXA,NP_001245428.1,KAG9269155.1,PLXNA1
PLEXA,NP_001245428.1,KAG9270029.1,PLXNA3
PLEXA,NP_001245428.1,KAG9277072.1,PLXNA1
PLEXA,NP_001245428.1,KAG9280191.1,PLXNA4
PLI,NP_001097890.1,KAG9268563.1,KAG9268563.1
PLX,NP_001163511.1,KAG9259744.1,TBC1D1
PLX,NP_001163511.1,KAG9271074.1,TBC1D4
PMCA,NP_001188515.1,KAG9260373.1,ATP2B2
PMCA,NP_001188515.1,KAG9260507.1,ATP2B4
PMCA,NP_001188515.1,KAG9269598.1,ATP2B3
PMCA,NP_001188515.1,KAG9270172.1,ATP2B3
PMCA,NP_001188515.1,KAG9272420.1,ATP2B1
PMCA,NP_001188515.1,KAG9280182.1,ATP2B1
PNGL,NP_610192.1,KAG9278913.1,NGLY1
PNT,NP_524461.2,KAG9263653.1,ETS2
PNT,NP_524461.2,KAG9273355.1,ETS1
PNUT,NP_477064.1,KAG9272036.1,SEPTIN7
PNUT,NP_477064.1,KAG9279569.1,SEPTIN7
PNUT,NP_477064.1,KAG9283730.1,SEPTIN7
POE,NP_476986.1,KAG9269634.1,UBR4
POLO,NP_524179.2,KAG9262265.1,PLK1
POLYBROMO,NP_651288.1,KAG9260595.1,PBRM1
POLYBROMO,NP_651288.1,KAG9277004.1,PBRM1
POMP,NP_610057.1,KAG9265809.1,POMP
POR,NP_476890.1,KAG9270810.1,PORCN
PORIN,NP_476813.1,KAG9262968.1,KAG9262968.1
PORIN,NP_476813.1,KAG9267528.1,VDAC2
PORIN,NP_476813.1,KAG9269956.1,VDAC2
PORIN,NP_476813.1,KAG9275250.1,VDAC2
PP1ALPHA-96A,NP_524484.1,KAG9264102.1,PPP1CA
PP1ALPHA-96A,NP_524484.1,KAG9267268.1,GSP-2
PP1ALPHA-96A,NP_524484.1,KAG9281671.1,PPP1CC-A
PP2A-29B,NP_001245944.1,KAG9282004.1,PPP2R1A
PP2B-14D,NP_523373.2,KAG9261462.1,PPP3CC
PP2B-14D,NP_523373.2,KAG9265732.1,PPP3CA
PP2B-14D,NP_523373.2,KAG9274165.1,PPP3CA
PP2B-14D,NP_523373.2,KAG9281255.1,PPP3CA
PPA,NP_001261138.1,KAG9272391.1,FBXL14
PPA,NP_001261138.1,KAG9280200.1,FBXL14
PPCS,NP_650784.3,KAG9260789.1,PPCS
PPL,NP_524197.1,KAG9267146.1,GCSH
PPOX,NP_651278.2,KAG9259543.1,PPOX
PPOX,NP_651278.2,KAG9283875.1,PPOX
PPT2,NP_609500.1,KAG9281326.1,PPT2-A
PPV,NP_511061.1,KAG9281817.1,PPP6C
PRAT,NP_524271.2,KAG9282749.1,PPAT
PRAT2,NP_523949.2,KAG9282749.1,PPAT
PRBP,NP_609246.1,KAG9277332.1,PDE6D
PRESTIN,NP_649024.1,KAG9270914.1,SLC26A6
PRESTIN,NP_649024.1,KAG9277149.1,SLC26A6
PRL-1,NP_609780.1,KAG9266560.1,PTP4A1
PRL-1,NP_609780.1,KAG9276628.1,PTP4A3
PRL-1,NP_609780.1,KAG9279589.1,PTP4A3
PRL-1,NP_609780.1,KAG9279762.1,PTP4A2
PROSALPHA5,NP_725669.1,KAG9260647.1,PSMA5
PROSALPHA7,NP_724834.1,KAG9268664.1,PSMA3
PROSBETA7,NP_649529.1,KAG9279827.1,PSMB4
PRP38,NP_610463.2,KAG9277288.1,PRPF38A
PRP8,NP_610735.1,KAG9264981.1,PRPF8
