Astyanax_ortologos,Symbol,ID_nuevo
KAG9267174.1,RRAS2,RRAS2
KAG9260819.1,HRAS,HRAS
KAG9264264.1,KRAS,HRAS
KAG9281102.1,KRAS,HRAS
KAG9281141.1,HRAS,HRAS
KAG9270677.1,DMXL1,DMXL1
KAG9273475.1,DMXL2,DMXL1
KAG9266360.1,WDR7,WDR7
KAG9277932.1,RBL1,RBL1
KAG9270520.1,KAG9270520.1,KAG9270520.1
KAG9277126.1,SRSF3,SRSF3
KAG9263092.1,KAG9263092.1,KAG9263092.1
KAG9265124.1,KAG9265124.1,KAG9263092.1
KAG9270565.1,KAG9270565.1,KAG9263092.1
KAG9280793.1,DGKZ,DGKZ
KAG9264462.1,SPOP,SPOP
KAG9266478.1,SPOPLB,SPOP
KAG9271741.1,SPOPLA,SPOP
KAG9268735.1,MCM8,MCM8
KAG9276694.1,RECK,RECK
KAG9264537.1,RECQL5,RECQL5
KAG9267811.1,PSME3,PSME3
KAG9277550.1,RGN,RGN
KAG9265488.1,CHM,CHM
KAG9275421.1,RET,RET
KAG9262890.1,SEC14L1,SEC14L1
KAG9264613.1,SEC14L1,SEC14L1
KAG9277428.1,SEC14L1,SEC14L1
KAG9261996.1,RFC5,RFC5
KAG9261189.1,UQCRFS1,UQCRFS1
KAG9273054.1,UQCRFS1,UQCRFS1
KAG9263053.1,RFX3,RFX3
KAG9264327.1,RFX1,RFX3
KAG9270082.1,RFX2,RFX3
KAG9280939.1,CNOT2,CNOT2
KAG9270070.1,RGL1,RGL1
KAG9266569.1,RHCG2,RHCG2
KAG9276607.1,RHBG,RHCG2
KAG9281095.1,RHCG,RHCG2
KAG9273876.1,OPN4L,OPN4L
KAG9263514.1,TLN1,TLN1
KAG9267198.1,TLN2,TLN1
KAG9280989.1,TLN2,TLN1
KAG9260699.1,RHOA,RHOA
KAG9270177.1,RHOAA,RHOA
KAG9270836.1,RHOAD,RHOA
KAG9270900.1,RHOAB,RHOA
KAG9277032.1,RHOAD,RHOA
KAG9261762.1,RHOBTB1,RHOBTB1
KAG9267607.1,RHOBTB1,RHOBTB1
KAG9270434.1,RHOBTB2,RHOBTB1
KAG9266329.1,BCR,BCR
KAG9282076.1,ABR,BCR
KAG9260979.1,ARHGAP1,ARHGAP1
KAG9267669.1,ARHGAP17,ARHGAP17
KAG9264988.1,ARHGAP35,ARHGAP35
KAG9268132.1,ARHGAP5,ARHGAP35
KAG9282131.1,ARHGAP35,ARHGAP35
KAG9263862.1,ARHGDIB,ARHGDIB
KAG9264618.1,ARHGDIA,ARHGDIB
KAG9261636.1,RICTOR,RICTOR
KAG9265553.1,RICTOR,RICTOR
KAG9271795.1,UMPS,UMPS
KAG9268113.1,RPUSD2,RPUSD2
KAG9283519.1,KAG9283519.1,KAG9283519.1
KAG9260823.1,USP6NL,USP6NL
KAG9263533.1,KAG9263533.1,KAG9263533.1
KAG9273335.1,RNF7,RNF7
KAG9274727.1,ROCK1,ROCK1
KAG9274933.1,ROCK2,ROCK1
KAG9282473.1,ROCK2,ROCK1
KAG9267386.1,TANC2,TANC2
KAG9271512.1,TANC1,TANC2
KAG9277616.1,TANC1,TANC2
KAG9279066.1,TANC2,TANC2
KAG9275426.1,TIAL1,TIAL1
KAG9270744.1,RPL10A,RPL10A
KAG9267147.1,RPL13,RPL13
KAG9268423.1,RPL13A,RPL13A
KAG9263832.1,RPL14,RPL14
KAG9272081.1,RPL27A,RPL27A
KAG9266053.1,RPL28,RPL28
KAG9260440.1,RPL29,RPL29
KAG9264076.1,RPL3,RPL3
KAG9266041.1,RPL35,RPL35
KAG9267476.1,RPL38,RPL38
KAG9273187.1,RPL4-B,RPL4-B
KAG9277732.1,RPL5,RPL5
KAG9278833.1,RPL5,RPL5
KAG9281722.1,RPLP0,RPLP0
KAG9260224.1,KAG9260224.1,KAG9260224.1
KAG9266492.1,RPLP2,RPLP2
KAG9266919.1,PSMD1,PSMD1
KAG9279496.1,PSMD3,PSMD3
KAG9267078.1,PSMD13,PSMD13
KAG9272074.1,PSMD13,PSMD13
KAG9267168.1,RPS13,RPS13
KAG9263842.1,RPS15A,RPS15A
KAG9280491.1,RPS16,RPS16
KAG9281447.1,RPS18,RPS18
KAG9274046.1,RPS20,RPS20
KAG9260200.1,RPS23,RPS23
KAG9263118.1,RPS25,RPS25
KAG9259875.1,RPS27A,RPS27A
KAG9278585.1,RPS28,RPS28
KAG9282900.1,FAU,FAU
KAG9259943.1,RPS3A,RPS3A
KAG9281327.1,RPS5,RPS5
KAG9282928.1,RPS7,RPS7
KAG9264721.1,RPS8,RPS8
KAG9276310.1,RPS9,RPS9
KAG9283859.1,PSMC4,PSMC4
KAG9281202.1,EXOSC3,EXOSC3
KAG9272810.1,EXOSC5,EXOSC5
KAG9270303.1,EXOSC10,EXOSC10
KAG9276957.1,DDX27,DDX27
KAG9268100.1,RGS7,RGS7
KAG9268416.1,RGS7,RGS7
KAG9261871.1,POMT1,POMT1
KAG9281668.1,RCL1,RCL1
KAG9261796.1,MFSD10,MFSD10
KAG9274920.1,KAG9274920.1,KAG9274920.1
KAG9274651.1,ADCY1,ADCY1
KAG9282677.1,ADCY1,ADCY1
KAG9259635.1,RPS6KB2,RPS6KB2
KAG9265370.1,RPS6KB1,RPS6KB2
KAG9260924.1,SALL1,SALL1
KAG9261372.1,MAT2A,MAT2A
KAG9263349.1,MAT2A,MAT2A
KAG9267516.1,MAT1A,MAT2A
KAG9275231.1,MAT1A,MAT2A
KAG9264589.1,USH1G,USH1G
KAG9269218.1,SYAP1,SYAP1
KAG9266384.1,SAR1B,SAR1B
KAG9267985.1,SAR1B,SAR1B
KAG9278858.1,ZFYVE9,ZFYVE9
KAG9260790.1,UTP3,UTP3
KAG9271672.1,ACVR1,ACVR1
KAG9273771.1,ACVR1,ACVR1
KAG9267138.1,SBF2,SBF2
KAG9280243.1,SBF1,SBF2
KAG9265851.1,NXF1,NXF1
KAG9272558.1,NXF1,NXF1
KAG9266089.1,SCAMP1,SCAMP1
KAG9283824.1,SCAP,SCAP
KAG9264137.1,RCN1,RCN1
KAG9272988.1,CALUB,RCN1
KAG9265917.1,SGCD,SGCD
KAG9260161.1,CERS5,CERS5
KAG9269214.1,SCML2,SCML2
KAG9264362.1,KAG9264362.1,KAG9264362.1
KAG9273691.1,SCP2,SCP2
KAG9269555.1,HSD17B10,HSD17B10
KAG9267124.1,TEAD1,TEAD1
KAG9271973.1,TEAD1,TEAD1
KAG9280823.1,TEAD4,TEAD1
KAG9268566.1,EXOC5,EXOC5
KAG9267617.1,EXOC6,EXOC6
KAG9274283.1,EXOC6B,EXOC6
KAG9270075.1,SEC22BB,SEC22BB
KAG9268644.1,SEC23A,SEC23A
KAG9277856.1,SEC23A,SEC23A
KAG9282755.1,EXOC1,EXOC1
KAG9277100.1,SEC61AL1,SEC61AL1
KAG9283282.1,SEC61G,SEC61G
KAG9282489.1,KAG9282489.1,KAG9282489.1
KAG9269571.1,ARFGEF2,ARFGEF2
KAG9283288.1,ARFGEF1,ARFGEF2
KAG9261532.1,SLC6A4,SLC6A4
KAG9265096.1,SLC6A4,SLC6A4
KAG9259683.1,SLC25A4,SLC25A4
KAG9271108.1,SLC25A5,SLC25A4
KAG9272679.1,SLC25A5,SLC25A4
KAG9281584.1,SLC25A5,SLC25A4
KAG9282498.1,SESN1,SESN1
KAG9266216.1,SET,SET
KAG9269966.1,SET,SET
KAG9265253.1,SRSF1B,SRSF1B
KAG9265776.1,SRSF1,SRSF1B
KAG9267420.1,BRSK2,BRSK2
KAG9281137.1,BRSK2,BRSK2
KAG9262430.1,GSK3B,GSK3B
KAG9271691.1,GSK3B,GSK3B
KAG9259928.1,UGDH,UGDH
KAG9280398.1,KCNA1,KCNA1
KAG9261695.1,SNX18,SNX18
KAG9263285.1,SNX18,SNX18
KAG9280712.1,SNX33,SNX18
KAG9270025.1,KCND1,KCND1
KAG9270832.1,KCND3,KCND1
KAG9260869.1,KCNC1,KCNC1
KAG9264166.1,KCNC1,KCNC1
KAG9270771.1,KCNC4,KCNC1
KAG9276202.1,KCNC1,KCNC1
KAG9280500.1,KCNC2,KCNC1
KAG9280802.1,KCNC1,KCNC1
KAG9275877.1,SHC1,SHC1
KAG9260456.1,RBMS2,RBMS2
KAG9261911.1,DNM1,DNM1
KAG9262849.1,DNM2,DNM1
KAG9279043.1,DNM2,DNM1
KAG9282705.1,DNM2,DNM1
KAG9275052.1,MACF1,MACF1
KAG9259426.1,CHMP4B,CHMP4B
KAG9270334.1,CHMP4B,CHMP4B
KAG9277673.1,CHMP4B,CHMP4B
KAG9263676.1,TIAM1,TIAM1
KAG9281915.1,MAPKAP1,MAPKAP1
KAG9280709.1,SIN3A,SIN3A
KAG9265898.1,SIAH2L,SIAH2L
KAG9273168.1,SIAH1,SIAH2L
KAG9269540.1,TFIP11,TFIP11
KAG9278576.1,SIRT2,SIRT2
KAG9270160.1,KCNN3,KCNN3
KAG9277446.1,SPHK1,SPHK1
KAG9279248.1,SPHK1,SPHK1
KAG9263237.1,MED13,MED13
KAG9265382.1,MED13B,MED13
KAG9274622.1,EXOSC4,EXOSC4
KAG9266379.1,SKP1,SKP1
KAG9266039.1,PRODH,PRODH
KAG9268198.1,SCFD1,SCFD1
KAG9260001.1,KAG9260001.1,KAG9260001.1
KAG9260118.1,KAG9260118.1,KAG9260001.1
KAG9263572.1,SLC7A1,SLC7A1
KAG9265007.1,SLC7A1,SLC7A1
KAG9265705.1,SLC7A3,SLC7A1
KAG9272635.1,SLC7A3,SLC7A1
KAG9262421.1,SLK,SLK
KAG9280192.1,KLHDC10,KLHDC10
KAG9263145.1,FBXW11,FBXW11
KAG9275256.1,KCNMA1,KCNMA1
KAG9272821.1,MAP3K10,MAP3K10
KAG9269735.1,SMC1A,SMC1A
KAG9269895.1,SMC1A,SMC1A
KAG9268936.1,KAG9268936.1,KAG9268936.1
KAG9263733.1,SMG6,SMG6
KAG9260084.1,NVL,NVL
KAG9264594.1,FSCN1,FSCN1
KAG9279942.1,FSCN1,FSCN1
KAG9265110.1,SNAP25B,SNAP25B
KAG9268978.1,SNAP25B,SNAP25B
KAG9262992.1,KAG9262992.1,KAG9262992.1
KAG9263402.1,PRLHR,PRLHR
KAG9270405.1,PRLHR,PRLHR
KAG9264674.1,NPHS1,NPHS1
KAG9268639.1,SNX6,SNX6
KAG9272588.1,SNX25,SNX25
KAG9265316.1,CHD,CHD
KAG9267057.1,KAG9267057.1,KAG9267057.1
KAG9274987.1,KAG9274987.1,KAG9267057.1
KAG9272669.1,F9,F9
KAG9275722.1,SPCS3,SPCS3
KAG9265057.1,SPCS2,SPCS2
KAG9269734.1,SRM,SRM
KAG9263492.1,CDC42SE2,CDC42SE2
KAG9272768.1,NIPA2,NIPA2
KAG9277234.1,NIPA2,NIPA2
KAG9264438.1,KAG9264438.1,KAG9264438.1
KAG9279699.1,KAG9279699.1,KAG9279699.1
KAG9283806.1,KAG9283806.1,KAG9279699.1
KAG9275418.1,SGPL1,SGPL1
KAG9283852.1,ATP2C1,ATP2C1
KAG9269840.1,HM13,HM13
KAG9268768.1,SPRED1,SPRED1
KAG9275077.1,SPRED2,SPRED1
KAG9281711.1,SUPT4H1,SUPT4H1
KAG9265679.1,SUPT6H,SUPT6H
KAG9263493.1,SPTLC1,SPTLC1
KAG9281892.1,SPR,SPR
KAG9279508.1,SF3B4,SF3B4
KAG9263486.1,HNRNPDL,HNRNPDL
KAG9263487.1,HNRNPD,HNRNPDL
KAG9269254.1,MYL9,MYL9
KAG9273881.1,MYL12A,MYL9
KAG9274059.1,MYL12A,MYL9
KAG9277077.1,MYL9,MYL9
KAG9262155.1,RCAN1,RCAN1
KAG9271121.1,RCAN1,RCAN1
KAG9268925.1,FYNA,FYNA
KAG9269122.1,SRC,FYNA
KAG9274001.1,YES1,FYNA
KAG9282262.1,FRK,FYNA
KAG9268643.1,SRP54,SRP54
KAG9277455.1,SRP68,SRP68
KAG9260547.1,SRPK1,SRPK1
KAG9270064.1,SRPK3,SRPK1
KAG9278505.1,SRPRB,SRPRB
KAG9276144.1,ALDH5A1,ALDH5A1
KAG9273768.1,SSBP2,SSBP2
KAG9261476.1,GTF2H2,GTF2H2
KAG9268973.1,STMN4,STMN4
KAG9271137.1,STAM2,STAM2
KAG9260724.1,CELSR2,CELSR2
KAG9272416.1,CELSR1,CELSR2
KAG9280416.1,CELSR1,CELSR2
KAG9264254.1,STAT5B,STAT5B
KAG9267555.1,STAT5B,STAT5B
KAG9277005.1,KAG9277005.1,KAG9277005.1
KAG9266476.1,LIMS1,LIMS1
KAG9271315.1,LIMS1,LIMS1
KAG9263884.1,CYTH4,CYTH4
KAG9264599.1,CYTH1,CYTH4
KAG9277521.1,CYTH1,CYTH4
KAG9277401.1,RHBDL3,RHBDL3
KAG9270203.1,CACNA2D3,CACNA2D3
KAG9272372.1,CACNA2D4,CACNA2D3
KAG9268470.1,KAG9268470.1,KAG9268470.1
KAG9276719.1,WWP1,WWP1
KAG9275156.1,KAG9275156.1,KAG9275156.1
KAG9259712.1,RBPJ,RBPJ
KAG9261681.1,PIAS2,PIAS2
KAG9273197.1,PIAS1,PIAS2
KAG9270732.1,SUV39H1A,SUV39H1A
KAG9270797.1,SUV39H1,SUV39H1A
KAG9263992.1,SUZ12A,SUZ12A
KAG9277408.1,SUZ12B,SUZ12A
KAG9260463.1,SULF2,SULF2
KAG9269485.1,SULF2,SULF2
KAG9261914.1,SURF4,SURF4
KAG9281631.1,SURF4,SURF4
KAG9280449.1,NR2C1-B,NR2C1-B
KAG9265183.1,CPD,CPD
KAG9271454.1,DYNC1I2A,DYNC1I2A
KAG9275961.1,DYNC1I1,DYNC1I2A
KAG9277817.1,DYNC1I2,DYNC1I2A
KAG9277809.1,RBM26,RBM26
KAG9261956.1,PNPLA7,PNPLA7
KAG9262479.1,PNPLA6,PNPLA7
KAG9266224.1,PNPLA7,PNPLA7
KAG9271864.1,OGT,OGT
KAG9267773.1,SPAG9,SPAG9
KAG9282063.1,SYMPK,SYMPK
KAG9272093.1,SNTB2,SNTB2
KAG9276071.1,SNTB1,SNTB2
KAG9275788.1,SNTG1,SNTG1
KAG9263692.1,SYNJ1,SYNJ1
KAG9280494.1,SYT1,SYT1
KAG9276643.1,SYT11,SYT11
KAG9279563.1,SYT11,SYT11
KAG9279482.1,STX1B,STX1B
KAG9272551.1,STX5,STX5
KAG9266625.1,STX6,STX6
KAG9282239.1,TAF1,TAF1
KAG9269929.1,TAF11,TAF11
KAG9276179.1,TAF2,TAF2
KAG9269909.1,TAF4,TAF4
KAG9274142.1,TAF6L,TAF6L
KAG9282417.1,MAP3K7,MAP3K7
KAG9278815.1,MFFB,MFFB
KAG9259846.1,PLRG1,PLRG1
KAG9283022.1,SLC35F6,SLC35F6
KAG9269559.1,SSR4,SSR4
KAG9281352.1,KCNK9,KCNK9
KAG9269845.1,TAZ,TAZ
KAG9263268.1,DBH,DBH
KAG9269727.1,TARDBP,TARDBP
KAG9276997.1,TARDBP,TARDBP
KAG9265027.1,TENM4,TENM4
KAG9265833.1,TENM2,TENM4
KAG9272598.1,TENM2,TENM4
KAG9275725.1,TENM3,TENM4
KAG9261678.1,VCP,VCP
KAG9262720.1,VCP,VCP
KAG9267303.1,TFAM,TFAM
KAG9259921.1,GTF2E2,GTF2E2
KAG9276351.1,ARNT,ARNT
KAG9279042.1,QTRT1,QTRT1
KAG9259423.1,NELFCD,NELFCD
KAG9277677.1,NELFCD,NELFCD
KAG9271877.1,THOC2,THOC2
KAG9264128.1,KAG9264128.1,KAG9264128.1
KAG9265549.1,EIF4EBP2,EIF4EBP2
KAG9272274.1,EIF4EBP3L,EIF4EBP2
KAG9275353.1,EIF4EBP2,EIF4EBP2
KAG9278270.1,KAG9278270.1,KAG9278270.1
KAG9260364.1,KAG9260364.1,KAG9260364.1
KAG9267867.1,TIMP2,TIMP2
KAG9265662.1,MRPS12,MRPS12
KAG9263056.1,BMPR1B,BMPR1B
KAG9275548.1,BMPR1A,BMPR1B
KAG9282493.1,NR2E1,NR2E1
KAG9269505.1,TM9SF4,TM9SF4
KAG9273566.1,LHFPL3,LHFPL3
KAG9277062.1,LHFPL4,LHFPL3
KAG9276592.1,TMOD4,TMOD4
KAG9267772.1,TOB1,TOB1
KAG9261847.1,MYORG,MYORG
KAG9259816.1,TLL1,TLL1
KAG9263397.1,BMP1,TLL1
KAG9270445.1,BMP1,TLL1
KAG9266996.1,KAG9266996.1,KAG9266996.1
KAG9274823.1,KAG9274823.1,KAG9266996.1
KAG9275946.1,KAG9275946.1,KAG9275946.1
KAG9279444.1,KAG9279444.1,KAG9275946.1
KAG9278965.1,KAG9278965.1,KAG9278965.1
KAG9268686.1,STXBP5,STXBP5
KAG9271182.1,STXBP5L,STXBP5
KAG9269888.1,TOP1,TOP1
KAG9267590.1,TOP2A,TOP2A
KAG9278912.1,TOP2B,TOP2A
KAG9279931.1,TOP3A,TOP3A
KAG9271990.1,PAX6A,PAX6A
KAG9279209.1,SLC25A19,SLC25A19
KAG9276000.1,TPI1B,TPI1B
KAG9279355.1,TPI1A,TPI1B
KAG9276899.1,KAG9276899.1,KAG9276899.1
KAG9262190.1,TPP2,TPP2
KAG9265262.1,TRAF4,TRAF4
KAG9283230.1,TRAM1L1,TRAM1L1
KAG9267545.1,ZRANB1,ZRANB1
KAG9268633.1,ZRANB1B,ZRANB1
KAG9260490.1,KAG9260490.1,KAG9260490.1
KAG9279695.1,KAG9279695.1,KAG9260490.1
KAG9282868.1,KAG9282868.1,KAG9260490.1
KAG9260749.1,STK38,STK38
KAG9270791.1,STK38,STK38
KAG9280139.1,STK38L,STK38
KAG9259738.1,MTNR1AA,MTNR1AA
KAG9263664.1,MTNR1BB,MTNR1AA
KAG9275478.1,TRIM9,TRIM9
KAG9282384.1,TRIM9,TRIM9
KAG9271440.1,KALRN,KALRN
KAG9277557.1,KALRN,KALRN
KAG9273922.1,SEC62,SEC62
KAG9262113.1,TRPC5,TRPC5
KAG9263682.1,TRPC4,TRPC5
KAG9264630.1,TRPC4,TRPC5
KAG9261512.1,TRPM3,TRPM3
KAG9281001.1,TRPM1,TRPM3
KAG9271433.1,TSN,TSN
KAG9274070.1,TYMS,TYMS
KAG9278863.1,TF2,TF2
KAG9260820.1,TSG101,TSG101
KAG9281139.1,TSG101,TSG101
KAG9276658.1,THBS3A,THBS3A
KAG9269811.1,CD63,CD63
KAG9261177.1,TSPAN7,TSPAN7
KAG9280883.1,CD151,CD63
KAG9273069.1,TSPAN9,TSPAN9
KAG9267162.1,CD82,CD82
KAG9267163.1,TSPAN18,CD82
KAG9273562.1,TSPAN18,TSPAN18
KAG9268640.1,CFL2,CFL2
KAG9274811.1,CFL2,CFL2
KAG9279896.1,EXT1B,EXT1B
KAG9279903.1,EXT1C,EXT1B
KAG9283741.1,EXT1A,EXT1B
KAG9280635.1,SND1,SND1
KAG9279771.1,WDYHV1,WDYHV1
KAG9261690.1,ISL1,ISL1
KAG9265403.1,KAG9265403.1,KAG9265403.1
KAG9265638.1,KAG9265638.1,KAG9265403.1
KAG9268128.1,POMT2,POMT2
KAG9275203.1,CDC25A,CDC25A
KAG9280620.1,TWF1,TWF1
KAG9280870.1,TWF1,TWF1
KAG9261718.1,CNOT6L,CNOT6L
KAG9265821.1,CNOT6,CNOT6L
KAG9272253.1,CNOT6,CNOT6L
KAG9273292.1,SEC11A,SEC11A
KAG9273293.1,SEC11A,SEC11A
KAG9263302.1,PPP2R2A,PPP2R2A
KAG9267447.1,PPP2R2D,PPP2R2A
KAG9266116.1,TXNL1,TXNL1
KAG9266519.1,SNRPA1,SNRPA1
KAG9276018.1,U2AF2,U2AF2
KAG9279417.1,U2AF2,U2AF2
KAG9260650.1,RRP9,RRP9
KAG9269620.1,UBA1,UBA1
KAG9277225.1,UBE3A,UBE3A
KAG9283717.1,UBQLN1,UBQLN1
KAG9260401.1,UBE2V1,UBE2V1
KAG9270875.1,UBE2V1,UBE2V1
KAG9262629.1,UGP2,UGP2
KAG9268439.1,UGP2,UGP2
KAG9264754.1,KIF1A,KIF1A
KAG9269724.1,KIF1B,KIF1A
KAG9277760.1,KIF1A,KIF1A
KAG9264971.1,KAG9264971.1,KAG9264971.1
KAG9265765.1,KAG9265765.1,KAG9264971.1
KAG9270576.1,KAG9270576.1,KAG9264971.1
KAG9279997.1,BAIAP3,BAIAP3
KAG9263055.1,UNC5C,UNC5C
KAG9275375.1,UNC5B-B,UNC5C
KAG9268779.1,KAG9268779.1,KAG9268779.1
KAG9270705.1,CSDE1,CSDE1
KAG9278671.1,UPF1,UPF1
KAG9280739.1,UPF2,UPF2
KAG9266933.1,USE1,USE1
KAG9261895.1,RXRAA,RXRAA
KAG9264783.1,RXRGA,RXRAA
KAG9266292.1,RXRAA,RXRAA
KAG9282606.1,RXRGA,RXRAA
KAG9263857.1,USP7,USP7
KAG9271091.1,KDM6A,KDM6A
KAG9266464.1,TDO2B,TDO2B
KAG9272349.1,TDO2A,TDO2B
KAG9267506.1,SLC18A3A,SLC18A3A
KAG9275370.1,SLC18A3A,SLC18A3A
KAG9262411.1,VANGL1,VANGL1
KAG9274598.1,VANGL2,VANGL1
KAG9267595.1,MPP2,MPP2
KAG9276673.1,MPP6,MPP2
KAG9280046.1,MPP6,MPP2
KAG9260886.1,SLC17A6B,SLC17A6B
KAG9264265.1,SLC17A7,SLC17A6B
KAG9276855.1,SLC17A7,SLC17A6B
KAG9281033.1,SLC17A6A,SLC17A6B
KAG9264257.1,ATP6V0A1,ATP6V0A1
KAG9283558.1,ATP6V0A1,ATP6V0A1
KAG9281828.1,ATP6V1G1,ATP6V1G1
KAG9280646.1,ATP6V1F,ATP6V1F
KAG9264277.1,ATP6V0C,ATP6V0C
KAG9276832.1,KAG9276832.1,ATP6V0C
KAG9271967.1,ATP6V1E1,ATP6V1E1
KAG9280568.1,ATP6V1E1,ATP6V1E1
KAG9283133.1,ATP6V1D,ATP6V1D
KAG9279701.1,ATP6V1C1A,ATP6V1C1A
KAG9283802.1,ATP6V1C1A,ATP6V1C1A
KAG9268449.1,ATP6V1B2,ATP6V1B2
KAG9281550.1,ATP6V1A,ATP6V1A
KAG9283326.1,ATP6V1A,ATP6V1A
KAG9260903.1,ATP6V0D1,ATP6V0D1
KAG9278373.1,ATP6V0E2,ATP6V0E2
KAG9273864.1,ATP6V0B,ATP6V0B
KAG9277168.1,VHL,VHL
KAG9270961.1,PDCL3,PDCL3
KAG9274235.1,RAP1GDS1-A,RAP1GDS1-A
KAG9267538.1,VCL,VCL
KAG9275435.1,VCL,VCL
KAG9268343.1,SLC18A2,SLC18A2
KAG9270518.1,SLC18A1,SLC18A2
KAG9270411.1,VPS13A,VPS13A
KAG9282856.1,KAG9282856.1,KAG9282856.1
KAG9267801.1,CHMP2A,CHMP2A
KAG9264355.1,CHMP6,CHMP6
KAG9267444.1,CHMP6,CHMP6
KAG9263622.1,VPS26BL,VPS26BL
KAG9265401.1,VPS26B,VPS26BL
KAG9279892.1,KAG9279892.1,KAG9279892.1
KAG9263567.1,VPS36,VPS36
KAG9266628.1,VPS4B,VPS4B
KAG9272094.1,VPS4A,VPS4B
KAG9262279.1,ABCG2,ABCG2
KAG9269220.1,ABCG2,ABCG2
KAG9275618.1,ABCG2,ABCG2
KAG9280984.1,ETFA,ETFA
KAG9270736.1,WAS,WAS
KAG9280131.1,WASL,WAS
KAG9276257.1,LAMA1,LAMA1
KAG9279488.1,KAG9279488.1,KAG9279488.1
KAG9274288.1,PPP2R5B,PPP2R5B
KAG9274899.1,PPP2R5E,PPP2R5B
KAG9282824.1,PPP2R5E,PPP2R5B
KAG9283143.1,PPP2R5A,PPP2R5B
KAG9263825.1,TRIM71,TRIM71
KAG9269761.1,WNT1,WNT1
KAG9260825.1,CPT1A,CPT1A
KAG9264153.1,CPT1A,CPT1A
KAG9273021.1,CPT1A,CPT1A
KAG9281126.1,CPT1A,CPT1A
KAG9277625.1,BMPR2,BMPR2
KAG9280162.1,STRAP,STRAP
KAG9269762.1,WNT10B,WNT10B
KAG9271791.1,WNT10A,WNT10B
KAG9274766.1,WNT3A,WNT3A
KAG9277028.1,WNT2B,WNT3A
KAG9264199.1,WNT9B,WNT9B
KAG9274754.1,WNT9A,WNT9B
KAG9271790.1,WNT6,WNT6
KAG9279686.1,ZMYM4,ZMYM4
KAG9263710.1,ALG5,ALG5
KAG9263363.1,PLPP1,PLPP1
KAG9270656.1,PLPP1,PLPP1
KAG9282690.1,PLPP3,PLPP1
KAG9269758.1,KAG9269758.1,KAG9269758.1
KAG9265159.1,ERCC2,ERCC2
KAG9272469.1,SCYL1,SCYL1
KAG9269961.1,ACAA2,ACAA2
KAG9263017.1,KAG9263017.1,KAG9263017.1
KAG9269036.1,COPZ1,COPZ1
KAG9261685.1,ZFR,ZFR
KAG9266944.1,ZFR2,ZFR
KAG9268503.1,SLC30A1,SLC30A1
KAG9283148.1,SLC30A1,SLC30A1
KAG9263607.1,ZPR1,ZPR1
KAG9265127.1,A2M,A2M
KAG9265130.1,A2ML1,A2M
KAG9265132.1,A2ML1,A2M
KAG9281985.1,AATF,AATF
KAG9260005.1,ABCA1,ABCA1
KAG9281151.1,ABCA1,ABCA1
KAG9264555.1,ABCA3,ABCA3
KAG9276103.1,ABCB8,ABCB8
KAG9264022.1,ABCC1,ABCC1
KAG9260121.1,ABCC2,ABCC2
KAG9267770.1,ABCC3,ABCC3
KAG9265059.1,ABCG1,ABCG1
KAG9265125.1,ABCG4,ABCG4
KAG9281752.1,ABCG4,ABCG4
KAG9275139.1,ABCG8,ABCG8
KAG9281890.1,ABL1,ABL1
KAG9273471.1,ACADL,ACADL
KAG9263112.1,ACAT1,ACAT1
KAG9282919.1,ACAT2,ACAT2
KAG9282923.1,ACBD3,ACBD3
KAG9267326.1,ACE,ACE
KAG9274266.1,ACHE,ACHE
KAG9277923.1,ACKR3,ACKR3
KAG9277452.1,ACOX1,ACOX1
KAG9277353.1,ACP5,ACP5
KAG9269772.1,ACR,ACR
KAG9267709.1,ACTA2,ACTA2
KAG9278887.1,ACTN4,ACTN4
KAG9269753.1,ACVR1,ACVR1
KAG9267464.1,ADAM12,ADAM12
KAG9268484.1,ADAM17,ADAM17
KAG9282938.1,ADAM17,ADAM17
KAG9271491.1,ADAM23,ADAM23
KAG9262173.1,ADAMTS1,ADAMTS1
KAG9276746.1,ADARB2,ADARB2
KAG9276230.1,ADGRB1,ADGRB1
KAG9260470.1,ADIPOR1,ADIPOR1
KAG9270871.1,ADIPOR1,ADIPOR1
KAG9280198.1,ADIPOR2,ADIPOR2
KAG9267137.1,ADM,ADM
KAG9270758.1,ADORA1,ADORA1
KAG9266218.1,ADORA2A,ADORA2A
KAG9270485.1,ADRA2B,ADRA2B
KAG9265923.1,ADRB2,ADRB2
KAG9270408.1,ADRB4C,ADRB4C
KAG9270409.1,ADRB4C,ADRB4C
KAG9266004.1,AGGF1,AGGF1
KAG9276105.1,KAG9276105.1,KAG9276105.1
KAG9279662.1,KAG9279662.1,KAG9276105.1
KAG9275581.1,AGT,AGT
KAG9261101.1,AHR,AHR
KAG9278757.1,AHRR,AHRR
KAG9275732.1,AIP,AIP
KAG9264757.1,AIRE,AIRE
KAG9277323.1,AK4,AK4
KAG9283009.1,AKAP12,AKAP12
KAG9280149.1,AKR1B1,AKR1B1
KAG9280151.1,AKR1B1,AKR1B1
KAG9268166.1,AKT1,AKT1
KAG9260450.1,ALAS1,ALAS1
KAG9270805.1,ALAS2,ALAS2
KAG9266523.1,ALDH1A3,ALDH1A3
KAG9265778.1,ALDOCB,ALDOCB
KAG9267404.1,KAG9267404.1,ALDOCB
KAG9272192.1,ALDOB,ALDOB
KAG9268855.1,ALK,ALK
