# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAG9276159.1,MTSS1,XP_007232111.1,LOC103035455,0.00E+00,1416,0.00E+00,1416
KAG9276159.1,MTSS1,XP_007232113.1,LOC103035455,0.00E+00,1412,0.00E+00,1412
KAG9276159.1,MTSS1,XP_007232112.1,LOC103035455,0.00E+00,1411,0.00E+00,1411
KAG9276159.1,MTSS1,XP_049336064.1,LOC103035455,0.00E+00,1406,0.00E+00,1406
KAG9276159.1,MTSS1,XP_007232114.1,LOC103035455,0.00E+00,1364,0.00E+00,1364
KAG9276159.1,MTSS1,XP_007232115.1,LOC103035455,0.00E+00,1359,0.00E+00,1359
KAG9276160.1,DECR2,XP_007232107.1,DECR2,3.07E-165,580,1.02E-165,580
KAG9276161.1,RAB11FIP3,XP_007232109.3,RAB11FIP3,0.00E+00,2700,0.00E+00,2700
KAG9276161.1,RAB11FIP3,XP_007232110.3,RAB11FIP3,0.00E+00,2590,0.00E+00,2590
KAG9276162.1,AGL,XP_049335988.1,LOC103032775,0.00E+00,3187,0.00E+00,3187
KAG9276162.1,AGL,XP_049335987.1,LOC103032775,0.00E+00,3165,0.00E+00,3165
KAG9276162.1,AGL,XP_049335989.1,LOC103032775,0.00E+00,3165,0.00E+00,3165
KAG9276163.1,FRRS1,XP_015456449.3,LOC103033089,1.00E-230,798,3.32E-231,798
KAG9276164.1,DDC,XP_049335915.1,DDC,3.73E-254,876,1.31E-254,876
KAG9276165.1,GRB10,XP_007232099.1,GRB10B,0.00E+00,1195,0.00E+00,1195
KAG9276165.1,GRB10,XP_007232100.1,GRB10B,0.00E+00,1195,0.00E+00,1195
KAG9276165.1,GRB10,XP_049335913.1,GRB10B,0.00E+00,1188,0.00E+00,1188
KAG9276166.1,COBL,XP_007232087.3,COBL,0.00E+00,2522,0.00E+00,2522
KAG9276166.1,COBL,XP_007232088.3,COBL,0.00E+00,2522,0.00E+00,2522
KAG9276166.1,COBL,XP_022529834.2,COBL,0.00E+00,2516,0.00E+00,2516
KAG9276166.1,COBL,XP_007232090.3,COBL,0.00E+00,2496,0.00E+00,2496
KAG9276166.1,COBL,XP_022529835.2,COBL,0.00E+00,2483,0.00E+00,2483
KAG9276166.1,COBL,XP_022529836.2,COBL,0.00E+00,2481,0.00E+00,2481
KAG9276166.1,COBL,XP_022529837.2,COBL,0.00E+00,2461,0.00E+00,2461
KAG9276166.1,COBL,XP_022529839.2,COBL,0.00E+00,2422,0.00E+00,2422
KAG9276167.1,CCR4,XP_007232086.3,LOC103028160,6.02E-192,669,2.00E-192,669
KAG9276168.1,CCR4,XP_007232085.3,SI:CABZ01093077.1,1.46E-192,671,4.84E-193,671
KAG9276169.1,CCR4,XP_022529847.2,LOC111193412,2.70E-222,770,8.96E-223,770
KAG9276170.1,CCR5,XP_049336560.1,LOC111193414,5.64E-207,719,1.87E-207,719
KAG9276172.1,DNAH5,XP_049336695.1,DNAH5,0.00E+00,8867,0.00E+00,8867
KAG9276172.1,DNAH5,XP_049336693.1,DNAH5,0.00E+00,8859,0.00E+00,8859
KAG9276172.1,DNAH5,XP_049336694.1,DNAH5,0.00E+00,8839,0.00E+00,8839
KAG9276173.1,ADCY2,XP_022529830.2,ADCY2A,0.00E+00,2266,0.00E+00,2266
KAG9276174.1,LPAR5,XP_049336697.1,LOC125802499,2.70E-65,248,8.76E-66,248
KAG9276175.1,TENT4A,XP_022529829.2,LOC103036307,0.00E+00,1448,0.00E+00,1448
KAG9276176.1,PRPF3,XP_007256897.2,PRPF3,0.00E+00,1303,0.00E+00,1303
KAG9276177.1,CIART,XP_007256896.3,LOC103032920,7.39E-214,742,2.43E-214,742
KAG9276178.1,CA14,XP_022529826.1,CA14,3.42E-205,713,1.14E-205,713
KAG9276178.1,CA14,XP_022529825.1,CA14,7.00E-202,702,2.44E-202,702
KAG9276179.1,TAF2,XP_049336478.1,TAF2,0.00E+00,2300,0.00E+00,2300
KAG9276180.1,ENPP2,XP_049336512.1,ENPP2,0.00E+00,1844,0.00E+00,1844
KAG9276180.1,ENPP2,XP_049336513.1,ENPP2,0.00E+00,1770,0.00E+00,1770
KAG9276180.1,ENPP2,XP_049336514.1,ENPP2,0.00E+00,1762,0.00E+00,1762
KAG9276181.1,KAG9276181.1,XP_007256904.2,CCN3,2.01E-209,727,6.68E-210,727
KAG9276181.1,KAG9276181.1,XP_015463228.2,CCN3,1.29E-207,721,4.26E-208,721
KAG9276182.1,MAL2,XP_022529818.1,MAL2,1.29E-116,418,4.29E-117,418
KAG9276183.1,COLEC10,XP_007256892.2,COLEC10,3.43E-107,387,1.14E-107,387
KAG9276184.1,TNFRSF11B,XP_007256891.3,LOC103031342,5.71E-244,842,1.90E-244,842
KAG9276184.1,TNFRSF11B,XP_049336638.1,LOC103031342,3.83E-236,816,1.23E-236,816
KAG9276185.1,TNFRSF6B,XP_015463229.3,LOC103031019,1.14E-170,598,3.78E-171,598
KAG9276186.1,CARMIL1,XP_022529815.2,LOC103035048,0.00E+00,2484,0.00E+00,2484
KAG9276186.1,CARMIL1,XP_049336019.1,LOC103035048,0.00E+00,2404,0.00E+00,2404
KAG9276187.1,SCGN,XP_007256889.3,LOC103030695,1.95E-154,544,6.47E-155,544
KAG9276188.1,KAG9276188.1,XP_049336312.1,LOC103030387,1.92E-89,328,6.39E-90,328
KAG9276188.1,KAG9276188.1,XP_049336313.1,LOC103030387,1.92E-89,328,6.39E-90,328
KAG9276189.1,CCSMST1,XP_007256885.3,C6H16ORF91,3.17E-78,290,1.05E-78,290
KAG9276190.1,KAG9276190.1,XP_007256883.1,C6H8ORF33,2.07E-141,501,6.28E-142,501
KAG9276191.1,ANKS3,XP_022529807.2,ANKS3,1.17E-294,1011,3.88E-295,1011
KAG9276191.1,ANKS3,XP_022529805.2,ANKS3,3.74E-293,1006,1.24E-293,1006
KAG9276191.1,ANKS3,XP_022529806.2,ANKS3,3.74E-293,1006,1.24E-293,1006
KAG9276192.1,WDR24,XP_007256877.2,WDR24,0.00E+00,1542,0.00E+00,1542
KAG9276192.1,WDR24,XP_022529804.1,WDR24,0.00E+00,1542,0.00E+00,1542
KAG9276193.1,KAG9276193.1,XP_007256878.3,ZGC:112496,2.60E-134,477,8.64E-135,477
KAG9276194.1,RHBDL1,XP_007256875.1,RHBDL1,7.16E-205,712,2.37E-205,712
KAG9276195.1,RHOT2,XP_022529801.2,RHOT2,0.00E+00,1216,0.00E+00,1216
KAG9276195.1,RHOT2,XP_022529800.2,RHOT2,0.00E+00,1211,0.00E+00,1211
KAG9276196.1,WDR90,XP_007256871.3,WDR90,0.00E+00,3724,0.00E+00,3724
KAG9276196.1,WDR90,XP_049336048.1,WDR90,0.00E+00,3671,0.00E+00,3671
KAG9276197.1,CLUAP1,XP_022529799.1,CLUAP1,7.89E-180,629,2.62E-180,629
KAG9276197.1,CLUAP1,XP_022529796.1,CLUAP1,1.29E-175,615,4.50E-176,615
KAG9276197.1,CLUAP1,XP_022529797.1,CLUAP1,1.29E-175,615,4.50E-176,615
KAG9276197.1,CLUAP1,XP_022529798.1,CLUAP1,2.07E-174,611,7.16E-175,611
KAG9276198.1,NLRC3,XP_049336049.1,NLRC3,0.00E+00,1517,0.00E+00,1517
KAG9276199.1,KAG9276199.1,XP_022542065.2,SI:CH211-183D21.1,0.00E+00,1764,0.00E+00,1764
KAG9276200.1,SBK1,XP_007256866.3,SBK1,8.09E-227,785,2.69E-227,785
KAG9276202.1,KCNC1,XP_049336052.1,KCNC3B,0.00E+00,1293,0.00E+00,1293
KAG9276202.1,KCNC1,XP_049336051.1,KCNC3B,0.00E+00,1285,0.00E+00,1285
KAG9276203.1,COG7,XP_022529790.2,COG7,0.00E+00,1475,0.00E+00,1475
KAG9276203.1,COG7,XP_049336050.1,COG7,0.00E+00,1475,0.00E+00,1475
KAG9276204.1,KAG9276204.1,XP_007232999.3,LOC103033223,9.86E-228,788,3.28E-228,788
KAG9276205.1,UBE2I,XP_022529788.1,UBE2IB,1.86E-91,334,6.19E-92,334
KAG9276205.1,UBE2I,XP_022529789.1,UBE2IB,1.86E-91,334,6.19E-92,334
KAG9276205.1,UBE2I,XP_022522372.1,UBE2IA,7.45E-91,332,2.46E-91,332
KAG9276205.1,UBE2I,XP_007239085.3,LOC103029138,3.05E-87,320,1.01E-87,320
KAG9276205.1,UBE2I,XP_049332049.1,LOC125799420,3.05E-87,320,1.01E-87,320
KAG9276206.1,KCTD5,XP_022529787.1,KCTD5B,4.04E-121,433,1.34E-121,433
KAG9276207.1,PDPK1,XP_022529784.1,PDPK1B,0.00E+00,1097,0.00E+00,1097
KAG9276207.1,PDPK1,XP_022529785.1,PDPK1B,0.00E+00,1048,0.00E+00,1048
KAG9276208.1,KAG9276208.1,XP_007233002.2,TSR3,4.14E-154,543,1.38E-154,543
KAG9276209.1,GNPTG,XP_007233003.3,GNPTG,1.44E-177,621,4.77E-178,621
KAG9276210.1,BTN2A2,XP_007233005.3,LOC103035039,1.16E-278,958,3.56E-279,958
KAG9276211.1,DNAAF3,XP_007233006.3,DNAAF3,6.52E-281,965,2.17E-281,965
KAG9276212.1,TNNT1,XP_007233007.3,LOC103035662,8.31E-110,396,2.05E-110,396
KAG9276212.1,TNNT1,XP_022529783.1,LOC103035662,8.31E-110,396,2.05E-110,396
KAG9276213.1,CRHR1,XP_022529782.1,LOC103036295,1.83E-248,857,6.09E-249,857
KAG9276214.1,FAM171A2,XP_007233014.3,LOC103037419,0.00E+00,1619,0.00E+00,1619
KAG9276215.1,DCAKD,XP_007233015.1,DCAKD,5.33E-122,436,1.77E-122,436
KAG9276215.1,DCAKD,XP_007233016.1,DCAKD,5.33E-122,436,1.77E-122,436
KAG9276216.1,C1QL1,XP_007233017.1,LOC103038500,1.82E-135,481,6.06E-136,481
KAG9276217.1,ENDOD1,XP_007233020.3,LOC103039326,1.74E-184,644,5.76E-185,644
KAG9276217.1,ENDOD1,XP_049336579.1,LOC103039326,1.74E-184,644,5.76E-185,644
KAG9276218.1,KAG9276218.1,XP_049336893.1,LOC111189899,2.98E-95,347,9.90E-96,347
KAG9276219.1,KAG9276219.1,XP_049336893.1,LOC111189899,2.98E-95,347,9.90E-96,347
KAG9276220.1,RAMP1,XP_049336620.1,LOC103044902,2.78E-107,387,9.22E-108,387
KAG9276220.1,RAMP1,XP_049336621.1,LOC103044902,1.78E-105,381,5.87E-106,381
KAG9276221.1,CCR7,XP_022519023.2,CCR10,1.06E-230,798,3.56E-231,798
KAG9276223.1,POGZ,XP_049336377.1,POGZB,0.00E+00,3498,0.00E+00,3498
KAG9276223.1,POGZ,XP_049336378.1,POGZB,0.00E+00,3498,0.00E+00,3498
KAG9276223.1,POGZ,XP_049336379.1,POGZB,0.00E+00,3397,0.00E+00,3397
KAG9276224.1,RDH13,XP_007237334.3,SI:DKEY-23O4.6,1.81E-187,654,6.01E-188,654
KAG9276225.1,PLEKHO1,XP_007237339.3,PLEKHO1B,2.21E-215,747,7.35E-216,747
KAG9276226.1,MRAP2A,XP_007237340.2,MRAP2A,3.96E-114,410,1.13E-114,410
KAG9276227.1,CEP162,XP_022529777.2,CEP162,0.00E+00,2438,0.00E+00,2438
KAG9276227.1,CEP162,XP_022529781.2,CEP162,0.00E+00,2397,0.00E+00,2397
KAG9276228.1,KAG9276228.1,XP_049336707.1,LOC103043678,8.42E-69,259,4.23E-69,259
KAG9276230.1,ADGRB1,XP_049336301.1,ADGRB1A,0.00E+00,3197,0.00E+00,3197
KAG9276230.1,ADGRB1,XP_049336302.1,ADGRB1A,0.00E+00,3182,0.00E+00,3182
KAG9276230.1,ADGRB1,XP_049336303.1,ADGRB1A,0.00E+00,3171,0.00E+00,3171
KAG9276230.1,ADGRB1,XP_049336304.1,ADGRB1A,0.00E+00,3167,0.00E+00,3167
KAG9276230.1,ADGRB1,XP_049336305.1,ADGRB1A,0.00E+00,3157,0.00E+00,3157
KAG9276230.1,ADGRB1,XP_049336306.1,ADGRB1A,0.00E+00,3119,0.00E+00,3119
KAG9276230.1,ADGRB1,XP_049336307.1,ADGRB1A,0.00E+00,3105,0.00E+00,3105
KAG9276230.1,ADGRB1,XP_049336308.1,ADGRB1A,0.00E+00,3079,0.00E+00,3079
KAG9276231.1,TSNARE1,XP_022529602.2,TSNARE1,2.17E-108,391,7.83E-109,391
KAG9276231.1,TSNARE1,XP_049336086.1,TSNARE1,2.17E-108,391,7.83E-109,391
KAG9276231.1,TSNARE1,XP_049336087.1,TSNARE1,2.17E-108,391,7.83E-109,391
KAG9276233.1,METTL6,XP_007241031.3,METTL6,1.21E-164,578,4.02E-165,578
KAG9276234.1,SH3BP5,XP_022529601.2,SH3BP5B,2.11E-202,704,7.13E-203,704
KAG9276235.1,CAPN7,XP_007241033.2,CAPN7,0.00E+00,1654,0.00E+00,1654
KAG9276236.1,SELENBP1,XP_022529634.1,LOC111193368,1.78E-294,1010,5.91E-295,1010
KAG9276236.1,SELENBP1,XP_049336526.1,SELENBP1,3.56E-294,1009,1.18E-294,1009
KAG9276237.1,PI4KB,XP_007236039.2,PI4KB,0.00E+00,1611,0.00E+00,1611
KAG9276237.1,PI4KB,XP_007236038.2,PI4KB,0.00E+00,1601,0.00E+00,1601
KAG9276238.1,MYO1E,XP_007236040.2,MYO1EB,0.00E+00,2169,0.00E+00,2169
KAG9276239.1,PRUNE1,XP_007236041.2,PRUNE,3.77E-251,866,1.25E-251,866
KAG9276241.1,KAG9276241.1,XP_049336539.1,LOC125802454,1.95E-198,691,6.48E-199,691
KAG9276241.1,KAG9276241.1,XP_049336540.1,LOC125802454,1.25E-196,685,4.14E-197,685
KAG9276241.1,KAG9276241.1,XP_049336541.1,LOC125802454,2.50E-196,684,8.28E-197,684
KAG9276241.1,KAG9276241.1,XP_049336543.1,LOC125802454,1.60E-194,678,5.29E-195,678
KAG9276242.1,SSR1,XP_007236043.3,SSR1,5.06E-130,463,1.68E-130,463
KAG9276242.1,SSR1,XP_049336547.1,SSR1,5.06E-130,463,1.68E-130,463
KAG9276242.1,SSR1,XP_007236042.3,SSR1,1.30E-127,455,4.38E-128,455
KAG9276242.1,SSR1,XP_049336546.1,SSR1,1.30E-127,455,4.38E-128,455
KAG9276243.1,EPD2,XP_049336550.1,LOC103037774,7.74E-127,452,2.57E-127,452
KAG9276243.1,EPD2,XP_049336549.1,LOC103037774,6.19E-126,449,2.06E-126,449
KAG9276244.1,EPD1,XP_007236046.2,LOC103038086,2.54E-119,427,8.42E-120,427
KAG9276245.1,DNALI1,XP_049336551.1,LOC103038402,7.62E-117,419,2.53E-117,419
KAG9276246.1,KAG9276246.1,XP_007236048.2,TWSG1B,1.21E-131,468,4.01E-132,468
KAG9276247.1,PPP4R1,XP_007236051.3,PPP4R1,0.00E+00,1815,0.00E+00,1815
KAG9276247.1,PPP4R1,XP_049335985.1,PPP4R1,0.00E+00,1811,0.00E+00,1811
KAG9276247.1,PPP4R1,XP_007236052.3,PPP4R1,0.00E+00,1771,0.00E+00,1771
KAG9276247.1,PPP4R1,XP_049335986.1,PPP4R1,0.00E+00,1768,0.00E+00,1768
KAG9276248.1,VAPA,XP_007236049.1,VAPA,1.78E-123,441,5.91E-124,441
KAG9276250.1,APCDD1,XP_007236053.3,LOC103040072,0.00E+00,1055,0.00E+00,1055
KAG9276251.1,ZBTB14,XP_007236066.1,ZBTB14,1.49E-154,545,4.96E-155,545
KAG9276251.1,ZBTB14,XP_007236064.1,ZBTB14,2.45E-150,531,8.62E-151,531
KAG9276251.1,ZBTB14,XP_049335980.1,ZBTB14,2.45E-150,531,8.62E-151,531
KAG9276252.1,EPB41L3,XP_022529604.2,EPB41L3A,0.00E+00,2065,0.00E+00,2065
KAG9276252.1,EPB41L3,XP_049335966.1,EPB41L3A,0.00E+00,2061,0.00E+00,2061
KAG9276252.1,EPB41L3,XP_049335967.1,EPB41L3A,0.00E+00,2061,0.00E+00,2061
KAG9276252.1,EPB41L3,XP_049335968.1,EPB41L3A,0.00E+00,2061,0.00E+00,2061
KAG9276252.1,EPB41L3,XP_049335969.1,EPB41L3A,0.00E+00,2061,0.00E+00,2061
KAG9276252.1,EPB41L3,XP_049335971.1,EPB41L3A,0.00E+00,2022,0.00E+00,2022
KAG9276252.1,EPB41L3,XP_049335970.1,EPB41L3A,0.00E+00,2020,0.00E+00,2020
KAG9276252.1,EPB41L3,XP_049335972.1,EPB41L3A,0.00E+00,2006,0.00E+00,2006
KAG9276252.1,EPB41L3,XP_049335974.1,EPB41L3A,0.00E+00,1996,0.00E+00,1996
KAG9276252.1,EPB41L3,XP_049335973.1,EPB41L3A,0.00E+00,1986,0.00E+00,1986
KAG9276252.1,EPB41L3,XP_049335975.1,EPB41L3A,0.00E+00,1967,0.00E+00,1967
KAG9276253.1,TMEM200C,XP_022529622.2,TMEM200CA,5.53E-277,952,1.84E-277,952
KAG9276254.1,KAG9276254.1,XP_049334415.1,LOC111191365,0.00E+00,2784,0.00E+00,2784
KAG9276255.1,L3MBTL4,XP_049336288.1,LOC103026439,0.00E+00,1378,0.00E+00,1378
KAG9276255.1,L3MBTL4,XP_022529091.2,LOC103026439,0.00E+00,1373,0.00E+00,1373
KAG9276255.1,L3MBTL4,XP_049336287.1,LOC103026439,0.00E+00,1373,0.00E+00,1373
KAG9276256.1,ARHGAP28,XP_007232078.3,ARHGAP28,0.00E+00,1294,0.00E+00,1294
KAG9276257.1,LAMA1,XP_007232077.3,LAMA1,0.00E+00,5915,0.00E+00,5915
KAG9276258.1,LRRC30,XP_007232076.1,LRRC30A,1.95E-45,182,6.48E-46,182
KAG9276259.1,PTPRM,XP_049336652.1,PTPRMA,0.00E+00,3046,0.00E+00,3046
KAG9276259.1,PTPRM,XP_049336649.1,PTPRMA,0.00E+00,3036,0.00E+00,3036
KAG9276259.1,PTPRM,XP_049336653.1,PTPRMA,0.00E+00,3021,0.00E+00,3021
KAG9276259.1,PTPRM,XP_049336650.1,PTPRMA,0.00E+00,3021,0.00E+00,3021
KAG9276259.1,PTPRM,XP_049336655.1,PTPRMA,0.00E+00,3016,0.00E+00,3016
KAG9276259.1,PTPRM,XP_049336651.1,PTPRMA,0.00E+00,3006,0.00E+00,3006
KAG9276259.1,PTPRM,XP_049336658.1,PTPRMA,0.00E+00,2991,0.00E+00,2991
KAG9276259.1,PTPRM,XP_049336661.1,PTPRMA,0.00E+00,2986,0.00E+00,2986
KAG9276259.1,PTPRM,XP_049336656.1,PTPRMA,0.00E+00,2978,0.00E+00,2978
KAG9276259.1,PTPRM,XP_049336657.1,PTPRMA,0.00E+00,2976,0.00E+00,2976
KAG9276259.1,PTPRM,XP_049336659.1,PTPRMA,0.00E+00,2974,0.00E+00,2974
KAG9276259.1,PTPRM,XP_049336662.1,PTPRMA,0.00E+00,2966,0.00E+00,2966
KAG9276259.1,PTPRM,XP_049336660.1,PTPRMA,0.00E+00,2948,0.00E+00,2948
KAG9276259.1,PTPRM,XP_049336663.1,PTPRMA,0.00E+00,2934,0.00E+00,2934
KAG9276259.1,PTPRM,XP_049336664.1,PTPRMA,0.00E+00,2908,0.00E+00,2908
KAG9276260.1,TSSK6,XP_022529640.1,LOC103027516,6.92E-205,712,2.30E-205,712
KAG9276261.1,RHEB,XP_049336666.1,RHEB,3.23E-99,360,1.07E-99,360
KAG9276262.1,CRYGNB,XP_007232058.1,CRYGN2,1.39E-117,421,4.63E-118,421
KAG9276263.1,NUB1,XP_007233945.3,NUB1,0.00E+00,1115,0.00E+00,1115
KAG9276263.1,NUB1,XP_022529600.2,NUB1,0.00E+00,1115,0.00E+00,1115
KAG9276264.1,KAG9276264.1,XP_007233944.3,LOC103039637,8.32E-130,462,2.76E-130,462
KAG9276265.1,XYLB,XP_022529596.2,XYLB,0.00E+00,1067,0.00E+00,1067
KAG9276266.1,ACVR2B,XP_022529595.1,ACVR2BA,0.00E+00,1064,0.00E+00,1064
KAG9276267.1,EXOG,XP_007233943.3,LOC103039129,3.40E-205,713,1.13E-205,713
KAG9276268.1,SCN5A,XP_049336016.1,SCN5LAB,0.00E+00,3634,0.00E+00,3634
KAG9276269.1,WDR48,XP_007233942.1,WDR48A,0.00E+00,1207,0.00E+00,1207
KAG9276270.1,TTC21B,XP_007256993.3,TTC21A,0.00E+00,2532,0.00E+00,2532
KAG9276271.1,CELA2A,XP_022529594.2,LOC103036513,3.03E-162,570,9.68E-163,570
KAG9276272.1,CEBPE,XP_015463240.3,CEBP1,1.08E-106,385,3.58E-107,385
KAG9276273.1,SLC22A17,XP_007256989.1,SLC22A17,0.00E+00,1095,0.00E+00,1095
KAG9276273.1,SLC22A17,XP_049336396.1,SLC22A17,0.00E+00,1095,0.00E+00,1095
KAG9276274.1,MAP4,XP_015463249.3,LOC103034726,0.00E+00,1593,0.00E+00,1593
KAG9276274.1,MAP4,XP_049336407.1,LOC103034726,0.00E+00,1593,0.00E+00,1593
KAG9276274.1,MAP4,XP_049336408.1,LOC103034726,0.00E+00,1593,0.00E+00,1593
KAG9276274.1,MAP4,XP_015463252.3,LOC103034726,0.00E+00,1592,0.00E+00,1592
KAG9276274.1,MAP4,XP_049336413.1,LOC103034726,0.00E+00,1571,0.00E+00,1571
KAG9276274.1,MAP4,XP_049336416.1,LOC103034726,0.00E+00,1555,0.00E+00,1555
KAG9276274.1,MAP4,XP_049336409.1,LOC103034726,0.00E+00,1550,0.00E+00,1550
KAG9276274.1,MAP4,XP_049336412.1,LOC103034726,0.00E+00,1517,0.00E+00,1517
KAG9276275.1,KCNH2,XP_007256983.3,KCNH2B,0.00E+00,1637,0.00E+00,1637
KAG9276276.1,SSPO,XP_049336363.1,SSPO,0.00E+00,11401,0.00E+00,11401
KAG9276277.1,AOC1,XP_007256982.2,AOC1,0.00E+00,1539,0.00E+00,1539
KAG9276277.1,AOC1,XP_022529561.2,AOC1,0.00E+00,1539,0.00E+00,1539
KAG9276277.1,AOC1,XP_022529562.2,AOC1,0.00E+00,1539,0.00E+00,1539
KAG9276278.1,GFOD1,XP_007256973.2,GFOD1,4.98E-228,789,1.65E-228,789
KAG9276279.1,KAG9276279.1,XP_049340197.1,LOC111192507,0.00E+00,1306,0.00E+00,1306
KAG9276279.1,KAG9276279.1,XP_049340194.1,LOC111192507,0.00E+00,1288,0.00E+00,1288
KAG9276279.1,KAG9276279.1,XP_049340195.1,LOC111192507,0.00E+00,1288,0.00E+00,1288
KAG9276279.1,KAG9276279.1,XP_049340196.1,LOC111192507,0.00E+00,1288,0.00E+00,1288
KAG9276279.1,KAG9276279.1,XP_049340191.1,LOC111192507,0.00E+00,1274,0.00E+00,1274
KAG9276279.1,KAG9276279.1,XP_049340192.1,LOC111192507,0.00E+00,1274,0.00E+00,1274
KAG9276279.1,KAG9276279.1,XP_049340193.1,LOC111192507,0.00E+00,1274,0.00E+00,1274
KAG9276279.1,KAG9276279.1,XP_049340190.1,LOC111192507,0.00E+00,1260,0.00E+00,1260
KAG9276279.1,KAG9276279.1,XP_022525395.2,LOC111192507,0.00E+00,1249,0.00E+00,1249
KAG9276280.1,RGS22,XP_015463238.3,LOC103030288,0.00E+00,2107,0.00E+00,2107
KAG9276281.1,SPAG1,XP_007257002.4,SPAG1B,0.00E+00,1626,0.00E+00,1626
KAG9276282.1,MALSU1,XP_007256965.3,MALSU1,5.22E-119,426,1.73E-119,426
KAG9276283.1,KAG9276283.1,XP_049336194.1,KHDC4,0.00E+00,1103,0.00E+00,1103
KAG9276284.1,NDUFV1,XP_007256964.1,LOC103028601,1.56E-281,967,5.20E-282,967
KAG9276285.1,ZBTB7B,XP_022529553.1,ZBTB7B,2.25E-220,764,7.46E-221,764
KAG9276286.1,HCN4,XP_007256961.3,LOC103027744,0.00E+00,2089,0.00E+00,2089
KAG9276287.1,PKM,XP_007256959.3,PKLR,0.00E+00,1050,0.00E+00,1050
KAG9276287.1,PKM,XP_007256960.3,PKLR,0.00E+00,1033,0.00E+00,1033
KAG9276288.1,CYP11B,XP_007256957.3,LOC103026652,0.00E+00,1034,0.00E+00,1034
KAG9276289.1,CLK2,XP_022529549.1,CLK2B,5.05E-264,909,1.68E-264,909
KAG9276290.1,CARTPT,XP_007256956.3,LOC103026359,3.29E-55,213,1.09E-55,213
KAG9276291.1,CREB3L4,XP_022529548.1,CREB3L4,4.38E-245,846,1.32E-245,846
KAG9276292.1,SLC39A1,XP_007256954.2,LOC103025837,1.61E-171,601,5.33E-172,601
KAG9276293.1,KAG9276293.1,XP_022529545.2,LOC111193354,3.66E-162,570,1.22E-162,570
KAG9276293.1,KAG9276293.1,XP_022529547.2,LOC111193354,3.66E-162,570,1.22E-162,570
KAG9276293.1,KAG9276293.1,XP_049336472.1,LOC111193354,1.47E-161,568,4.37E-162,568
KAG9276294.1,KAG9276294.1,XP_049336063.1,LOC125802347,1.20E-83,308,4.00E-84,308
KAG9276295.1,GABBR2,XP_007256952.3,LOC103025221,0.00E+00,1750,0.00E+00,1750
KAG9276295.1,GABBR2,XP_049336060.1,LOC103025221,0.00E+00,1743,0.00E+00,1743
KAG9276296.1,C1RA,XP_022529085.2,LOC103038714,1.53E-281,967,5.09E-282,967
KAG9276297.1,C1RA,XP_022529537.2,LOC103038083,0.00E+00,1419,0.00E+00,1419
KAG9276297.1,C1RA,XP_049336061.1,LOC103038083,0.00E+00,1399,0.00E+00,1399
KAG9276299.1,C1S,XP_049336062.1,LOC111197601,0.00E+00,1052,0.00E+00,1052
KAG9276300.1,C1S,XP_022542817.2,LOC103024579,1.92E-248,857,6.50E-249,857
KAG9276301.1,TNFRSF14,XP_049336616.1,LOC111196755,1.23E-167,588,4.06E-168,588
KAG9276301.1,TNFRSF14,XP_049336615.1,LOC111196755,1.96E-166,584,6.52E-167,584
KAG9276302.1,RBP1,XP_007256949.1,RBP5,5.73E-78,289,1.90E-78,289
KAG9276303.1,PTPN6,XP_007256945.3,PTPN6,0.00E+00,1170,0.00E+00,1170
KAG9276303.1,PTPN6,XP_007256946.3,PTPN6,0.00E+00,1170,0.00E+00,1170
KAG9276303.1,PTPN6,XP_022529536.2,PTPN6,0.00E+00,1170,0.00E+00,1170
KAG9276303.1,PTPN6,XP_049336018.1,PTPN6,0.00E+00,1170,0.00E+00,1170
KAG9276304.1,CHD4,XP_022529532.2,CHD4B,0.00E+00,3486,0.00E+00,3486
KAG9276304.1,CHD4,XP_022529533.2,CHD4B,0.00E+00,3486,0.00E+00,3486
KAG9276304.1,CHD4,XP_022529534.2,CHD4B,0.00E+00,3486,0.00E+00,3486
KAG9276304.1,CHD4,XP_022529535.2,CHD4B,0.00E+00,3486,0.00E+00,3486
KAG9276304.1,CHD4,XP_007256941.3,CHD4B,0.00E+00,3407,0.00E+00,3407
KAG9276305.1,WNT4,XP_007256940.1,WNT4B,2.04E-212,737,6.79E-213,737
KAG9276305.1,WNT4,XP_015463264.1,WNT4B,2.04E-212,737,6.79E-213,737
KAG9276306.1,KAG9276306.1,XP_007256937.2,CDC42L,2.50E-107,387,8.31E-108,387
KAG9276306.1,KAG9276306.1,XP_007230603.1,LOC103039613,1.00E-106,385,3.32E-107,385
KAG9276306.1,KAG9276306.1,XP_022522531.1,LOC103039613,1.00E-106,385,3.32E-107,385
KAG9276307.1,MLF2,XP_007256938.2,MLF2,8.10E-136,482,2.69E-136,482
KAG9276307.1,MLF2,XP_022529530.1,MLF2,8.10E-136,482,2.69E-136,482
KAG9276308.1,ATN1,XP_049336397.1,ATN1,0.00E+00,2506,0.00E+00,2506
KAG9276308.1,ATN1,XP_049336398.1,ATN1,0.00E+00,2500,0.00E+00,2500
KAG9276308.1,ATN1,XP_049336399.1,ATN1,0.00E+00,2499,0.00E+00,2499
KAG9276309.1,KAG9276309.1,XP_007256931.1,RBFOX1L,6.01E-198,689,2.04E-198,689
