Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
Astyanax_pachon,KAG9279801.1,DYNC1I1,Drosophila_melanogaster,NP_001303576.1,SDICA,5.67E-152,536,3.25E-152,536
Astyanax_pachon,KAG9279801.1,DYNC1I1,Drosophila_melanogaster,NP_001303577.1,SDICB,5.67E-152,536,3.25E-152,536
Astyanax_pachon,KAG9279801.1,DYNC1I1,Drosophila_melanogaster,NP_728323.3,SDIC3,5.67E-152,536,3.25E-152,536
Astyanax_pachon,KAG9279802.1,SLC25A13,Drosophila_melanogaster,NP_733366.2,ARALAR1,1.13E-219,761,7.67E-220,761
Astyanax_pachon,KAG9279802.1,SLC25A13,Drosophila_melanogaster,NP_651795.2,ARALAR1,1.13E-219,761,7.71E-220,761
Astyanax_pachon,KAG9279802.1,SLC25A13,Drosophila_melanogaster,NP_733365.1,ARALAR1,1.13E-219,761,7.71E-220,761
Astyanax_pachon,KAG9279802.1,SLC25A13,Drosophila_melanogaster,NP_001263107.1,ARALAR1,1.13E-219,761,7.84E-220,761
Astyanax_pachon,KAG9279802.1,SLC25A13,Drosophila_melanogaster,NP_733364.1,ARALAR1,1.13E-219,761,7.85E-220,761
Astyanax_pachon,KAG9279802.1,SLC25A13,Drosophila_melanogaster,NP_001247368.1,ARALAR1,2.88E-217,753,2.05E-217,753
Astyanax_pachon,KAG9279803.1,SEM1,Drosophila_melanogaster,NP_652555.1,SEM1,1.69E-16,82.8,1.29E-16,82.8
Astyanax_pachon,KAG9279806.1,37469,Drosophila_melanogaster,NP_001246314.1,37104,0.00E+00,1297,0.00E+00,1297
Astyanax_pachon,KAG9279806.1,37469,Drosophila_melanogaster,NP_523734.1,37104,0.00E+00,1297,0.00E+00,1297
Astyanax_pachon,KAG9279806.1,37469,Drosophila_melanogaster,NP_725341.1,37104,0.00E+00,1297,0.00E+00,1297
Astyanax_pachon,KAG9279806.1,37469,Drosophila_melanogaster,NP_725342.1,37104,0.00E+00,1297,0.00E+00,1297
Astyanax_pachon,KAG9279808.1,CHRAC1,Drosophila_melanogaster,NP_001285148.1,CHRAC-16,1.40E-10,63.9,1.11E-10,63.9
Astyanax_pachon,KAG9279808.1,CHRAC1,Drosophila_melanogaster,NP_572776.1,CHRAC-16,1.40E-10,63.9,1.11E-10,63.9
Astyanax_pachon,KAG9279812.1,KAG9279812.1,Drosophila_melanogaster,NP_001260149.1,AKHR,3.17E-46,184,2.48E-46,184
Astyanax_pachon,KAG9279812.1,KAG9279812.1,Drosophila_melanogaster,NP_477387.1,AKHR,3.17E-46,184,2.48E-46,184
Astyanax_pachon,KAG9279812.1,KAG9279812.1,Drosophila_melanogaster,NP_723206.1,AKHR,3.17E-46,184,2.48E-46,184
Astyanax_pachon,KAG9279812.1,KAG9279812.1,Drosophila_melanogaster,NP_995639.1,AKHR,3.17E-46,184,2.54E-46,184
Astyanax_pachon,KAG9279814.1,TINAGL1,Drosophila_melanogaster,NP_611652.2,SWIM,6.70E-95,346,4.12E-95,346
Astyanax_pachon,KAG9279814.1,TINAGL1,Drosophila_melanogaster,NP_726176.1,SWIM,6.70E-95,346,4.12E-95,346
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_001260849.1,KCNQ,4.12E-119,427,3.25E-119,427
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_001137631.1,KCNQ,4.22E-116,417,2.77E-116,417
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_001260850.1,KCNQ,1.32E-117,422,1.06E-117,422
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_001260852.1,KCNQ,4.22E-116,417,3.16E-116,417
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_001260848.1,KCNQ,4.22E-116,417,3.26E-116,417
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_788299.3,KCNQ,4.22E-116,417,3.27E-116,417
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_001137632.1,KCNQ,8.44E-116,416,6.27E-116,416
Astyanax_pachon,KAG9279817.1,KCNQ4,Drosophila_melanogaster,NP_001260851.1,KCNQ,4.22E-116,417,3.35E-116,417
Astyanax_pachon,KAG9279822.1,ANP32A,Drosophila_melanogaster,NP_523780.1,MAPMODULIN,4.46E-37,153,3.13E-37,153
Astyanax_pachon,KAG9279822.1,ANP32A,Drosophila_melanogaster,NP_725732.1,MAPMODULIN,4.46E-37,153,3.13E-37,153
Astyanax_pachon,KAG9279824.1,VPS45,Drosophila_melanogaster,NP_649909.1,VPS45,7.44E-163,572,5.09E-163,572
Astyanax_pachon,KAG9279825.1,RDH13,Drosophila_melanogaster,NP_001260787.1,CG2065,3.54E-75,280,2.12E-75,280
Astyanax_pachon,KAG9279825.1,RDH13,Drosophila_melanogaster,NP_610309.1,CG2065,3.54E-75,280,2.12E-75,280
Astyanax_pachon,KAG9279827.1,PSMB4,Drosophila_melanogaster,NP_649529.1,PROSBETA7,3.12E-57,220,2.18E-57,220
Astyanax_pachon,KAG9279827.1,PSMB4,Drosophila_melanogaster,NP_730922.1,PROSBETA7,3.12E-57,220,2.18E-57,220
Astyanax_pachon,KAG9279828.1,ORCT,Drosophila_melanogaster,NP_001262908.1,ORCT,2.30E-102,371,1.56E-102,371
Astyanax_pachon,KAG9279828.1,ORCT,Drosophila_melanogaster,NP_524479.1,ORCT,2.30E-102,371,1.56E-102,371
Astyanax_pachon,KAG9279829.1,CFAD,Drosophila_melanogaster,NP_620470.1,CTSK1,3.70E-160,563,2.49E-160,563
Astyanax_pachon,KAG9279836.1,PDCD6IP,Drosophila_melanogaster,NP_651582.1,ALIX,5.76E-163,573,3.71E-163,573
Astyanax_pachon,KAG9279838.1,CYHR1,Drosophila_melanogaster,NP_647765.1,CG32486,1.34E-98,358,9.62E-99,358
Astyanax_pachon,KAG9279840.1,FABP3,Drosophila_melanogaster,NP_001027180.1,FABP,1.99E-30,130,1.31E-30,130
Astyanax_pachon,KAG9279842.1,SNRNP40,Drosophila_melanogaster,NP_001285543.1,CG3436,4.66E-73,273,3.13E-73,273
Astyanax_pachon,KAG9279842.1,SNRNP40,Drosophila_melanogaster,NP_608501.1,CG3436,4.66E-73,273,3.13E-73,273
Astyanax_pachon,KAG9279843.1,NKAIN1,Drosophila_melanogaster,NP_001286860.1,NKAIN,4.57E-38,156,2.99E-38,156
Astyanax_pachon,KAG9279859.1,KAG9279859.1,Drosophila_melanogaster,NP_648171.1,CG7565,6.41E-135,480,4.69E-135,480
Astyanax_pachon,KAG9279860.1,CAP1,Drosophila_melanogaster,NP_001033869.1,CAPT,2.62E-90,331,1.33E-90,331
Astyanax_pachon,KAG9279860.1,CAP1,Drosophila_melanogaster,NP_001259856.1,CAPT,2.62E-90,331,1.33E-90,331
Astyanax_pachon,KAG9279860.1,CAP1,Drosophila_melanogaster,NP_001033870.1,CAPT,2.62E-90,331,2.45E-90,331
Astyanax_pachon,KAG9279861.1,PPT1,Drosophila_melanogaster,NP_001285024.1,PPT1,3.25E-84,310,2.06E-84,310
Astyanax_pachon,KAG9279861.1,PPT1,Drosophila_melanogaster,NP_727284.1,PPT1,3.25E-84,310,2.06E-84,310
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_001286321.1,EEF1ALPHA1,1.41E-231,800,9.52E-232,800
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_001286322.1,EEF1ALPHA1,1.41E-231,800,9.52E-232,800
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_477375.1,EEF1ALPHA1,1.41E-231,800,9.52E-232,800
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_725085.1,EEF1ALPHA1,1.41E-231,800,9.52E-232,800
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_524611.1,EEF1ALPHA2,3.61E-229,792,2.43E-229,792
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_733449.1,EEF1ALPHA2,3.61E-229,792,2.43E-229,792
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_996315.1,EEF1ALPHA2,3.61E-229,792,2.43E-229,792
Astyanax_pachon,KAG9279864.1,EEF1A,Drosophila_melanogaster,NP_996316.1,EEF1ALPHA2,3.61E-229,792,2.43E-229,792
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_001286321.1,EEF1ALPHA1,2.26E-230,796,1.52E-230,796
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_001286322.1,EEF1ALPHA1,2.26E-230,796,1.52E-230,796
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_477375.1,EEF1ALPHA1,2.26E-230,796,1.52E-230,796
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_725085.1,EEF1ALPHA1,2.26E-230,796,1.52E-230,796
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_524611.1,EEF1ALPHA2,1.81E-229,793,1.22E-229,793
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_733449.1,EEF1ALPHA2,1.81E-229,793,1.22E-229,793
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_996315.1,EEF1ALPHA2,1.81E-229,793,1.22E-229,793
Astyanax_pachon,KAG9279865.1,EEF1A,Drosophila_melanogaster,NP_996316.1,EEF1ALPHA2,1.81E-229,793,1.22E-229,793
Astyanax_pachon,KAG9279867.1,RPL11,Drosophila_melanogaster,NP_001286614.1,RPL11,1.78E-81,300,1.24E-81,300
Astyanax_pachon,KAG9279867.1,RPL11,Drosophila_melanogaster,NP_477054.1,RPL11,1.78E-81,300,1.24E-81,300
Astyanax_pachon,KAG9279870.1,PITHD1,Drosophila_melanogaster,NP_001162966.2,CG6153,1.22E-63,241,8.18E-64,241
Astyanax_pachon,KAG9279870.1,PITHD1,Drosophila_melanogaster,NP_609580.1,CG6153,1.22E-63,241,8.18E-64,241
Astyanax_pachon,KAG9279871.1,LYPLA2,Drosophila_melanogaster,NP_652674.1,APT1,3.34E-64,243,2.09E-64,243
Astyanax_pachon,KAG9279871.1,LYPLA2,Drosophila_melanogaster,NP_996055.1,APT1,3.34E-64,243,2.09E-64,243
Astyanax_pachon,KAG9279871.1,LYPLA2,Drosophila_melanogaster,NP_996056.1,APT1,3.34E-64,243,2.09E-64,243
Astyanax_pachon,KAG9279871.1,LYPLA2,Drosophila_melanogaster,NP_001261718.1,APT1,3.34E-64,243,2.14E-64,243
Astyanax_pachon,KAG9279871.1,LYPLA2,Drosophila_melanogaster,NP_001261719.1,APT1,3.34E-64,243,2.25E-64,243
Astyanax_pachon,KAG9279876.1,UQCRB,Drosophila_melanogaster,NP_573110.1,UQCR-14,1.21E-30,131,5.59E-31,131
Astyanax_pachon,KAG9279877.1,MTERF3,Drosophila_melanogaster,NP_649240.1,MTERF3,8.80E-45,179,6.33E-45,179
Astyanax_pachon,KAG9279880.1,KAG9279880.1,Drosophila_melanogaster,NP_001015132.1,VTD,5.65E-96,350,4.27E-96,350
Astyanax_pachon,KAG9279880.1,KAG9279880.1,Drosophila_melanogaster,NP_001287640.1,VTD,2.31E-92,338,1.55E-92,338
Astyanax_pachon,KAG9279883.1,EIF3H,Drosophila_melanogaster,NP_524834.2,EIF3H,5.54E-77,286,3.73E-77,286
Astyanax_pachon,KAG9279883.1,EIF3H,Drosophila_melanogaster,NP_995631.1,EIF3H,5.54E-77,286,3.73E-77,286
Astyanax_pachon,KAG9279884.1,KAG9279884.1,Drosophila_melanogaster,NP_001259881.1,CG17652,1.45E-35,148,9.37E-36,148
Astyanax_pachon,KAG9279884.1,KAG9279884.1,Drosophila_melanogaster,NP_608617.1,CG17652,1.45E-35,148,9.37E-36,148
Astyanax_pachon,KAG9279892.1,KAG9279892.1,Drosophila_melanogaster,NP_001260796.1,VPS28,7.31E-77,285,4.63E-77,285
Astyanax_pachon,KAG9279892.1,KAG9279892.1,Drosophila_melanogaster,NP_652053.1,VPS28,7.31E-77,285,4.63E-77,285
Astyanax_pachon,KAG9279893.1,MAPK15,Drosophila_melanogaster,NP_001188569.1,ERK7,1.58E-106,385,7.84E-107,385
Astyanax_pachon,KAG9279894.1,GRINA,Drosophila_melanogaster,NP_725236.1,LFG,2.67E-58,224,1.24E-58,224
Astyanax_pachon,KAG9279894.1,GRINA,Drosophila_melanogaster,NP_001260928.1,LFG,1.07E-57,222,4.86E-58,222
Astyanax_pachon,KAG9279894.1,GRINA,Drosophila_melanogaster,NP_610824.1,LFG,1.07E-57,222,4.86E-58,222
Astyanax_pachon,KAG9279896.1,EXT1B,Drosophila_melanogaster,NP_001260971.1,TTV,1.55E-223,774,1.05E-223,774
Astyanax_pachon,KAG9279896.1,EXT1B,Drosophila_melanogaster,NP_477231.1,TTV,1.55E-223,774,1.05E-223,774
Astyanax_pachon,KAG9279896.1,EXT1B,Drosophila_melanogaster,NP_001356963.1,TTV,1.55E-223,774,1.06E-223,774
Astyanax_pachon,KAG9279903.1,EXT1C,Drosophila_melanogaster,NP_001260971.1,TTV,9.67E-222,768,6.71E-222,768
Astyanax_pachon,KAG9279903.1,EXT1C,Drosophila_melanogaster,NP_477231.1,TTV,9.67E-222,768,6.71E-222,768
Astyanax_pachon,KAG9279903.1,EXT1C,Drosophila_melanogaster,NP_001356963.1,TTV,9.67E-222,768,6.82E-222,768
Astyanax_pachon,KAG9279906.1,TFAP2E,Drosophila_melanogaster,NP_001262177.1,TFAP-2,1.36E-79,295,9.88E-80,295
Astyanax_pachon,KAG9279906.1,TFAP2E,Drosophila_melanogaster,NP_730664.1,TFAP-2,1.36E-79,295,9.93E-80,295
Astyanax_pachon,KAG9279906.1,TFAP2E,Drosophila_melanogaster,NP_649336.1,TFAP-2,1.36E-79,295,1.00E-79,295
Astyanax_pachon,KAG9279906.1,TFAP2E,Drosophila_melanogaster,NP_001262180.1,TFAP-2,1.36E-79,295,1.00E-79,295
Astyanax_pachon,KAG9279906.1,TFAP2E,Drosophila_melanogaster,NP_001262179.1,TFAP-2,1.36E-79,295,1.01E-79,295
Astyanax_pachon,KAG9279906.1,TFAP2E,Drosophila_melanogaster,NP_001262178.1,TFAP-2,1.36E-79,295,1.01E-79,295
Astyanax_pachon,KAG9279907.1,PSMB2,Drosophila_melanogaster,NP_001260511.1,PROSBETA4,9.35E-60,228,6.39E-60,228
Astyanax_pachon,KAG9279907.1,PSMB2,Drosophila_melanogaster,NP_609804.1,PROSBETA4,9.35E-60,228,6.39E-60,228
Astyanax_pachon,KAG9279911.1,38200,Drosophila_melanogaster,NP_001246314.1,37104,0.00E+00,1281,0.00E+00,1281
Astyanax_pachon,KAG9279911.1,38200,Drosophila_melanogaster,NP_523734.1,37104,0.00E+00,1281,0.00E+00,1281
Astyanax_pachon,KAG9279911.1,38200,Drosophila_melanogaster,NP_725341.1,37104,0.00E+00,1281,0.00E+00,1281
Astyanax_pachon,KAG9279911.1,38200,Drosophila_melanogaster,NP_725342.1,37104,0.00E+00,1281,0.00E+00,1281
Astyanax_pachon,KAG9279915.1,RHOT1A,Drosophila_melanogaster,NP_732936.1,MIRO,3.23E-180,630,2.01E-180,630
Astyanax_pachon,KAG9279915.1,RHOT1A,Drosophila_melanogaster,NP_732939.2,MIRO,5.17E-179,626,3.27E-179,626
Astyanax_pachon,KAG9279915.1,RHOT1A,Drosophila_melanogaster,NP_001262895.1,MIRO,5.17E-179,626,3.31E-179,626
Astyanax_pachon,KAG9279915.1,RHOT1A,Drosophila_melanogaster,NP_651205.2,MIRO,5.17E-179,626,3.31E-179,626
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001263117.1,CG2246,1.49E-133,474,1.00E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001189324.1,CG2246,1.49E-133,474,1.03E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001189325.1,CG2246,1.49E-133,474,1.03E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001189326.1,CG2246,1.49E-133,474,1.03E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_733387.1,CG2246,1.49E-133,474,1.03E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_733388.1,CG2246,1.49E-133,474,1.03E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001263115.1,CG2246,1.49E-133,474,1.06E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001189323.1,CG2246,1.49E-133,474,1.08E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001163778.1,CG2246,1.49E-133,474,1.09E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_733386.1,CG2246,1.49E-133,474,1.09E-133,474
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001263116.1,CG2246,2.98E-133,473,2.12E-133,473
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_651813.2,CG2246,1.53E-130,464,1.11E-130,464
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_733390.1,CG2246,1.53E-130,464,1.11E-130,464
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001189322.1,CG2246,1.53E-130,464,1.16E-130,464
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_001189321.1,CG2246,1.53E-130,464,1.17E-130,464
Astyanax_pachon,KAG9279918.1,PRPSAP2,Drosophila_melanogaster,NP_733389.2,CG2246,1.53E-130,464,1.17E-130,464
Astyanax_pachon,KAG9279921.1,EPN2,Drosophila_melanogaster,NP_001261525.1,LQF,1.25E-68,259,9.32E-69,259
Astyanax_pachon,KAG9279921.1,EPN2,Drosophila_melanogaster,NP_001261530.1,LQF,1.25E-68,259,9.32E-69,259
Astyanax_pachon,KAG9279921.1,EPN2,Drosophila_melanogaster,NP_001261527.1,LQF,1.25E-68,259,9.43E-69,259
Astyanax_pachon,KAG9279921.1,EPN2,Drosophila_melanogaster,NP_001097529.1,LQF,1.25E-68,259,9.47E-69,259
Astyanax_pachon,KAG9279922.1,B9D1,Drosophila_melanogaster,NP_650470.1,B9D1,4.91E-29,126,3.88E-29,126
Astyanax_pachon,KAG9279923.1,CCDC97,Drosophila_melanogaster,NP_609206.1,CG7810,3.40E-16,84,2.58E-16,84
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_001259787.1,L(2)GL,4.44E-189,660,3.13E-189,660
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_001245801.1,L(2)GL,4.44E-189,660,3.33E-189,660
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_001245802.1,L(2)GL,4.44E-189,660,3.33E-189,660
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_001245803.1,L(2)GL,4.44E-189,660,3.33E-189,660
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_001245804.1,L(2)GL,4.44E-189,660,3.33E-189,660
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_523439.2,L(2)GL,4.44E-189,660,3.33E-189,660
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_722584.1,L(2)GL,4.44E-189,660,3.33E-189,660
Astyanax_pachon,KAG9279924.1,KAG9279924.1,Drosophila_melanogaster,NP_722583.1,L(2)GL,2.91E-184,644,2.16E-184,644
Astyanax_pachon,KAG9279925.1,MYO15A,Drosophila_melanogaster,NP_001285103.1,MYO10A,1.92E-236,819,1.20E-236,819
Astyanax_pachon,KAG9279925.1,MYO15A,Drosophila_melanogaster,NP_572669.2,MYO10A,1.92E-236,819,1.20E-236,819
Astyanax_pachon,KAG9279925.1,MYO15A,Drosophila_melanogaster,NP_001036269.2,MYO10A,1.92E-236,819,1.23E-236,819
Astyanax_pachon,KAG9279926.1,DRG2,Drosophila_melanogaster,NP_650822.1,CG6195,2.86E-170,596,1.92E-170,596
Astyanax_pachon,KAG9279927.1,GFER,Drosophila_melanogaster,NP_608353.2,ALR,4.33E-38,156,3.92E-38,156
Astyanax_pachon,KAG9279927.1,GFER,Drosophila_melanogaster,NP_001259731.1,ALR,4.33E-38,156,3.99E-38,156
Astyanax_pachon,KAG9279929.1,ZNF598,Drosophila_melanogaster,NP_611932.2,CG11414,5.07E-69,261,3.21E-69,261
Astyanax_pachon,KAG9279930.1,KAG9279930.1,Drosophila_melanogaster,NP_525097.1,FLII,7.65E-290,995,5.14E-290,995
Astyanax_pachon,KAG9279931.1,TOP3A,Drosophila_melanogaster,NP_523602.2,TOP3ALPHA,4.17E-223,773,3.45E-223,773
Astyanax_pachon,KAG9279933.1,SHMT1,Drosophila_melanogaster,NP_001138162.1,SHMT,6.07E-169,592,3.95E-169,592
Astyanax_pachon,KAG9279933.1,SHMT1,Drosophila_melanogaster,NP_001284916.1,SHMT,6.07E-169,592,3.95E-169,592
Astyanax_pachon,KAG9279933.1,SHMT1,Drosophila_melanogaster,NP_572278.1,SHMT,6.07E-169,592,4.54E-169,592
Astyanax_pachon,KAG9279935.1,KAG9279935.1,Drosophila_melanogaster,NP_511117.1,L(1)10BB,7.73E-73,271,5.20E-73,271
Astyanax_pachon,KAG9279936.1,CPSF4,Drosophila_melanogaster,NP_477156.1,CLP,5.88E-41,166,4.34E-41,166
Astyanax_pachon,KAG9279937.1,ATP5MF,Drosophila_melanogaster,NP_611940.1,ATPSYNF,2.31E-07,52.8,1.87E-07,52.8
Astyanax_pachon,KAG9279937.1,ATP5MF,Drosophila_melanogaster,NP_726463.1,ATPSYNF,2.31E-07,52.8,1.87E-07,52.8
Astyanax_pachon,KAG9279938.1,SLC29A4,Drosophila_melanogaster,NP_001287052.1,ENT3,1.60E-85,315,1.37E-85,315
Astyanax_pachon,KAG9279938.1,SLC29A4,Drosophila_melanogaster,NP_648608.2,ENT3,1.60E-85,315,1.37E-85,315
Astyanax_pachon,KAG9279938.1,SLC29A4,Drosophila_melanogaster,NP_001261788.1,ENT3,3.19E-85,314,2.74E-85,314
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_001014725.1,ACT5C,5.16E-216,748,3.48E-216,748
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_001014726.1,ACT5C,5.16E-216,748,3.48E-216,748
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_001284915.1,ACT5C,5.16E-216,748,3.48E-216,748
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_511052.1,ACT5C,5.16E-216,748,3.48E-216,748
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_727048.1,ACT5C,5.16E-216,748,3.48E-216,748
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_523625.1,ACT42A,1.03E-215,747,6.96E-216,747
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_523800.1,ACT57B,5.29E-213,738,3.56E-213,738
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_001287314.1,ACT87E,1.06E-212,737,7.13E-213,737
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_477091.1,ACT87E,1.06E-212,737,7.13E-213,737
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_731812.1,ACT87E,1.06E-212,737,7.13E-213,737
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_524367.1,ACT88F,8.46E-212,734,5.70E-212,734
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_001262200.1,ACT79B,2.16E-209,726,1.46E-209,726
Astyanax_pachon,KAG9279940.1,ACTBB,Drosophila_melanogaster,NP_524210.1,ACT79B,2.16E-209,726,1.46E-209,726
Astyanax_pachon,KAG9279942.1,FSCN1,Drosophila_melanogaster,NP_001162697.1,SN,1.37E-97,355,9.56E-98,355
Astyanax_pachon,KAG9279942.1,FSCN1,Drosophila_melanogaster,NP_511076.3,SN,1.37E-97,355,9.56E-98,355
Astyanax_pachon,KAG9279942.1,FSCN1,Drosophila_melanogaster,NP_727226.1,SN,1.37E-97,355,9.56E-98,355
Astyanax_pachon,KAG9279942.1,FSCN1,Drosophila_melanogaster,NP_727227.1,SN,1.37E-97,355,9.56E-98,355
Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_001261566.1,ATG18A,2.50E-119,427,1.47E-119,427
Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_001286977.1,ATG18A,5.00E-119,426,2.98E-119,426
Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_648184.1,ATG18A,5.00E-119,426,2.98E-119,426
Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_729341.1,ATG18A,5.00E-119,426,2.98E-119,426
Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_996023.1,ATG18A,5.00E-119,426,2.98E-119,426
Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_001261564.1,ATG18A,2.50E-119,427,1.72E-119,427
Astyanax_pachon,KAG9279947.1,WIPI2,Drosophila_melanogaster,NP_001261565.1,ATG18A,5.00E-119,426,3.54E-119,426
Astyanax_pachon,KAG9279950.1,FOXK1,Drosophila_melanogaster,NP_001261703.1,FOXK,7.62E-60,230,5.92E-60,230
Astyanax_pachon,KAG9279950.1,FOXK1,Drosophila_melanogaster,NP_648440.2,FOXK,7.62E-60,230,5.93E-60,230
Astyanax_pachon,KAG9279950.1,FOXK1,Drosophila_melanogaster,NP_729673.2,FOXK,7.62E-60,230,5.93E-60,230
Astyanax_pachon,KAG9279950.1,FOXK1,Drosophila_melanogaster,NP_729674.2,FOXK,7.62E-60,230,5.93E-60,230
Astyanax_pachon,KAG9279950.1,FOXK1,Drosophila_melanogaster,NP_729675.2,FOXK,7.62E-60,230,5.93E-60,230
Astyanax_pachon,KAG9279950.1,FOXK1,Drosophila_melanogaster,NP_001261701.1,FOXK,7.62E-60,230,6.04E-60,230
Astyanax_pachon,KAG9279950.1,FOXK1,Drosophila_melanogaster,NP_001261702.1,FOXK,3.05E-59,228,2.37E-59,228
Astyanax_pachon,KAG9279951.1,CYP3A40,Drosophila_melanogaster,NP_001350862.1,CYP9F3,5.30E-16,83.2,5.34E-16,83.2
Astyanax_pachon,KAG9279954.1,CYP3A40,Drosophila_melanogaster,NP_523645.1,CYP9B1,1.58E-15,81.6,1.89E-15,81.6
Astyanax_pachon,KAG9279956.1,GNA12,Drosophila_melanogaster,NP_001036421.1,CTA,3.33E-99,360,2.67E-99,360
Astyanax_pachon,KAG9279956.1,GNA12,Drosophila_melanogaster,NP_001260696.1,CTA,3.33E-99,360,2.67E-99,360
Astyanax_pachon,KAG9279958.1,EIF3B,Drosophila_melanogaster,NP_611228.1,EIF3B,2.16E-197,687,1.47E-197,687
Astyanax_pachon,KAG9279958.1,EIF3B,Drosophila_melanogaster,NP_725691.1,EIF3B,2.16E-197,687,1.47E-197,687
