,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
24241,Astyanax_pachon,KAG9271560.1,RAPH1,Mus_musculus,NP_001038978.3,RAPH1,5.23e-292,1004.0,1.0099999999999999e-292,1004.0
27473,Astyanax_pachon,KAG9273207.1,RAPSN,Mus_musculus,NP_001407778.1,RAPSN,5.68e-164,577.0,1.09e-164,577.0
15678,Astyanax_pachon,KAG9267592.1,RARA,Mus_musculus,NP_001170773.1,RARA,2.9e-198,691.0,6.16e-199,691.0
8465,Astyanax_pachon,KAG9264063.1,RARAB,Mus_musculus,NP_001169999.1,RARA,8.17e-215,746.0,1.7e-215,746.0
37881,Astyanax_pachon,KAG9278911.1,RARB,Mus_musculus,NP_001276690.1,RARB,1.51e-201,702.0,2.96e-202,702.0
18920,Astyanax_pachon,KAG9269051.1,RARG,Mus_musculus,NP_001398643.1,RARG,1.3200000000000001e-194,679.0,2.5e-195,679.0
1684,Astyanax_pachon,KAG9260419.1,RARGA,Mus_musculus,NP_001036192.1,RARG,3.1e-201,701.0,5.82e-202,701.0
12192,Astyanax_pachon,KAG9265919.1,RARS1,Mus_musculus,NP_080212.2,RARS1,0.0,1037.0,0.0,1037.0
44382,Astyanax_pachon,KAG9282284.1,RARS2,Mus_musculus,NP_852071.2,RARS2,2.1e-183,642.0,4.34e-184,642.0
4268,Astyanax_pachon,KAG9261782.1,RASA1,Mus_musculus,NP_663427.2,RASA1,0.0,1553.0,0.0,1553.0
26798,Astyanax_pachon,KAG9272913.1,RASA2,Mus_musculus,NP_444498.2,RASA2,0.0,1039.0,0.0,1039.0
5171,Astyanax_pachon,KAG9262316.1,RASA3,Mus_musculus,NP_033051.2,RASA3,0.0,1429.0,0.0,1429.0
43971,Astyanax_pachon,KAG9282032.1,RASA4,Mus_musculus,NP_598675.2,RASA4,3.26e-286,984.0,6.72e-287,984.0
15264,Astyanax_pachon,KAG9267345.1,RASD1,Mus_musculus,NP_033052.1,RASD1,7.94e-121,433.0,1.7300000000000001e-121,433.0
21731,Astyanax_pachon,KAG9270372.1,RASEF,Mus_musculus,NP_001391890.1,RASEF,3.3700000000000003e-181,635.0,6.81e-182,635.0
4131,Astyanax_pachon,KAG9261703.1,RASGEF1BA,Mus_musculus,NP_851835.1,RASGEF1B,1.8800000000000002e-245,848.0,3.4499999999999996e-246,848.0
27628,Astyanax_pachon,KAG9273284.1,RASGRF1,Mus_musculus,NP_001344672.1,RASGRF1,0.0,1920.0,0.0,1920.0
4407,Astyanax_pachon,KAG9261864.1,RASGRF2,Mus_musculus,NP_033053.2,RASGRF2,0.0,1947.0,0.0,1947.0
16958,Astyanax_pachon,KAG9268143.1,RASGRP1,Mus_musculus,NP_035376.1,RASGRP1,2.6699999999999997e-239,828.0,6.09e-240,828.0
639,Astyanax_pachon,KAG9259889.1,RASGRP2,Mus_musculus,NP_001398160.1,RASGRP2,7.239999999999999e-207,720.0,1.51e-207,720.0
17372,Astyanax_pachon,KAG9268383.1,RASGRP3,Mus_musculus,NP_001159965.1,RASGRP3,2.29e-285,981.0,4.63e-286,981.0
32425,Astyanax_pachon,KAG9276008.1,RASIP1,Mus_musculus,NP_082820.1,RASIP1,7.7599999999999995e-174,611.0,1.55e-174,611.0
44062,Astyanax_pachon,KAG9282059.1,RASL10B,Mus_musculus,NP_001013404.1,RASL10B,2.21e-88,325.0,4.07e-89,325.0
29491,Astyanax_pachon,KAG9274402.1,RASL11A,Mus_musculus,NP_081140.1,RASL11A,1.85e-65,249.0,3.67e-66,249.0
45339,Astyanax_pachon,KAG9282769.1,RASL11B,Mus_musculus,NP_081154.1,RASL11B,6.1700000000000004e-86,317.0,1.2700000000000001e-86,317.0
13385,Astyanax_pachon,KAG9266510.1,RASL12,Mus_musculus,NP_001028330.2,RASL12,2.05e-84,312.0,4.37e-85,312.0
34727,Astyanax_pachon,KAG9277086.1,RASSF1,Mus_musculus,NP_001230677.1,RASSF1,1.2400000000000001e-105,383.0,2.37e-106,383.0
14765,Astyanax_pachon,KAG9267125.1,RASSF10,Mus_musculus,NP_780488.2,RASSF10,3.62e-109,395.0,8.630000000000001e-110,395.0
21983,Astyanax_pachon,KAG9270510.1,RASSF2,Mus_musculus,NP_001349795.1,RASSF2,1.01e-111,403.0,2.16e-112,403.0
40703,Astyanax_pachon,KAG9280370.1,RASSF3,Mus_musculus,XP_011241690.1,RASSF3,2.66e-60,232.0,4.35e-61,232.0
31124,Astyanax_pachon,KAG9275345.1,RASSF4,Mus_musculus,NP_835146.3,RASSF4,3.43e-104,378.0,7.17e-105,378.0
1886,Astyanax_pachon,KAG9260523.1,RASSF5,Mus_musculus,NP_061220.2,RASSF5,2.45e-83,309.0,5.43e-84,309.0
7208,Astyanax_pachon,KAG9263471.1,RASSF6,Mus_musculus,NP_001394830.1,RASSF6,6.390000000000001e-66,251.0,1.2900000000000001e-66,251.0
42599,Astyanax_pachon,KAG9281143.1,RASSF7,Mus_musculus,NP_080162.3,RASSF7,1.13e-48,194.0,1.96e-49,194.0
40185,Astyanax_pachon,KAG9280137.1,RASSF8,Mus_musculus,NP_082036.1,RASSF8,1.5500000000000001e-121,436.0,3.24e-122,436.0
27276,Astyanax_pachon,KAG9273123.1,RASSF9,Mus_musculus,NP_666352.1,RASSF9,6.16e-71,268.0,1.26e-71,268.0
40116,Astyanax_pachon,KAG9280109.1,RAVER1,Mus_musculus,NP_082187.1,RAVER1,4.84e-164,578.0,1.04e-164,578.0
35247,Astyanax_pachon,KAG9277321.1,RAVER2,Mus_musculus,NP_898845.1,RAVER2,1.76e-137,490.0,2.89e-138,490.0
32060,Astyanax_pachon,KAG9275785.1,RB1CC1,Mus_musculus,XP_006495506.1,RB1CC1,0.0,1605.0,0.0,1605.0
39379,Astyanax_pachon,KAG9279743.1,RBBP4,Mus_musculus,NP_033056.2,RBBP4,1.81e-221,768.0,3.75e-222,768.0
2344,Astyanax_pachon,KAG9260742.1,RBBP5,Mus_musculus,NP_766105.2,RBBP5,3.4600000000000002e-251,867.0,7.49e-252,867.0
8333,Astyanax_pachon,KAG9263984.1,RBBP6,Mus_musculus,NP_035377.2,RBBP6,1.85e-224,780.0,3.86e-225,780.0
13734,Astyanax_pachon,KAG9266681.1,RBBP7,Mus_musculus,NP_033056.2,RBBP4,1.6600000000000001e-211,735.0,3.22e-212,735.0
32149,Astyanax_pachon,KAG9275816.1,RBBP8,Mus_musculus,NP_001074692.1,RBBP8,1.09e-77,291.0,3.08e-78,291.0
14576,Astyanax_pachon,KAG9267051.1,RBBP9,Mus_musculus,NP_056569.2,RBBP9,3.93e-76,284.0,8.200000000000001e-77,284.0
29834,Astyanax_pachon,KAG9274702.1,RBCK1,Mus_musculus,NP_001408176.1,RBCK1,2.86e-143,509.0,4.15e-144,509.0
32345,Astyanax_pachon,KAG9275959.1,RBFA,Mus_musculus,NP_954667.1,RBFA,1.7700000000000002e-26,120.0,3.61e-27,120.0
18524,Astyanax_pachon,KAG9268865.1,RBKS,Mus_musculus,NP_694876.1,RBKS,3.47e-98,358.0,7.54e-99,358.0
36539,Astyanax_pachon,KAG9277932.1,RBL1,Mus_musculus,NP_035379.2,RBL1,0.0,1259.0,0.0,1259.0
42392,Astyanax_pachon,KAG9281048.1,RBL2,Mus_musculus,NP_035380.3,RBL2,0.0,1249.0,0.0,1249.0
32508,Astyanax_pachon,KAG9276062.1,RBM12B,Mus_musculus,NP_082502.2,RBM12B1,2.54e-78,293.0,7.2e-79,293.0
22468,Astyanax_pachon,KAG9270768.1,RBM15,Mus_musculus,NP_001039272.1,RBM15,2.84e-254,878.0,6.54e-255,878.0
1189,Astyanax_pachon,KAG9260181.1,RBM15B,Mus_musculus,NP_780611.3,RBM15B,1.3299999999999999e-204,713.0,2.8199999999999997e-205,713.0
40930,Astyanax_pachon,KAG9280455.1,RBM17,Mus_musculus,NP_690037.1,RBM17,1.05e-141,503.0,2.12e-142,503.0
6850,Astyanax_pachon,KAG9263278.1,RBM18,Mus_musculus,NP_080710.1,RBM18,1.75e-66,252.0,3.6e-67,252.0
34548,Astyanax_pachon,KAG9276991.1,RBM19,Mus_musculus,NP_083038.1,RBM19,6.21e-260,897.0,1.23e-260,897.0
3238,Astyanax_pachon,KAG9261142.1,RBM20,Mus_musculus,XP_011245674.1,RBM20,5.9e-132,472.0,1.28e-132,472.0
11922,Astyanax_pachon,KAG9265816.1,RBM22,Mus_musculus,NP_080052.1,RBM22,4.76e-203,707.0,8.55e-204,707.0
39701,Astyanax_pachon,KAG9279890.1,RBM24,Mus_musculus,NP_001074894.1,RBM24,2.12e-94,345.0,4.51e-95,345.0
46100,Astyanax_pachon,KAG9283135.1,RBM25,Mus_musculus,XP_036013486.1,RBM25,3.48e-193,675.0,7.17e-194,675.0
36191,Astyanax_pachon,KAG9277809.1,RBM26,Mus_musculus,XP_036014764.1,RBM26,1.81e-276,952.0,4.35e-277,952.0
12324,Astyanax_pachon,KAG9265969.1,RBM27,Mus_musculus,NP_766214.2,RBM27,9.619999999999999e-147,521.0,2.0099999999999998e-147,521.0
27076,Astyanax_pachon,KAG9273032.1,RBM28,Mus_musculus,NP_598686.2,RBM28,1.0200000000000001e-169,597.0,1.98e-170,597.0
28290,Astyanax_pachon,KAG9273627.1,RBM33,Mus_musculus,NP_082510.1,RBM33,1.15e-93,345.0,2.3499999999999998e-94,345.0
14459,Astyanax_pachon,KAG9266995.1,RBM34,Mus_musculus,NP_766350.2,RBM34,1.71e-56,220.0,3.6e-57,220.0
34744,Astyanax_pachon,KAG9277093.1,RBM38,Mus_musculus,NP_062420.2,RBM38,5.14e-73,274.0,1.07e-73,274.0
1795,Astyanax_pachon,KAG9260483.1,RBM39,Mus_musculus,NP_573505.2,RBM39,1.54e-200,699.0,2.7600000000000002e-201,699.0
29582,Astyanax_pachon,KAG9274496.1,RBM4.1,Mus_musculus,NP_079993.2,RBM4B,6.67e-84,311.0,1.17e-84,311.0
12070,Astyanax_pachon,KAG9265889.1,RBM41,Mus_musculus,NP_001165618.1,RBM41,5.14e-70,265.0,9.83e-71,265.0
47230,Astyanax_pachon,KAG9283669.1,RBM42,Mus_musculus,NP_598454.2,RBM42,1.99e-78,293.0,4.1200000000000004e-79,293.0
3039,Astyanax_pachon,KAG9261047.1,RBM43,Mus_musculus,NP_001135453.1,RBM43,6.2e-09,61.6,1.35e-09,61.6
23997,Astyanax_pachon,KAG9271486.1,RBM45,Mus_musculus,NP_700454.1,RBM45,8.01e-162,570.0,1.69e-162,570.0
28622,Astyanax_pachon,KAG9273828.1,RBM46,Mus_musculus,NP_001139800.1,RBM46,4.09e-174,611.0,8.6e-175,611.0
869,Astyanax_pachon,KAG9259949.1,RBM47,Mus_musculus,NP_001120854.1,RBM47,3.1099999999999997e-256,884.0,6.270000000000001e-257,884.0
39456,Astyanax_pachon,KAG9279785.1,RBM48,Mus_musculus,NP_766579.4,RBM48,4.52e-57,222.0,7.54e-58,222.0
34318,Astyanax_pachon,KAG9276896.1,RBM5,Mus_musculus,NP_001346453.1,RBM5,6.1e-242,837.0,1.22e-242,837.0
27803,Astyanax_pachon,KAG9273359.1,RBM7,Mus_musculus,NP_659197.2,RBM7,7.6e-37,154.0,1.5900000000000002e-37,154.0
47290,Astyanax_pachon,KAG9283701.1,RBM8A,Mus_musculus,NP_001095877.1,RBM8A,1.32e-90,332.0,2.73e-91,332.0
24144,Astyanax_pachon,KAG9271514.1,RBMS1,Mus_musculus,XP_030107768.1,RBMS1,2.95e-152,538.0,5.97e-153,538.0
19020,Astyanax_pachon,KAG9269092.1,RBMS2,Mus_musculus,XP_030107769.1,RBMS1,6.22e-149,527.0,1.22e-149,527.0
33183,Astyanax_pachon,KAG9276379.1,RBMS3,Mus_musculus,NP_001165593.1,RBMS3,3.71e-187,654.0,7.61e-188,654.0
26241,Astyanax_pachon,KAG9272662.1,RBMX,Mus_musculus,NP_001239018.1,RBMXL1,3.2e-78,292.0,6.68e-79,292.0
28578,Astyanax_pachon,KAG9273795.1,RBP1,Mus_musculus,NP_035384.1,RBP1,6.76e-55,213.0,1.41e-55,213.0
36695,Astyanax_pachon,KAG9278202.1,RBP2,Mus_musculus,NP_033060.3,RBP2,1.3499999999999998e-54,212.0,2.79e-55,212.0
15245,Astyanax_pachon,KAG9267337.1,RBP4A,Mus_musculus,NP_035385.1,RBP4,1.12e-64,246.0,2.44e-65,246.0
34555,Astyanax_pachon,KAG9276995.1,RBP7,Mus_musculus,NP_071303.1,RBP7,2.79e-51,201.0,5.7099999999999995e-52,201.0
399,Astyanax_pachon,KAG9259712.1,RBPJ,Mus_musculus,NP_001074396.1,RBPJ,6.47e-257,886.0,1.29e-257,886.0
35964,Astyanax_pachon,KAG9277703.1,RBPJL,Mus_musculus,NP_033062.1,RBPJL,1.2300000000000001e-163,576.0,2.85e-164,576.0
197,Astyanax_pachon,KAG9259611.1,RBPMS,Mus_musculus,NP_001036139.1,RBPMS,6.08e-84,310.0,1.29e-84,310.0
41645,Astyanax_pachon,KAG9280745.1,RBPMS2A,Mus_musculus,NP_082306.2,RBPMS2,6.35e-87,320.0,1.32e-87,320.0
21514,Astyanax_pachon,KAG9270257.1,RBSN,Mus_musculus,NP_084357.2,RBSN,4.95e-201,701.0,1.02e-201,701.0
38338,Astyanax_pachon,KAG9279180.1,RBX1,Mus_musculus,NP_062686.1,RBX1,5.0099999999999995e-61,233.0,1.07e-61,233.0
28516,Astyanax_pachon,KAG9273747.1,RC3H1,Mus_musculus,NP_001020123.1,RC3H1,0.0,1270.0,0.0,1270.0
6840,Astyanax_pachon,KAG9263274.1,RC3H2,Mus_musculus,NP_001094061.1,RC3H2,6.899999999999999e-285,980.0,1.59e-285,980.0
23227,Astyanax_pachon,KAG9271121.1,RCAN1,Mus_musculus,NP_001075018.1,RCAN1,7.57e-66,250.0,1.9000000000000001e-66,250.0
17351,Astyanax_pachon,KAG9268354.1,RCAN3,Mus_musculus,NP_001405983.1,RCAN3,2.8399999999999997e-89,328.0,5.99e-90,328.0
5454,Astyanax_pachon,KAG9262467.1,RCBTB1,Mus_musculus,NP_001347539.1,RCBTB1,6.599999999999999e-275,946.0,1.22e-275,946.0
10184,Astyanax_pachon,KAG9265016.1,RCBTB2,Mus_musculus,XP_006518449.1,RCBTB2,7.46e-245,846.0,1.5400000000000001e-245,846.0
33242,Astyanax_pachon,KAG9276414.1,RCC1,Mus_musculus,NP_598639.1,RCC1,8.19e-175,613.0,1.7e-175,613.0
44039,Astyanax_pachon,KAG9282049.1,RCC1L,Mus_musculus,NP_291050.1,RCC1L,4.3099999999999997e-178,624.0,9.080000000000001e-179,624.0
20027,Astyanax_pachon,KAG9269644.1,RCC2,Mus_musculus,NP_776292.1,RCC2,2.5899999999999996e-225,781.0,5.6e-226,781.0
42434,Astyanax_pachon,KAG9281070.1,RCCD1,Mus_musculus,NP_775621.2,RCCD1,5.7e-65,248.0,1.14e-65,248.0
29019,Astyanax_pachon,KAG9274135.1,RCE1,Mus_musculus,NP_075620.1,RCE1,2.69e-121,435.0,5.08e-122,435.0
3995,Astyanax_pachon,KAG9261604.1,RCHY1,Mus_musculus,NP_080833.1,RCHY1,4.83e-100,364.0,9.52e-101,364.0
43310,Astyanax_pachon,KAG9281668.1,RCL1,Mus_musculus,NP_067500.1,RCL1,1.52e-168,592.0,3.1500000000000004e-169,592.0
13231,Astyanax_pachon,KAG9266437.1,RCN1,Mus_musculus,NP_033063.1,RCN1,2.6099999999999997e-140,498.0,5.439999999999999e-141,498.0
17032,Astyanax_pachon,KAG9268190.1,RCOR1,Mus_musculus,NP_932140.2,RCOR1,5.6e-142,504.0,1.2599999999999999e-142,504.0
29306,Astyanax_pachon,KAG9274294.1,RCOR2,Mus_musculus,NP_001307483.1,RCOR2,1.61e-148,526.0,3.26e-149,526.0
13208,Astyanax_pachon,KAG9266418.1,RCOR3,Mus_musculus,NP_001333669.1,RCOR3,1.1e-199,696.0,2.3000000000000004e-200,696.0
15994,Astyanax_pachon,KAG9267759.1,RCVRN,Mus_musculus,NP_033064.1,RCVRN,1.66e-81,302.0,3.4e-82,302.0
46139,Astyanax_pachon,KAG9283149.1,RD3,Mus_musculus,NP_076216.3,RD3,1.4599999999999999e-46,186.0,2.73e-47,186.0
45434,Astyanax_pachon,KAG9282813.1,RD3L,Mus_musculus,NP_001121157.1,RD3L,2.02e-25,116.0,3.25e-26,116.0
46341,Astyanax_pachon,KAG9283238.1,RDH10A,Mus_musculus,NP_598593.1,RDH10,9.69e-155,546.0,2.03e-155,546.0
36959,Astyanax_pachon,KAG9278393.1,RDH10B,Mus_musculus,NP_598593.1,RDH10,3.95e-151,534.0,8.31e-152,534.0
30271,Astyanax_pachon,KAG9274928.1,RDH12,Mus_musculus,NP_001349198.1,RDH11,2.77e-103,375.0,5.34e-104,375.0
32842,Astyanax_pachon,KAG9276224.1,RDH13,Mus_musculus,NP_780581.1,RDH13,3.27e-85,315.0,6.86e-86,315.0
30300,Astyanax_pachon,KAG9274941.1,RDH14,Mus_musculus,NP_076186.1,RDH14,4.28e-121,434.0,1.03e-121,434.0
1479,Astyanax_pachon,KAG9260327.1,RDH5,Mus_musculus,NP_001345456.1,RDH5,7.020000000000001e-107,387.0,1.38e-107,387.0
24312,Astyanax_pachon,KAG9271596.1,RDH7,Mus_musculus,NP_033066.1,RDH16,2.37e-93,342.0,4.85e-94,342.0
38032,Astyanax_pachon,KAG9278988.1,RDH8,Mus_musculus,NP_001025461.1,RDH8,7.349999999999999e-95,347.0,1.52e-95,347.0
38247,Astyanax_pachon,KAG9279082.1,RDM1,Mus_musculus,NP_079930.1,RDM1,7.59e-46,184.0,1.57e-46,184.0
5363,Astyanax_pachon,KAG9262416.1,RDX,Mus_musculus,NP_001098086.1,RDX,8.39e-254,876.0,1.59e-254,876.0
28152,Astyanax_pachon,KAG9273546.1,REC114,Mus_musculus,NP_082874.1,REC114,6.45e-18,90.5,2.03e-18,90.5
33855,Astyanax_pachon,KAG9276694.1,RECK,Mus_musculus,NP_057887.2,RECK,0.0,1198.0,0.0,1198.0
40310,Astyanax_pachon,KAG9280175.1,RECQL,Mus_musculus,NP_001191836.1,RECQL,6.7e-196,684.0,1.08e-196,684.0
38001,Astyanax_pachon,KAG9278970.1,RECQL4,Mus_musculus,NP_001398903.1,RECQL4,2.52e-254,879.0,4.14e-255,879.0
9337,Astyanax_pachon,KAG9264537.1,RECQL5,Mus_musculus,NP_569721.1,RECQL5,7.45e-214,744.0,1.45e-214,744.0
17759,Astyanax_pachon,KAG9268551.1,REEP1,Mus_musculus,NP_848723.1,REEP1,8.51e-74,277.0,1.13e-74,277.0
25385,Astyanax_pachon,KAG9272199.1,REEP2,Mus_musculus,NP_659114.2,REEP2,2.76e-82,305.0,5.34e-83,305.0
15717,Astyanax_pachon,KAG9267615.1,REEP3,Mus_musculus,NP_848721.1,REEP3,8.41e-84,310.0,1.67e-84,310.0
7351,Astyanax_pachon,KAG9263509.1,REEP5,Mus_musculus,NP_031900.3,REEP5,2.5899999999999997e-74,278.0,5.330000000000001e-75,278.0
13834,Astyanax_pachon,KAG9266724.1,REEP6,Mus_musculus,NP_647453.1,REEP6,1.59e-62,239.0,3.1200000000000003e-63,239.0
10982,Astyanax_pachon,KAG9265361.1,RELB,Mus_musculus,NP_033072.2,RELB,2.11e-96,353.0,4.17e-97,353.0
29466,Astyanax_pachon,KAG9274377.1,RELL1,Mus_musculus,NP_001404878.1,RELL1,1.45e-45,183.0,3.0399999999999997e-46,183.0
28231,Astyanax_pachon,KAG9273570.1,RELN,Mus_musculus,NP_001297393.1,RELN,0.0,5349.0,0.0,5349.0
26673,Astyanax_pachon,KAG9272865.1,RELT,Mus_musculus,NP_796047.2,RELT,2.0000000000000002e-57,223.0,4.43e-58,223.0
1801,Astyanax_pachon,KAG9260484.1,REM1,Mus_musculus,NP_033073.1,REM1,7.269999999999999e-89,327.0,1.49e-89,327.0
21699,Astyanax_pachon,KAG9270348.1,REN,Mus_musculus,NP_112469.1,REN1,5.9400000000000005e-118,424.0,1.27e-118,424.0
21701,Astyanax_pachon,KAG9270353.1,RENBP,Mus_musculus,NP_001412884.1,RENBP,5.52e-161,567.0,1.1900000000000002e-161,567.0
45993,Astyanax_pachon,KAG9283086.1,REPS1,Mus_musculus,XP_017169341.1,REPS1,0.0,1047.0,0.0,1047.0
19452,Astyanax_pachon,KAG9269348.1,REPS2,Mus_musculus,XP_006528826.1,REPS2,1.35e-79,297.0,2.8000000000000003e-80,297.0
21667,Astyanax_pachon,KAG9270333.1,RER1,Mus_musculus,NP_001349910.1,RER1,1.67e-96,352.0,2.93e-97,352.0
20100,Astyanax_pachon,KAG9269662.1,RERE,Mus_musculus,NP_001078961.1,RERE,0.0,1654.0,0.0,1654.0
41268,Astyanax_pachon,KAG9280580.1,RERG,Mus_musculus,NP_001157684.1,RERG,2.4699999999999997e-89,328.0,4.99e-90,328.0
40554,Astyanax_pachon,KAG9280298.1,RERGL,Mus_musculus,NP_001121562.1,RERGL,1.2e-64,246.0,2.47e-65,246.0
31306,Astyanax_pachon,KAG9275421.1,RET,Mus_musculus,NP_033076.2,RET,0.0,1219.0,0.0,1219.0
28804,Astyanax_pachon,KAG9273983.1,RETREG1,Mus_musculus,XP_036015429.1,RETREG1,4.1800000000000004e-88,325.0,9.549999999999999e-89,325.0
5155,Astyanax_pachon,KAG9262309.1,RETREG2,Mus_musculus,NP_739561.2,RETREG2,6.34e-101,368.0,1.2299999999999999e-101,368.0
8675,Astyanax_pachon,KAG9264194.1,RETREG3,Mus_musculus,NP_080777.1,RETREG3,1.82e-124,446.0,3.52e-125,446.0
8728,Astyanax_pachon,KAG9264221.1,RETSAT,Mus_musculus,NP_080435.3,RETSAT,1.9e-173,609.0,3.93e-174,609.0
23617,Astyanax_pachon,KAG9271340.1,REV1,Mus_musculus,XP_006496218.2,REV1,0.0,1038.0,0.0,1038.0
44362,Astyanax_pachon,KAG9282273.1,REV3L,Mus_musculus,NP_035394.2,REV3L,0.0,2485.0,0.0,2485.0
6597,Astyanax_pachon,KAG9263130.1,REXO2,Mus_musculus,NP_077195.2,REXO2,1.09e-93,343.0,1.81e-94,343.0
12387,Astyanax_pachon,KAG9266038.1,REXO4,Mus_musculus,NP_997117.2,REXO4,7.079999999999999e-81,301.0,1.45e-81,301.0
6075,Astyanax_pachon,KAG9262893.1,REXO5,Mus_musculus,NP_001357707.1,REXO5,3.05e-90,333.0,5.94e-91,333.0
791,Astyanax_pachon,KAG9259925.1,RFC1,Mus_musculus,NP_001334286.1,RFC1,0.0,1029.0,0.0,1029.0
11517,Astyanax_pachon,KAG9265647.1,RFC2,Mus_musculus,NP_064406.1,RFC2,2.62e-164,578.0,4.84e-165,578.0
7805,Astyanax_pachon,KAG9263701.1,RFC3,Mus_musculus,NP_081285.1,RFC3,1.7e-178,625.0,3.5e-179,625.0
14583,Astyanax_pachon,KAG9267056.1,RFC4,Mus_musculus,NP_663455.1,RFC4,9.15e-148,523.0,1.82e-148,523.0
4719,Astyanax_pachon,KAG9261996.1,RFC5,Mus_musculus,NP_082404.1,RFC5,1.44e-162,572.0,3.01e-163,572.0
22181,Astyanax_pachon,KAG9270614.1,RFESD,Mus_musculus,NP_001124540.1,RFESD,1.47e-35,149.0,3.02e-36,149.0
10272,Astyanax_pachon,KAG9265049.1,RFFL,Mus_musculus,NP_001007466.1,RFFL,1.27e-99,363.0,2.6500000000000003e-100,363.0
21769,Astyanax_pachon,KAG9270389.1,RFK,Mus_musculus,NP_062310.1,RFK,3.6499999999999996e-67,254.0,7.339999999999999e-68,254.0
21980,Astyanax_pachon,KAG9270508.1,RFLNA,Mus_musculus,NP_082719.1,RFLNA,7.45e-47,187.0,1.43e-47,187.0
10559,Astyanax_pachon,KAG9265189.1,RFLNB,Mus_musculus,NP_083934.1,RFLNB,8.41e-45,180.0,1.93e-45,180.0
15330,Astyanax_pachon,KAG9267374.1,RFNG,Mus_musculus,NP_033079.1,RFNG,2.46e-111,402.0,4.41e-112,402.0
37902,Astyanax_pachon,KAG9278929.1,RFT2,Mus_musculus,NP_001158291.1,SLC52A3,2.96e-117,422.0,5.82e-118,422.0
47329,Astyanax_pachon,KAG9283748.1,RFTN1,Mus_musculus,NP_852062.1,RFTN1,5.29e-75,282.0,9.77e-76,282.0
23054,Astyanax_pachon,KAG9271053.1,RFTN2,Mus_musculus,NP_082989.1,RFTN2,9.94e-98,357.0,2.3299999999999998e-98,357.0
42012,Astyanax_pachon,KAG9280913.1,RFWD3,Mus_musculus,NP_666330.2,RFWD3,1.14e-167,590.0,2.62e-168,590.0
8949,Astyanax_pachon,KAG9264327.1,RFX1,Mus_musculus,NP_033081.3,RFX1,1.79e-261,902.0,3.9e-262,902.0
21075,Astyanax_pachon,KAG9270082.1,RFX2,Mus_musculus,NP_033082.1,RFX2,3.16e-274,944.0,6.38e-275,944.0
6406,Astyanax_pachon,KAG9263053.1,RFX3,Mus_musculus,XP_006526847.1,RFX3,1.7e-274,945.0,3.3399999999999997e-275,945.0
27211,Astyanax_pachon,KAG9273101.1,RFX4,Mus_musculus,NP_001020089.1,RFX4,0.0,1235.0,0.0,1235.0
38938,Astyanax_pachon,KAG9279512.1,RFX5,Mus_musculus,NP_001342634.1,RFX5,3.2e-76,286.0,7.25e-77,286.0
45940,Astyanax_pachon,KAG9283048.1,RFX6,Mus_musculus,NP_001152861.1,RFX6,1.73e-295,1015.0,3.62e-296,1015.0
2870,Astyanax_pachon,KAG9260949.1,RFX7,Mus_musculus,NP_001028708.1,RFX7,0.0,1199.0,0.0,1199.0
13574,Astyanax_pachon,KAG9266596.1,RFXANK,Mus_musculus,NP_001020760.1,RFXANK,2.32e-33,142.0,6.37e-34,142.0
7838,Astyanax_pachon,KAG9263708.1,RFXAP,Mus_musculus,NP_573494.1,RFXAP,1.82e-35,149.0,4.44e-36,149.0
23740,Astyanax_pachon,KAG9271399.1,RGCC,Mus_musculus,NP_079703.2,RGCC,1.3099999999999999e-23,109.0,2.89e-24,109.0
21028,Astyanax_pachon,KAG9270070.1,RGL1,Mus_musculus,NP_058542.2,RGL1,6.66e-255,880.0,1.31e-255,880.0
47253,Astyanax_pachon,KAG9283694.1,RGL2,Mus_musculus,NP_033085.2,RGL2,8.67e-123,441.0,1.88e-123,441.0
27604,Astyanax_pachon,KAG9273267.1,RGMA,Mus_musculus,NP_808408.2,RGMA,3.7999999999999997e-165,581.0,7.86e-166,581.0
4384,Astyanax_pachon,KAG9261849.1,RGMB,Mus_musculus,NP_001359188.1,RGMB,8.3e-150,530.0,1.7e-150,530.0
35662,Astyanax_pachon,KAG9277550.1,RGN,Mus_musculus,NP_001404943.1,RGN,1.88e-114,412.0,3.8699999999999996e-115,412.0
29519,Astyanax_pachon,KAG9274436.1,RGP1,Mus_musculus,NP_766454.1,RGP1,6.269999999999999e-140,497.0,1.3099999999999998e-140,497.0
31193,Astyanax_pachon,KAG9275369.1,RGR,Mus_musculus,NP_067315.1,RGR,3.01e-82,305.0,6.1199999999999996e-83,305.0
4924,Astyanax_pachon,KAG9262130.1,RGS11,Mus_musculus,NP_001074538.1,RGS11,3.6000000000000003e-177,621.0,7.34e-178,621.0
31804,Astyanax_pachon,KAG9275645.1,RGS12,Mus_musculus,NP_001390400.1,RGS12,0.0,1325.0,0.0,1325.0
14038,Astyanax_pachon,KAG9266816.1,RGS13,Mus_musculus,NP_001277198.1,RGS21,2.69e-37,155.0,4.56e-38,155.0
42759,Astyanax_pachon,KAG9281238.1,RGS14,Mus_musculus,NP_058038.2,RGS14,5.27e-91,335.0,1.07e-91,335.0
28527,Astyanax_pachon,KAG9273755.1,RGS16,Mus_musculus,NP_035397.2,RGS16,4.77e-46,184.0,1.12e-46,184.0
