,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
13891,Astyanax_pachon,KAG9277737.1,TOMM70,Drosophila_melanogaster,NP_609536.1,TOM70,2.03e-107,388.0,1.28e-107,388.0
7214,Astyanax_pachon,KAG9268628.1,TONSL,Drosophila_melanogaster,NP_001303376.1,CG7457,1.45e-49,197.0,9.59e-50,197.0
8081,Astyanax_pachon,KAG9269888.1,TOP1,Drosophila_melanogaster,NP_727841.1,TOP1,1.81e-214,744.0,8.61e-215,744.0
6324,Astyanax_pachon,KAG9267590.1,TOP2A,Drosophila_melanogaster,NP_001260580.1,TOP2,0.0,1443.0,0.0,1443.0
14644,Astyanax_pachon,KAG9278912.1,TOP2B,Drosophila_melanogaster,NP_001260580.1,TOP2,0.0,1474.0,0.0,1474.0
15410,Astyanax_pachon,KAG9279931.1,TOP3A,Drosophila_melanogaster,NP_523602.2,TOP3ALPHA,4.17e-223,773.0,3.4500000000000003e-223,773.0
1775,Astyanax_pachon,KAG9261982.1,TOP3B,Drosophila_melanogaster,NP_001284938.1,TOP3BETA,1.6e-294,1010.0,1.09e-294,1010.0
4952,Astyanax_pachon,KAG9266088.1,TOR1B,Drosophila_melanogaster,NP_001284866.1,TORSIN,3.5000000000000003e-47,187.0,2.38e-47,187.0
8898,Astyanax_pachon,KAG9270864.1,TOR3A,Drosophila_melanogaster,NP_001284866.1,TORSIN,3.81e-47,187.0,2.38e-47,187.0
11259,Astyanax_pachon,KAG9274157.1,TP53,Drosophila_melanogaster,NP_001247252.2,P53,4.56e-13,73.9,2.6e-13,73.9
604,Astyanax_pachon,KAG9260398.1,TP53RK,Drosophila_melanogaster,NP_647948.1,TCS5,5.09e-44,176.0,3.2100000000000003e-44,176.0
15171,Astyanax_pachon,KAG9279727.1,TPD52,Drosophila_melanogaster,NP_725791.1,CG5174,5.7e-13,72.8,3.13e-13,72.8
8769,Astyanax_pachon,KAG9270722.1,TPD52L1,Drosophila_melanogaster,NP_725789.1,CG5174,5.99e-10,62.4,3.74e-10,62.4
7780,Astyanax_pachon,KAG9269533.1,TPD52L2,Drosophila_melanogaster,NP_611331.2,CG5174,9.53e-09,59.3,4.02e-09,59.3
5100,Astyanax_pachon,KAG9266264.1,TPGS2,Drosophila_melanogaster,NP_648536.1,CG6931,2.2799999999999998e-24,111.0,1.5299999999999999e-24,111.0
16125,Astyanax_pachon,KAG9280804.1,TPH,Drosophila_melanogaster,NP_612080.1,TRHN,1.4299999999999998e-147,521.0,1.1099999999999999e-147,521.0
0,Astyanax_pachon,KAG9259371.1,TPH2,Drosophila_melanogaster,NP_612080.1,TRHN,1.5e-143,508.0,9.08e-144,508.0
14926,Astyanax_pachon,KAG9279355.1,TPI1A,Drosophila_melanogaster,NP_788765.1,TPI,2.14e-89,327.0,1.2399999999999999e-89,327.0
12578,Astyanax_pachon,KAG9276000.1,TPI1B,Drosophila_melanogaster,NP_788765.1,TPI,2.3e-90,330.0,1.5499999999999999e-90,330.0
17953,Astyanax_pachon,KAG9283281.1,TPK1,Drosophila_melanogaster,NP_001262483.1,CG14721,3.67e-33,140.0,2.7e-33,140.0
7295,Astyanax_pachon,KAG9268743.1,TPO,Drosophila_melanogaster,NP_650627.1,CYSU,1.09e-85,316.0,7.730000000000001e-86,316.0
1948,Astyanax_pachon,KAG9262190.1,TPP2,Drosophila_melanogaster,NP_001286376.1,TPPII,1.2500000000000001e-226,785.0,9.12e-227,785.0
18284,Astyanax_pachon,KAG9283808.1,TPPP,Drosophila_melanogaster,NP_001246792.1,RINGER,1.15e-22,105.0,6.489999999999999e-23,105.0
1049,Astyanax_pachon,KAG9260907.1,TPPP3,Drosophila_melanogaster,NP_001246792.1,RINGER,2.2199999999999997e-23,107.0,1.62e-23,107.0
4181,Astyanax_pachon,KAG9265139.1,TPST1,Drosophila_melanogaster,NP_001259520.1,TPST,2.2400000000000002e-116,417.0,2.02e-116,417.0
2174,Astyanax_pachon,KAG9262540.1,TPT1,Drosophila_melanogaster,NP_001303431.1,TCTP,1.6600000000000002e-43,174.0,9.85e-44,174.0
10551,Astyanax_pachon,KAG9273090.1,TRABD,Drosophila_melanogaster,NP_650253.1,CG46280,3.8700000000000004e-72,270.0,3.84e-72,270.0
4307,Astyanax_pachon,KAG9265262.1,TRAF4,Drosophila_melanogaster,NP_001097080.2,TRAF4,1.1900000000000002e-109,395.0,8.100000000000001e-110,395.0
12986,Astyanax_pachon,KAG9276532.1,TRAK1,Drosophila_melanogaster,NP_542943.2,MILT,4.3999999999999995e-62,238.0,3.46e-62,238.0
17911,Astyanax_pachon,KAG9283230.1,TRAM1L1,Drosophila_melanogaster,NP_001245456.1,TRAM,8.310000000000001e-66,249.0,5.58e-66,249.0
3278,Astyanax_pachon,KAG9263974.1,TRAP1,Drosophila_melanogaster,NP_001260726.1,TRAP1,2.5999999999999997e-188,657.0,1.5799999999999998e-188,657.0
7724,Astyanax_pachon,KAG9269436.1,TRAPPC1,Drosophila_melanogaster,NP_651778.1,BET5,4.8199999999999996e-46,182.0,3.2399999999999998e-46,182.0
5800,Astyanax_pachon,KAG9267028.1,TRAPPC10,Drosophila_melanogaster,NP_650431.1,SIDL,7.950000000000001e-107,387.0,4.98e-107,387.0
2889,Astyanax_pachon,KAG9263435.1,TRAPPC13,Drosophila_melanogaster,NP_609365.3,CG4953,1.01e-87,322.0,7.030000000000001e-88,322.0
8996,Astyanax_pachon,KAG9270985.1,TRAPPC2,Drosophila_melanogaster,NP_648841.1,TRS20,7.55e-45,178.0,4.9699999999999996e-45,178.0
1304,Astyanax_pachon,KAG9261255.1,TRAPPC2L,Drosophila_melanogaster,NP_610662.1,CG9067,2.08e-39,160.0,1.2899999999999999e-39,160.0
15200,Astyanax_pachon,KAG9279760.1,TRAPPC3,Drosophila_melanogaster,NP_648312.3,BET3,3.4e-59,226.0,2.26e-59,226.0
4047,Astyanax_pachon,KAG9264998.1,TRAPPC4,Drosophila_melanogaster,NP_609247.1,TRS23,7.53e-71,265.0,5.06e-71,265.0
14857,Astyanax_pachon,KAG9279258.1,TRAPPC5,Drosophila_melanogaster,NP_610986.1,TRS31,6.619999999999999e-68,255.0,4.59e-68,255.0
8022,Astyanax_pachon,KAG9269808.1,TRAPPC6B,Drosophila_melanogaster,NP_650450.1,TRS33,3.34e-44,176.0,2.18e-44,176.0
17523,Astyanax_pachon,KAG9282782.1,TRAPPC8,Drosophila_melanogaster,NP_001262058.1,L(3)76BDM,2.72e-148,525.0,1.65e-148,525.0
16593,Astyanax_pachon,KAG9281353.1,TRAPPC9,Drosophila_melanogaster,NP_610044.2,BRUN,8.04e-151,533.0,6.43e-151,533.0
12936,Astyanax_pachon,KAG9276491.1,TRDMT1,Drosophila_melanogaster,NP_001036355.1,MT2,1.11e-63,242.0,6.69e-64,242.0
10725,Astyanax_pachon,KAG9273318.1,TREH,Drosophila_melanogaster,NP_726025.1,TREH,2.19e-145,514.0,1.52e-145,514.0
10579,Astyanax_pachon,KAG9273148.1,TRHR,Drosophila_melanogaster,NP_001287439.1,ETHR,6.07e-35,147.0,3.62e-35,147.0
2528,Astyanax_pachon,KAG9263041.1,TRIAP1,Drosophila_melanogaster,NP_725705.2,CG30108,1.16e-10,63.5,9.25e-11,63.5
15797,Astyanax_pachon,KAG9280401.1,TRIM24,Drosophila_melanogaster,NP_001262766.1,BON,1.92e-64,246.0,1.3600000000000001e-64,246.0
8192,Astyanax_pachon,KAG9270015.1,TRIM33,Drosophila_melanogaster,NP_001262767.1,BON,4.6299999999999994e-61,235.0,2.7899999999999998e-61,235.0
9229,Astyanax_pachon,KAG9271369.1,TRIM45,Drosophila_melanogaster,NP_609193.1,CG8419,1.66e-66,252.0,1.74e-66,252.0
3191,Astyanax_pachon,KAG9263825.1,TRIM71,Drosophila_melanogaster,NP_001137614.1,WECH,1.52e-24,113.0,1.1e-24,113.0
12244,Astyanax_pachon,KAG9275478.1,TRIM9,Drosophila_melanogaster,NP_723600.2,TRIM9,9.870000000000001e-163,572.0,6.460000000000001e-163,572.0
13520,Astyanax_pachon,KAG9277206.1,TRIO,Drosophila_melanogaster,NP_728563.1,TRIO,2.21e-55,215.0,1.04e-55,215.0
10422,Astyanax_pachon,KAG9272915.1,TRIP12,Drosophila_melanogaster,NP_001189170.1,CTRIP,0.0,1474.0,0.0,1474.0
5841,Astyanax_pachon,KAG9267086.1,TRIP4,Drosophila_melanogaster,NP_001285492.1,CG11710,6.27e-65,246.0,6.22e-65,246.0
15195,Astyanax_pachon,KAG9279749.1,TRIT1,Drosophila_melanogaster,NP_001189283.1,CG31381,2.55e-81,301.0,1.6e-81,301.0
12435,Astyanax_pachon,KAG9275753.1,TRMO,Drosophila_melanogaster,NP_610327.1,CG12822,1.47e-42,172.0,9.43e-43,172.0
1189,Astyanax_pachon,KAG9261074.1,TRMT1,Drosophila_melanogaster,NP_609566.1,TRM1,2.23e-132,471.0,1.3e-132,471.0
10119,Astyanax_pachon,KAG9272556.1,TRMT112,Drosophila_melanogaster,NP_649293.1,TRMT112,5.89e-29,125.0,4.0000000000000003e-29,125.0
11322,Astyanax_pachon,KAG9274202.1,TRMT44,Drosophila_melanogaster,NP_649904.2,CG9386,2.02e-82,305.0,1.1e-82,305.0
11759,Astyanax_pachon,KAG9274950.1,TRMT5,Drosophila_melanogaster,NP_728821.2,CG32281,4.44e-93,340.0,2.8e-93,340.0
17605,Astyanax_pachon,KAG9282873.1,TRMT6,Drosophila_melanogaster,NP_001285679.1,TRMT6,3.41e-36,151.0,2.13e-36,151.0
12082,Astyanax_pachon,KAG9275270.1,TRMT61A,Drosophila_melanogaster,NP_001303484.1,TRMT61,5.29e-71,266.0,3.66e-71,266.0
15823,Astyanax_pachon,KAG9280418.1,TRMU,Drosophila_melanogaster,NP_652639.1,CG3021,7.34e-96,349.0,4.65e-96,349.0
14890,Astyanax_pachon,KAG9279304.1,TRNAU1AP,Drosophila_melanogaster,NP_608837.2,SECP43,3.39e-38,157.0,2.52e-38,157.0
14204,Astyanax_pachon,KAG9278314.1,TRNAU1APL,Drosophila_melanogaster,NP_608837.2,SECP43,8.76e-39,159.0,6.3e-39,159.0
13248,Astyanax_pachon,KAG9276878.1,TRNT1,Drosophila_melanogaster,NP_001163512.1,CG2100,4.790000000000001e-97,353.0,3.56e-97,353.0
14250,Astyanax_pachon,KAG9278396.1,TRPA1,Drosophila_melanogaster,NP_001097554.4,TRPA1,1.67e-144,512.0,1.2200000000000001e-144,512.0
14664,Astyanax_pachon,KAG9278937.1,TRPC2,Drosophila_melanogaster,NP_001097089.2,NOMPC,2.87e-213,741.0,2.0500000000000002e-213,741.0
3088,Astyanax_pachon,KAG9263682.1,TRPC4,Drosophila_melanogaster,NP_609802.1,TRPGAMMA,1.3300000000000002e-209,728.0,1.09e-209,728.0
1869,Astyanax_pachon,KAG9262113.1,TRPC5,Drosophila_melanogaster,NP_609802.1,TRPGAMMA,7.789999999999999e-204,709.0,5.74e-204,709.0
16295,Astyanax_pachon,KAG9281001.1,TRPM1,Drosophila_melanogaster,NP_001286448.1,TRPM,0.0,1042.0,0.0,1042.0
1465,Astyanax_pachon,KAG9261512.1,TRPM3,Drosophila_melanogaster,NP_001286448.1,TRPM,0.0,1094.0,0.0,1094.0
10048,Astyanax_pachon,KAG9272476.1,TRPT1,Drosophila_melanogaster,NP_001286980.1,TPT,1.17e-37,155.0,6.36e-38,155.0
12581,Astyanax_pachon,KAG9276005.1,TRPV6,Drosophila_melanogaster,NP_572353.1,IAV,3.38e-34,145.0,3.45e-34,145.0
6404,Astyanax_pachon,KAG9267683.1,TRRAP,Drosophila_melanogaster,NP_001097192.2,NIPPED-A,0.0,3723.0,0.0,3723.0
13430,Astyanax_pachon,KAG9277129.1,TRUB2,Drosophila_melanogaster,NP_610201.1,CG7849,3.81e-41,167.0,2.3199999999999997e-41,167.0
12519,Astyanax_pachon,KAG9275927.1,TRY4,Drosophila_melanogaster,NP_727055.1,CG32755,6.92e-39,159.0,5.91e-39,159.0
2275,Astyanax_pachon,KAG9262659.1,TSC2,Drosophila_melanogaster,NP_524177.1,GIG,4.94e-190,664.0,3.31e-190,664.0
13484,Astyanax_pachon,KAG9277185.1,TSFM,Drosophila_melanogaster,NP_609847.1,MEFTS,6.13e-50,196.0,4.34e-50,196.0
16409,Astyanax_pachon,KAG9281139.1,TSG101,Drosophila_melanogaster,NP_524120.1,TSG101,1.5600000000000001e-80,298.0,1.1e-80,298.0
17367,Astyanax_pachon,KAG9282531.1,TSHR,Drosophila_melanogaster,NP_524393.2,LGR1,7.76e-106,383.0,5.779999999999999e-106,383.0
9260,Astyanax_pachon,KAG9271433.1,TSN,Drosophila_melanogaster,NP_610591.1,TRSN,1.1e-56,218.0,7.65e-57,218.0
11839,Astyanax_pachon,KAG9275025.1,TSNAX,Drosophila_melanogaster,NP_650454.2,TRAX,4.9e-40,163.0,3.49e-40,163.0
15705,Astyanax_pachon,KAG9280267.1,TSPAN11,Drosophila_melanogaster,NP_524132.1,TSP74F,7.970000000000001e-27,119.0,4.8700000000000004e-27,119.0
15133,Astyanax_pachon,KAG9279661.1,TSPAN13,Drosophila_melanogaster,NP_001138115.2,TSP97E,4.14e-50,196.0,3.02e-50,196.0
16573,Astyanax_pachon,KAG9281314.1,TSPAN17,Drosophila_melanogaster,NP_001245911.1,TSP26A,9.5e-68,255.0,6.56e-68,255.0
10854,Astyanax_pachon,KAG9273562.1,TSPAN18,Drosophila_melanogaster,NP_524132.1,TSP74F,3.77e-25,114.0,1.56e-25,114.0
15656,Astyanax_pachon,KAG9280195.1,TSPAN33,Drosophila_melanogaster,NP_001245504.1,TSP3A,1.79e-51,201.0,1.3e-51,201.0
180,Astyanax_pachon,KAG9259716.1,TSPAN5,Drosophila_melanogaster,NP_001245911.1,TSP26A,1.22e-65,248.0,8.39e-66,248.0
1254,Astyanax_pachon,KAG9261177.1,TSPAN7,Drosophila_melanogaster,NP_001137809.1,TSP29FB,1.56e-23,108.0,1.2999999999999998e-23,108.0
10546,Astyanax_pachon,KAG9273069.1,TSPAN9,Drosophila_melanogaster,NP_001138163.1,TSP5D,4.13e-29,127.0,2.2800000000000002e-29,127.0
13448,Astyanax_pachon,KAG9277159.1,TSPO,Drosophila_melanogaster,NP_608531.1,TSPO,6.69e-47,185.0,5.17e-47,185.0
10268,Astyanax_pachon,KAG9272733.1,TSSK6,Drosophila_melanogaster,NP_608999.2,CG9222,8.07e-40,163.0,3.95e-40,163.0
2023,Astyanax_pachon,KAG9262315.1,TSTA3,Drosophila_melanogaster,NP_611734.1,GMER,1.6300000000000001e-109,394.0,1.09e-109,394.0
14221,Astyanax_pachon,KAG9278365.1,TSTD3,Drosophila_melanogaster,NP_001287495.1,CG6000,1.1e-23,108.0,6.5e-24,108.0
11131,Astyanax_pachon,KAG9273952.1,TTC19,Drosophila_melanogaster,NP_609934.3,TTC19,5.91e-14,77.0,3.35e-14,77.0
13636,Astyanax_pachon,KAG9277367.1,TTC26,Drosophila_melanogaster,NP_650486.1,TTC26,3e-159,560.0,2.07e-159,560.0
6974,Astyanax_pachon,KAG9268385.1,TTC27,Drosophila_melanogaster,NP_649026.1,CG5290,1.8299999999999997e-55,216.0,1.04e-55,216.0
2439,Astyanax_pachon,KAG9262977.1,TTC28,Drosophila_melanogaster,NP_001246673.1,CG43163,4.37e-154,545.0,3e-154,545.0
3236,Astyanax_pachon,KAG9263875.1,TTC30A,Drosophila_melanogaster,NP_001097155.2,TTC30,1.8699999999999998e-159,561.0,1.19e-159,561.0
10731,Astyanax_pachon,KAG9273321.1,TTC36,Drosophila_melanogaster,NP_648644.1,CG14105,5.87e-24,109.0,3.9099999999999996e-24,109.0
1679,Astyanax_pachon,KAG9261877.1,TTC37,Drosophila_melanogaster,NP_610452.2,CG8777,1.17e-88,327.0,6.18e-89,327.0
13625,Astyanax_pachon,KAG9277344.1,TTC4,Drosophila_melanogaster,NP_001260729.1,DPIT47,2.75e-39,161.0,1.86e-39,161.0
7493,Astyanax_pachon,KAG9268988.1,TTC7B,Drosophila_melanogaster,NP_652063.1,TTC7,2.49e-100,365.0,1.57e-100,365.0
7350,Astyanax_pachon,KAG9268783.1,TTC8,Drosophila_melanogaster,NP_608524.1,BBS8,2.82e-41,168.0,2.01e-41,168.0
9230,Astyanax_pachon,KAG9271375.1,TTF2,Drosophila_melanogaster,NP_524850.2,LDS,2.62e-124,445.0,1.6e-124,445.0
15782,Astyanax_pachon,KAG9280383.1,TTLL1,Drosophila_melanogaster,NP_729025.1,TTLL1B,1.78e-161,567.0,1.38e-161,567.0
15672,Astyanax_pachon,KAG9280209.1,TTLL12,Drosophila_melanogaster,NP_610325.1,TTLL12,6.58e-140,496.0,4.19e-140,496.0
13408,Astyanax_pachon,KAG9277094.1,TTLL3,Drosophila_melanogaster,NP_609069.1,TTLL3A,8.590000000000001e-100,363.0,7.24e-100,363.0
7356,Astyanax_pachon,KAG9268792.1,TTLL5,Drosophila_melanogaster,NP_001287520.1,TTLL5,7.62e-125,447.0,3.46e-125,447.0
6515,Astyanax_pachon,KAG9267804.1,TTLL6,Drosophila_melanogaster,NP_651549.1,TTLL6B,3.69e-118,424.0,2.28e-118,424.0
3875,Astyanax_pachon,KAG9264730.1,TTPA,Drosophila_melanogaster,NP_001260581.1,CG10026,4.31e-30,130.0,2.9199999999999998e-30,130.0
7535,Astyanax_pachon,KAG9269087.1,TTPAL,Drosophila_melanogaster,NP_001246091.1,CG10237,2.9599999999999997e-40,164.0,1.76e-40,164.0
1962,Astyanax_pachon,KAG9262236.1,TUBA,Drosophila_melanogaster,NP_476772.1,ALPHATUB84B,2.9799999999999994e-250,862.0,2.01e-250,862.0
12477,Astyanax_pachon,KAG9275838.1,TUBB,Drosophila_melanogaster,NP_523795.2,BETATUB56D,9.42e-249,857.0,6.38e-249,857.0
11663,Astyanax_pachon,KAG9274781.1,TUBB2A,Drosophila_melanogaster,NP_523795.2,BETATUB56D,9.28e-245,844.0,5.22e-245,844.0
10451,Astyanax_pachon,KAG9272950.1,TUBB3,Drosophila_melanogaster,NP_524290.2,BETATUB85D,8.709999999999999e-241,831.0,4.27e-241,831.0
16847,Astyanax_pachon,KAG9281792.1,TUBB4B,Drosophila_melanogaster,NP_523795.2,BETATUB56D,4.61e-252,868.0,3.1100000000000004e-252,868.0
13152,Astyanax_pachon,KAG9276734.1,TUBB6,Drosophila_melanogaster,NP_524290.2,BETATUB85D,1.0399999999999999e-236,817.0,6.99e-237,817.0
3442,Astyanax_pachon,KAG9264193.1,TUBG1,Drosophila_melanogaster,NP_476804.1,GAMMATUB23C,5.210000000000001e-209,725.0,3.6900000000000004e-209,725.0
6338,Astyanax_pachon,KAG9267621.1,TUBGCP2,Drosophila_melanogaster,NP_728265.1,GRIP84,9.89e-125,446.0,6.430000000000001e-125,446.0
2122,Astyanax_pachon,KAG9262471.1,TUBGCP3,Drosophila_melanogaster,NP_524919.2,GRIP91,4.17e-121,434.0,2.83e-121,434.0
1339,Astyanax_pachon,KAG9261304.1,TUBGCP4,Drosophila_melanogaster,NP_609412.1,GRIP75,1.01e-57,223.0,6.61e-58,223.0
14799,Astyanax_pachon,KAG9279205.1,TUFM,Drosophila_melanogaster,NP_001163144.1,MEFTU1,2.87e-166,583.0,2.1200000000000003e-166,583.0
8110,Astyanax_pachon,KAG9269920.1,TULP1,Drosophila_melanogaster,NP_995911.1,KTUB,1.78e-92,338.0,1.13e-92,338.0
16042,Astyanax_pachon,KAG9280703.1,TULP3,Drosophila_melanogaster,NP_995911.1,KTUB,5.28e-97,353.0,3.44e-97,353.0
152,Astyanax_pachon,KAG9259673.1,TUSC3,Drosophila_melanogaster,NP_609204.2,OSTGAMMA,7.49e-106,382.0,4.59e-106,382.0
15994,Astyanax_pachon,KAG9280620.1,TWF1,Drosophila_melanogaster,NP_650338.1,TWF,1.51e-99,361.0,1e-99,361.0
6559,Astyanax_pachon,KAG9267873.1,TWNK,Drosophila_melanogaster,NP_609318.1,MTDNA-HELICASE,1.45e-111,402.0,8.13e-112,402.0
15132,Astyanax_pachon,KAG9279656.1,TXLNA,Drosophila_melanogaster,NP_651435.1,CG5886,2.44e-34,145.0,1.58e-34,145.0
12377,Astyanax_pachon,KAG9275670.1,TXN,Drosophila_melanogaster,NP_523526.1,TRX2,4.3e-22,102.0,2.87e-22,102.0
14861,Astyanax_pachon,KAG9279270.1,TXN2,Drosophila_melanogaster,NP_611446.3,CG8517,2.5500000000000003e-27,120.0,1.5e-27,120.0
4276,Astyanax_pachon,KAG9265246.1,TXNDC17,Drosophila_melanogaster,NP_001260098.1,CL,9.66e-25,111.0,6.6499999999999995e-25,111.0
18121,Astyanax_pachon,KAG9283547.1,TXNDC5,Drosophila_melanogaster,NP_001188583.1,PRTP,2.5e-85,314.0,1.71e-85,314.0
9206,Astyanax_pachon,KAG9271339.1,TXNDC9,Drosophila_melanogaster,NP_001163585.1,CG4511,5.34e-60,229.0,3.43e-60,229.0
4967,Astyanax_pachon,KAG9266116.1,TXNL1,Drosophila_melanogaster,NP_523938.2,TXL,3.79e-76,283.0,2.53e-76,283.0
14651,Astyanax_pachon,KAG9278916.1,TXNL4A,Drosophila_melanogaster,NP_608830.3,DIM1,3.6400000000000006e-79,292.0,2.4500000000000003e-79,292.0
1856,Astyanax_pachon,KAG9262070.1,TXNRD2,Drosophila_melanogaster,NP_727251.1,TRXR1,1.42e-159,561.0,1.0799999999999999e-159,561.0
11218,Astyanax_pachon,KAG9274070.1,TYMS,Drosophila_melanogaster,NP_001285570.1,TS,3.85e-116,416.0,2.6e-116,416.0
9503,Astyanax_pachon,KAG9271702.1,U2AF1,Drosophila_melanogaster,NP_001259814.1,U2AF38,5.43e-91,332.0,4.14e-91,332.0
12583,Astyanax_pachon,KAG9276018.1,U2AF2,Drosophila_melanogaster,NP_001245710.1,U2AF50,1.33e-153,541.0,7.92e-154,541.0
3874,Astyanax_pachon,KAG9264729.1,U2SURP,Drosophila_melanogaster,NP_611535.1,CG9346,2.83e-150,531.0,1.8699999999999998e-150,531.0
13574,Astyanax_pachon,KAG9277270.1,UAP1,Drosophila_melanogaster,NP_001285673.1,MMY,5.28e-137,486.0,3.31e-137,486.0
16785,Astyanax_pachon,KAG9281728.1,UAP1L1,Drosophila_melanogaster,NP_001285673.1,MMY,5.37e-131,466.0,3.4699999999999997e-131,466.0
7834,Astyanax_pachon,KAG9269620.1,UBA1,Drosophila_melanogaster,NP_001260831.1,UBA1,0.0,1247.0,0.0,1247.0
9742,Astyanax_pachon,KAG9272040.1,UBA2,Drosophila_melanogaster,NP_524756.2,UBA2,4.2300000000000005e-163,573.0,3.1000000000000004e-163,573.0
7787,Astyanax_pachon,KAG9269552.1,UBA3,Drosophila_melanogaster,NP_610913.1,UBA3,1.21e-162,571.0,7.980000000000001e-163,571.0
12473,Astyanax_pachon,KAG9275824.1,UBA5,Drosophila_melanogaster,NP_572722.2,UBA5,1.76e-127,454.0,1.19e-127,454.0
14469,Astyanax_pachon,KAG9278673.1,UBA52,Drosophila_melanogaster,NP_001260018.1,RPL40,2.88e-66,249.0,1.94e-66,249.0
1676,Astyanax_pachon,KAG9261866.1,UBAC1,Drosophila_melanogaster,NP_725921.1,KPC2,2.68e-23,108.0,1.8399999999999998e-23,108.0
16823,Astyanax_pachon,KAG9281769.1,UBASH3B,Drosophila_melanogaster,NP_001097898.1,EPP,2.3100000000000002e-123,441.0,1.73e-123,441.0
2411,Astyanax_pachon,KAG9262945.1,UBC,Drosophila_melanogaster,NP_001286873.1,EMP,1.4199999999999999e-67,256.0,6.009999999999999e-68,256.0
2064,Astyanax_pachon,KAG9262391.1,UBE2A,Drosophila_melanogaster,NP_001246916.1,UBC6,8.160000000000001e-73,271.0,5.4500000000000006e-73,271.0
5246,Astyanax_pachon,KAG9266381.1,UBE2B,Drosophila_melanogaster,NP_001246916.1,UBC6,4.0800000000000004e-73,272.0,2.7300000000000002e-73,272.0
13295,Astyanax_pachon,KAG9276941.1,UBE2C,Drosophila_melanogaster,NP_648582.1,VIH,3.4099999999999998e-53,206.0,2.37e-53,206.0
3166,Astyanax_pachon,KAG9263806.1,UBE2D2,Drosophila_melanogaster,NP_001262578.1,EFF,1.4699999999999998e-81,300.0,9.89e-82,300.0
6042,Astyanax_pachon,KAG9267304.1,UBE2D4,Drosophila_melanogaster,NP_001262578.1,EFF,3.7600000000000004e-79,292.0,2.53e-79,292.0
14631,Astyanax_pachon,KAG9278907.1,UBE2E1,Drosophila_melanogaster,NP_001260362.1,UBC2,2.01e-78,290.0,1.6e-78,290.0
14627,Astyanax_pachon,KAG9278906.1,UBE2E2,Drosophila_melanogaster,NP_001260362.1,UBC2,1.0299999999999999e-81,301.0,7.81e-82,301.0
9570,Astyanax_pachon,KAG9271823.1,UBE2E3,Drosophila_melanogaster,NP_001260362.1,UBC2,1.3400000000000002e-79,294.0,9.99e-80,294.0
5177,Astyanax_pachon,KAG9266332.1,UBE2G1,Drosophila_melanogaster,NP_001036640.1,CG40045,5.54e-77,285.0,3.7e-77,285.0
13627,Astyanax_pachon,KAG9277346.1,UBE2G2,Drosophila_melanogaster,NP_001285334.1,UBC7,5.2800000000000005e-80,295.0,3.6e-80,295.0
15946,Astyanax_pachon,KAG9280526.1,UBE2H,Drosophila_melanogaster,NP_572438.1,UBCE2H,9.370000000000001e-58,221.0,7.44e-58,221.0
14778,Astyanax_pachon,KAG9279169.1,UBE2I,Drosophila_melanogaster,NP_001259833.1,LWR,1.26e-80,297.0,8.559999999999999e-81,297.0
7510,Astyanax_pachon,KAG9269022.1,UBE2J2,Drosophila_melanogaster,NP_001262669.1,CG5823,4.83e-71,266.0,3.27e-71,266.0
3149,Astyanax_pachon,KAG9263778.1,UBE2K,Drosophila_melanogaster,NP_001287013.1,UBC4,2.69e-73,273.0,1.8000000000000003e-73,273.0
2421,Astyanax_pachon,KAG9262963.1,UBE2L3,Drosophila_melanogaster,NP_477414.1,UBC10,2.78e-65,246.0,1.8700000000000001e-65,246.0
15021,Astyanax_pachon,KAG9279491.1,UBE2M,Drosophila_melanogaster,NP_001261567.1,UBCE2M,5.9200000000000005e-80,295.0,3.9000000000000005e-80,295.0
10562,Astyanax_pachon,KAG9273112.1,UBE2N,Drosophila_melanogaster,NP_001162752.1,BEN,2.67e-65,246.0,1.83e-65,246.0
13691,Astyanax_pachon,KAG9277447.1,UBE2O,Drosophila_melanogaster,NP_651170.1,CG10254,1.56e-93,343.0,1.07e-93,343.0
16240,Astyanax_pachon,KAG9280924.1,UBE2Q2,Drosophila_melanogaster,NP_001284819.1,CG2924,2.4e-110,397.0,1.69e-110,397.0
15118,Astyanax_pachon,KAG9279640.1,UBE2QL1,Drosophila_melanogaster,NP_609103.1,CG4502,1.0500000000000001e-58,225.0,7.780000000000001e-59,225.0
5155,Astyanax_pachon,KAG9266309.1,UBE2R2,Drosophila_melanogaster,NP_648783.4,CG7656,3.05e-85,313.0,2.62e-85,313.0
12587,Astyanax_pachon,KAG9276033.1,UBE2S,Drosophila_melanogaster,NP_001033852.1,CG8188,2.25e-59,227.0,1.33e-59,227.0
8918,Astyanax_pachon,KAG9270875.1,UBE2V1,Drosophila_melanogaster,NP_001286940.1,UEV1A,5.690000000000001e-56,215.0,3.7700000000000004e-56,215.0
14239,Astyanax_pachon,KAG9278391.1,UBE2WB,Drosophila_melanogaster,NP_610604.3,CG7220,3.4e-66,249.0,2.33e-66,249.0
13533,Astyanax_pachon,KAG9277225.1,UBE3A,Drosophila_melanogaster,NP_648452.1,UBE3A,1.1e-168,592.0,8.23e-169,592.0
1487,Astyanax_pachon,KAG9261553.1,UBE3B,Drosophila_melanogaster,NP_648279.1,CG5087,4.47e-279,959.0,3.03e-279,959.0
