,# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
12317,KAG9267457.1,PTPRE,XP_049320894.1,PTPREA,0.0,1268.0,0.0,1268.0
12318,KAG9267457.1,PTPRE,XP_049320895.1,PTPREA,0.0,1268.0,0.0,1268.0
12319,KAG9267457.1,PTPRE,XP_049320896.1,PTPREA,0.0,1268.0,0.0,1268.0
12321,KAG9267459.1,CLRN3,XP_049320897.1,LOC111192369,2.65e-122,437.0,8.81e-123,437.0
37430,KAG9283821.1,GPATCH3,XP_049320898.1,GPATCH3,7.139999999999999e-270,929.0,2.1e-270,929.0
12858,KAG9267781.1,L3MBTL2,XP_049320899.1,L3MBTL2,0.0,1670.0,0.0,1670.0
12853,KAG9267780.1,CHADL,XP_049320900.1,CHADLB,2.29e-209,728.0,7.59e-210,728.0
12855,KAG9267780.1,CHADL,XP_049320901.1,CHADLB,1.2e-203,709.0,3.9499999999999996e-204,709.0
12854,KAG9267780.1,CHADL,XP_049320902.1,CHADLB,9.14e-209,726.0,3.0100000000000003e-209,726.0
12128,KAG9267339.1,KIF22,XP_049320903.1,KIF22,0.0,1211.0,0.0,1211.0
11983,KAG9267230.1,PAX2A,XP_049320906.1,PAX2B,4.92e-203,706.0,1.5799999999999998e-203,706.0
13151,KAG9267967.1,SVIL,XP_049320908.1,SVILA,0.0,4267.0,0.0,4267.0
13154,KAG9267967.1,SVIL,XP_049320909.1,SVILA,0.0,4197.0,0.0,4197.0
13155,KAG9267967.1,SVIL,XP_049320910.1,SVILA,0.0,4137.0,0.0,4137.0
12768,KAG9267725.1,KCNJ3,XP_049320914.1,KCNJ19B,3.0000000000000003e-296,1016.0,1e-296,1016.0
12095,KAG9267315.1,ASAH2,XP_049320915.1,LOC103023313,0.0,1476.0,0.0,1476.0
12562,KAG9267606.1,ANK3,XP_049320917.1,ANK3B,0.0,5288.0,0.0,5288.0
12563,KAG9267606.1,ANK3,XP_049320918.1,ANK3B,0.0,5286.0,0.0,5286.0
12565,KAG9267606.1,ANK3,XP_049320919.1,ANK3B,0.0,5266.0,0.0,5266.0
12569,KAG9267606.1,ANK3,XP_049320920.1,ANK3B,0.0,5263.0,0.0,5263.0
12571,KAG9267606.1,ANK3,XP_049320921.1,ANK3B,0.0,5257.0,0.0,5257.0
12572,KAG9267606.1,ANK3,XP_049320922.1,ANK3B,0.0,5247.0,0.0,5247.0
12573,KAG9267606.1,ANK3,XP_049320923.1,ANK3B,0.0,5244.0,0.0,5244.0
12574,KAG9267606.1,ANK3,XP_049320924.1,ANK3B,0.0,5238.0,0.0,5238.0
12576,KAG9267606.1,ANK3,XP_049320925.1,ANK3B,0.0,5232.0,0.0,5232.0
12577,KAG9267606.1,ANK3,XP_049320926.1,ANK3B,0.0,5216.0,0.0,5216.0
12578,KAG9267606.1,ANK3,XP_049320927.1,ANK3B,0.0,5216.0,0.0,5216.0
12570,KAG9267606.1,ANK3,XP_049320928.1,ANK3B,0.0,5262.0,0.0,5262.0
12566,KAG9267606.1,ANK3,XP_049320929.1,ANK3B,0.0,5266.0,0.0,5266.0
12564,KAG9267606.1,ANK3,XP_049320930.1,ANK3B,0.0,5283.0,0.0,5283.0
12583,KAG9267606.1,ANK3,XP_049320931.1,ANK3B,0.0,5195.0,0.0,5195.0
12582,KAG9267606.1,ANK3,XP_049320932.1,ANK3B,0.0,5203.0,0.0,5203.0
12584,KAG9267606.1,ANK3,XP_049320933.1,ANK3B,0.0,5192.0,0.0,5192.0
12567,KAG9267606.1,ANK3,XP_049320934.1,ANK3B,0.0,5266.0,0.0,5266.0
12575,KAG9267606.1,ANK3,XP_049320935.1,ANK3B,0.0,5234.0,0.0,5234.0
12579,KAG9267606.1,ANK3,XP_049320936.1,ANK3B,0.0,5216.0,0.0,5216.0
12561,KAG9267606.1,ANK3,XP_049320937.1,ANK3B,0.0,5317.0,0.0,5317.0
12568,KAG9267606.1,ANK3,XP_049320938.1,ANK3B,0.0,5266.0,0.0,5266.0
12580,KAG9267606.1,ANK3,XP_049320952.1,ANK3B,0.0,5207.0,0.0,5207.0
12581,KAG9267606.1,ANK3,XP_049320953.1,ANK3B,0.0,5203.0,0.0,5203.0
12585,KAG9267606.1,ANK3,XP_049320954.1,ANK3B,0.0,5186.0,0.0,5186.0
13116,KAG9267946.1,GRIN2C,XP_049320955.1,GRIN2CB,0.0,2690.0,0.0,2690.0
13125,KAG9267954.1,ENPP7,XP_049320957.1,LOC103047434,3.76e-288,989.0,1.2499999999999998e-288,989.0
709,KAG9259815.1,KMT5A,XP_049320963.1,LOC103024833,7.73e-109,392.0,2.65e-109,392.0
12588,KAG9267609.1,KAG9267609.1,XP_049320967.1,CABCOCO1,4.1e-148,523.0,1.36e-148,523.0
12589,KAG9267609.1,KAG9267609.1,XP_049320968.1,CABCOCO1,4.1e-148,523.0,1.36e-148,523.0
12590,KAG9267609.1,KAG9267609.1,XP_049320969.1,CABCOCO1,4.1e-148,523.0,1.36e-148,523.0
12592,KAG9267609.1,KAG9267609.1,XP_049320970.1,CABCOCO1,5.38e-143,506.0,1.78e-143,506.0
13193,KAG9267990.1,KAG9267990.1,XP_049320972.1,LOC103021303,8.39e-112,402.0,2.79e-112,402.0
12682,KAG9267668.1,LCMT1,XP_049320973.1,LCMT1,3.4199999999999998e-186,650.0,9.53e-187,650.0
12763,KAG9267721.1,MUC13,XP_049320974.1,LOC103038367,1.3299999999999999e-204,712.0,4.4e-205,712.0
12481,KAG9267571.1,P4HA1,XP_049320978.1,P4HA1A,0.0,1077.0,0.0,1077.0
12873,KAG9267789.1,RGS9,XP_049320983.1,RGS9B,0.0,1339.0,0.0,1339.0
12117,KAG9267331.1,KAG9267331.1,XP_049320986.1,NOC3L,0.0,1257.0,0.0,1257.0
12120,KAG9267333.1,SLC35G1,XP_049320987.1,SLC35G1,1.8200000000000002e-217,754.0,6.03e-218,754.0
12326,KAG9267463.1,KAG9267463.1,XP_049320988.1,C15H10ORF90,0.0,1596.0,0.0,1596.0
3245,KAG9261347.1,KAG9261347.1,XP_049320991.1,LOC111189742,0.0,1297.0,0.0,1297.0
9277,KAG9265466.1,KAG9265466.1,XP_049320993.1,LOC125781299,0.0,1178.0,0.0,1178.0
2870,KAG9261103.1,KAG9261103.1,XP_049320996.1,LOC111194935,0.0,1274.0,0.0,1274.0
12065,KAG9267288.1,KCNH6,XP_049320999.1,KCNH6B,0.0,1795.0,0.0,1795.0
12066,KAG9267288.1,KCNH6,XP_049321000.1,KCNH6B,0.0,1788.0,0.0,1788.0
12068,KAG9267288.1,KCNH6,XP_049321001.1,KCNH6B,0.0,1766.0,0.0,1766.0
28856,KAG9278186.1,KAG9278186.1,XP_049321002.1,LOC111194352,9.280000000000001e-110,396.0,3.2200000000000004e-110,396.0
12008,KAG9267251.1,TECTA,XP_049321004.1,LOC125781304,1.3500000000000001e-99,362.0,4.87e-100,362.0
12055,KAG9267279.1,PRELID1,XP_049321005.1,LOC111192425,7.890000000000001e-103,372.0,2.62e-103,372.0
12126,KAG9267338.1,CEP55,XP_049321006.1,CEP55L,8.519999999999999e-205,712.0,2.87e-205,712.0
12264,KAG9267428.1,IFNA3,XP_049321007.1,IFNPHI4,2.1199999999999998e-48,191.0,7.64e-49,191.0
12387,KAG9267493.1,KAG9267493.1,XP_049321010.1,LOC111197390,4.2699999999999994e-74,277.0,1.4199999999999999e-74,277.0
3573,KAG9261582.1,TPTE2,XP_049321012.1,LOC125781311,4.15e-62,236.0,1.8e-62,236.0
12110,KAG9267327.1,ABI2,XP_049321013.1,ABI3B,6.79e-157,553.0,2.3100000000000002e-157,553.0
12791,KAG9267741.1,RNF213A,XP_049321017.1,LOC103032113,0.0,10030.0,0.0,10030.0
12369,KAG9267479.1,LRRC20,XP_049321019.1,LRRC20,7.620000000000001e-66,249.0,2.53e-66,249.0
11980,KAG9267227.1,KAG9267227.1,XP_049321020.1,LOC103042928,0.0,2913.0,0.0,2913.0
37444,KAG9283836.1,NEK11,XP_049321024.1,LOC103044108,0.0,1024.0,0.0,1024.0
235,KAG9259517.1,NEK11,XP_049321025.1,LOC103044108,6.14e-252,869.0,1.7e-252,869.0
12681,KAG9267667.1,AQP8,XP_049321026.1,AQP8A.1,1.6799999999999998e-138,491.0,5.5699999999999996e-139,491.0
12789,KAG9267738.1,SLC2A11,XP_049321027.1,LOC103024268,2.52e-289,993.0,8.38e-290,993.0
12511,KAG9267589.1,SAMD14,XP_049321028.1,SAMD14,7.61e-196,682.0,2.55e-196,682.0
12512,KAG9267589.1,SAMD14,XP_049321029.1,SAMD14,7.61e-196,682.0,2.55e-196,682.0
12513,KAG9267589.1,SAMD14,XP_049321030.1,SAMD14,7.61e-196,682.0,2.55e-196,682.0
12514,KAG9267589.1,SAMD14,XP_049321031.1,SAMD14,7.61e-196,682.0,2.55e-196,682.0
12388,KAG9267497.1,ZBED1,XP_049321032.1,LOC103046545,5.08e-292,1002.0,1.6899999999999998e-292,1002.0
37559,KAG9283919.1,XRCC1,XP_049321033.1,XRCC1,2.9299999999999997e-295,1013.0,9.71e-296,1013.0
37560,KAG9283919.1,XRCC1,XP_049321036.1,XRCC1,2.9299999999999997e-295,1013.0,9.71e-296,1013.0
37561,KAG9283919.1,XRCC1,XP_049321042.1,XRCC1,2.9299999999999997e-295,1013.0,9.71e-296,1013.0
12054,KAG9267278.1,PRELID1,XP_049321044.1,LOC125781324,5.069999999999999e-95,346.0,1.69e-95,346.0
37562,KAG9283919.1,XRCC1,XP_049321046.1,XRCC1,2.9299999999999997e-295,1013.0,9.71e-296,1013.0
37563,KAG9283919.1,XRCC1,XP_049321057.1,XRCC1,1.17e-294,1011.0,3.88e-295,1011.0
12553,KAG9267601.1,TECTA,XP_049321062.1,LOC103024156,5.409999999999999e-187,653.0,1.98e-187,653.0
12554,KAG9267601.1,TECTA,XP_049321063.1,LOC103024156,5.409999999999999e-187,653.0,1.98e-187,653.0
12555,KAG9267601.1,TECTA,XP_049321064.1,LOC103024156,5.409999999999999e-187,653.0,1.98e-187,653.0
12556,KAG9267601.1,TECTA,XP_049321065.1,LOC103024156,5.409999999999999e-187,653.0,1.98e-187,653.0
12544,KAG9267601.1,TECTA,XP_049321069.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12545,KAG9267601.1,TECTA,XP_049321070.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12546,KAG9267601.1,TECTA,XP_049321071.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12547,KAG9267601.1,TECTA,XP_049321072.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
37564,KAG9283921.1,D215,XP_049321073.1,DRD2L,4.61e-224,776.0,1.53e-224,776.0
12548,KAG9267601.1,TECTA,XP_049321074.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12549,KAG9267601.1,TECTA,XP_049321075.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12550,KAG9267601.1,TECTA,XP_049321076.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12551,KAG9267601.1,TECTA,XP_049321077.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12552,KAG9267601.1,TECTA,XP_049321078.1,LOC103024156,5.409999999999999e-187,653.0,1.92e-187,653.0
12537,KAG9267601.1,TECTA,XP_049321079.1,LOC103024156,1.6899999999999998e-188,658.0,5.809999999999999e-189,658.0
12538,KAG9267601.1,TECTA,XP_049321080.1,LOC103024156,1.6899999999999998e-188,658.0,5.809999999999999e-189,658.0
12539,KAG9267601.1,TECTA,XP_049321081.1,LOC103024156,1.6899999999999998e-188,658.0,5.809999999999999e-189,658.0
12543,KAG9267601.1,TECTA,XP_049321082.1,LOC103024156,6.759999999999999e-188,656.0,2.32e-188,656.0
12540,KAG9267601.1,TECTA,XP_049321083.1,LOC103024156,1.6899999999999998e-188,658.0,5.809999999999999e-189,658.0
12541,KAG9267601.1,TECTA,XP_049321084.1,LOC103024156,1.6899999999999998e-188,658.0,5.809999999999999e-189,658.0
12542,KAG9267601.1,TECTA,XP_049321085.1,LOC103024156,1.6899999999999998e-188,658.0,5.809999999999999e-189,658.0
12532,KAG9267601.1,TECTA,XP_049321086.1,LOC103024156,8.26e-192,669.0,2.74e-192,669.0
12533,KAG9267601.1,TECTA,XP_049321087.1,LOC103024156,8.26e-192,669.0,2.74e-192,669.0
12534,KAG9267601.1,TECTA,XP_049321088.1,LOC103024156,8.26e-192,669.0,2.74e-192,669.0
12535,KAG9267601.1,TECTA,XP_049321089.1,LOC103024156,8.26e-192,669.0,2.74e-192,669.0
12536,KAG9267601.1,TECTA,XP_049321090.1,LOC103024156,8.26e-192,669.0,2.74e-192,669.0
12506,KAG9267585.1,LRRC3B,XP_049321091.1,LRRC3CA,5.49e-137,486.0,1.82e-137,486.0
11986,KAG9267231.1,LGMN,XP_049321092.1,LOC103043747,3.05e-238,823.0,1.01e-238,823.0
11987,KAG9267231.1,LGMN,XP_049321094.1,LOC103043747,3.05e-238,823.0,1.01e-238,823.0
13368,KAG9268098.1,HHEX,XP_049321095.1,HHEX,5.5e-125,446.0,1.83e-125,446.0
12903,KAG9267804.1,TTLL6,XP_049321096.1,TTLL6,0.0,1531.0,0.0,1531.0
12173,KAG9267375.1,SGCA,XP_049321097.1,SGCA,1.3300000000000001e-222,771.0,4.34e-223,771.0
37568,KAG9283924.1,ETHE1,XP_049321099.1,ETHE1,3.98e-148,523.0,1.32e-148,523.0
13023,KAG9267890.1,FRMD1,XP_049321100.1,LOC103038312,3.04e-253,873.0,9.66e-254,873.0
13024,KAG9267890.1,FRMD1,XP_049321102.1,LOC103038312,3.04e-253,873.0,9.66e-254,873.0
13020,KAG9267888.1,TECTB,XP_049321104.1,TECTB,8.979999999999999e-191,665.0,3.01e-191,665.0
312,KAG9259595.1,PHLDB3,XP_049321107.1,PHLDB3,3.37e-268,923.0,1.2099999999999999e-268,923.0
12963,KAG9267849.1,ZNF646,XP_049321108.1,ZNF646,0.0,2564.0,0.0,2564.0
12964,KAG9267849.1,ZNF646,XP_049321109.1,ZNF646,0.0,2564.0,0.0,2564.0
12159,KAG9267367.1,KAG9267367.1,XP_049321110.1,MMS19,0.0,1924.0,0.0,1924.0
314,KAG9259595.1,PHLDB3,XP_049321111.1,PHLDB3,2.16e-266,917.0,7.71e-267,917.0
13122,KAG9267951.1,KAG9267951.1,XP_049321112.1,SI:CH73-256G18.2,1.0700000000000001e-47,188.0,3.5599999999999997e-48,188.0
417,KAG9259619.1,CCDC106,XP_049321114.1,LOC125781336,6.489999999999999e-134,476.0,2.16e-134,476.0
12260,KAG9267423.1,MYL3,XP_049321116.1,ZGC:163073,3.52e-102,370.0,1.17e-102,370.0
12010,KAG9267252.1,PNMT,XP_049321117.1,LOC103022410,4.78e-158,556.0,1.59e-158,556.0
12009,KAG9267252.1,PNMT,XP_049321118.1,LOC103022410,2.99e-159,560.0,9.91e-160,560.0
12748,KAG9267711.1,IFIT1B,XP_049321119.1,LOC103040238,3.51e-250,863.0,1.1499999999999998e-250,863.0
12432,KAG9267535.1,KAG9267535.1,XP_049321122.1,LOC125781339,1.59e-117,421.0,5.29e-118,421.0
12150,KAG9267360.1,LRRC18,XP_049321124.1,LRRC18B,2.1699999999999998e-74,278.0,7.2e-75,278.0
316,KAG9259597.1,PABPC1A,XP_049321132.1,LOC103030422,0.0,1232.0,0.0,1232.0
34252,KAG9281656.1,FSD1L,XP_049321135.1,FSD1L,4.87e-292,1002.0,1.62e-292,1002.0
710,KAG9259815.1,KMT5A,XP_049321137.1,LOC125781346,7.73e-109,392.0,2.65e-109,392.0
12198,KAG9267386.1,TANC2,XP_049321138.1,TANC2B,0.0,3300.0,0.0,3300.0
12197,KAG9267386.1,TANC2,XP_049321139.1,TANC2B,0.0,3309.0,0.0,3309.0
12196,KAG9267386.1,TANC2,XP_049321140.1,TANC2B,0.0,3310.0,0.0,3310.0
12199,KAG9267386.1,TANC2,XP_049321141.1,TANC2B,0.0,3207.0,0.0,3207.0
12195,KAG9267386.1,TANC2,XP_049321144.1,TANC2B,0.0,3319.0,0.0,3319.0
318,KAG9259600.1,SLC6A20,XP_049321147.1,LOC125781342,0.0,1211.0,0.0,1211.0
34253,KAG9281656.1,FSD1L,XP_049321150.1,FSD1L,3.12e-290,996.0,1.03e-290,996.0
36259,KAG9283032.1,ADORA2A,XP_049321151.1,LOC103022689,1.6100000000000001e-164,578.0,4.489999999999999e-165,578.0
34254,KAG9281656.1,FSD1L,XP_049321156.1,FSD1L,5.23e-283,972.0,1.7000000000000001e-283,972.0
28011,KAG9277695.1,KAG9277695.1,XP_049321158.1,LOC125781528,9.860000000000001e-86,316.0,2.3e-86,316.0
34057,KAG9281548.1,KAG9281548.1,XP_049321159.1,LOC125781543,9.740000000000001e-58,222.0,4.76e-58,222.0
34255,KAG9281656.1,FSD1L,XP_049321161.1,FSD1L,2.09e-282,970.0,6.79e-283,970.0
34111,KAG9281591.1,ARHGAP31,XP_049321167.1,ARHGAP31,0.0,2759.0,0.0,2759.0
34084,KAG9281568.1,KIF1C,XP_049321168.1,KIF1C,0.0,2016.0,0.0,2016.0
34078,KAG9281564.1,EPHB4A,XP_049321169.1,EPHB4A,0.0,1906.0,0.0,1906.0
34079,KAG9281564.1,EPHB4A,XP_049321170.1,EPHB4A,0.0,1900.0,0.0,1900.0
34076,KAG9281562.1,KAG9281562.1,XP_049321174.1,LOC103046947,0.0,1582.0,0.0,1582.0
34077,KAG9281562.1,KAG9281562.1,XP_049321175.1,LOC103046947,0.0,1536.0,0.0,1536.0
34256,KAG9281657.1,FKTN,XP_049321177.1,FKTN,6.49e-272,935.0,2.1600000000000002e-272,935.0
34107,KAG9281587.1,KAG9281587.1,XP_049321179.1,SI:DKEY-251I10.3,0.0,1222.0,0.0,1222.0
34109,KAG9281588.1,ZBTB20,XP_049321180.1,ZBTB20,0.0,1054.0,0.0,1054.0
34269,KAG9281664.1,YTHDC1,XP_049321185.1,YTHDC1,0.0,1034.0,0.0,1034.0
34115,KAG9281595.1,SLC7A2,XP_049321186.1,ZGC:175280,0.0,1134.0,0.0,1134.0
34268,KAG9281664.1,YTHDC1,XP_049321187.1,YTHDC1,0.0,1035.0,0.0,1035.0
11289,KAG9266803.1,LHX9,XP_049321189.1,LHX9,1.0300000000000001e-224,778.0,3.4099999999999995e-225,778.0
11455,KAG9266914.1,SOX2,XP_049321190.1,SOX2,6.52e-171,599.0,2.17e-171,599.0
11456,KAG9266914.1,SOX2,XP_049321191.1,SOX2,6.52e-171,599.0,2.17e-171,599.0
11457,KAG9266914.1,SOX2,XP_049321192.1,SOX2,6.52e-171,599.0,2.17e-171,599.0
11458,KAG9266914.1,SOX2,XP_049321193.1,SOX2,6.52e-171,599.0,2.17e-171,599.0
11459,KAG9266914.1,SOX2,XP_049321194.1,SOX2,6.52e-171,599.0,2.17e-171,599.0
11460,KAG9266914.1,SOX2,XP_049321195.1,SOX2,6.52e-171,599.0,2.17e-171,599.0
11461,KAG9266914.1,SOX2,XP_049321197.1,SOX2,6.52e-171,599.0,2.17e-171,599.0
11397,KAG9266873.1,EEF2,XP_049321200.1,LOC125782162,0.0,1704.0,0.0,1704.0
11396,KAG9266872.1,BTBD2,XP_049321201.1,BTBD2A,0.0,1063.0,0.0,1063.0
11394,KAG9266871.1,HMG20B,XP_049321203.1,HMG20B,4.2e-157,553.0,1.4300000000000001e-157,553.0
11395,KAG9266871.1,HMG20B,XP_049321204.1,HMG20B,4.2e-157,553.0,1.4300000000000001e-157,553.0
11392,KAG9266871.1,HMG20B,XP_049321205.1,HMG20B,1.64e-159,561.0,5.4500000000000005e-160,561.0
11393,KAG9266871.1,HMG20B,XP_049321206.1,HMG20B,1.64e-159,561.0,5.4500000000000005e-160,561.0
11467,KAG9266918.1,KAG9266918.1,XP_049321228.1,LOC103040691,1.28e-146,518.0,4.2599999999999996e-147,518.0
10655,KAG9266400.1,NAV2,XP_049321229.1,NAV2A,0.0,4232.0,0.0,4232.0
10657,KAG9266400.1,NAV2,XP_049321230.1,NAV2A,0.0,4187.0,0.0,4187.0
10658,KAG9266400.1,NAV2,XP_049321231.1,NAV2A,0.0,4028.0,0.0,4028.0
10656,KAG9266400.1,NAV2,XP_049321232.1,NAV2A,0.0,4204.0,0.0,4204.0
11400,KAG9266875.1,CELF5,XP_049321234.1,CELF5A,0.0,1025.0,0.0,1025.0
11401,KAG9266875.1,CELF5,XP_049321235.1,CELF5A,7.92e-297,1018.0,2.62e-297,1018.0
11402,KAG9266875.1,CELF5,XP_049321236.1,CELF5A,7.92e-297,1018.0,2.62e-297,1018.0
11403,KAG9266875.1,CELF5,XP_049321237.1,CELF5A,3.1700000000000003e-296,1016.0,1.0500000000000001e-296,1016.0
11404,KAG9266875.1,CELF5,XP_049321238.1,CELF5A,4.05e-294,1009.0,1.34e-294,1009.0
11405,KAG9266875.1,CELF5,XP_049321239.1,CELF5A,1.04e-291,1001.0,3.3899999999999997e-292,1001.0
11406,KAG9266875.1,CELF5,XP_049321240.1,CELF5A,1.33e-289,994.0,4.33e-290,994.0
11407,KAG9266875.1,CELF5,XP_049321241.1,CELF5A,5.310000000000001e-289,992.0,1.73e-289,992.0
11408,KAG9266875.1,CELF5,XP_049321246.1,CELF5A,3.4e-287,986.0,1.0999999999999999e-287,986.0
10971,KAG9266605.1,GPX4,XP_049321249.1,GPX4A,1.86e-80,298.0,5.01e-81,298.0
10973,KAG9266606.1,PIP5K1C,XP_049321250.1,PIP5K1CA,0.0,1301.0,0.0,1301.0
11800,KAG9267112.1,SINHCAF,XP_049321257.1,SINHCAFL,8.180000000000001e-124,442.0,2.7200000000000002e-124,442.0
10783,KAG9266489.1,MUC5AC,XP_049321267.1,LOC103030943,0.0,2551.0,0.0,2551.0
10784,KAG9266489.1,MUC5AC,XP_049321268.1,LOC103030943,0.0,2509.0,0.0,2509.0
11823,KAG9267124.1,TEAD1,XP_049321269.1,TEAD1B,2.12e-230,797.0,7.12e-231,797.0
11329,KAG9266838.1,FKBP8,XP_049321270.1,FKBP8,1.69e-223,774.0,5.63e-224,774.0
11515,KAG9266950.1,KAG9266950.1,XP_049321272.1,RAD23AB,1.1300000000000001e-183,642.0,3.74e-184,642.0
11162,KAG9266740.1,SLC1A3,XP_049321275.1,SLC1A6,0.0,1082.0,0.0,1082.0
11163,KAG9266740.1,SLC1A3,XP_049321276.1,SLC1A6,0.0,1054.0,0.0,1054.0
11757,KAG9267092.1,NEO1,XP_049321277.1,NEO1A,0.0,2794.0,0.0,2794.0
11759,KAG9267092.1,NEO1,XP_049321278.1,NEO1A,0.0,2780.0,0.0,2780.0
11760,KAG9267092.1,NEO1,XP_049321279.1,NEO1A,0.0,2775.0,0.0,2775.0
11768,KAG9267092.1,NEO1,XP_049321280.1,NEO1A,0.0,2735.0,0.0,2735.0
11770,KAG9267092.1,NEO1,XP_049321281.1,NEO1A,0.0,2682.0,0.0,2682.0
11078,KAG9266681.1,RBBP7,XP_049321284.1,RBB4L,4.58e-227,786.0,1.43e-227,786.0
11074,KAG9266679.1,AP1S2,XP_049321285.1,AP1S2,1.9899999999999998e-82,304.0,6.6e-83,304.0
11075,KAG9266679.1,AP1S2,XP_049321286.1,AP1S2,1.9899999999999998e-82,304.0,6.6e-83,304.0
11076,KAG9266679.1,AP1S2,XP_049321287.1,AP1S2,1.9899999999999998e-82,304.0,6.6e-83,304.0
11560,KAG9266979.1,AKAP13,XP_049321288.1,LOC103041349,0.0,4318.0,0.0,4318.0
11561,KAG9266979.1,AKAP13,XP_049321289.1,LOC103041349,0.0,4318.0,0.0,4318.0
11562,KAG9266979.1,AKAP13,XP_049321290.1,LOC103041349,0.0,4311.0,0.0,4311.0
11563,KAG9266979.1,AKAP13,XP_049321291.1,LOC103041349,0.0,4257.0,0.0,4257.0
11564,KAG9266979.1,AKAP13,XP_049321292.1,LOC103041349,0.0,4217.0,0.0,4217.0
11228,KAG9266779.1,ADGRL2,XP_049321294.1,ADGRL2A,0.0,2878.0,0.0,2878.0
11229,KAG9266779.1,ADGRL2,XP_049321295.1,ADGRL2A,0.0,2878.0,0.0,2878.0
11223,KAG9266779.1,ADGRL2,XP_049321296.1,ADGRL2A,0.0,2888.0,0.0,2888.0
11226,KAG9266779.1,ADGRL2,XP_049321297.1,ADGRL2A,0.0,2880.0,0.0,2880.0
11224,KAG9266779.1,ADGRL2,XP_049321298.1,ADGRL2A,0.0,2888.0,0.0,2888.0
11222,KAG9266779.1,ADGRL2,XP_049321299.1,ADGRL2A,0.0,2890.0,0.0,2890.0
11225,KAG9266779.1,ADGRL2,XP_049321300.1,ADGRL2A,0.0,2884.0,0.0,2884.0
11220,KAG9266779.1,ADGRL2,XP_049321301.1,ADGRL2A,0.0,2894.0,0.0,2894.0
11219,KAG9266779.1,ADGRL2,XP_049321302.1,ADGRL2A,0.0,2899.0,0.0,2899.0
11216,KAG9266779.1,ADGRL2,XP_049321303.1,ADGRL2A,0.0,2911.0,0.0,2911.0
11238,KAG9266779.1,ADGRL2,XP_049321304.1,ADGRL2A,0.0,2781.0,0.0,2781.0
11237,KAG9266779.1,ADGRL2,XP_049321305.1,ADGRL2A,0.0,2783.0,0.0,2783.0
11236,KAG9266779.1,ADGRL2,XP_049321306.1,ADGRL2A,0.0,2784.0,0.0,2784.0
11235,KAG9266779.1,ADGRL2,XP_049321307.1,ADGRL2A,0.0,2787.0,0.0,2787.0
11234,KAG9266779.1,ADGRL2,XP_049321308.1,ADGRL2A,0.0,2788.0,0.0,2788.0
11233,KAG9266779.1,ADGRL2,XP_049321309.1,ADGRL2A,0.0,2793.0,0.0,2793.0
11231,KAG9266779.1,ADGRL2,XP_049321310.1,ADGRL2A,0.0,2798.0,0.0,2798.0
11311,KAG9266822.1,P3H2,XP_049321333.1,P3H2,0.0,1109.0,0.0,1109.0
11310,KAG9266822.1,P3H2,XP_049321334.1,P3H2,0.0,1141.0,0.0,1141.0
11309,KAG9266822.1,P3H2,XP_049321335.1,P3H2,0.0,1151.0,0.0,1151.0
11312,KAG9266825.1,KAG9266825.1,XP_049321336.1,LOC125782177,1.23e-93,342.0,3.61e-94,342.0
11439,KAG9266900.1,EPHB3,XP_049321337.1,LOC103022499,0.0,1971.0,0.0,1971.0
11440,KAG9266900.1,EPHB3,XP_049321338.1,LOC103022499,0.0,1898.0,0.0,1898.0
11802,KAG9267114.1,IPO7,XP_049321341.1,IPO7,0.0,2037.0,0.0,2037.0
11918,KAG9267183.1,SCUBE2,XP_049321342.1,SCUBE2,0.0,1612.0,0.0,1612.0
11919,KAG9267183.1,SCUBE2,XP_049321343.1,SCUBE2,0.0,1606.0,0.0,1606.0
11908,KAG9267173.1,COPB1,XP_049321345.1,COPB1,0.0,1830.0,0.0,1830.0
11923,KAG9267186.1,RIPK2,XP_049321347.1,SI:DKEY-181F22.4,3.01e-286,983.0,9.82e-287,983.0
11924,KAG9267186.1,RIPK2,XP_049321348.1,SI:DKEY-181F22.4,3.85e-284,976.0,1.26e-284,976.0
34069,KAG9281557.1,PAK3,XP_049321349.1,LOC103043289,0.0,1045.0,0.0,1045.0
11910,KAG9267176.1,RIC3,XP_049321350.1,RIC3A,1.24e-245,848.0,4.1299999999999997e-246,848.0
11912,KAG9267178.1,STK33,XP_049321353.1,STK33,1.2899999999999999e-279,961.0,3.88e-280,961.0
11922,KAG9267185.1,SLC7A6,XP_049321354.1,SLC7A6,6.69e-278,955.0,2.22e-278,955.0
34068,KAG9281557.1,PAK3,XP_049321355.1,LOC103043289,0.0,1048.0,0.0,1048.0
11920,KAG9267184.1,SLC7A6OS,XP_049321356.1,SLC7A6OS,5.51e-164,576.0,1.83e-164,576.0
