,Ast,a,a2,Homo,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
21466,Astyanax_pachon,KAG9268648.1,TTC6,Homo_sapiens,XP_054231941.1,TTC6,3.07e-110,401.0,4.19e-111,401.0
36554,Astyanax_pachon,KAG9275125.1,TTC7A,Homo_sapiens,NP_065191.2,TTC7A,3.57e-232,805.0,5.51e-233,805.0
22419,Astyanax_pachon,KAG9268988.1,TTC7B,Homo_sapiens,NP_001388294.1,TTC7B,0.0,1335.0,0.0,1335.0
21901,Astyanax_pachon,KAG9268783.1,TTC8,Homo_sapiens,NP_653197.2,TTC8,5.38e-205,714.0,8.190000000000001e-206,714.0
36125,Astyanax_pachon,KAG9274972.1,TTC9,Homo_sapiens,NP_056166.1,TTC9,4.01e-59,228.0,7.05e-60,228.0
31663,Astyanax_pachon,KAG9272820.1,TTC9B,Homo_sapiens,NP_689692.2,TTC9B,8.75e-55,214.0,1.24e-55,214.0
30787,Astyanax_pachon,KAG9272460.1,TTC9C,Homo_sapiens,NP_001305741.1,TTC9C,2.61e-44,179.0,3.06e-45,179.0
28237,Astyanax_pachon,KAG9271375.1,TTF2,Homo_sapiens,XP_054195182.1,TTF2,5.25e-282,971.0,8.03e-283,971.0
26138,Astyanax_pachon,KAG9270519.1,TTI2,Homo_sapiens,NP_001095871.1,TTI2,1.8599999999999998e-101,370.0,2.9e-102,370.0
39293,Astyanax_pachon,KAG9276327.1,TTK,Homo_sapiens,NP_003309.2,TTK,1.94e-154,547.0,2.5500000000000002e-155,547.0
36887,Astyanax_pachon,KAG9275266.1,TTL,Homo_sapiens,NP_714923.1,TTL,2.19e-171,602.0,3.11e-172,602.0
48206,Astyanax_pachon,KAG9280383.1,TTLL1,Homo_sapiens,NP_036395.1,TTLL1,9.73e-221,766.0,1.49e-221,766.0
23904,Astyanax_pachon,KAG9269672.1,TTLL10,Homo_sapiens,XP_054191739.1,TTLL10,6.749999999999999e-142,505.0,7.85e-143,505.0
52240,Astyanax_pachon,KAG9282083.1,TTLL11,Homo_sapiens,NP_001132914.2,TTLL11,8.12e-224,777.0,1.22e-224,777.0
47799,Astyanax_pachon,KAG9280209.1,TTLL12,Homo_sapiens,NP_055955.1,TTLL12,1.3600000000000001e-235,816.0,2.02e-236,816.0
54465,Astyanax_pachon,KAG9283041.1,TTLL2,Homo_sapiens,NP_001397877.1,TTLL2,4.66e-120,432.0,6.41e-121,432.0
41271,Astyanax_pachon,KAG9277094.1,TTLL3,Homo_sapiens,NP_001374375.1,TTLL3,8.36e-174,611.0,1.31e-174,611.0
28889,Astyanax_pachon,KAG9271567.1,TTLL4,Homo_sapiens,XP_054200659.1,TTLL4,4.74e-232,805.0,7.31e-233,805.0
21921,Astyanax_pachon,KAG9268792.1,TTLL5,Homo_sapiens,NP_055887.3,TTLL5,5.2400000000000005e-272,938.0,7.56e-273,938.0
19034,Astyanax_pachon,KAG9267804.1,TTLL6,Homo_sapiens,NP_001382946.1,TTLL13,7.010000000000001e-195,681.0,1.03e-195,681.0
16398,Astyanax_pachon,KAG9266780.1,TTLL7,Homo_sapiens,NP_001337143.1,TTLL7,0.0,1161.0,0.0,1161.0
23396,Astyanax_pachon,KAG9269473.1,TTLL9,Homo_sapiens,NP_001008409.1,TTLL9,2.44e-171,602.0,3.63e-172,602.0
12201,Astyanax_pachon,KAG9265020.1,TTMP,Homo_sapiens,NP_078892.3,C3orf52,2.18e-07,56.6,2.72e-08,56.6
29547,Astyanax_pachon,KAG9271840.1,TTN,Homo_sapiens,XP_054211292.1,MYLK4,2.88e-57,223.0,3.88e-58,223.0
11546,Astyanax_pachon,KAG9264730.1,TTPA,Homo_sapiens,NP_000361.1,TTPA,5.76e-93,341.0,8.51e-94,341.0
22600,Astyanax_pachon,KAG9269087.1,TTPAL,Homo_sapiens,NP_001034288.1,TTPAL,8.59e-122,437.0,1.32e-122,437.0
53698,Astyanax_pachon,KAG9282785.1,TTR,Homo_sapiens,NP_000362.1,TTR,1.17e-36,153.0,1.76e-37,153.0
40818,Astyanax_pachon,KAG9276928.1,TUB,Homo_sapiens,NP_001276324.1,TULP1,1.18e-108,394.0,1.66e-109,394.0
6200,Astyanax_pachon,KAG9262236.1,TUBA,Homo_sapiens,NP_005991.1,TUBA4A,1.6000000000000002e-253,875.0,2.44e-254,875.0
38265,Astyanax_pachon,KAG9275838.1,TUBB,Homo_sapiens,NP_821133.1,TUBB,1.23e-255,882.0,1.8899999999999998e-256,882.0
35705,Astyanax_pachon,KAG9274781.1,TUBB2A,Homo_sapiens,NP_001060.1,TUBB2A,3.11e-249,861.0,3.9699999999999994e-250,861.0
32096,Astyanax_pachon,KAG9272950.1,TUBB3,Homo_sapiens,NP_006077.2,TUBB3,3.3199999999999997e-258,891.0,3.7400000000000005e-259,891.0
51606,Astyanax_pachon,KAG9281792.1,TUBB4B,Homo_sapiens,NP_006079.1,TUBB4B,4.83e-258,890.0,7.390000000000001e-259,890.0
40355,Astyanax_pachon,KAG9276734.1,TUBB6,Homo_sapiens,NP_001290453.1,TUBB6,5.08e-252,870.0,7.77e-253,870.0
12941,Astyanax_pachon,KAG9265369.1,TUBD1,Homo_sapiens,NP_057345.2,TUBD1,5.13e-162,571.0,8.03e-163,571.0
52580,Astyanax_pachon,KAG9282267.1,TUBE1,Homo_sapiens,NP_057346.1,TUBE1,2.36e-211,735.0,3.6e-212,735.0
10400,Astyanax_pachon,KAG9264193.1,TUBG1,Homo_sapiens,NP_001061.2,TUBG1,1.57e-256,885.0,2.4e-257,885.0
18646,Astyanax_pachon,KAG9267621.1,TUBGCP2,Homo_sapiens,NP_006650.1,TUBGCP2,0.0,1377.0,0.0,1377.0
6727,Astyanax_pachon,KAG9262471.1,TUBGCP3,Homo_sapiens,NP_006313.1,TUBGCP3,0.0,1407.0,0.0,1407.0
4348,Astyanax_pachon,KAG9261304.1,TUBGCP4,Homo_sapiens,NP_055259.2,TUBGCP4,0.0,1169.0,0.0,1169.0
49331,Astyanax_pachon,KAG9280758.1,TUBGCP6,Homo_sapiens,NP_065194.3,TUBGCP6,0.0,1163.0,0.0,1163.0
45491,Astyanax_pachon,KAG9279205.1,TUFM,Homo_sapiens,NP_003312.3,TUFM,7.97e-195,680.0,1.24e-195,680.0
24530,Astyanax_pachon,KAG9269920.1,TULP1,Homo_sapiens,NP_001276324.1,TULP1,1.33e-112,407.0,2.03e-113,407.0
49167,Astyanax_pachon,KAG9280703.1,TULP3,Homo_sapiens,NP_813977.1,TUB,2.73e-134,479.0,4.44e-135,479.0
21569,Astyanax_pachon,KAG9268673.1,TULP4,Homo_sapiens,NP_064630.2,TULP4,0.0,1855.0,0.0,1855.0
40792,Astyanax_pachon,KAG9276908.1,TUSC2,Homo_sapiens,NP_009206.1,TUSC2,4.36e-37,154.0,6.599999999999999e-38,154.0
441,Astyanax_pachon,KAG9259673.1,TUSC3,Homo_sapiens,NP_839952.1,TUSC3,8.199999999999999e-165,580.0,1.1999999999999999e-165,580.0
18575,Astyanax_pachon,KAG9267593.1,TUT1,Homo_sapiens,NP_073741.3,TUT1,1.3100000000000002e-116,421.0,2.21e-117,421.0
23083,Astyanax_pachon,KAG9269327.1,TUT4,Homo_sapiens,XP_054191487.1,TUT4,0.0,1341.0,0.0,1341.0
48902,Astyanax_pachon,KAG9280620.1,TWF1,Homo_sapiens,NP_002813.3,TWF1,4.55e-147,521.0,6.99e-148,521.0
2481,Astyanax_pachon,KAG9260567.1,TWF2,Homo_sapiens,NP_009215.1,TWF2,1.63e-136,486.0,2.3899999999999997e-137,486.0
29069,Astyanax_pachon,KAG9271636.1,TWIST2,Homo_sapiens,NP_001258822.1,TWIST2,2.5700000000000003e-64,245.0,3.88e-65,245.0
45202,Astyanax_pachon,KAG9278957.1,TWISTNB,Homo_sapiens,NP_001002926.1,POLR1F,1.54e-58,227.0,2.15e-59,227.0
19236,Astyanax_pachon,KAG9267873.1,TWNK,Homo_sapiens,NP_068602.2,TWNK,4.04e-227,788.0,5.759999999999999e-228,788.0
46322,Astyanax_pachon,KAG9279656.1,TXLNA,Homo_sapiens,NP_001363786.1,TXLNA,1.45e-112,407.0,2.26e-113,407.0
53280,Astyanax_pachon,KAG9282590.1,TXLNB,Homo_sapiens,NP_694967.3,TXLNB,5.3100000000000004e-110,399.0,7.26e-111,399.0
16176,Astyanax_pachon,KAG9266682.1,TXLNG,Homo_sapiens,XP_054183358.1,TXLNG,1.22e-90,334.0,1.72e-91,334.0
37876,Astyanax_pachon,KAG9275670.1,TXN,Homo_sapiens,NP_003320.2,TXN,5.51e-32,137.0,8.26e-33,137.0
45598,Astyanax_pachon,KAG9279270.1,TXN2,Homo_sapiens,NP_036605.2,TXN2,9.709999999999999e-45,180.0,1.48e-45,180.0
7363,Astyanax_pachon,KAG9262899.1,TXNDC11,Homo_sapiens,NP_056998.4,TXNDC11,8.5e-174,611.0,1.55e-174,611.0
33803,Astyanax_pachon,KAG9273709.1,TXNDC12,Homo_sapiens,NP_056997.1,TXNDC12,5.2e-70,264.0,7.95e-71,264.0
14668,Astyanax_pachon,KAG9266156.1,TXNDC15,Homo_sapiens,NP_078991.3,TXNDC15,7.37e-78,291.0,1.24e-78,291.0
22320,Astyanax_pachon,KAG9268941.1,TXNDC16,Homo_sapiens,NP_065835.2,TXNDC16,1.35e-147,524.0,2.06e-148,524.0
12627,Astyanax_pachon,KAG9265246.1,TXNDC17,Homo_sapiens,NP_116120.1,TXNDC17,2.8100000000000004e-47,188.0,4.2999999999999994e-48,188.0
55743,Astyanax_pachon,KAG9283547.1,TXNDC5,Homo_sapiens,NP_110437.2,TXNDC5,5.11e-153,541.0,8.23e-154,541.0
28129,Astyanax_pachon,KAG9271339.1,TXNDC9,Homo_sapiens,NP_005774.2,TXNDC9,3.89e-83,308.0,5.94e-84,308.0
46134,Astyanax_pachon,KAG9279544.1,TXNIP,Homo_sapiens,NP_006463.3,TXNIP,7.51e-130,464.0,1.13e-130,464.0
14558,Astyanax_pachon,KAG9266116.1,TXNL1,Homo_sapiens,NP_004777.1,TXNL1,5.1899999999999996e-136,484.0,7.929999999999999e-137,484.0
45053,Astyanax_pachon,KAG9278916.1,TXNL4A,Homo_sapiens,NP_006692.1,TXNL4A,1.0000000000000001e-79,296.0,1.53e-80,296.0
6110,Astyanax_pachon,KAG9262184.1,TXNL4B,Homo_sapiens,NP_001135789.1,TXNL4B,1.4399999999999999e-68,259.0,2.2e-69,259.0
5945,Astyanax_pachon,KAG9262070.1,TXNRD2,Homo_sapiens,NP_001339229.1,TXNRD2,5.3500000000000004e-208,724.0,8.12e-209,724.0
41220,Astyanax_pachon,KAG9277071.1,TXNRD3,Homo_sapiens,NP_443115.1,TXNRD3,1.5499999999999999e-264,912.0,2.5500000000000003e-265,912.0
47464,Astyanax_pachon,KAG9280110.1,TYK2,Homo_sapiens,NP_001393390.1,TYK2,0.0,1183.0,0.0,1183.0
47840,Astyanax_pachon,KAG9280229.1,TYMP,Homo_sapiens,NP_001107227.1,TYMP,1.07e-130,467.0,1.73e-131,467.0
34517,Astyanax_pachon,KAG9274070.1,TYMS,Homo_sapiens,NP_001062.1,TYMS,4.18e-147,521.0,6.25e-148,521.0
9271,Astyanax_pachon,KAG9263668.1,TYR,Homo_sapiens,NP_000363.1,TYR,2.4600000000000003e-192,672.0,3.7e-193,672.0
21480,Astyanax_pachon,KAG9268651.1,TYRO3,Homo_sapiens,NP_006284.2,TYRO3,1.14e-233,810.0,1.7899999999999998e-234,810.0
38415,Astyanax_pachon,KAG9275936.1,TYROBP,Homo_sapiens,NP_001166985.1,TYROBP,1.96e-06,52.4,2.35e-07,52.4
931,Astyanax_pachon,KAG9259912.1,TYRP1,Homo_sapiens,NP_000541.1,TYRP1,1.63e-212,739.0,2.5500000000000002e-213,739.0
37094,Astyanax_pachon,KAG9275356.1,TYSND1,Homo_sapiens,NP_775826.2,TYSND1,8.15e-95,348.0,1.3499999999999999e-95,348.0
12602,Astyanax_pachon,KAG9265240.1,TYW1,Homo_sapiens,NP_060734.2,TYW1,2.3200000000000002e-296,1018.0,3.57e-297,1018.0
28009,Astyanax_pachon,KAG9271288.1,TYW5,Homo_sapiens,NP_001034782.1,TYW5,3.47e-106,385.0,5.48e-107,385.0
29220,Astyanax_pachon,KAG9271702.1,U2AF1,Homo_sapiens,NP_006749.1,U2AF1,8.48e-105,380.0,1.34e-105,380.0
45867,Astyanax_pachon,KAG9279417.1,U2AF2,Homo_sapiens,NP_001012496.1,U2AF2,2.45e-205,715.0,3.75e-206,715.0
11544,Astyanax_pachon,KAG9264729.1,U2SURP,Homo_sapiens,NP_001073884.1,U2SURP,0.0,1076.0,0.0,1076.0
3230,Astyanax_pachon,KAG9260859.1,UACA,Homo_sapiens,NP_001008225.1,UACA,3.95e-162,573.0,6.22e-163,573.0
41784,Astyanax_pachon,KAG9277270.1,UAP1,Homo_sapiens,NP_001311046.1,UAP1,5.569999999999999e-230,797.0,8.57e-231,797.0
51466,Astyanax_pachon,KAG9281728.1,UAP1L1,Homo_sapiens,NP_997192.2,UAP1L1,2.19e-198,692.0,3.3799999999999997e-199,692.0
23729,Astyanax_pachon,KAG9269620.1,UBA1,Homo_sapiens,NP_003325.2,UBA1,0.0,1719.0,0.0,1719.0
29988,Astyanax_pachon,KAG9272040.1,UBA2,Homo_sapiens,NP_005490.1,UBA2,3.96e-271,934.0,6.04e-272,934.0
23577,Astyanax_pachon,KAG9269552.1,UBA3,Homo_sapiens,NP_003959.3,UBA3,2.3e-239,828.0,3.55e-240,828.0
38236,Astyanax_pachon,KAG9275824.1,UBA5,Homo_sapiens,NP_079094.1,UBA5,1.42e-166,586.0,2.19e-167,586.0
44532,Astyanax_pachon,KAG9278673.1,UBA52,Homo_sapiens,NP_001029102.1,UBA52,7.93e-67,253.0,1.21e-67,253.0
5471,Astyanax_pachon,KAG9261866.1,UBAC1,Homo_sapiens,NP_057256.2,UBAC1,3.51e-176,618.0,5.1e-177,618.0
6980,Astyanax_pachon,KAG9262561.1,UBAC2,Homo_sapiens,NP_001137544.1,UBAC2,2.97e-114,412.0,4.459999999999999e-115,412.0
18740,Astyanax_pachon,KAG9267659.1,UBALD1,Homo_sapiens,NP_660296.1,UBALD1,3.67e-44,178.0,6.33e-45,178.0
9979,Astyanax_pachon,KAG9263959.1,UBALD2,Homo_sapiens,NP_872371.1,UBALD2,3.8700000000000004e-56,218.0,5.34e-57,218.0
15126,Astyanax_pachon,KAG9266310.1,UBAP1,Homo_sapiens,NP_001164674.1,UBAP1,4.64e-62,239.0,7.79e-63,239.0
49253,Astyanax_pachon,KAG9280722.1,UBAP1L,Homo_sapiens,NP_001157164.1,UBAP1L,3.34e-30,133.0,4.8e-31,133.0
14945,Astyanax_pachon,KAG9266268.1,UBAP2,Homo_sapiens,NP_001356988.2,UBAP2,1.62e-227,790.0,2.3599999999999998e-228,790.0
45757,Astyanax_pachon,KAG9279365.1,UBAP2L,Homo_sapiens,NP_001362549.1,UBAP2L,0.0,1056.0,0.0,1056.0
51553,Astyanax_pachon,KAG9281769.1,UBASH3B,Homo_sapiens,NP_116262.2,UBASH3B,0.0,1031.0,0.0,1031.0
7448,Astyanax_pachon,KAG9262945.1,UBC,Homo_sapiens,NP_001354918.1,SCARB1,9.61e-159,561.0,9.24e-160,561.0
31364,Astyanax_pachon,KAG9272677.1,UBE2A,Homo_sapiens,NP_003327.2,UBE2A,5.23e-83,307.0,7.99e-84,307.0
15343,Astyanax_pachon,KAG9266381.1,UBE2B,Homo_sapiens,NP_003328.1,UBE2B,2.1400000000000003e-79,295.0,3.27e-80,295.0
40858,Astyanax_pachon,KAG9276941.1,UBE2C,Homo_sapiens,NP_008950.1,UBE2C,8.32e-69,260.0,1.32e-69,260.0
50650,Astyanax_pachon,KAG9281256.1,UBE2D2,Homo_sapiens,NP_003330.1,UBE2D2,1.2599999999999999e-83,309.0,1.93e-84,309.0
25991,Astyanax_pachon,KAG9270459.1,UBE2D4,Homo_sapiens,NP_057067.1,UBE2D4,6.32e-84,310.0,9.66e-85,310.0
45009,Astyanax_pachon,KAG9278907.1,UBE2E1,Homo_sapiens,NP_003332.1,UBE2E1,2.06e-87,322.0,3.1000000000000003e-88,322.0
56297,Astyanax_pachon,KAG9283820.1,UBE2E2,Homo_sapiens,NP_001357154.1,UBE2E2,2.4e-100,365.0,3.67e-101,365.0
29520,Astyanax_pachon,KAG9271823.1,UBE2E3,Homo_sapiens,NP_001265483.1,UBE2E3,1.7099999999999997e-89,329.0,2.59e-90,329.0
6149,Astyanax_pachon,KAG9262220.1,UBE2F,Homo_sapiens,NP_001265234.1,UBE2F,2.49e-85,315.0,3.8e-86,315.0
15174,Astyanax_pachon,KAG9266332.1,UBE2G1,Homo_sapiens,NP_003333.1,UBE2G1,2.84e-86,318.0,4.36e-87,318.0
42014,Astyanax_pachon,KAG9277346.1,UBE2G2,Homo_sapiens,NP_003334.2,UBE2G2,6.93e-87,320.0,1.06e-87,320.0
48684,Astyanax_pachon,KAG9280526.1,UBE2H,Homo_sapiens,NP_003335.1,UBE2H,2.2900000000000003e-73,275.0,4.13e-74,275.0
38957,Astyanax_pachon,KAG9276205.1,UBE2I,Homo_sapiens,NP_003336.1,UBE2I,8.099999999999999e-91,333.0,1.24e-91,333.0
52879,Astyanax_pachon,KAG9282438.1,UBE2J1,Homo_sapiens,NP_057105.2,UBE2J1,9.3e-107,387.0,1.38e-107,387.0
22462,Astyanax_pachon,KAG9269022.1,UBE2J2,Homo_sapiens,NP_477515.2,UBE2J2,1.35e-127,456.0,1.91e-128,456.0
1015,Astyanax_pachon,KAG9259930.1,UBE2K,Homo_sapiens,NP_005330.1,UBE2K,1.14e-106,386.0,1.74e-107,386.0
7516,Astyanax_pachon,KAG9262963.1,UBE2L3,Homo_sapiens,NP_003338.1,UBE2L3,4.34e-79,294.0,6.63e-80,294.0
45983,Astyanax_pachon,KAG9279491.1,UBE2M,Homo_sapiens,NP_003960.1,UBE2M,1.94e-87,322.0,2.94e-88,322.0
32605,Astyanax_pachon,KAG9273112.1,UBE2N,Homo_sapiens,NP_003339.1,UBE2N,2.13e-76,285.0,3.3500000000000003e-77,285.0
42185,Astyanax_pachon,KAG9277447.1,UBE2O,Homo_sapiens,NP_071349.3,UBE2O,0.0,1413.0,0.0,1413.0
49782,Astyanax_pachon,KAG9280924.1,UBE2Q2,Homo_sapiens,NP_775740.1,UBE2Q2,2.63e-169,595.0,3.96e-170,595.0
46305,Astyanax_pachon,KAG9279640.1,UBE2QL1,Homo_sapiens,NP_001138633.1,UBE2QL1,9.59e-83,307.0,8.46e-84,307.0
15125,Astyanax_pachon,KAG9266309.1,UBE2R2,Homo_sapiens,NP_060281.2,UBE2R2,3.39e-113,408.0,4.93e-114,408.0
38617,Astyanax_pachon,KAG9276033.1,UBE2S,Homo_sapiens,NP_055316.2,UBE2S,1.0999999999999999e-74,280.0,1.57e-75,280.0
24544,Astyanax_pachon,KAG9269923.1,UBE2T,Homo_sapiens,NP_054895.1,UBE2T,1.93e-65,249.0,2.98e-66,249.0
27015,Astyanax_pachon,KAG9270875.1,UBE2V1,Homo_sapiens,NP_001027459.1,UBE2V1,2.17e-73,275.0,3.32e-74,275.0
38164,Astyanax_pachon,KAG9275790.1,UBE2V2,Homo_sapiens,NP_003341.1,UBE2V2,2.25e-73,275.0,3.2699999999999997e-74,275.0
54947,Astyanax_pachon,KAG9283240.1,UBE2WB,Homo_sapiens,NP_060769.5,UBE2W,6.83e-84,310.0,9.920000000000001e-85,310.0
10909,Astyanax_pachon,KAG9264403.1,UBE2Z,Homo_sapiens,NP_075567.2,UBE2Z,2.35e-131,469.0,3.18e-132,469.0
41608,Astyanax_pachon,KAG9277225.1,UBE3A,Homo_sapiens,NP_000453.2,UBE3A,0.0,1427.0,0.0,1427.0
4788,Astyanax_pachon,KAG9261553.1,UBE3B,Homo_sapiens,XP_054229740.1,UBE3B,0.0,1773.0,0.0,1773.0
35507,Astyanax_pachon,KAG9274701.1,UBE3C,Homo_sapiens,NP_055486.2,UBE3C,0.0,1616.0,0.0,1616.0
39275,Astyanax_pachon,KAG9276322.1,UBE3D,Homo_sapiens,NP_944602.1,UBE3D,3.01e-67,256.0,4.6e-68,256.0
13076,Astyanax_pachon,KAG9265455.1,UBE4A,Homo_sapiens,NP_001191006.1,UBE4A,0.0,1623.0,0.0,1623.0
24020,Astyanax_pachon,KAG9269723.1,UBE4B,Homo_sapiens,NP_001397673.1,UBE4B,0.0,1882.0,0.0,1882.0
25424,Astyanax_pachon,KAG9270229.1,UBIAD1,Homo_sapiens,NP_037451.1,UBIAD1,1.83e-127,456.0,2.49e-128,456.0
8232,Astyanax_pachon,KAG9263246.1,UBL3,Homo_sapiens,NP_009037.1,UBL3,4.86e-59,227.0,7.44e-60,227.0
25960,Astyanax_pachon,KAG9270441.1,UBL4AA,Homo_sapiens,NP_055050.1,UBL4A,7.67e-41,167.0,1.15e-41,167.0
7309,Astyanax_pachon,KAG9262857.1,UBL5,Homo_sapiens,NP_001041706.1,UBL5,1.23e-35,149.0,1.4e-36,149.0
49892,Astyanax_pachon,KAG9280966.1,UBL7,Homo_sapiens,NP_001273668.1,UBL7,2.13e-137,489.0,3.26e-138,489.0
14175,Astyanax_pachon,KAG9265920.1,UBLCP1,Homo_sapiens,NP_659486.2,UBLCP1,9.67e-157,553.0,1.48e-157,553.0
6228,Astyanax_pachon,KAG9262259.1,UBN1,Homo_sapiens,XP_054236167.1,UBN1,1.03e-102,375.0,1.89e-103,375.0
45587,Astyanax_pachon,KAG9279259.1,UBN2,Homo_sapiens,XP_054213716.1,UBN2,1.19e-151,538.0,2.02e-152,538.0
26444,Astyanax_pachon,KAG9270646.1,UBOX5,Homo_sapiens,NP_055763.1,UBOX5,1.3499999999999999e-68,261.0,2e-69,261.0
46788,Astyanax_pachon,KAG9279835.1,UBP1,Homo_sapiens,NP_001121633.1,UBP1,2.3199999999999998e-204,712.0,3.4399999999999998e-205,712.0
56089,Astyanax_pachon,KAG9283717.1,UBQLN1,Homo_sapiens,NP_001291271.1,UBQLN4,1.1700000000000001e-154,547.0,1.73e-155,547.0
21407,Astyanax_pachon,KAG9268618.1,UBR1,Homo_sapiens,NP_777576.1,UBR1,0.0,1959.0,0.0,1959.0
36522,Astyanax_pachon,KAG9275105.1,UBR2,Homo_sapiens,NP_001350634.1,UBR2,0.0,2662.0,0.0,2662.0
28472,Astyanax_pachon,KAG9271441.1,UBR3,Homo_sapiens,NP_742067.3,UBR3,0.0,2737.0,0.0,2737.0
23769,Astyanax_pachon,KAG9269634.1,UBR4,Homo_sapiens,NP_065816.2,UBR4,0.0,8453.0,0.0,8453.0
56260,Astyanax_pachon,KAG9283796.1,UBR5,Homo_sapiens,NP_056986.2,UBR5,0.0,4632.0,0.0,4632.0
54204,Astyanax_pachon,KAG9282970.1,UBR7,Homo_sapiens,NP_786924.2,UBR7,7.81e-127,454.0,1.25e-127,454.0
18073,Astyanax_pachon,KAG9267366.1,UBTD1,Homo_sapiens,NP_079230.1,UBTD1,3.04e-88,325.0,4.5499999999999994e-89,325.0
14177,Astyanax_pachon,KAG9265922.1,UBTD2,Homo_sapiens,NP_689490.2,UBTD2,1.07e-108,393.0,1.59e-109,393.0
11015,Astyanax_pachon,KAG9264467.1,UBTF,Homo_sapiens,NP_055048.1,UBTF,1.2899999999999999e-256,886.0,2.0300000000000003e-257,886.0
30794,Astyanax_pachon,KAG9272464.1,UBXN1,Homo_sapiens,NP_001273006.1,UBXN1,2.7199999999999997e-46,186.0,4.1500000000000003e-47,186.0
22434,Astyanax_pachon,KAG9268995.1,UBXN10,Homo_sapiens,NP_689589.1,UBXN10,3.9000000000000003e-29,129.0,5.6399999999999995e-30,129.0
56356,Astyanax_pachon,KAG9283853.1,UBXN11,Homo_sapiens,NP_001376485.1,UBXN11,4.67e-71,269.0,7.510000000000001e-72,269.0
53935,Astyanax_pachon,KAG9282865.1,UBXN2A,Homo_sapiens,NP_859064.2,UBXN2A,1.1699999999999999e-46,187.0,1.8100000000000002e-47,187.0
27900,Astyanax_pachon,KAG9271237.1,UBXN4,Homo_sapiens,NP_055422.1,UBXN4,9.65e-105,381.0,1.41e-105,381.0
16671,Astyanax_pachon,KAG9266861.1,UBXN6,Homo_sapiens,NP_079517.1,UBXN6,5.5e-122,438.0,8.520000000000001e-123,438.0
44917,Astyanax_pachon,KAG9278864.1,UBXN7,Homo_sapiens,NP_056377.1,UBXN7,2.84e-196,685.0,4.18e-197,685.0
8941,Astyanax_pachon,KAG9263531.1,UBXN8,Homo_sapiens,XP_054217256.1,UBXN8,2.16e-36,153.0,3.2400000000000003e-37,153.0
387,Astyanax_pachon,KAG9259649.1,UCHL1,Homo_sapiens,NP_004172.2,UCHL1,4.8e-81,301.0,7.5e-82,301.0
28368,Astyanax_pachon,KAG9271419.1,UCHL3,Homo_sapiens,NP_005993.1,UCHL3,8.99e-96,350.0,1.37e-96,350.0
16541,Astyanax_pachon,KAG9266814.1,UCHL5,Homo_sapiens,NP_057068.1,UCHL5,9.1e-169,593.0,1.39e-169,593.0
14474,Astyanax_pachon,KAG9266077.1,UCK1,Homo_sapiens,NP_113620.1,UCK1,7.34e-116,417.0,1.1200000000000001e-116,417.0
26814,Astyanax_pachon,KAG9270813.1,UCK2A,Homo_sapiens,NP_036606.2,UCK2,2.1700000000000003e-117,422.0,3.3e-118,422.0
33790,Astyanax_pachon,KAG9273693.1,UCK2B,Homo_sapiens,NP_036606.2,UCK2,5.66e-112,404.0,8.66e-113,404.0
23003,Astyanax_pachon,KAG9269295.1,UCKL1,Homo_sapiens,NP_001340407.1,UCKL1,1.9e-253,875.0,2.9e-254,875.0
49482,Astyanax_pachon,KAG9280799.1,UCMA,Homo_sapiens,NP_660357.2,UCMA,1.8300000000000002e-29,129.0,2.78e-30,129.0
47719,Astyanax_pachon,KAG9280186.1,UCN3,Homo_sapiens,NP_444277.2,UCN3,4.27e-13,74.7,7.19e-14,74.7
7861,Astyanax_pachon,KAG9263072.1,UCP2,Homo_sapiens,NP_001368872.1,UCP2,2.73e-139,495.0,4.14e-140,495.0
50441,Astyanax_pachon,KAG9281131.1,UEVLD,Homo_sapiens,NP_001035787.1,UEVLD,7.110000000000001e-129,461.0,1.0800000000000001e-129,461.0
52005,Astyanax_pachon,KAG9282000.1,UFC1,Homo_sapiens,NP_057490.2,UFC1,3.68e-81,301.0,5.62e-82,301.0
52535,Astyanax_pachon,KAG9282256.1,UFL1,Homo_sapiens,NP_056138.1,UFL1,7.37e-248,857.0,1.13e-248,857.0
9323,Astyanax_pachon,KAG9263683.1,UFM1,Homo_sapiens,NP_057701.1,UFM1,7.12e-39,160.0,7.969999999999999e-40,160.0
35248,Astyanax_pachon,KAG9274521.1,UFSP1,Homo_sapiens,NP_001015072.2,UFSP1,2.1699999999999997e-24,113.0,1.87e-25,113.0
471,Astyanax_pachon,KAG9259679.1,UFSP2,Homo_sapiens,NP_060829.2,UFSP2,1.45e-158,560.0,1.7e-159,560.0
8251,Astyanax_pachon,KAG9263257.1,UGCG,Homo_sapiens,NP_003349.1,UGCG,4.76e-215,747.0,7.29e-216,747.0
1007,Astyanax_pachon,KAG9259928.1,UGDH,Homo_sapiens,NP_003350.1,UGDH,1.94e-241,835.0,2.96e-242,835.0
34005,Astyanax_pachon,KAG9273777.1,UGGT1,Homo_sapiens,XP_054199017.1,UGGT1,0.0,2347.0,0.0,2347.0
27840,Astyanax_pachon,KAG9271208.1,UGGT2,Homo_sapiens,XP_054230706.1,UGGT2,0.0,1859.0,0.0,1859.0
20881,Astyanax_pachon,KAG9268439.1,UGP2,Homo_sapiens,NP_006750.3,UGP2,6.21e-243,840.0,9.5e-244,840.0
